cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,target
2.0,1.0,1.0,46.81,4.11,-129.9,12.42,-104.51,-64.42,43.76,-269.52,81.1,-10.77,-142.98,287.33,-53.17,0.0
2.0,3.0,2.0,142.5,-40.09,-82.29,22.87,-13.72,135.49,13.75,-441.08,-6.1,-28.76,57.6,210.3,-28.47,0.0
2.0,1.0,1.0,179.24,-5.74,-47.92,22.54,-3.61,-153.44,-83.32,-149.4,96.33,3.22,-173.2,306.19,6.5,0.0
1.0,1.0,1.0,155.84,11.66,-22.35,8.77,-15.15,-79.89,-25.79,-71.8,64.38,-5.15,-20.41,329.61,-51.55,0.0
2.0,2.0,2.0,19.04,27.53,-7.16,-14.59,-6.69,-40.4,-52.87,87.22,-3.09,-24.74,35.79,41.43,-18.96,1.0
2.0,0.0,2.0,-69.69,26.2,23.99,5.44,5.46,-102.54,24.62,282.27,242.29,-16.02,181.47,6.29,142.76,1.0
2.0,1.0,1.0,-57.19,44.75,139.58,-28.45,103.39,-39.08,126.47,504.87,-169.33,-17.44,130.79,-320.02,55.28,1.0
2.0,1.0,3.0,-219.51,35.02,7.28,-2.17,74.25,-153.38,56.75,462.09,-63.13,24.35,114.01,-340.98,80.03,1.0
2.0,0.0,2.0,-96.09,75.26,-67.32,0.52,47.41,-63.36,24.05,688.89,-115.88,7.21,166.45,32.68,-105.43,1.0
1.0,1.0,1.0,-110.71,-49.85,-18.42,10.83,-48.73,3.53,-97.86,232.0,129.58,-13.27,-194.79,94.65,-111.43,0.0
2.0,1.0,2.0,-38.5,24.81,117.24,36.14,48.23,64.48,-35.66,-84.96,9.01,-9.0,175.5,-64.56,85.28,1.0
1.0,2.0,1.0,79.03,-10.84,-17.59,22.06,-27.88,-42.91,44.2,49.21,164.35,-11.87,25.5,411.4,-113.43,0.0
2.0,2.0,1.0,-78.39,-42.85,-6.57,17.16,31.97,246.24,-32.29,-338.48,-217.11,-20.27,106.45,-390.18,129.42,0.0
1.0,1.0,1.0,-88.63,26.66,61.05,-9.46,-12.38,133.44,-50.01,40.11,231.65,-2.44,81.81,-100.05,42.99,1.0
2.0,1.0,2.0,-203.91,42.89,-27.4,23.35,37.14,116.31,90.0,347.14,388.43,16.27,128.99,-3.05,-59.36,1.0
0.0,1.0,2.0,-114.87,47.17,-16.83,5.22,31.12,-50.16,-44.35,172.68,-116.43,-12.13,180.36,-220.27,110.21,1.0
1.0,2.0,1.0,43.46,25.63,26.47,-25.78,-59.65,155.53,-66.76,-528.67,-122.25,25.02,102.96,-233.62,172.17,0.0
2.0,2.0,2.0,152.47,-10.37,47.76,49.38,28.66,252.8,10.64,-458.16,165.53,20.45,116.56,245.81,-3.69,0.0
1.0,2.0,1.0,-86.48,-9.15,79.6,36.36,-28.93,24.1,10.0,-118.72,128.7,3.6,228.3,88.79,71.71,1.0
1.0,1.0,0.0,-42.74,0.61,91.84,16.96,-8.18,-111.17,-112.4,97.72,2.09,16.18,323.14,3.33,187.32,1.0
1.0,1.0,2.0,-15.18,26.51,50.43,12.01,86.33,208.14,-49.88,-72.04,-12.24,-9.72,-16.72,-292.51,74.43,1.0
1.0,1.0,2.0,16.26,-30.72,48.15,18.96,-112.44,-50.41,27.98,-5.52,258.47,17.49,-51.9,510.26,-160.64,1.0
1.0,0.0,1.0,-10.03,61.62,50.95,-13.3,,-177.83,154.82,833.99,-525.5,6.48,86.37,-208.14,-56.72,1.0
1.0,1.0,1.0,-139.61,7.13,40.37,-13.77,26.51,-101.38,-103.83,446.67,-27.12,-6.0,42.27,-129.04,-30.41,1.0
1.0,2.0,1.0,107.55,-36.94,-43.65,0.56,-144.21,-7.59,-4.12,-621.83,-351.71,-4.5,182.1,105.47,135.95,0.0
3.0,2.0,1.0,98.32,10.53,-8.99,17.16,-77.68,177.23,-71.16,-705.89,-115.25,21.17,231.06,25.16,165.01,0.0
2.0,2.0,2.0,107.18,-48.15,91.66,20.14,-37.0,71.91,84.57,-383.88,-83.03,-7.57,123.65,124.89,75.52,0.0
1.0,2.0,2.0,151.44,-23.05,-8.96,28.49,-59.91,109.45,109.24,-530.29,-173.02,-16.46,49.23,256.91,-33.98,0.0
1.0,2.0,1.0,76.35,27.99,-111.06,-19.68,-43.47,36.41,23.89,-213.13,47.73,-20.97,150.2,11.56,119.49,0.0
1.0,1.0,1.0,-204.58,35.08,79.61,11.27,46.15,-82.42,-94.76,424.8,-187.89,-4.71,206.39,-254.14,56.59,1.0
2.0,1.0,2.0,11.97,-19.73,-15.03,18.8,-46.36,-13.69,3.46,-72.48,21.47,13.57,-61.8,183.39,-51.19,0.0
1.0,2.0,2.0,-76.3,15.7,-51.86,17.29,27.02,282.77,-81.44,-239.68,87.7,13.56,1.27,-174.43,-17.73,1.0
1.0,1.0,1.0,8.04,-7.01,31.86,-12.79,-30.4,-109.41,-31.89,149.44,-115.59,-11.27,-1.75,11.82,28.67,1.0
1.0,2.0,1.0,-125.6,35.55,125.58,4.23,7.83,291.6,60.81,-136.89,190.67,3.83,21.99,-144.95,-69.73,1.0
2.0,3.0,1.0,219.47,9.23,63.59,-13.7,-82.45,149.38,-146.55,-789.86,77.27,16.18,87.64,129.7,132.95,0.0
2.0,1.0,2.0,180.89,-57.06,-32.75,31.79,-57.23,-86.15,-66.98,-81.31,221.96,-23.87,-162.81,542.42,-80.73,0.0
2.0,2.0,2.0,-20.22,7.34,-2.82,-16.43,19.32,-299.3,112.48,-66.25,-14.15,28.84,-14.39,-212.28,207.36,1.0
1.0,2.0,1.0,-81.45,-1.03,99.19,-35.68,99.01,-148.03,-101.76,615.43,-245.69,-5.19,-6.63,-327.1,-0.67,1.0
2.0,0.0,2.0,164.01,-95.4,48.29,10.91,-90.21,-126.0,43.14,7.01,185.4,-10.98,-281.19,452.31,-47.86,0.0
2.0,2.0,2.0,-197.58,45.92,66.24,44.93,105.22,212.97,-80.18,240.03,135.4,5.88,176.86,-167.39,-49.89,1.0
2.0,1.0,2.0,1.27,38.27,33.89,-14.11,52.19,-54.39,116.74,403.19,-234.49,-14.15,53.38,-112.3,-9.46,1.0
1.0,1.0,2.0,326.06,-15.45,-67.46,-1.99,16.61,-289.66,-24.31,-47.91,100.57,19.23,-109.14,434.21,37.33,0.0
2.0,1.0,0.0,-139.07,30.7,72.81,-10.76,-1.09,-28.92,-22.34,534.91,91.88,7.13,117.75,27.69,-84.95,1.0
1.0,1.0,1.0,163.32,-36.14,-28.33,6.89,-75.7,-168.76,-113.6,-182.56,76.99,20.03,-171.47,366.4,-9.47,0.0
1.0,1.0,1.0,7.61,-21.07,-27.19,9.03,-8.63,103.74,64.42,-153.69,-190.05,-6.94,78.97,-124.8,84.5,0.0
0.0,1.0,1.0,-58.32,43.74,-12.96,6.56,94.34,207.02,47.88,106.1,122.95,-11.71,-41.28,-274.14,30.97,1.0
1.0,2.0,1.0,-19.86,15.22,15.22,48.78,-7.52,122.59,-84.42,-464.87,181.58,7.57,27.18,60.56,51.23,1.0
1.0,2.0,1.0,-244.78,6.23,-80.19,12.73,26.82,315.5,-17.45,225.48,287.26,-7.81,55.4,-147.09,-135.97,1.0
2.0,1.0,2.0,-165.74,-23.34,-4.28,13.79,-41.94,105.89,28.68,-113.02,-287.06,-20.08,196.59,-313.44,143.98,0.0
1.0,2.0,2.0,43.82,-13.0,-16.06,35.67,40.85,113.66,-33.83,-272.36,-151.79,-3.76,46.92,8.95,-21.3,0.0
1.0,1.0,2.0,-10.63,-35.86,83.31,20.12,16.36,-21.11,-20.99,170.7,46.37,0.72,-65.95,102.3,-53.51,0.0
1.0,2.0,1.0,-119.95,-73.72,1.61,34.54,95.95,193.21,-87.01,20.64,-407.12,-0.46,142.11,-398.05,50.13,0.0
1.0,1.0,2.0,-119.41,26.17,30.29,16.04,77.81,-37.6,22.18,361.89,-10.55,-6.94,183.21,-180.25,80.68,1.0
2.0,2.0,2.0,-1.07,21.13,-9.35,45.75,-89.92,144.38,33.9,-204.76,187.52,-20.78,149.64,511.69,-193.7,0.0
2.0,1.0,1.0,152.68,-43.19,-48.49,10.14,-63.12,-142.98,7.83,-117.76,62.94,-11.62,-168.09,349.77,-21.12,0.0
1.0,2.0,2.0,148.95,12.99,27.59,9.58,-67.16,-92.65,-0.01,-359.49,168.34,-0.95,18.38,380.32,-4.43,0.0
1.0,2.0,2.0,-99.12,-7.98,-11.92,33.41,4.16,59.0,48.16,-56.05,44.39,-12.52,179.66,-7.81,36.63,1.0
1.0,2.0,2.0,-75.21,-15.21,-83.57,23.35,22.71,-29.9,68.51,233.93,149.43,10.39,75.7,154.24,-91.91,0.0
2.0,2.0,2.0,-53.75,61.44,-44.85,26.81,64.65,165.33,-72.81,-97.45,12.99,-0.14,206.87,-141.07,54.32,1.0
1.0,1.0,2.0,-158.5,26.35,39.8,14.62,96.36,115.88,-35.24,450.47,110.99,18.44,124.56,-203.88,-7.92,1.0
1.0,2.0,2.0,-147.58,7.05,-53.59,-2.0,50.08,-222.3,-69.01,1.74,-195.56,-0.61,119.7,-458.0,258.13,1.0
1.0,1.0,2.0,-22.82,10.91,-16.48,-34.64,88.92,-237.04,139.88,644.63,-251.81,-11.87,43.06,-209.47,26.71,1.0
0.0,0.0,2.0,206.24,-50.96,-76.93,26.88,-58.13,-81.82,104.55,-219.52,60.54,2.22,-246.91,395.69,-19.13,0.0
2.0,2.0,2.0,-89.38,78.07,11.43,20.59,56.5,168.78,127.84,-34.87,180.25,13.43,116.03,-115.86,8.65,1.0
2.0,1.0,1.0,-170.87,27.64,53.31,-6.38,54.98,-164.22,6.96,352.17,-41.11,18.94,97.8,-314.24,125.3,1.0
2.0,2.0,2.0,-97.2,-7.43,-21.64,-25.81,28.55,-171.12,43.73,283.61,-60.35,2.28,57.71,-244.79,101.34,1.0
3.0,3.0,2.0,247.21,10.85,-26.89,10.09,-25.48,186.87,86.15,-735.5,38.47,16.44,-11.8,185.74,35.8,0.0
3.0,1.0,1.0,-17.6,12.34,-24.04,-36.72,100.0,3.23,84.92,822.32,-413.83,4.0,150.95,-226.79,-66.18,1.0
1.0,2.0,2.0,-18.83,-11.25,34.44,10.19,-45.9,-38.58,22.97,-155.06,-224.56,9.07,20.07,1.63,8.32,0.0
2.0,1.0,2.0,-12.72,-41.66,98.14,20.05,-49.77,-55.25,-63.31,94.5,163.5,-11.52,-32.2,306.63,-99.13,0.0
3.0,1.0,2.0,-51.91,20.48,-46.21,21.21,49.62,64.59,-83.39,38.46,1.74,-13.91,188.87,-146.3,119.78,1.0
2.0,1.0,1.0,-206.73,30.81,-45.12,-4.65,13.13,223.8,174.12,309.09,557.77,7.55,-117.09,-88.78,-101.76,1.0
2.0,1.0,1.0,17.09,-43.81,2.22,24.41,-71.05,-9.68,109.84,-15.86,152.26,3.56,-153.97,310.0,-94.2,0.0
2.0,1.0,1.0,-32.84,-2.91,48.19,-28.55,24.04,18.65,-70.81,397.53,-242.11,21.79,120.38,-213.02,45.39,1.0
1.0,1.0,1.0,-136.77,-17.78,70.28,20.34,8.82,180.28,68.94,262.67,34.17,-25.01,41.76,0.23,-130.24,0.0
2.0,1.0,2.0,12.48,-2.37,-82.86,-29.72,33.18,-57.33,-0.24,312.3,-234.95,0.06,74.65,-149.56,22.73,1.0
1.0,1.0,2.0,-72.74,10.99,-86.78,26.17,19.09,250.7,-11.09,-178.09,259.83,-16.45,-8.41,-83.71,15.52,1.0
2.0,1.0,2.0,-3.81,-15.61,-8.72,-1.32,-6.32,-38.68,6.78,24.2,74.3,-26.1,47.46,-72.85,141.14,1.0
2.0,2.0,2.0,45.75,-58.33,-96.92,35.37,-30.05,39.44,14.17,-406.56,-155.81,3.82,-61.66,138.8,-60.48,0.0
1.0,1.0,2.0,-88.41,,26.79,30.54,118.98,73.95,-29.0,281.64,102.9,13.24,25.53,-199.82,48.15,1.0
2.0,2.0,1.0,-48.12,34.38,-37.35,18.18,67.27,231.22,-217.43,-93.24,101.5,-5.65,-13.63,-182.71,0.19,1.0
3.0,2.0,2.0,121.25,57.48,-16.61,-47.22,127.26,-112.89,17.56,447.09,-240.09,-6.41,-7.56,-155.39,-46.06,1.0
0.0,0.0,1.0,-278.79,12.54,56.85,24.44,-19.06,-11.65,1.0,552.96,-201.24,-13.16,271.35,-144.44,11.35,1.0
3.0,1.0,1.0,198.07,-31.62,-38.83,23.12,35.6,-78.98,9.61,109.9,176.33,18.52,-36.1,396.14,-43.03,0.0
2.0,2.0,2.0,-206.25,53.68,57.06,34.65,43.27,218.29,7.6,64.26,189.08,-7.73,204.0,-89.63,-68.66,1.0
2.0,2.0,1.0,-45.38,-32.68,121.02,-18.36,-52.24,102.82,8.37,-66.62,174.03,1.99,-34.27,-73.91,48.53,1.0
2.0,0.0,1.0,112.81,-61.78,-54.41,-4.04,15.6,-72.67,114.46,158.12,-11.77,0.83,-240.64,37.74,29.06,0.0
0.0,2.0,1.0,-102.62,-81.28,78.41,16.22,27.94,278.48,-42.28,-248.7,-263.0,33.39,76.66,-418.95,106.7,0.0
1.0,2.0,1.0,20.92,9.06,76.36,25.6,-0.73,167.5,-154.43,-508.23,51.3,2.09,-42.12,-79.74,65.09,1.0
2.0,1.0,1.0,200.32,-13.37,12.79,22.42,-112.0,-214.49,36.17,-256.05,278.81,-12.74,-124.2,693.2,-92.59,0.0
1.0,2.0,2.0,-38.18,-6.57,127.55,-47.77,101.18,-183.66,161.18,679.23,-209.39,-6.34,-75.09,-253.79,-54.53,1.0
1.0,1.0,1.0,18.49,25.92,-60.96,9.95,-104.6,-26.53,-29.74,-268.89,-130.77,3.99,192.61,135.7,88.4,0.0
2.0,1.0,1.0,119.43,-20.42,10.25,18.82,-86.37,-64.78,34.3,-130.19,171.54,-2.22,-143.05,460.68,-97.16,0.0
2.0,2.0,3.0,-166.61,32.28,23.46,35.99,163.75,412.01,-6.3,189.6,-7.98,-17.19,12.69,-375.4,-118.79,1.0
2.0,2.0,1.0,51.38,44.84,-32.96,-24.0,71.32,-112.6,-56.78,272.79,-164.33,-1.49,-18.52,-105.1,-13.96,1.0
2.0,2.0,2.0,40.78,6.52,-39.29,-15.68,-16.6,127.01,8.74,-317.03,-239.26,12.48,62.38,-218.72,98.43,0.0
2.0,1.0,2.0,-38.62,-34.16,-1.72,22.13,-28.77,20.19,-23.42,141.11,175.4,-29.72,-135.21,201.46,-108.4,0.0
1.0,1.0,1.0,-96.52,71.53,-0.97,5.57,34.41,-123.78,46.81,131.29,99.23,3.17,13.67,-82.33,25.18,1.0
2.0,1.0,1.0,-5.07,-1.07,40.0,6.26,54.47,0.78,-54.33,111.53,-52.66,-30.03,87.85,-192.24,150.08,1.0
2.0,1.0,2.0,-182.42,6.79,19.26,-8.79,-28.67,47.16,-48.89,384.4,127.77,4.16,133.12,-61.06,-24.88,1.0
1.0,2.0,1.0,68.56,11.54,-4.56,-49.11,89.28,-100.81,60.05,494.55,-214.37,6.03,-151.31,-140.54,-108.55,1.0
2.0,2.0,2.0,-13.58,16.7,38.48,-25.87,35.66,-89.5,12.14,100.68,-90.99,-6.69,39.45,-234.86,109.41,1.0
2.0,2.0,0.0,-6.24,-2.9,35.01,6.0,9.91,136.48,-102.55,-171.5,4.24,-15.15,66.38,-137.53,86.96,1.0
2.0,2.0,1.0,127.63,-13.19,85.25,36.07,-49.15,49.93,-114.97,-567.62,-181.61,2.65,88.85,198.77,32.64,0.0
1.0,2.0,1.0,-24.21,-11.17,79.23,12.87,44.68,242.95,50.1,-190.11,-201.41,-14.49,145.49,-255.3,60.74,0.0
3.0,1.0,2.0,-128.25,29.06,114.24,-3.05,61.28,29.44,40.32,470.95,159.26,-19.75,136.3,-170.25,54.62,1.0
1.0,1.0,2.0,-213.88,40.16,27.42,4.69,67.74,165.25,113.03,446.9,295.87,4.68,56.81,-202.33,-44.34,1.0
1.0,2.0,1.0,152.36,-10.63,-39.01,-8.47,-12.36,198.55,-60.34,-533.02,-67.61,-2.74,125.59,-125.48,189.42,0.0
3.0,2.0,1.0,-63.92,-0.01,9.61,18.86,5.8,-14.82,-12.95,194.81,86.72,-5.58,66.68,162.53,-110.63,0.0
1.0,2.0,2.0,-42.93,-7.48,82.17,-9.33,-39.54,-6.14,26.86,-191.53,-267.99,2.45,57.65,-210.43,101.91,0.0
1.0,2.0,1.0,31.52,-35.23,-46.88,56.92,-25.38,89.5,81.94,-364.71,82.79,29.36,196.64,234.56,48.89,0.0
1.0,1.0,1.0,-179.39,25.02,7.29,-13.92,77.97,27.67,-3.28,639.99,-272.47,25.31,319.35,-398.04,95.81,1.0
2.0,3.0,2.0,54.56,-71.89,-32.99,11.97,-57.98,-83.76,43.44,-395.19,-298.93,-12.48,111.17,52.74,71.59,0.0
1.0,2.0,2.0,86.5,-10.71,-43.0,-33.62,-85.47,33.69,-94.96,-454.1,-252.02,19.52,-69.58,-107.65,65.83,0.0
1.0,2.0,1.0,157.37,-2.07,12.92,18.59,-73.21,117.25,25.99,-677.42,-234.07,17.47,8.54,190.28,-28.58,0.0
2.0,2.0,1.0,72.6,71.02,-39.31,-19.98,73.48,-142.55,3.74,20.15,-67.48,-26.34,77.06,-170.93,137.28,1.0
1.0,2.0,1.0,60.28,-33.22,-99.64,45.0,41.55,70.58,175.9,-207.76,159.04,-5.97,-41.4,203.49,-65.52,0.0
2.0,2.0,1.0,125.18,-8.23,43.56,1.68,-172.72,-25.88,52.27,-755.26,-237.31,8.04,95.94,259.56,47.54,0.0
2.0,1.0,1.0,-39.78,-48.88,-47.45,-0.85,-176.8,-178.24,151.87,-93.87,169.08,15.04,-159.04,404.44,-109.54,0.0
0.0,1.0,1.0,98.11,41.55,58.76,11.95,-49.36,-35.97,-56.47,-178.94,67.93,-5.67,-25.94,316.16,-77.37,0.0
1.0,1.0,2.0,-113.78,14.33,-95.75,-2.5,-1.62,-145.1,-20.4,38.72,15.67,2.5,68.39,-195.82,145.27,1.0
1.0,2.0,2.0,34.39,38.87,-104.05,6.66,21.9,257.01,45.84,-469.27,119.85,-23.89,-140.38,-174.83,36.0,1.0
2.0,2.0,1.0,-28.72,-18.41,-1.38,4.24,47.77,-143.22,-2.65,347.67,95.79,-1.89,42.02,86.26,-39.02,0.0
1.0,1.0,3.0,-47.03,10.58,-34.79,6.22,-51.03,-6.5,-45.86,-66.88,-141.72,-3.32,149.94,-18.87,62.95,0.0
1.0,1.0,2.0,196.3,35.18,-2.29,-5.84,-63.68,21.5,-146.07,-440.61,179.89,4.84,219.26,185.18,220.51,0.0
1.0,1.0,2.0,-67.3,22.38,60.15,-31.25,143.39,-185.99,148.42,659.38,-364.83,-2.82,23.68,-400.2,20.64,1.0
2.0,1.0,1.0,-168.68,16.2,-27.52,11.2,-2.58,-89.37,99.28,256.97,-155.91,-5.9,151.86,-178.28,79.58,1.0
2.0,1.0,0.0,-67.33,64.63,47.04,14.21,123.57,194.13,-52.4,194.75,201.69,6.97,-102.45,-222.87,-36.09,0.0
1.0,2.0,2.0,-47.97,22.51,-38.39,31.48,68.76,294.39,128.0,-283.79,-14.44,-17.53,4.72,-220.02,-3.56,1.0
1.0,3.0,2.0,-23.98,27.07,-38.21,-21.26,80.32,-114.15,-26.1,-160.3,-102.84,-19.27,-108.04,-387.54,111.72,1.0
1.0,2.0,1.0,-27.79,34.45,-24.08,27.73,-21.17,191.62,62.48,-463.79,160.16,-0.58,73.59,11.55,24.61,1.0
1.0,2.0,2.0,0.12,-31.06,36.69,6.47,-22.85,44.47,-88.49,-217.63,-181.07,17.93,215.04,-119.93,153.3,1.0
2.0,2.0,2.0,-100.5,4.9,-85.66,-26.61,-4.34,-17.59,108.58,261.12,141.68,-21.52,60.91,-118.59,27.25,1.0
2.0,1.0,1.0,-20.86,23.47,7.74,-9.75,74.71,-254.77,-120.67,39.97,-290.65,8.55,62.61,-367.79,220.66,1.0
2.0,2.0,1.0,104.26,-9.79,17.67,24.2,-58.42,203.55,2.38,-704.05,-298.87,28.67,296.37,15.41,122.25,0.0
1.0,2.0,1.0,-44.95,39.22,-124.45,14.12,-5.5,370.67,-101.11,-490.07,169.5,7.88,16.89,-126.46,-18.35,1.0
1.0,1.0,2.0,-49.58,4.17,50.17,-31.01,89.0,-113.72,-38.83,553.71,-329.95,15.71,49.54,-312.11,24.82,1.0
2.0,1.0,2.0,61.26,-68.41,-100.22,-0.06,-62.4,-220.08,104.0,57.2,109.21,2.47,-243.18,232.33,-5.65,0.0
2.0,1.0,2.0,-24.16,34.86,-19.54,-20.14,76.19,-137.61,-16.52,459.55,-228.97,9.33,36.45,-161.18,-15.27,1.0
2.0,1.0,2.0,-90.46,48.29,-10.68,16.58,104.23,197.87,105.29,141.81,137.65,10.34,-29.9,-246.87,-4.28,1.0
1.0,1.0,2.0,-96.64,6.98,14.56,10.61,50.7,166.02,52.88,173.16,246.71,9.06,-31.95,-153.19,19.34,1.0
1.0,2.0,1.0,28.32,44.13,49.38,13.38,34.44,-288.92,-39.21,-544.62,-244.91,-25.71,-77.12,-296.35,255.52,1.0
2.0,1.0,1.0,83.16,-32.15,-68.66,34.52,-19.87,-5.18,-11.14,-50.47,127.74,-3.72,-111.92,308.3,-61.65,1.0
1.0,1.0,2.0,-93.88,40.13,80.22,-27.55,58.71,128.35,22.87,480.69,-130.08,2.59,281.78,-247.15,9.78,1.0
2.0,1.0,1.0,90.2,43.62,24.34,17.93,-44.76,123.98,3.18,-441.96,-100.94,7.73,242.57,77.56,110.21,0.0
3.0,0.0,1.0,-63.41,30.63,13.65,-7.12,39.4,38.48,-29.64,286.18,306.74,6.33,-16.43,-132.41,91.44,1.0
1.0,1.0,2.0,161.82,-48.91,107.49,14.89,-152.24,-109.98,187.95,-302.37,151.31,-9.97,-170.52,562.37,-70.35,0.0
2.0,2.0,2.0,-121.41,58.62,-20.51,26.86,15.78,258.14,-24.52,-193.17,264.89,-3.75,68.85,-22.56,-81.55,1.0
1.0,2.0,2.0,110.87,-52.54,-18.81,6.3,-100.68,-116.28,35.63,-255.56,-50.28,32.1,81.18,313.97,33.85,0.0
2.0,2.0,2.0,-17.93,38.22,-76.26,13.68,105.61,278.17,-106.03,-115.13,19.5,-13.71,-119.53,-298.69,-9.98,1.0
2.0,1.0,2.0,-139.34,21.78,125.53,-16.42,91.06,-220.59,107.19,468.74,-193.98,13.85,96.9,-430.32,174.9,1.0
2.0,1.0,1.0,-21.35,-5.47,40.45,-9.32,-1.76,-17.14,-106.25,111.05,125.9,17.93,25.41,-78.34,102.68,1.0
1.0,2.0,2.0,-54.12,-13.97,38.34,8.89,14.77,187.62,132.0,-132.95,130.12,4.38,-84.2,-147.95,14.61,1.0
2.0,1.0,0.0,244.37,-42.05,-56.73,21.23,-115.66,-266.27,31.13,-358.54,199.92,-8.89,-246.94,610.4,-11.0,0.0
0.0,1.0,2.0,42.64,-42.26,6.92,25.02,-10.77,-83.52,68.93,18.01,76.22,10.74,-102.29,205.87,-28.07,0.0
1.0,2.0,1.0,157.88,45.19,20.45,9.77,-145.64,-86.54,81.79,-636.33,164.42,-4.16,145.03,423.5,98.37,0.0
3.0,2.0,2.0,71.52,16.97,97.16,-29.65,-44.31,146.79,116.98,-411.89,-116.42,-13.53,-20.11,-178.31,88.92,0.0
2.0,1.0,2.0,-94.25,16.76,-76.81,34.21,71.12,122.69,-53.2,143.43,191.4,8.76,49.65,-75.95,8.67,1.0
2.0,2.0,2.0,284.57,13.75,-40.48,-4.74,-84.49,60.15,-83.88,-636.08,230.51,0.73,-49.91,410.97,18.25,0.0
2.0,1.0,1.0,-123.75,12.22,77.04,22.29,-16.19,-62.83,13.5,276.31,453.93,-3.58,97.42,168.01,28.52,1.0
1.0,1.0,0.0,-36.56,39.01,-14.84,44.24,1.0,13.69,82.01,-263.57,212.47,-19.91,110.54,94.56,74.54,1.0
2.0,1.0,1.0,-34.66,-20.42,39.13,25.6,-42.36,81.76,11.97,-177.46,-367.48,-7.66,110.7,-18.82,-14.03,0.0
1.0,0.0,1.0,-273.92,64.79,-40.42,-1.05,151.15,-117.8,-92.61,1006.63,-263.29,11.43,287.62,-432.89,26.39,1.0
2.0,2.0,1.0,-109.92,49.98,12.1,32.52,18.43,100.47,39.83,-109.37,228.01,-40.54,91.59,-3.14,-2.72,1.0
2.0,1.0,2.0,-175.55,29.02,21.86,-2.86,38.22,26.73,56.12,401.31,-100.53,-25.68,109.65,-229.31,-15.96,1.0
3.0,2.0,1.0,-56.97,34.37,96.54,25.69,45.26,110.29,-4.88,-89.64,65.38,22.92,94.03,-106.55,46.64,1.0
1.0,1.0,1.0,57.84,-59.3,-60.09,-15.29,-18.34,-154.66,-143.51,189.25,-28.24,-19.98,-227.5,38.69,12.92,0.0
1.0,2.0,2.0,17.95,-5.96,71.81,54.9,-43.07,107.43,52.07,-407.09,7.87,18.11,93.57,252.46,-42.87,0.0
2.0,0.0,2.0,-24.08,50.81,-7.37,12.87,-18.9,-153.13,75.0,69.94,397.35,9.53,68.1,144.82,128.21,1.0
2.0,1.0,2.0,-217.02,66.95,-30.07,27.18,50.39,164.75,0.71,252.52,469.95,-2.82,18.35,-37.59,-93.9,1.0
2.0,2.0,2.0,-61.09,-37.68,80.75,-10.63,43.93,202.27,39.66,-11.22,-297.76,12.13,138.54,-450.35,144.08,0.0
1.0,2.0,1.0,203.86,-42.57,-141.29,29.69,-17.55,49.52,170.94,-361.37,-46.16,3.5,41.61,314.37,-3.78,0.0
1.0,2.0,2.0,-156.62,-19.4,-49.25,20.03,17.36,-92.12,120.08,410.09,241.69,16.48,124.05,192.5,-138.96,0.0
1.0,1.0,0.0,41.34,-47.95,20.82,0.43,-62.52,-83.88,98.17,-94.5,-109.05,-17.97,74.03,86.9,81.68,0.0
1.0,1.0,1.0,68.55,-34.45,3.26,12.03,36.84,122.55,2.7,-250.77,-127.18,5.43,-5.7,-233.52,181.52,1.0
1.0,1.0,1.0,-76.58,53.53,-28.82,13.78,45.84,-163.21,79.26,170.5,-290.78,1.79,90.3,-210.69,102.45,1.0
1.0,2.0,0.0,-81.41,63.38,2.76,42.22,133.21,252.21,74.86,1.1,-35.96,-7.48,121.64,-220.58,-32.7,1.0
0.0,0.0,1.0,-246.01,18.42,-120.29,-1.87,55.12,-89.58,37.5,1023.91,-232.07,-2.36,219.44,-186.09,-53.8,1.0
1.0,1.0,2.0,-291.09,62.74,-80.77,36.57,-50.6,73.19,8.18,174.71,218.35,-12.17,304.56,-15.61,30.41,1.0
1.0,1.0,3.0,65.91,5.86,28.92,2.82,50.42,-160.79,-51.53,71.96,48.89,-2.68,-97.92,14.93,48.62,0.0
2.0,1.0,2.0,-48.63,55.67,-5.93,26.29,108.5,199.18,-78.67,41.52,47.77,-16.39,89.88,-214.74,37.51,1.0
1.0,2.0,2.0,22.45,3.4,-28.58,56.11,-1.91,149.97,-87.05,-347.21,-186.74,-23.19,204.57,92.29,24.4,0.0
0.0,1.0,1.0,-16.58,25.33,-61.89,-9.52,-17.92,10.44,-112.43,45.67,-47.08,-0.2,115.49,-55.43,59.76,1.0
2.0,1.0,2.0,31.49,-2.03,-19.74,8.54,66.99,58.11,-28.92,1.89,-131.0,-7.79,104.52,-251.5,185.4,1.0
1.0,1.0,2.0,-20.6,28.54,50.41,-15.9,-23.64,74.16,-171.54,189.21,73.19,-1.82,77.4,81.49,-76.92,1.0
1.0,1.0,3.0,-4.68,13.54,-26.45,-3.3,33.26,126.7,-88.36,-17.69,-22.98,-18.31,106.91,-174.3,84.47,1.0
1.0,2.0,1.0,-28.13,56.43,-55.25,14.59,-7.83,164.43,83.13,-323.61,255.36,-16.77,13.28,-8.53,18.91,1.0
2.0,1.0,1.0,58.61,-2.28,-137.42,12.96,3.33,127.66,,-218.76,-241.04,-17.15,174.27,-97.9,111.02,0.0
