cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,target
1.0,1.0,51.8,66.04,113.67,32.96,-21.92,-241.13,59.8,29.55,-10.22,-1.68,2.93,2.93,41.66,57.63,103.27,5.55,-8.2,-74.77,-4.89,-5.1,17.36,-11.01,2.64,101.55,0.0
1.0,1.0,78.57,-74.89,-214.57,-15.36,-151.33,-166.8,142.01,3.74,51.0,-4.93,-18.46,11.6,-29.58,-22.33,-111.46,0.87,14.69,56.44,3.69,197.78,31.03,-181.72,9.87,46.28,2.0
1.0,2.0,-278.81,-7.63,-160.91,-3.19,-179.36,-84.19,-46.27,-37.01,-25.63,19.69,-17.44,16.8,16.2,18.49,-68.02,-13.02,16.79,57.45,-7.77,27.77,-183.48,141.21,-8.52,-76.44,2.0
1.0,2.0,-66.13,-16.68,-281.29,5.25,-66.14,153.23,100.91,51.45,-105.76,-2.59,2.43,-29.09,-105.46,-53.16,-16.09,6.19,18.58,-74.87,-4.01,-61.92,-45.49,-50.7,-10.08,6.99,1.0
1.0,3.0,-136.3,-16.0,-529.51,-24.89,-457.77,-193.74,56.78,40.69,-21.75,-9.03,-0.96,7.5,-24.23,10.36,-144.34,0.98,35.72,-29.46,7.16,32.89,-27.81,-109.66,-12.2,83.54,1.0
1.0,2.0,-247.73,-47.59,-171.0,-34.8,-154.9,4.6,107.49,-63.5,10.81,-11.65,-25.47,10.02,47.02,-0.67,-69.87,-11.62,11.69,28.81,1.18,101.32,-115.99,-127.6,12.13,-12.37,2.0
0.0,1.0,231.84,69.33,-291.65,-18.83,-149.97,-141.38,77.92,-26.13,23.13,3.29,0.99,44.19,37.98,-54.95,22.14,3.06,9.12,126.11,2.69,88.81,-1.69,123.38,11.87,10.73,1.0
1.0,1.0,-116.5,-103.47,-370.08,19.18,-0.98,102.59,-68.98,-26.8,-54.09,-8.61,28.28,10.78,-87.87,-16.48,-104.78,7.91,21.77,-15.57,3.34,36.76,34.89,12.91,-2.69,96.46,1.0
2.0,3.0,-389.3,24.56,-179.72,13.95,75.28,47.07,28.99,-96.09,77.63,-3.55,22.73,39.47,35.81,-75.07,27.04,9.44,-2.14,2.07,13.99,112.43,189.08,27.69,-2.19,-74.35,0.0
2.0,2.0,-72.43,-39.16,-177.9,14.33,-142.27,138.38,-29.48,-10.9,72.13,-0.73,28.4,10.9,-18.18,-36.24,-29.89,3.28,34.87,-29.18,-6.77,-163.32,-59.42,-52.29,-6.68,-58.36,1.0
1.0,2.0,-224.81,44.63,56.78,48.12,-133.83,94.9,-29.36,42.55,212.17,-8.47,-0.9,28.65,27.7,-18.66,41.12,7.2,21.11,-6.08,-4.03,-298.32,-73.58,-26.68,4.38,63.32,1.0
1.0,1.0,-105.22,65.79,-366.85,2.42,-197.95,45.7,-318.9,6.76,1.16,-9.07,33.58,-7.91,-76.84,57.74,29.58,10.57,16.13,28.35,-5.07,-172.05,59.63,25.43,0.3,-117.64,1.0
1.0,1.0,-66.13,5.13,-158.51,10.4,-242.58,-33.09,166.0,-3.71,17.26,11.09,-17.68,47.41,16.24,9.94,18.34,5.1,27.63,77.99,6.84,-70.24,-55.8,34.45,6.77,37.89,2.0
1.0,2.0,-36.64,-25.81,-113.93,27.11,138.43,101.8,121.94,-20.44,-7.57,5.76,8.64,-26.17,-4.26,49.75,50.54,12.05,-3.28,-56.07,-1.5,16.65,27.66,188.79,-6.29,153.99,1.0
2.0,1.0,-358.23,-73.36,-680.46,-38.34,-166.8,126.04,25.79,29.68,-74.54,2.62,-3.9,-15.54,-2.27,-37.37,2.1,17.65,22.77,-12.55,-9.45,273.38,26.34,-0.76,9.92,-122.34,2.0
2.0,2.0,-43.48,-34.83,-30.22,-34.72,-211.2,-32.67,-38.89,-9.39,48.77,6.86,-34.24,-37.84,-1.19,62.25,-123.19,2.32,8.13,18.89,9.49,39.84,-54.47,-58.92,16.41,65.15,2.0
2.0,2.0,-14.72,69.2,710.16,41.85,248.66,13.42,-97.37,39.0,57.3,7.83,-12.71,-28.45,-84.35,21.76,-207.25,-18.32,-21.67,19.2,-10.97,-185.89,-168.9,57.82,4.31,-76.86,0.0
1.0,2.0,-133.93,60.93,111.57,12.01,-7.6,-35.01,49.46,-36.96,34.83,-0.0,-5.02,13.8,18.93,-100.64,-61.35,-23.97,9.94,-20.72,-9.43,-51.09,-86.49,-96.98,13.52,-77.86,2.0
1.0,2.0,-177.05,-113.77,-4.44,37.43,-38.75,-140.57,-178.02,-50.14,74.3,9.98,-6.22,27.94,-18.15,-32.96,12.53,3.46,-3.39,-32.76,3.2,-40.81,1.74,-30.79,8.76,-255.94,0.0
0.0,1.0,-98.76,-1.95,-300.31,5.2,-322.18,162.92,-43.24,-0.95,31.03,-0.58,-13.89,-0.96,62.3,25.33,-32.79,9.11,33.13,-26.82,3.41,-298.87,87.19,42.97,5.83,23.77,1.0
1.0,1.0,-112.4,-77.34,-10.11,19.89,40.92,-76.87,-123.72,56.18,-0.76,3.43,14.17,-25.77,13.46,-11.06,-7.75,-0.17,-7.78,-15.22,-18.28,-10.32,16.61,-24.13,0.6,-58.9,0.0
2.0,2.0,-341.72,10.44,-254.56,-44.7,-469.7,-262.81,45.85,62.02,23.96,7.1,7.31,35.4,-40.41,-40.61,-6.17,14.85,-4.07,10.25,-9.98,-64.84,-47.25,-2.91,-2.85,7.18,2.0
2.0,1.0,36.68,30.88,18.98,0.33,-12.0,-23.67,-22.87,-23.33,62.9,-5.41,-4.44,14.01,-30.02,-4.49,-31.49,-8.52,10.67,-122.11,3.45,43.21,-0.4,-220.56,6.75,1.16,2.0
2.0,2.0,-60.19,100.42,142.38,10.66,58.21,-37.17,-46.44,-10.06,71.78,4.82,-0.49,66.03,54.07,24.87,-65.2,-1.07,-12.63,-5.03,7.71,-33.14,54.28,155.85,3.49,-210.71,0.0
2.0,3.0,-74.7,-73.92,65.11,28.8,96.91,154.93,-75.15,26.97,6.78,0.36,4.25,8.76,12.76,45.91,75.92,3.39,4.29,0.64,12.84,-110.91,-19.37,157.13,0.76,127.03,1.0
2.0,1.0,-89.22,-21.55,339.29,-8.44,,-6.98,-93.63,-0.44,63.71,-0.81,-0.99,37.32,20.75,94.03,-17.4,-24.15,-4.65,57.25,-7.05,-104.25,32.44,42.36,-1.48,-119.97,0.0
1.0,2.0,131.8,-10.52,318.77,-6.7,-61.59,-64.49,10.31,-13.38,-112.0,10.95,-13.77,-19.84,30.98,-41.29,54.02,-22.3,2.41,-14.85,-11.1,-146.5,-2.35,22.25,4.15,63.53,2.0
0.0,2.0,149.95,56.12,-28.31,26.97,189.95,177.42,-130.02,57.8,-19.12,8.77,-13.92,-32.52,-28.96,-49.11,62.36,-19.45,16.76,91.23,10.22,-5.49,55.32,45.79,0.54,105.73,2.0
1.0,1.0,-70.16,-12.98,18.57,30.74,-162.11,100.64,87.22,45.96,86.09,-4.76,8.63,77.08,24.42,14.3,-116.47,11.66,17.88,-7.83,-9.51,-318.73,26.66,7.99,-9.21,175.19,1.0
0.0,1.0,-419.39,67.0,-193.84,32.94,-14.06,29.45,-21.23,15.21,50.08,-2.95,-52.79,76.23,-1.31,-6.21,-11.59,-3.99,11.78,-18.26,-13.39,102.72,-101.8,82.47,11.36,-162.11,0.0
1.0,1.0,-83.52,-26.43,-40.38,-20.84,-164.14,-35.6,1.03,38.27,11.52,-11.65,-29.62,-12.81,-25.68,-38.23,89.23,-1.38,4.48,63.42,-1.89,2.32,35.09,-71.52,-2.57,115.24,2.0
1.0,3.0,-181.88,-27.9,-247.89,-33.38,-410.31,-9.19,-70.54,20.18,-46.54,10.45,-23.93,44.09,138.15,64.07,61.91,-0.79,18.76,54.1,2.49,-187.2,-59.16,10.99,6.7,86.38,2.0
0.0,2.0,134.16,74.29,-481.96,-28.0,20.36,-81.66,-78.77,-24.08,34.77,9.43,52.13,21.69,-54.02,40.98,102.35,-15.84,6.73,24.56,-8.61,170.53,-92.02,99.47,-3.16,64.97,1.0
1.0,2.0,-100.33,-75.71,-399.16,31.51,250.6,216.32,-149.04,24.21,31.01,-4.09,11.17,6.75,76.22,23.68,45.63,2.68,24.93,23.03,17.66,278.37,-89.99,21.04,-10.38,-177.88,1.0
1.0,1.0,-19.34,14.04,-337.74,-9.74,-96.44,192.82,53.85,7.02,116.49,-2.51,22.89,0.47,-34.36,16.25,66.24,1.21,25.66,60.96,-16.29,-92.98,-5.69,-77.07,-7.76,-65.85,1.0
1.0,2.0,-226.39,28.36,56.84,20.82,-68.29,-85.0,133.61,-29.58,15.9,12.27,-56.6,0.98,5.18,0.72,-12.75,4.4,0.87,-114.5,-4.68,78.26,-153.38,-136.11,3.58,-152.28,0.0
1.0,0.0,-23.46,31.26,116.86,-9.01,154.0,-71.24,-66.14,-21.84,-48.83,-2.34,-76.46,-14.34,-39.91,-24.2,85.62,-14.75,-6.67,-43.24,15.58,379.44,227.56,-153.08,-5.56,-5.45,0.0
1.0,2.0,292.54,11.84,185.25,27.03,302.36,49.19,49.63,4.5,-128.76,-3.93,7.92,27.43,48.63,74.26,-15.31,-28.57,2.15,0.5,10.22,33.19,58.17,-170.82,1.43,121.74,1.0
1.0,1.0,-151.97,-15.72,-174.37,-15.07,-337.77,-6.3,-107.91,-33.16,29.44,-11.26,-38.12,43.92,-93.54,-12.49,68.24,1.36,22.11,-18.09,-13.76,-120.09,-36.04,102.51,1.6,-42.33,2.0
2.0,0.0,9.1,38.05,79.59,-8.64,-112.38,-90.24,88.66,-18.07,-85.34,3.04,-20.74,39.41,-31.19,-32.33,-71.44,-11.1,10.77,26.32,-6.35,21.9,37.58,103.41,-7.94,3.0,2.0
2.0,1.0,48.43,-9.49,-64.31,28.51,145.53,38.25,48.64,36.43,-14.46,-4.52,18.34,13.09,-38.01,3.03,69.81,34.92,-25.02,-98.58,7.75,-13.34,-35.66,7.39,9.99,-135.17,0.0
2.0,2.0,-253.13,27.29,-130.16,8.43,-261.68,-176.71,125.15,14.2,11.49,-3.85,25.21,-24.23,61.6,-47.19,-104.06,5.43,3.85,-20.81,16.3,-162.95,140.74,17.76,6.65,-28.55,2.0
1.0,2.0,129.17,-10.8,-72.44,-9.41,-46.17,-70.8,81.0,-21.81,90.16,-3.42,-3.93,51.23,-75.58,17.42,-44.61,-6.69,9.9,53.9,-0.61,83.47,-77.52,117.56,-1.64,-86.27,1.0
1.0,2.0,-252.22,79.65,-660.57,-7.47,-304.4,-117.87,-102.19,-21.55,-36.6,12.75,51.67,-31.34,43.93,0.32,132.64,10.32,20.28,-5.19,-6.77,-27.81,-95.12,-258.57,3.28,-218.32,1.0
1.0,2.0,-224.79,20.1,-355.06,-50.66,-500.57,-139.1,-93.96,-20.31,29.9,-6.05,-28.45,-1.14,5.51,82.09,-196.63,11.34,19.8,-79.74,-5.23,10.28,-91.72,-87.93,-9.77,-48.65,2.0
1.0,2.0,-60.33,-0.27,-388.93,-46.51,-458.72,-17.24,159.08,-72.04,-7.11,6.15,-50.37,2.62,29.42,-39.99,-45.02,5.47,35.35,38.79,-20.69,21.5,-199.32,-81.75,-0.34,-68.42,2.0
2.0,2.0,-30.32,0.33,98.29,12.27,83.26,-49.51,77.34,-58.16,71.44,0.25,-36.82,-26.49,11.29,-18.32,-39.24,4.38,-8.06,37.41,-22.59,150.38,-9.17,18.47,-8.32,,0.0
1.0,2.0,-89.96,52.52,-56.36,16.65,-171.33,124.77,-5.96,1.18,61.36,6.26,-1.82,-1.38,30.63,89.75,62.71,6.89,20.21,7.22,-9.03,-257.47,76.6,-117.37,-4.9,-6.44,1.0
2.0,1.0,-165.95,-32.61,-108.44,8.84,1.52,-81.2,-61.56,-8.56,35.22,4.36,70.99,-5.59,2.35,64.61,-77.9,-7.95,3.6,-2.35,-9.39,-48.15,-83.74,28.04,16.35,-143.15,0.0
2.0,1.0,-95.5,-49.35,-165.38,-28.52,-37.88,-148.22,-61.63,17.6,83.25,13.96,21.38,9.58,-68.53,-4.86,96.7,2.28,-14.88,31.83,3.35,147.84,-14.21,5.1,-16.0,-56.38,1.0
2.0,1.0,-68.94,,206.98,-27.86,-136.17,-7.94,117.04,-64.96,13.52,-16.05,-37.87,-48.84,15.57,19.53,-76.09,-9.65,-0.74,0.42,-4.37,-61.34,-135.3,130.91,-0.78,-8.23,2.0
1.0,1.0,-196.63,-7.6,-254.0,-47.93,-301.85,-91.13,-42.68,-30.39,-106.62,9.02,-6.0,-4.12,2.13,63.91,-15.55,-5.81,7.96,17.7,0.88,2.7,-75.43,7.0,7.92,25.11,2.0
1.0,1.0,64.23,117.24,-180.14,-18.99,314.69,58.55,54.71,-34.77,-39.82,-6.24,-4.73,-31.85,-18.76,-1.54,58.91,8.45,-30.77,37.42,-10.12,344.67,-7.53,14.74,12.42,-130.73,0.0
1.0,1.0,163.56,33.52,-34.45,10.29,145.46,-103.6,10.75,-31.39,12.14,-7.23,12.48,11.27,22.61,-0.63,-8.29,-13.35,-0.89,96.11,1.83,153.9,-16.42,-48.67,17.0,93.42,1.0
2.0,1.0,237.92,22.47,582.25,8.85,-1.73,-189.38,-7.87,3.88,-131.11,-4.63,17.66,-9.46,27.38,-19.25,-48.96,-16.44,-24.28,20.45,11.65,-308.13,-108.4,-82.12,-5.13,-115.75,0.0
2.0,1.0,47.13,4.1,188.1,3.65,174.88,64.82,28.52,-38.94,76.2,-4.27,22.81,-0.54,-31.92,77.76,28.5,-3.03,-11.04,31.86,-0.17,-8.33,5.35,-120.03,-8.94,36.17,0.0
1.0,2.0,138.69,57.87,-302.61,-84.36,-256.73,92.7,127.09,11.01,61.01,-5.85,49.02,-22.77,-57.56,-62.37,-34.39,-11.53,10.76,-19.07,11.45,-148.11,117.11,-51.37,1.56,-18.14,1.0
1.0,1.0,-301.14,30.78,-366.06,37.91,-82.23,-60.74,19.96,-12.94,88.2,-2.25,37.74,-5.18,56.55,31.32,-83.4,10.42,17.34,-13.0,-8.47,2.87,-107.72,11.45,5.78,-53.41,1.0
1.0,2.0,-234.21,-2.37,-118.71,-25.57,-90.97,32.87,-104.37,61.51,123.73,-0.68,-14.44,-36.22,-41.77,-9.44,-62.25,-15.63,8.99,60.55,11.16,47.64,39.25,92.61,10.01,61.57,2.0
2.0,2.0,-121.92,-95.93,-49.5,-6.6,-262.76,-97.56,13.13,85.6,116.34,-10.74,-15.36,-41.2,-9.94,80.3,41.98,12.83,3.12,-42.52,4.51,-109.5,145.06,-73.83,-18.75,-20.98,2.0
1.0,1.0,108.56,29.66,-155.11,-39.23,-30.37,45.11,208.35,75.37,-74.94,-4.29,33.44,32.44,-1.51,-44.42,-43.63,-18.76,10.67,-5.45,-19.88,13.82,-107.73,-7.93,7.89,-111.33,1.0
1.0,2.0,73.92,-43.0,-182.98,-25.77,-20.98,-95.69,-128.21,-43.96,149.14,16.76,30.76,-56.66,-55.58,51.35,-11.14,-9.88,-0.19,11.49,-1.26,96.4,-74.19,69.66,-16.08,-72.84,1.0
1.0,1.0,52.86,-5.6,-53.13,11.98,300.62,-141.68,-59.6,15.09,22.79,-4.16,21.75,-16.88,89.8,-15.2,-19.5,0.4,-29.32,88.21,1.35,289.0,14.12,30.01,13.43,93.5,1.0
1.0,2.0,122.43,30.3,-227.14,-15.38,-51.2,-20.67,-100.93,2.85,54.37,12.2,9.57,-1.26,85.15,30.35,27.21,-1.87,17.27,-14.19,12.32,132.9,0.96,-95.9,12.53,-42.09,1.0
2.0,2.0,-52.25,73.89,356.81,17.13,-16.89,-174.12,17.34,6.31,-59.75,-3.59,36.99,-18.88,39.98,-3.0,68.74,-44.58,6.49,21.39,-11.77,-218.04,-59.64,43.1,-11.89,30.3,0.0
2.0,2.0,148.02,16.39,372.04,-9.5,161.04,117.67,-54.98,45.09,37.81,3.71,7.84,-25.36,28.42,-36.59,-84.12,-24.25,-10.93,-127.5,-0.4,-158.37,-67.56,-175.22,-6.67,17.51,0.0
2.0,2.0,-272.4,103.83,79.24,34.16,112.72,-58.5,-4.8,12.73,69.96,-6.4,14.91,56.2,3.57,3.23,4.39,-0.26,-3.57,36.83,-9.44,69.87,13.1,-66.32,-4.37,46.68,0.0
1.0,1.0,-374.68,-40.67,-14.45,28.68,-202.42,-205.02,32.01,12.76,-54.56,-0.37,-60.26,-3.57,-86.15,34.1,24.35,-12.43,17.09,-14.6,1.81,61.14,-24.99,-86.25,-3.6,-39.67,0.0
1.0,0.0,-54.53,8.58,36.96,15.29,-104.44,-185.27,128.97,55.51,-14.68,5.04,-11.7,-22.74,41.31,-35.52,-47.06,-22.74,21.56,-26.53,-9.07,51.7,-17.25,-112.28,-9.36,25.43,2.0
1.0,2.0,-150.3,-57.36,-317.38,-9.48,-472.1,-170.99,-160.77,56.64,60.19,-11.98,-13.22,1.28,11.98,38.41,-48.97,7.92,27.74,-8.01,25.33,-125.13,37.36,124.11,11.49,2.37,2.0
1.0,1.0,-86.94,36.94,-40.74,22.92,-70.21,129.05,153.68,54.5,79.25,-6.18,-4.32,-23.7,56.82,18.63,-64.07,7.17,13.05,-6.38,-1.56,-188.27,67.88,14.66,0.14,-37.5,1.0
1.0,2.0,-80.03,-36.85,-16.99,-19.5,-87.05,-74.42,-48.37,-38.77,-42.46,7.11,-13.11,43.6,-25.28,-76.77,-19.86,-25.39,9.39,-20.03,-7.18,36.04,18.91,116.0,6.1,43.93,2.0
2.0,1.0,-193.3,-2.32,187.47,3.58,73.14,27.87,-23.61,-14.16,4.83,2.17,9.93,-29.26,-44.23,-27.25,-58.71,-12.94,-4.66,-24.46,-3.41,-38.9,65.03,-118.62,-3.15,-202.77,0.0
2.0,1.0,-117.43,37.68,188.39,17.93,86.19,-17.41,35.17,-47.21,-77.29,-2.73,46.0,-23.96,-60.57,-105.16,-108.77,-21.42,-2.49,24.77,4.82,-159.59,-157.71,-29.11,-3.36,66.37,0.0
1.0,1.0,-249.81,108.74,-57.94,-28.55,-278.96,-16.73,-110.33,-32.3,27.4,16.54,-21.37,-13.41,-42.71,20.59,113.96,3.93,-5.2,-14.83,-4.33,-181.64,54.21,-42.67,-1.91,-22.65,2.0
1.0,1.0,-45.02,-64.33,34.14,32.84,-32.63,-130.07,89.2,-54.06,-138.19,-0.05,-9.32,94.94,-104.47,-45.93,-43.27,-5.34,11.61,-48.68,-4.67,20.07,-55.59,-38.68,-0.21,37.78,2.0
1.0,1.0,-131.59,-5.22,-356.68,1.98,114.14,-39.74,158.93,-8.79,32.33,-9.28,31.3,2.67,-51.52,93.93,-22.86,-11.47,3.9,-1.13,21.46,213.58,40.44,67.91,-3.83,10.0,1.0
2.0,3.0,-82.93,35.88,-75.93,-4.98,-43.64,-151.5,125.14,33.76,135.96,-1.42,2.11,4.06,-36.25,17.68,22.52,-7.49,4.3,-40.97,-4.75,149.44,14.12,63.24,1.78,16.41,1.0
2.0,1.0,-166.73,65.16,124.7,-12.98,-289.47,-43.4,1.08,13.1,17.71,4.32,-49.59,-2.25,-3.74,-74.59,12.12,17.84,-3.54,-12.11,21.56,-153.93,3.22,195.31,-11.94,55.59,2.0
2.0,3.0,-71.47,9.35,320.15,19.39,-22.75,-5.12,-87.77,5.03,98.17,23.03,-20.81,-24.83,-86.05,-9.42,-52.24,-6.13,-2.08,-56.3,11.86,-166.01,2.97,-84.32,7.82,42.45,2.0
1.0,1.0,-42.87,-38.36,-88.49,12.93,-71.07,185.58,194.35,23.0,23.13,-4.84,8.53,-27.04,18.7,29.52,-55.36,2.16,24.36,-43.23,-14.47,-168.28,9.24,39.2,-2.15,-86.5,1.0
1.0,2.0,-213.5,-154.65,-526.46,-67.89,-568.23,-41.3,-89.58,9.81,73.81,-3.11,-35.96,-34.65,1.69,0.61,-85.13,5.01,31.96,-27.25,-4.6,-14.65,131.69,-55.01,-3.37,36.32,2.0
2.0,1.0,-65.57,-6.05,53.73,-11.88,-77.13,-2.58,-141.43,-39.4,34.46,-3.08,-6.78,2.7,-107.63,52.97,-191.94,14.16,-18.81,36.75,6.64,-114.05,70.75,23.17,-2.55,-135.98,2.0
2.0,1.0,-382.52,27.5,-343.21,13.28,38.63,-25.9,-91.14,31.39,-63.24,-7.93,25.57,-16.92,-54.65,52.87,-30.29,11.54,6.66,-21.61,-14.69,239.51,50.03,-111.63,0.52,-51.24,0.0
2.0,2.0,-108.1,4.46,27.21,45.97,183.35,118.81,32.64,-56.96,30.57,12.84,-3.28,40.4,2.05,-4.43,-87.55,8.68,1.32,39.44,23.17,13.78,20.4,69.63,4.64,-86.47,1.0
2.0,1.0,-201.93,2.13,142.31,48.74,96.3,-110.67,32.13,-34.99,-112.43,-10.21,46.83,41.9,63.37,-1.52,25.3,-7.97,-7.96,-6.1,-1.26,-139.38,42.47,-53.31,7.51,-70.78,0.0
1.0,3.0,-13.97,34.27,-379.29,-24.43,-261.89,95.73,-0.84,4.66,113.61,-5.43,23.69,-19.59,13.84,-23.26,-25.77,4.4,23.61,-60.05,13.09,-168.43,-37.43,151.92,-7.82,18.92,1.0
2.0,2.0,-177.78,-80.98,-24.17,2.75,-175.33,-154.75,260.63,16.89,-30.68,-0.18,9.2,46.05,35.17,-20.82,137.21,6.76,-3.9,-32.42,23.94,-82.3,-28.44,-102.71,-2.35,-92.68,2.0
1.0,2.0,98.81,44.32,-219.94,-55.15,-286.98,-74.93,75.7,-41.25,-96.14,-9.13,16.2,-26.51,9.0,22.92,-23.55,-13.07,23.37,-57.79,-9.85,1.97,-70.81,-89.74,14.09,132.6,0.0
2.0,1.0,109.28,-14.74,67.5,-4.69,169.58,18.75,-80.12,-27.56,-7.06,14.24,-39.28,-14.71,60.47,86.28,-46.76,20.6,-20.71,11.42,7.77,251.75,-12.52,-164.4,1.34,142.69,0.0
1.0,1.0,-85.49,-0.61,-259.09,-1.83,-165.16,146.81,10.67,-24.33,137.18,-6.59,0.58,-6.02,3.14,36.94,-7.74,3.92,25.1,52.35,-9.47,-129.74,40.57,-103.5,21.57,17.92,1.0
2.0,2.0,-127.69,-42.21,-396.68,-52.32,-196.24,-41.68,92.89,29.74,-70.66,3.65,-21.49,-24.42,22.95,15.02,-40.87,1.88,17.25,37.99,17.17,286.91,29.97,-6.19,12.19,23.75,2.0
1.0,2.0,118.68,-28.39,-251.73,-13.53,-101.22,-155.99,-105.11,21.53,-55.65,5.79,12.72,46.57,51.9,21.73,-94.92,-13.27,20.52,30.32,-16.59,160.63,-45.97,59.39,0.63,9.01,1.0
1.0,2.0,-352.59,-47.51,-323.05,-49.14,-492.44,-136.46,128.02,-10.62,6.88,0.82,-9.69,-19.34,85.43,66.69,-32.97,10.5,4.99,44.83,-33.9,-120.5,-165.85,12.08,-6.86,85.06,2.0
2.0,1.0,-67.93,-12.04,63.37,23.08,-32.0,-125.27,5.8,1.01,-36.41,2.78,-13.13,-5.2,23.54,38.49,-68.14,15.17,-10.41,-14.63,20.92,3.87,-119.23,183.75,4.77,4.04,0.0
1.0,1.0,-183.48,-27.83,-230.04,29.68,53.53,89.49,15.47,-2.15,-8.36,-11.33,25.83,-4.43,54.24,43.21,-55.89,4.56,12.15,-112.98,-4.74,-9.8,-7.69,-146.14,10.07,46.48,1.0
3.0,3.0,-158.86,90.35,819.35,36.85,126.55,-54.01,-56.78,-33.11,-34.77,-0.17,-29.35,-4.32,-62.53,10.31,13.79,0.44,-38.95,-7.61,-5.95,-265.19,46.6,233.46,1.54,26.01,0.0
0.0,1.0,-151.38,-30.32,-203.35,-1.28,-115.89,70.44,-14.76,-58.95,-34.63,1.91,-5.37,-14.37,41.43,-1.52,-116.34,-16.51,14.48,-48.44,0.49,-141.03,-58.02,-89.64,1.21,87.35,2.0
2.0,2.0,-44.01,34.19,-144.29,-55.83,-198.21,-34.96,10.63,-35.49,-69.9,3.23,-36.21,-5.72,33.77,13.0,104.21,4.2,-0.33,-28.86,8.44,132.65,-74.39,11.49,-6.07,111.66,2.0
1.0,2.0,123.49,86.95,-161.2,10.21,-91.46,-90.53,-135.95,-14.73,-40.44,-8.09,30.67,41.28,-56.06,9.58,32.85,10.35,2.93,17.11,0.47,-85.27,-26.85,-32.22,-7.09,178.16,2.0
1.0,2.0,-22.31,24.37,-498.82,-16.33,-129.25,140.42,-72.55,-15.6,-46.49,4.53,48.04,6.87,18.07,-48.33,0.41,3.79,24.0,-19.22,-3.96,-77.86,-75.96,-95.66,7.37,27.31,1.0
1.0,3.0,-111.65,-142.44,-194.18,-67.94,-393.82,31.5,135.18,-16.5,52.4,5.43,-65.35,-13.02,-80.83,-42.93,10.51,3.97,15.61,-15.42,-2.65,22.67,74.53,-70.91,-2.13,-52.65,2.0
1.0,2.0,-125.25,-20.89,-305.36,-39.56,-167.75,-28.41,-91.6,-2.09,119.56,-4.53,-18.98,8.36,22.9,-21.42,1.55,-5.3,16.1,43.78,-7.65,186.41,26.78,-84.88,14.26,-122.95,2.0
1.0,2.0,-53.43,15.37,-128.03,-22.53,-82.62,-94.69,-29.74,-24.18,106.81,11.62,-16.24,-54.07,0.73,-48.72,-48.91,-12.16,4.41,-17.49,7.9,127.11,137.84,-175.06,-14.9,-73.25,2.0
1.0,3.0,-284.93,-5.35,-464.14,-44.86,-496.87,-260.87,16.54,34.03,-30.17,-11.68,5.2,6.99,17.86,-10.36,15.74,-0.19,24.21,-52.56,5.75,62.5,80.22,-244.15,-14.58,9.96,2.0
1.0,2.0,-265.68,-48.45,-374.94,10.0,-414.72,-191.69,-51.05,20.57,38.73,-2.78,26.65,-17.26,25.42,63.77,39.92,17.8,11.28,-0.72,-19.46,-231.04,-19.96,184.11,-5.45,113.25,1.0
1.0,2.0,-144.27,117.67,228.94,-10.8,-106.2,-98.94,-11.68,-77.88,-34.31,6.05,-22.98,13.24,-52.94,51.01,-74.25,-17.13,-8.2,-43.18,-6.07,-110.82,23.27,-68.98,3.71,-34.47,0.0
1.0,2.0,-152.87,6.08,-248.39,37.97,13.21,156.92,-95.97,50.28,-89.79,9.59,0.0,24.32,-32.37,15.22,7.73,8.18,26.95,11.3,-17.21,-4.55,-85.68,-54.75,8.32,35.0,1.0
2.0,2.0,-41.77,73.15,158.68,-16.69,-34.43,-28.14,-36.19,-2.37,-32.44,8.74,2.13,19.07,-46.63,-56.03,-71.32,-8.69,-10.58,-100.92,-6.44,-88.94,78.5,-70.72,-10.11,44.76,0.0
1.0,1.0,-62.34,31.05,383.44,25.69,10.53,21.57,139.16,16.04,-52.03,7.96,-7.4,-31.64,4.85,-50.45,37.73,-21.75,1.98,-57.67,0.86,-263.46,66.23,-180.2,14.52,-16.12,2.0
1.0,1.0,319.35,42.95,101.52,-7.31,24.12,-11.25,-2.38,10.75,16.63,5.34,-8.47,-24.8,29.17,26.36,8.3,-11.85,11.27,-9.45,4.56,33.32,-100.61,-7.86,4.75,31.29,1.0
2.0,3.0,-104.32,20.01,-137.89,51.67,314.29,108.52,-164.31,-16.59,3.43,-5.81,20.87,-23.72,-32.6,-33.37,-121.38,11.16,-1.06,15.69,23.81,173.24,-103.6,-83.25,-2.32,-66.62,1.0
1.0,2.0,-235.62,-132.11,-455.54,-62.98,-78.12,9.58,75.51,-4.24,151.24,1.5,-15.3,-61.93,51.12,66.57,3.74,-16.49,2.92,16.8,11.72,283.57,37.68,13.48,-0.91,83.82,2.0
1.0,1.0,-260.54,-71.74,-369.81,-37.8,-33.52,56.39,87.06,71.94,-71.63,1.18,-7.99,3.48,-105.36,2.16,-20.75,-8.48,6.83,-6.75,0.1,227.06,33.5,6.69,-0.23,5.9,2.0
2.0,1.0,-42.78,-42.61,478.97,33.05,274.15,99.49,105.86,3.94,103.49,-7.37,5.02,-8.96,-94.6,48.54,35.29,-14.38,-16.32,28.3,6.33,-125.81,-28.29,-173.1,-9.37,-80.87,0.0
