cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
1.0,1.0,58.35,-37.2,-6.35,226.17,51.6,20.33,31.38,276.52,-9.83,29.87,-29.82,-42.16,332.62,4.58,-95.13,-14.69,137.82,-182.15,15.31,412.18,-2.74,0.0
3.0,1.0,-105.23,268.26,17.02,-226.48,68.56,-18.16,4.71,-32.13,19.34,215.44,-40.89,-65.53,-547.12,18.52,-183.42,-33.82,-62.24,271.01,5.26,-409.41,1.44,1.0
1.0,1.0,136.21,-102.81,14.73,138.1,86.88,19.13,-46.23,-85.75,-44.35,50.76,-82.95,46.98,34.24,-15.19,-222.55,-56.8,-85.21,-61.11,71.55,383.22,-0.08,2.0
2.0,2.0,122.48,-291.32,2.75,117.41,-44.2,-10.08,-9.62,-89.32,27.61,60.93,-39.71,-12.52,-37.7,9.13,-219.1,-99.48,-3.55,-265.28,12.7,384.27,-0.17,2.0
1.0,1.0,3.48,78.31,4.09,45.85,76.67,-4.15,63.92,-0.86,2.08,-162.7,-29.28,24.92,186.65,-21.03,-60.6,103.56,90.48,51.47,-27.87,-8.28,2.76,0.0
1.0,2.0,-32.33,-167.07,-0.5,41.71,-123.61,-48.36,154.54,-117.67,40.34,30.47,-55.34,-40.04,-2.08,17.72,64.93,-38.53,-151.09,9.22,-2.31,272.56,-0.07,2.0
1.0,2.0,53.54,4.66,13.67,66.59,44.17,-8.61,44.93,-64.27,3.48,-15.89,-71.47,35.72,61.21,35.13,21.05,31.31,18.42,71.28,-34.48,90.65,-1.76,0.0
1.0,1.0,-66.43,212.93,-9.15,60.53,-14.94,-16.12,125.43,-58.15,-78.02,15.01,6.96,-44.85,-110.96,4.41,-493.14,67.76,-56.83,197.01,-1.13,220.67,1.07,1.0
2.0,2.0,-59.78,-54.79,-7.29,-182.0,109.97,16.81,83.97,-60.92,74.99,-71.62,49.02,-52.84,-235.22,-17.3,87.9,9.22,58.15,-147.86,21.79,-96.94,-3.68,1.0
1.0,2.0,-100.47,66.14,3.84,141.21,45.1,11.39,-170.48,58.15,-28.62,0.18,51.39,108.94,254.46,32.23,-206.46,-28.08,104.98,107.08,-14.69,9.51,-2.06,1.0
2.0,2.0,-53.42,160.17,3.02,-347.12,-10.04,16.66,7.62,42.26,34.28,72.32,42.88,15.67,-485.89,5.84,-83.09,22.23,143.05,1.14,32.59,-178.39,-0.19,1.0
2.0,1.0,26.41,-33.39,17.47,96.44,12.47,28.27,-221.26,-29.56,39.74,79.2,11.62,-66.94,179.86,-42.69,-210.97,52.72,-143.45,156.9,-26.69,71.79,0.83,1.0
1.0,1.0,49.12,21.85,6.99,-59.47,-4.05,9.39,-48.43,-131.68,80.32,44.25,19.06,-29.13,-119.21,-129.47,33.73,-125.23,212.36,135.02,24.28,-26.35,-3.22,0.0
1.0,2.0,51.55,-88.34,2.28,-17.16,-6.75,11.18,23.18,-198.58,-92.35,-202.48,51.48,-55.19,351.84,75.28,249.36,30.09,16.69,293.23,-16.06,-167.65,0.72,0.0
2.0,1.0,-38.35,-95.15,9.17,59.59,-38.66,-31.41,-66.02,-152.46,10.92,97.96,13.38,-49.53,-360.84,34.5,-222.61,-29.43,-40.51,-272.66,37.2,173.97,0.1,2.0
1.0,1.0,-48.81,-84.95,4.99,138.63,-14.93,-5.6,33.41,128.83,9.41,-237.56,2.46,-23.5,536.57,72.71,-63.11,115.54,43.85,-90.64,2.78,207.79,3.32,0.0
2.0,0.0,-18.43,-11.57,2.03,-27.98,-80.59,-1.31,95.43,42.6,123.44,21.76,6.67,-24.2,-150.72,-65.06,160.14,17.13,-216.73,-162.86,2.03,18.17,-1.92,0.0
2.0,1.0,39.07,143.5,0.65,-202.48,-35.79,-2.74,115.1,-2.29,-76.48,-10.07,-86.45,-6.27,-219.19,48.43,40.82,-50.53,-86.73,137.97,25.46,-216.45,0.35,1.0
1.0,1.0,-105.7,-25.22,-11.08,-228.84,-148.02,12.57,168.15,-132.63,60.67,-60.27,-75.59,65.86,-240.54,-62.22,209.68,-91.56,-14.12,41.42,-22.59,-84.87,-0.87,2.0
1.0,1.0,143.78,-58.2,6.29,-110.54,108.14,17.28,63.29,-176.11,53.21,-40.63,7.95,-31.69,-142.67,18.1,10.2,7.7,-3.42,48.33,12.7,76.12,-2.48,2.0
0.0,2.0,15.96,-75.37,-5.04,262.97,7.62,-12.95,88.39,219.51,31.62,-206.57,49.57,170.4,750.04,74.81,-74.28,105.1,-18.71,-13.94,-15.63,406.72,2.24,0.0
0.0,1.0,-208.99,-111.41,21.25,-75.96,-70.9,-7.02,291.64,62.08,37.02,18.16,-15.54,-46.89,198.45,-49.9,129.94,-79.45,12.74,198.92,-14.27,465.44,-1.13,2.0
1.0,1.0,96.71,-25.39,3.98,-103.98,101.5,-3.84,-332.77,-138.0,-9.01,51.43,-121.61,-32.75,-178.12,-60.54,-141.72,-32.14,-11.96,-13.57,25.08,-127.17,-1.73,1.0
3.0,1.0,-18.42,170.35,12.49,223.28,69.77,0.64,259.11,-35.05,-15.59,126.42,192.45,104.61,-245.64,3.78,-114.37,70.32,131.27,38.47,11.97,-52.98,-1.17,2.0
1.0,1.0,-44.86,-16.29,11.65,368.87,-79.02,2.34,-127.75,168.31,-33.13,37.37,-128.92,-3.88,749.52,43.6,-150.57,-28.23,-178.51,289.09,-5.99,305.67,-4.48,1.0
1.0,1.0,37.86,47.71,6.77,245.79,34.76,13.59,227.28,-191.52,8.3,-32.53,6.33,-20.84,24.99,-20.78,-180.79,65.42,-159.73,130.82,-31.62,182.48,-3.43,0.0
2.0,1.0,-43.42,87.57,5.45,100.11,-106.73,13.87,111.83,-129.39,32.01,56.4,-6.76,-8.06,-232.75,-38.06,-324.66,20.36,-70.43,27.98,-5.05,143.65,-1.08,1.0
1.0,1.0,94.19,-6.27,-5.34,225.63,-64.43,22.73,8.6,-1.54,-4.56,72.46,124.47,65.0,262.88,-41.52,-28.57,-10.77,-160.23,172.81,17.79,230.7,2.96,1.0
2.0,3.0,-83.8,-180.81,1.42,63.41,-66.34,4.89,94.26,-111.64,23.88,89.99,25.81,33.84,-143.98,30.21,-94.75,50.14,221.07,-114.03,-4.38,256.24,1.24,2.0
1.0,1.0,-49.96,-51.9,-15.21,318.54,-54.92,35.19,252.42,-22.85,29.68,-194.95,98.39,98.03,326.6,-26.96,118.41,1.27,105.81,-159.06,23.06,242.77,0.88,0.0
1.0,2.0,-116.25,-124.64,2.27,-315.27,70.75,-10.15,-39.94,-206.83,-59.38,-134.1,-55.89,-27.48,-108.91,-88.66,-114.66,11.69,69.18,108.93,11.54,-59.42,-1.51,2.0
2.0,2.0,84.73,74.29,-15.82,256.74,-127.55,26.78,264.16,6.42,75.82,-205.7,-48.42,39.46,245.38,88.16,-125.65,108.75,-14.15,-61.77,-12.85,79.46,-0.6,0.0
1.0,1.0,-20.67,30.26,-7.5,428.64,-90.51,27.79,-156.9,56.14,-39.56,229.43,34.91,-16.58,355.92,-14.51,-44.7,45.32,16.21,208.36,53.5,254.01,0.81,1.0
1.0,1.0,108.29,298.21,16.5,285.23,-37.62,5.12,29.0,-73.99,-20.99,51.2,33.11,51.24,-131.95,11.31,-110.02,-94.16,-83.43,67.09,-11.85,-117.28,-0.26,1.0
3.0,2.0,68.69,52.52,6.58,-211.48,7.39,6.91,47.35,-136.92,-75.63,19.79,-8.78,-65.78,-425.15,-62.35,49.93,70.27,-35.56,13.05,7.5,-352.26,0.35,1.0
1.0,2.0,144.99,-44.88,-12.87,-246.98,40.19,-23.24,0.79,-116.34,-60.45,-278.28,5.53,-115.47,196.2,43.72,102.58,-34.93,-2.8,166.93,-16.58,-186.44,1.02,2.0
2.0,1.0,53.35,-2.32,-15.61,-19.88,-73.14,-7.45,182.12,-70.41,-30.41,-22.44,0.72,47.22,-307.42,22.29,14.63,-42.61,41.94,-213.62,-31.86,15.29,0.96,1.0
2.0,2.0,-0.18,87.45,-11.45,-269.47,-7.51,3.85,76.8,72.65,-32.39,-3.14,61.38,30.01,-310.72,-94.71,-10.86,1.45,55.83,-69.83,22.11,-104.81,1.44,1.0
2.0,1.0,46.98,-156.23,2.5,-179.22,-98.69,55.68,131.75,-98.53,96.35,21.43,-44.82,60.03,-234.35,26.15,55.84,-46.71,-168.93,-61.06,-45.15,74.61,0.93,2.0
2.0,2.0,12.92,100.72,15.89,242.99,93.08,0.08,-3.27,-114.7,-9.92,130.96,118.29,62.13,-312.54,25.12,-110.68,0.86,-36.39,-162.76,-5.65,23.21,1.18,2.0
1.0,2.0,-174.4,-136.96,-8.09,173.37,70.95,-0.33,-82.21,-61.58,20.63,-109.94,58.11,65.39,403.09,-25.4,26.41,32.0,-136.47,44.26,-6.19,65.41,-0.77,0.0
2.0,1.0,136.61,63.82,-5.45,-141.36,-168.1,-21.67,137.2,-2.0,25.26,162.3,-17.18,-84.41,-616.4,-36.09,-71.05,-24.14,183.84,-230.69,48.18,67.79,3.45,1.0
1.0,1.0,-137.05,59.16,2.63,174.38,14.78,17.02,162.96,-68.96,-85.84,-127.57,1.84,-6.52,168.22,46.84,10.84,80.87,55.55,39.21,-0.73,128.78,-0.74,0.0
1.0,1.0,113.71,-20.77,6.83,5.94,-5.2,4.91,382.74,75.8,-29.14,175.17,-14.96,-38.61,-138.51,59.38,314.4,-31.38,-21.51,66.91,-48.15,307.3,2.36,2.0
1.0,1.0,-66.0,197.26,13.52,175.98,31.43,18.05,255.47,-247.83,-9.59,-73.39,-80.78,29.82,-64.16,-40.13,-229.29,-22.51,-91.7,275.78,-16.15,73.48,1.16,0.0
2.0,0.0,-71.23,185.81,0.01,-275.04,44.57,2.21,51.18,148.01,70.77,34.65,-19.08,71.63,-218.59,41.96,-241.67,2.62,-62.83,118.89,12.25,-79.08,-0.91,1.0
1.0,2.0,136.4,-130.12,5.94,-25.65,-11.14,-2.0,-71.93,-133.7,93.67,-163.13,-59.05,-111.74,330.39,11.41,-139.72,78.58,-27.68,169.2,14.04,178.91,-1.27,2.0
1.0,0.0,150.2,-9.86,1.71,-59.77,-28.53,-11.87,111.79,-53.71,58.74,-39.27,-9.51,-44.52,74.65,-29.63,242.03,64.88,64.6,170.23,22.85,-56.25,1.93,0.0
1.0,1.0,-69.08,5.54,2.69,98.24,-42.2,-6.36,-146.34,-213.0,31.17,24.9,-13.47,-51.89,-126.49,14.43,36.3,-63.98,18.85,-10.31,41.87,-59.67,-1.12,1.0
1.0,1.0,96.62,88.49,6.84,164.51,-10.6,-37.16,-339.41,-158.72,103.37,-25.63,8.98,66.67,25.21,0.35,-10.41,23.7,-112.76,-21.11,-7.95,-187.89,0.84,1.0
0.0,1.0,241.86,177.36,7.24,234.26,-58.34,9.71,-14.17,-163.32,-26.32,92.04,-14.75,-25.56,-224.03,-94.57,161.56,36.75,110.6,-13.86,29.29,-32.11,0.26,1.0
2.0,1.0,-113.77,8.41,8.08,44.74,37.77,-9.98,40.64,-59.52,38.67,-107.43,53.6,-55.81,83.24,-99.62,-81.11,44.66,73.15,13.69,6.53,-32.57,-2.56,0.0
1.0,1.0,155.08,-98.75,3.18,336.41,-53.49,2.3,54.66,185.63,-98.38,-36.08,-0.75,18.99,418.76,103.25,-105.56,4.9,61.85,-218.62,11.58,424.91,1.89,0.0
1.0,2.0,11.88,-106.5,-1.35,-54.67,23.41,-4.75,-7.63,-44.67,-108.69,-4.98,121.12,65.26,-162.06,-94.31,-124.09,2.67,-37.74,-203.9,25.4,145.75,2.34,2.0
2.0,2.0,-81.39,107.6,-4.73,15.44,15.27,-10.95,56.83,-139.14,-19.18,158.87,-10.8,96.07,-508.03,34.52,-312.02,70.33,49.2,-50.02,-13.28,55.27,-0.87,1.0
1.0,2.0,-239.47,12.79,3.17,239.05,-31.94,8.74,283.01,-231.83,39.15,-183.55,-54.52,3.97,31.46,-1.41,-52.04,2.46,2.52,-40.06,21.3,90.61,0.19,0.0
1.0,2.0,73.37,15.01,-9.86,213.07,-69.9,-37.42,-39.06,-103.68,-53.62,138.44,-0.88,-37.71,-202.76,-45.52,-157.65,32.93,-11.03,-121.63,-13.39,171.38,-3.08,2.0
2.0,1.0,-33.36,44.85,-6.46,55.84,-15.12,-23.53,111.05,-65.71,-70.9,-30.57,7.34,115.01,-67.19,-9.87,218.97,-60.58,145.51,-10.82,-2.28,-144.22,0.87,2.0
1.0,1.0,-2.07,-62.72,12.95,197.61,1.24,-17.71,101.4,154.05,56.03,-95.33,-11.63,-83.44,496.66,27.77,57.74,-62.89,-95.7,11.28,-3.23,279.73,-2.05,0.0
1.0,1.0,30.15,-81.67,-13.54,61.96,74.52,0.96,-117.98,-201.79,10.69,-81.71,-7.82,-11.55,102.41,-36.85,-139.34,110.41,-137.97,57.9,22.37,83.72,-1.95,2.0
2.0,2.0,1.01,91.11,-16.29,264.41,79.64,20.39,13.87,103.59,85.46,125.79,-71.89,-6.04,294.51,-41.94,-246.37,-30.22,73.38,255.39,4.27,209.78,0.03,1.0
1.0,2.0,-82.17,7.07,4.59,-21.27,138.36,-35.47,181.22,-134.33,80.48,-58.03,-35.7,-112.79,-9.35,-13.96,181.13,-117.33,-125.93,155.49,-21.19,-19.34,-3.57,2.0
1.0,1.0,-20.96,75.98,-7.27,-276.08,6.46,12.79,90.15,35.3,-33.27,-90.79,62.18,46.78,-73.29,41.78,204.74,15.34,4.27,102.43,-28.89,-136.9,-3.08,0.0
2.0,1.0,-31.91,-174.91,7.66,110.69,-86.06,28.06,-6.81,-119.54,33.17,87.94,54.33,-17.87,-109.96,-68.5,-82.51,-1.86,44.87,-153.7,14.43,236.16,-0.53,2.0
1.0,2.0,-100.17,38.71,-9.02,-41.6,59.92,13.38,163.24,91.32,-9.47,13.51,-54.19,-78.79,-124.22,-63.89,217.14,81.96,-26.64,-126.33,-15.84,64.32,2.4,0.0
1.0,1.0,82.92,136.09,-8.39,109.5,47.44,-30.49,-254.34,-181.65,80.69,-50.52,43.54,-88.74,-107.95,13.77,-37.35,-2.98,-46.11,-38.62,-17.86,-239.92,0.95,1.0
1.0,1.0,5.25,60.76,1.89,-10.39,-31.47,44.17,123.83,-7.59,-0.41,46.49,53.59,10.46,-133.51,4.1,-199.64,-24.23,-86.11,35.97,16.11,230.5,-0.61,1.0
1.0,1.0,29.94,9.63,1.77,108.96,-33.45,5.54,42.98,-10.04,-24.12,28.71,9.99,1.92,117.88,-32.05,-82.77,-69.6,94.15,109.07,28.39,147.99,-0.32,0.0
1.0,2.0,-23.31,-38.16,-3.04,137.22,28.41,-16.66,278.72,23.26,-142.61,-71.63,76.39,-0.36,316.45,-10.07,0.33,72.13,30.37,166.29,22.08,268.41,-3.32,2.0
1.0,2.0,120.69,-61.86,-2.8,0.96,62.67,7.79,21.79,-57.03,-26.67,-160.57,-83.64,-52.23,280.58,107.25,100.84,97.17,-88.24,103.75,-11.92,-19.33,-1.77,0.0
2.0,2.0,-129.56,-184.55,12.69,112.07,-35.15,-24.28,110.0,-41.24,31.75,60.8,47.12,-1.92,44.26,25.86,-123.42,-65.47,76.09,-65.89,-0.06,314.12,-1.62,2.0
2.0,2.0,62.07,108.34,12.05,-298.28,45.88,-13.05,60.28,-17.99,72.02,-73.54,-73.05,86.15,-318.02,-40.82,306.1,-14.7,-23.3,-36.17,15.95,-375.36,1.38,2.0
1.0,2.0,-63.93,-207.96,-4.66,89.26,58.51,-8.82,-264.8,-452.14,45.44,-246.34,37.29,26.37,197.89,32.47,-350.03,7.28,1.7,55.33,-12.92,22.49,-1.79,2.0
1.0,2.0,18.15,-92.34,-0.82,260.9,-149.21,-20.43,97.22,161.6,30.14,-48.35,-22.11,-0.59,582.16,-29.51,68.03,83.54,46.76,77.8,-0.01,311.39,-4.15,0.0
1.0,2.0,-1.82,190.36,4.09,423.68,-7.88,-31.43,-52.67,-178.87,37.61,146.89,-36.36,-4.72,-134.76,10.18,131.09,66.78,-54.08,11.88,21.19,-30.04,-4.01,1.0
2.0,1.0,100.69,0.13,-9.15,-53.08,-76.35,43.3,154.38,-26.26,55.65,12.47,-25.57,-89.46,-167.36,-19.78,58.3,50.19,57.2,-17.12,37.66,-87.32,0.12,2.0
2.0,1.0,-7.53,90.11,-4.55,-207.74,52.95,-19.15,190.34,49.95,-126.07,-35.86,-74.43,-37.15,-162.85,45.27,105.74,-4.56,-82.34,70.61,-13.82,-126.64,-1.24,1.0
2.0,3.0,-95.41,138.16,4.5,-182.64,87.07,-19.99,14.95,-223.5,56.99,242.33,17.74,-15.5,-826.99,-150.35,-99.04,-4.23,179.8,1.74,-36.64,-189.53,-2.07,1.0
1.0,1.0,7.13,93.42,-14.74,170.86,34.21,14.64,44.26,12.21,62.87,-24.39,40.33,-32.9,149.2,-23.53,-60.1,-92.46,-30.44,69.35,10.77,76.5,4.76,0.0
2.0,1.0,11.38,58.1,-4.54,-110.23,-12.77,-36.83,187.92,33.04,63.85,15.16,26.74,0.11,-240.16,12.5,114.41,-41.68,-188.93,-52.08,3.25,-107.58,1.7,1.0
1.0,1.0,63.21,97.91,-4.04,-75.01,22.09,2.72,168.63,-40.76,-12.25,9.49,-42.95,24.61,-209.3,27.9,245.19,-26.24,144.85,37.7,12.58,-94.13,2.52,2.0
1.0,1.0,-11.94,-91.39,-20.76,192.91,-42.37,17.35,84.66,51.45,-80.63,-188.0,-19.45,-95.05,620.29,-32.66,61.39,13.49,-122.69,124.71,52.8,211.36,-0.83,0.0
1.0,2.0,-173.24,153.58,9.61,96.85,-49.65,-30.59,-2.32,15.97,-107.82,-40.41,-58.25,-44.55,169.38,-38.5,-295.82,51.59,114.16,211.7,1.71,23.72,0.1,0.0
1.0,1.0,8.98,0.22,5.42,-22.11,-18.63,-21.47,-98.62,41.5,35.09,3.04,-58.3,70.52,117.96,82.48,-79.61,-16.31,18.65,77.04,16.11,14.67,-1.38,0.0
1.0,2.0,14.46,25.82,0.23,-246.46,-38.49,-5.01,-163.54,-192.8,-55.82,-222.55,-5.2,22.43,-79.51,-12.57,-20.45,-3.57,26.38,53.48,3.2,-394.59,1.01,2.0
0.0,2.0,36.97,-181.52,-6.16,-225.36,-104.54,4.54,11.5,-140.74,-10.6,-154.69,80.28,41.58,199.18,60.28,-112.08,75.13,217.12,201.39,-20.89,235.39,-5.65,2.0
1.0,1.0,170.86,-119.9,11.64,245.43,-8.39,-7.22,-47.76,-27.24,-48.03,-28.97,68.42,-68.71,181.62,80.82,33.63,-5.22,-180.42,-194.71,-0.1,173.76,0.33,0.0
1.0,1.0,4.91,-15.92,6.97,74.51,18.09,46.64,158.85,129.41,-93.18,-25.72,33.94,91.71,186.19,-48.33,164.16,-11.32,12.29,-34.5,3.82,172.54,-2.41,0.0
1.0,1.0,136.05,50.8,-9.73,187.24,-155.51,-33.38,59.19,-92.23,32.28,108.13,-48.88,32.99,-194.22,13.42,-149.28,77.11,25.24,-64.99,-2.34,163.22,-4.18,2.0
1.0,1.0,62.12,143.65,-3.09,101.35,-51.45,-26.97,-251.87,-228.17,25.74,106.84,-45.66,-43.68,-363.76,58.5,-73.29,-6.87,68.11,-33.96,24.31,-222.87,0.67,1.0
1.0,1.0,28.89,108.42,0.73,68.36,32.85,-30.81,-15.49,-195.54,50.81,-1.0,71.84,20.68,-269.45,-32.54,-7.61,-56.76,10.45,-35.16,21.49,-123.87,2.51,1.0
1.0,1.0,-109.45,242.91,18.02,-55.73,-96.28,-15.92,-163.12,-416.37,-66.43,-97.16,18.81,-114.43,-730.33,5.25,101.74,29.7,-80.15,-240.79,-7.5,-507.51,2.53,1.0
1.0,1.0,45.97,201.38,6.07,-218.38,52.14,-34.24,154.01,-281.26,-5.47,-73.64,25.34,-56.17,-734.9,-84.41,-50.12,20.15,-186.02,-121.13,27.71,-283.15,-0.91,1.0
3.0,0.0,23.7,3.76,3.49,42.12,2.97,-6.1,225.17,-109.68,-132.87,121.8,52.03,-73.49,-327.02,48.33,-56.63,-102.74,-177.19,7.06,-23.99,-2.23,0.9,2.0
2.0,2.0,151.84,9.54,8.07,-95.22,102.62,10.94,67.51,-125.39,23.31,26.12,45.93,12.53,-275.73,-54.55,84.46,47.4,92.12,6.57,-9.36,-148.53,-1.79,1.0
1.0,1.0,-91.15,98.49,-14.54,91.24,23.27,17.68,47.14,-1.61,75.27,-44.08,16.78,-63.52,95.95,46.97,-35.44,16.88,-31.85,74.46,28.04,54.92,0.81,1.0
2.0,1.0,21.3,-5.99,-6.68,163.2,-37.13,29.96,-70.93,-178.82,32.58,141.23,0.53,-46.25,-412.65,21.56,-74.14,-1.39,47.94,-251.35,7.31,23.2,3.61,2.0
1.0,0.0,105.3,109.03,2.59,74.81,-45.1,7.17,179.7,-163.88,33.65,-69.6,21.23,87.18,-59.28,-6.76,-196.97,-53.6,-51.59,166.95,24.59,20.85,-3.15,0.0
2.0,1.0,23.56,50.46,-16.63,74.23,40.18,-19.16,-40.88,-54.78,132.4,46.23,28.92,-89.9,-295.08,26.69,-27.22,38.97,69.99,-242.36,41.93,-72.39,-0.3,2.0
1.0,1.0,142.28,-84.83,5.74,43.79,127.36,-16.29,-234.09,-115.06,58.47,44.54,57.7,-14.72,82.57,44.87,-69.79,-17.11,-40.45,72.71,-14.12,40.66,1.03,1.0
1.0,3.0,-94.81,-19.83,-5.03,42.62,-40.14,-24.75,116.86,-43.43,25.98,-142.04,-114.24,-70.18,118.69,-59.2,-20.81,65.23,-56.7,-23.29,46.55,38.17,-3.1,0.0
2.0,2.0,-93.11,-55.26,-5.95,119.64,49.8,1.29,89.48,82.75,-44.11,129.95,1.82,-60.14,-224.2,-122.98,127.88,-26.49,225.46,-333.67,-4.5,127.11,-1.15,0.0
2.0,2.0,61.58,-55.39,-10.71,225.44,53.35,36.99,23.85,-172.62,135.12,159.17,-97.45,48.34,-264.42,19.89,-173.61,80.34,-79.95,-135.53,-1.97,233.03,-1.33,2.0
1.0,1.0,45.48,12.57,0.46,-245.6,26.85,16.73,-128.17,-186.04,-32.16,95.9,-9.22,15.0,-245.94,-25.97,-32.97,62.78,5.14,276.84,-11.14,-98.29,1.11,0.0
1.0,2.0,-44.64,60.05,-10.47,107.58,-86.51,5.67,108.41,-11.48,-92.1,-134.07,-45.54,98.96,113.46,0.3,-38.39,-120.86,-234.87,-34.35,-33.19,-22.22,-0.46,0.0
0.0,1.0,-112.79,-117.02,-6.17,-218.67,22.27,3.33,-55.87,-187.45,-32.81,-184.92,-44.93,-4.87,93.94,-8.59,-65.99,-73.73,-44.18,132.46,-15.89,54.98,-2.89,2.0
2.0,1.0,16.5,-73.46,4.79,129.62,53.85,-7.47,187.58,-87.7,-92.91,36.01,-21.18,30.07,29.7,22.65,-34.42,-126.92,33.3,58.82,-9.19,244.43,2.56,2.0
1.0,2.0,-112.16,201.43,-1.96,230.52,-24.25,28.27,257.95,-324.55,-82.08,-96.89,-45.26,53.7,-173.55,93.63,-161.27,-33.05,6.35,169.67,8.85,-59.13,1.15,0.0
2.0,2.0,79.05,-44.14,-3.32,-209.65,-76.23,-14.0,-28.15,-203.76,-15.96,-169.47,32.74,-52.02,-155.75,2.63,49.21,23.55,14.61,-6.27,7.52,-293.05,-0.96,2.0
2.0,1.0,-33.96,-42.81,10.57,-23.82,-55.72,-8.91,121.68,-9.51,39.76,-109.73,10.48,-4.35,-69.74,11.97,184.53,-32.47,55.7,-206.93,-13.76,-77.52,-3.42,0.0
1.0,1.0,202.95,170.11,12.7,-117.41,77.36,-11.28,117.89,5.48,-36.53,64.35,-103.94,-39.21,-448.64,-5.73,-249.12,22.43,56.43,-92.95,17.69,66.19,-0.76,1.0
1.0,1.0,87.8,-92.17,1.56,175.5,69.8,14.66,-18.19,65.97,-168.04,-59.15,54.4,-11.34,369.13,76.98,28.86,-36.37,-129.53,-21.61,14.73,168.84,-0.98,0.0
2.0,1.0,22.27,3.13,-17.69,132.1,41.77,-20.06,55.68,-127.28,-26.77,14.64,-32.15,42.47,-87.47,44.3,-89.88,-63.58,-111.12,-4.71,2.37,-29.83,-0.94,0.0
1.0,1.0,-15.87,109.85,1.54,-69.69,-12.83,-0.12,-56.12,-197.54,-89.64,-68.91,65.26,-25.23,-287.97,70.34,-36.14,-17.41,-60.46,-32.36,-15.08,-169.58,-0.38,1.0
3.0,1.0,-87.27,-10.75,-0.08,-181.94,8.55,-22.06,63.94,-151.59,-49.31,-19.04,70.94,23.71,-335.61,-17.08,193.89,89.83,68.66,-21.34,-9.97,-346.8,-0.71,1.0
1.0,1.0,115.64,-44.97,-9.82,-128.21,7.19,32.62,-167.41,66.09,-40.0,-58.41,68.16,-94.3,143.26,54.05,57.97,-80.94,6.91,10.79,12.13,-105.79,-1.15,0.0
1.0,2.0,18.48,117.55,-23.41,31.65,-6.14,-20.69,81.99,-99.78,71.98,-165.32,-35.18,3.71,13.16,72.5,-111.07,21.48,-117.08,51.53,-30.22,-153.71,-1.81,0.0
1.0,2.0,94.55,108.43,-1.68,8.75,43.39,-26.84,-141.29,-145.73,44.79,26.76,-59.66,-28.63,-239.24,-14.28,-89.33,1.81,-23.28,-7.45,4.71,-143.96,-2.18,1.0
1.0,2.0,-29.93,5.79,3.75,81.58,66.23,35.78,128.38,4.73,45.2,-33.86,32.87,-100.93,191.89,92.25,105.39,36.99,49.4,119.24,-5.03,163.48,2.54,2.0
2.0,2.0,-36.64,63.81,9.54,-165.8,-17.24,1.72,156.06,-114.46,16.36,-4.6,23.44,34.25,-313.0,0.51,229.05,-20.77,-98.88,56.48,19.96,-234.24,2.61,2.0
2.0,2.0,42.07,-31.96,5.97,-139.95,5.88,12.56,-142.71,38.75,13.37,-153.1,-60.8,35.83,81.91,33.05,22.13,-18.69,-69.25,-109.7,-6.94,-222.6,-0.08,0.0
1.0,2.0,-263.15,34.55,6.98,28.74,46.0,-3.69,-97.47,32.91,-5.12,-10.2,82.44,21.48,-147.35,41.27,-127.87,-61.26,128.7,-254.42,-20.74,5.47,0.15,2.0
1.0,2.0,41.59,-27.8,11.72,-345.38,-59.81,17.61,-322.29,127.28,4.4,107.46,28.83,26.4,42.96,82.92,14.85,-63.19,35.7,209.8,14.57,-68.18,-1.82,0.0
2.0,2.0,43.59,-55.96,-11.9,431.65,100.03,22.56,264.97,-143.16,62.3,133.81,-13.86,-3.67,95.94,43.97,-112.08,28.16,-103.46,104.94,-5.64,396.89,-0.56,2.0
2.0,1.0,1.96,-126.8,-5.74,-86.08,-103.26,5.64,-2.2,-65.35,25.72,15.89,-8.84,138.58,-194.71,-49.24,-76.94,-34.24,75.59,-167.82,13.92,73.36,-2.84,2.0
1.0,2.0,-14.82,-149.02,-21.13,373.14,-45.26,-38.39,-11.01,78.82,54.01,0.05,56.16,89.31,388.64,-57.15,2.58,-87.55,60.02,-184.83,7.19,330.59,-2.44,0.0
2.0,2.0,17.53,-143.33,5.71,205.5,99.32,-12.65,129.13,-166.35,-30.9,89.91,-18.89,-9.44,-101.29,-0.83,-124.86,17.61,9.43,-83.05,22.64,302.62,-1.77,2.0
1.0,2.0,-131.22,-128.59,5.03,-19.66,-22.33,9.99,99.95,-23.27,22.07,-88.91,45.72,87.72,312.63,4.6,33.35,-14.1,100.11,161.04,8.87,285.61,-1.92,2.0
0.0,2.0,63.89,106.98,-4.2,228.02,-3.3,23.82,-61.95,30.78,-108.12,-7.69,-27.09,34.21,270.67,-11.78,-13.44,-156.65,76.93,114.5,10.89,87.67,-0.13,1.0
1.0,1.0,77.55,14.51,0.44,-14.26,-39.17,28.82,50.09,55.6,10.71,4.2,-55.47,134.95,-75.31,42.59,115.34,32.2,-52.73,-130.29,24.8,82.57,-2.03,0.0
