cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,target
1.0,2.0,1.0,2.0,-4.93,-57.04,-65.28,-31.28,-173.15,163.75,52.6,-56.76,-63.57,-1.34,-35.15,44.6,-10.12,-45.5,45.72,-6.67,80.32,94.31,97.06,3.45,137.96,-8.5,2.79,-53.68,132.16,2.0
1.0,2.0,1.0,2.0,-0.24,-17.69,281.11,19.35,20.97,-26.54,-137.3,23.82,-115.6,6.57,48.71,65.46,124.34,10.8,-24.92,-7.33,148.11,171.34,36.56,23.04,34.3,-79.06,-61.42,-52.67,2.31,0.0
1.0,2.0,1.0,2.0,-26.59,105.63,183.8,76.54,27.77,28.17,-48.1,-125.0,-16.31,28.83,13.56,-3.5,-49.82,-15.1,-18.14,10.5,-128.55,-25.68,0.95,4.22,-1.52,-131.97,286.75,-13.26,-24.26,0.0
1.0,2.0,2.0,2.0,23.05,7.1,314.01,-40.83,1.19,143.32,32.86,1.25,151.61,31.46,-38.54,37.92,-18.97,-6.91,27.35,8.48,-137.66,-27.28,-46.12,-33.98,115.9,71.68,405.94,-70.05,28.39,0.0
1.0,1.0,2.0,2.0,-38.23,-15.32,118.97,16.68,-84.43,150.29,26.61,16.97,-142.86,-43.18,-27.03,27.98,203.64,41.06,-35.08,30.82,78.49,105.26,25.0,37.49,65.8,138.33,74.18,-116.23,85.28,1.0
0.0,2.0,0.0,2.0,74.26,50.68,36.41,-41.07,-152.46,-10.11,-67.35,-10.14,-61.73,36.16,17.42,64.89,16.35,-101.71,29.34,0.44,39.68,-74.82,25.8,-29.96,-9.42,-39.9,293.37,-54.8,-68.03,0.0
2.0,2.0,1.0,1.0,-77.44,-61.08,200.51,53.16,65.71,-204.14,101.62,-75.65,-133.36,6.07,49.64,47.15,-29.87,21.42,-163.6,-9.28,-4.22,-22.63,7.06,18.16,-5.78,29.53,137.59,148.96,-7.84,1.0
2.0,1.0,2.0,2.0,32.59,37.81,-171.32,56.0,-4.11,78.99,-95.32,-64.21,104.77,22.47,-100.86,96.38,-58.77,-66.69,-35.61,-29.73,-64.73,3.09,60.76,-14.18,94.81,40.3,-182.44,30.26,-43.02,0.0
2.0,1.0,2.0,1.0,-91.92,46.9,-51.39,71.39,-190.39,16.68,-99.21,46.88,134.95,34.27,-105.72,4.8,-145.39,41.15,45.44,63.77,121.36,-78.16,48.03,26.27,-204.49,-110.06,180.73,-104.7,17.12,0.0
2.0,2.0,1.0,1.0,6.01,-13.8,167.76,-14.44,-28.96,34.31,15.01,-51.82,-28.67,5.58,38.28,-51.05,75.82,81.67,-32.97,23.48,36.9,6.9,0.76,-21.4,100.74,-45.07,142.54,-51.65,-46.42,1.0
1.0,1.0,3.0,2.0,-15.54,-28.35,264.79,-7.4,-32.92,-132.52,-110.09,85.72,-61.56,5.42,-72.16,84.38,44.86,17.18,47.44,18.05,36.25,76.12,-24.06,-1.38,82.67,116.94,226.47,70.15,-77.42,0.0
1.0,1.0,2.0,2.0,57.06,-12.78,-195.62,52.01,5.2,-29.41,63.69,-78.23,-22.89,64.52,-146.5,14.98,-44.7,70.51,30.79,-73.44,-66.53,-0.87,-17.63,-27.23,-71.14,40.88,14.78,1.35,35.56,1.0
2.0,2.0,1.0,1.0,2.82,27.75,81.82,5.89,65.62,238.48,22.18,-50.62,-59.99,58.34,23.34,51.34,129.49,-13.95,23.01,8.94,-24.83,3.85,36.69,-69.12,75.69,-73.77,-234.97,-57.81,-45.51,1.0
2.0,1.0,1.0,1.0,-36.88,1.85,-224.04,-19.36,-116.49,-340.78,-24.64,19.82,-128.5,24.5,64.86,-2.81,-202.25,14.28,17.65,-28.42,107.68,13.68,-32.88,-24.63,171.38,53.27,109.55,124.59,-35.72,1.0
1.0,1.0,2.0,2.0,141.69,-0.56,197.63,-32.26,70.12,6.46,-76.62,-22.38,-19.76,-12.69,-122.62,43.92,-89.17,61.66,-110.89,1.39,-116.57,-50.47,24.82,7.85,-197.51,62.87,260.78,-51.59,65.69,0.0
1.0,1.0,3.0,1.0,33.47,51.38,223.9,-24.8,78.47,1.12,116.87,56.97,-19.44,-46.73,288.08,-24.75,-67.38,63.71,146.82,7.78,17.56,-16.09,32.76,28.3,178.8,-24.47,88.08,-42.96,-8.0,2.0
2.0,2.0,1.0,1.0,91.95,-43.56,193.25,-34.26,49.8,-229.29,-46.58,52.76,-37.2,-11.55,-9.95,-19.91,202.79,-94.95,15.37,-10.02,92.81,38.67,-55.33,21.14,31.42,42.06,209.66,-45.75,116.85,2.0
1.0,1.0,2.0,2.0,-62.49,-0.49,-142.54,-36.56,-202.79,56.56,-205.8,-9.58,-111.85,-1.85,105.48,25.45,-39.35,-21.4,12.61,25.71,95.34,-82.91,-14.09,-35.02,151.46,-6.61,35.3,-67.75,76.41,2.0
1.0,1.0,2.0,2.0,-26.57,-54.4,-141.57,-62.65,-48.55,-51.37,70.24,10.73,5.65,8.59,34.73,54.4,-53.65,-5.63,92.79,-20.36,-81.96,149.96,49.78,34.73,-11.9,-49.52,91.14,104.32,-3.81,2.0
1.0,2.0,2.0,1.0,65.4,0.81,-125.73,56.74,-47.11,-21.31,-177.29,-76.23,184.79,-11.48,29.75,-5.73,-53.48,6.98,-51.93,33.11,27.94,-211.01,-18.73,-58.45,73.13,40.88,-67.16,-18.31,-98.02,2.0
2.0,2.0,1.0,1.0,77.89,17.5,142.4,87.61,-46.0,64.41,44.48,-50.25,-73.4,3.23,-37.48,-29.57,9.55,23.0,-96.64,26.62,80.15,105.27,-8.83,16.79,-38.09,-25.52,79.09,-74.82,91.76,2.0
1.0,2.0,2.0,1.0,96.22,-84.01,-12.09,-4.93,6.1,-91.66,105.04,30.44,40.61,-37.86,47.79,-6.84,-5.12,82.86,44.81,-24.52,16.54,15.05,1.55,-9.66,254.64,-28.89,-30.94,101.84,127.39,1.0
3.0,1.0,3.0,1.0,19.27,-51.41,-74.13,-48.24,24.84,42.14,148.35,-46.04,-14.58,-25.16,65.48,65.45,-37.98,-16.35,101.69,4.85,-11.35,-125.85,-61.67,-25.44,143.43,54.93,-126.78,40.57,-96.76,1.0
2.0,3.0,3.0,2.0,48.93,-37.63,239.72,-31.63,-89.82,207.56,150.46,2.32,47.73,11.3,-147.81,-27.98,18.15,50.4,-27.75,16.09,121.81,178.3,14.36,33.62,5.86,14.97,-104.69,12.61,-138.91,1.0
1.0,1.0,1.0,1.0,15.46,-5.69,9.0,-75.17,26.68,11.03,-95.32,-140.88,10.74,-13.83,-110.98,15.34,-127.11,-18.04,12.84,34.41,43.84,55.68,28.57,56.75,44.86,-68.17,-11.5,-119.65,-11.66,2.0
1.0,1.0,3.0,2.0,44.04,18.47,-221.54,126.47,-87.0,-35.31,46.56,-11.31,-13.38,-27.08,46.59,-6.5,-188.59,-49.12,-52.19,-29.44,-58.93,65.11,-31.17,4.73,-222.59,4.26,71.08,72.13,208.73,2.0
2.0,1.0,1.0,1.0,83.11,-40.37,-161.07,53.78,64.24,-11.52,51.9,15.14,25.56,-4.77,123.62,85.79,96.67,65.34,108.44,-47.25,-118.89,-110.03,10.06,25.89,179.51,-94.81,-71.36,61.06,14.82,2.0
2.0,2.0,1.0,2.0,28.02,-14.58,269.33,88.88,24.42,-97.43,21.98,-100.93,94.49,-5.47,38.35,-47.89,-76.69,38.54,44.11,-15.69,-14.27,23.07,-55.09,-48.35,74.13,-17.55,200.45,82.4,28.91,1.0
2.0,2.0,2.0,1.0,-121.83,16.19,-14.94,-24.03,-178.83,194.37,232.65,38.71,-116.8,-12.43,37.53,-14.35,20.85,4.2,61.16,52.58,73.64,26.42,22.01,-29.32,-95.04,50.04,109.5,-55.01,-18.64,1.0
1.0,2.0,2.0,1.0,-53.47,9.21,-39.1,54.5,123.55,-45.95,180.89,-107.93,-123.71,-35.92,-48.63,72.37,53.71,32.17,7.43,-33.39,-57.26,-61.78,66.49,26.25,-9.79,65.4,-90.36,47.07,-68.44,1.0
2.0,2.0,1.0,1.0,-73.49,-37.91,-118.65,-42.06,-42.02,-65.34,-99.09,105.12,47.51,-1.18,68.88,60.84,-28.15,19.32,42.6,-40.34,74.04,219.92,-33.81,-32.82,117.56,97.18,104.72,-165.24,83.42,2.0
2.0,1.0,1.0,2.0,68.97,-6.97,-117.6,32.78,-55.03,87.55,14.07,-150.8,52.94,-14.7,-0.76,14.54,-88.76,26.05,3.06,-19.0,-58.11,31.66,58.55,,33.06,-28.81,-66.48,60.66,-6.99,2.0
1.0,1.0,2.0,2.0,45.68,11.67,163.53,-84.96,-21.33,166.09,157.96,-121.72,-64.2,-2.97,47.93,29.97,117.64,44.59,41.08,-14.08,62.68,-25.0,11.12,-1.13,87.77,38.07,-110.01,-1.35,-33.29,1.0
1.0,2.0,2.0,2.0,111.28,31.4,-60.06,-89.99,-55.89,71.05,-67.77,67.99,-183.82,8.02,36.77,-111.13,56.81,25.65,18.71,-5.86,-18.62,-120.8,-35.27,54.41,52.39,-188.69,1.59,-20.24,55.83,0.0
2.0,1.0,3.0,1.0,1.1,61.5,185.43,21.53,120.35,98.98,203.58,-85.21,1.74,41.97,-34.64,-36.75,1.91,-33.0,10.51,3.2,20.02,-182.51,-9.26,25.22,-12.83,60.55,-213.43,32.6,79.58,1.0
0.0,1.0,3.0,1.0,27.92,2.27,-33.57,-5.01,-158.44,326.03,119.41,-1.65,146.6,-15.81,22.81,-1.5,-5.14,-43.56,15.39,44.0,101.78,-69.63,-38.55,87.08,-32.04,150.68,-28.02,-193.87,-33.85,1.0
1.0,2.0,2.0,2.0,-18.86,-50.46,57.57,-22.98,-133.92,284.65,7.97,-51.5,-104.45,7.76,-20.79,-115.67,19.28,-16.19,-86.21,30.4,78.76,120.01,-6.52,10.84,-133.05,64.61,67.87,-213.55,-84.8,1.0
1.0,2.0,2.0,2.0,46.78,-55.05,104.64,98.73,124.85,-104.25,-74.2,17.24,167.33,15.4,116.47,36.75,-75.11,115.43,-20.86,-19.1,-164.74,79.02,-0.26,-14.74,92.43,-11.23,176.48,57.59,41.96,0.0
1.0,2.0,2.0,1.0,50.31,5.07,46.8,-19.5,96.53,-107.48,87.97,-63.92,77.84,6.5,-46.66,-31.92,79.12,-58.59,39.09,-21.81,-64.28,128.14,0.62,-38.98,-116.06,16.78,40.97,77.49,39.26,2.0
2.0,1.0,2.0,2.0,130.86,-13.38,182.96,-76.63,6.31,-199.47,-117.22,0.32,102.63,19.08,-25.42,15.02,8.06,-26.41,-24.56,0.32,27.61,67.11,54.72,44.87,166.48,-64.69,162.23,90.61,3.23,0.0
2.0,1.0,1.0,2.0,-92.14,-24.01,98.16,101.6,61.7,-46.8,72.82,19.84,94.22,40.6,95.07,29.82,-68.11,42.4,27.89,8.57,-132.18,-21.17,-5.17,-36.49,144.54,12.55,52.98,184.4,-23.94,2.0
1.0,1.0,3.0,2.0,-22.58,-43.89,235.96,123.79,32.72,-112.64,-96.24,26.54,100.91,34.08,-68.74,8.68,-84.7,23.57,-90.86,-16.07,76.25,-108.63,-58.85,3.56,-75.29,113.56,-8.48,62.43,-7.4,0.0
1.0,3.0,2.0,1.0,31.71,-31.83,101.66,-17.13,15.38,-88.76,-112.77,-47.08,-68.79,-14.73,0.84,29.88,141.19,-128.21,69.02,-7.57,41.38,-159.69,2.57,65.53,-16.21,-96.13,32.19,3.47,13.44,0.0
1.0,1.0,1.0,2.0,-22.03,-47.96,27.59,-43.3,58.02,-59.98,87.04,4.11,-39.2,10.73,-26.32,16.02,-78.03,-72.46,-20.64,-41.91,-189.03,-75.94,17.16,1.84,74.16,33.27,206.66,121.52,4.76,0.0
1.0,2.0,2.0,1.0,-22.63,-63.47,-26.59,-28.29,103.56,162.51,116.67,-70.1,-100.3,11.22,-48.96,32.8,-78.67,-6.13,77.84,-25.51,-113.2,20.22,35.88,62.19,12.13,-76.33,-147.51,-16.7,149.48,2.0
1.0,2.0,2.0,1.0,-41.79,31.04,200.88,-78.12,73.49,-333.73,-72.36,129.88,-81.17,-2.03,-11.01,-87.47,-46.65,-90.6,-20.24,-30.58,134.23,-203.58,19.47,39.06,40.43,-3.87,219.58,-50.53,-121.51,2.0
1.0,1.0,1.0,1.0,138.29,33.75,146.28,61.85,72.88,-50.71,-72.48,16.23,49.38,14.49,-40.81,-1.47,-81.85,29.84,-16.72,35.59,0.36,100.42,-6.64,58.9,-146.93,-101.15,211.42,-149.4,-43.51,2.0
2.0,1.0,1.0,2.0,37.33,-9.76,-177.1,47.39,-160.43,186.75,195.39,48.91,13.67,2.96,-37.1,102.49,-144.98,26.48,30.87,-28.76,86.02,-3.03,-15.05,-34.08,49.72,83.08,8.05,-130.1,-145.4,2.0
2.0,1.0,1.0,1.0,-176.9,4.76,112.14,36.35,158.25,111.68,103.59,37.44,137.68,-39.34,-7.09,-39.44,155.26,-22.04,-7.85,13.26,-129.75,-42.84,-58.62,14.79,-31.37,-120.17,12.37,-62.5,-36.79,2.0
0.0,1.0,1.0,1.0,-12.26,24.29,-70.63,3.15,94.97,-159.49,52.82,67.33,-77.02,29.93,-39.85,-53.86,13.02,-95.03,6.94,-36.82,-79.38,1.2,58.19,-48.12,163.64,-26.6,81.3,42.39,-9.4,2.0
1.0,2.0,1.0,1.0,46.02,46.76,-63.89,-41.47,37.88,-326.57,-161.26,29.14,-164.98,2.41,-95.59,79.22,-70.92,34.39,29.09,-34.98,137.76,-43.78,-74.14,-2.8,-104.65,-46.6,-226.2,153.49,-41.91,0.0
2.0,2.0,2.0,2.0,20.8,2.67,176.18,19.21,80.63,207.74,10.24,-81.13,121.66,-47.6,64.95,-2.0,-140.44,3.16,-62.14,-13.81,-16.65,-118.58,44.28,-33.52,-137.12,-95.16,-249.41,-4.36,-43.81,1.0
1.0,2.0,3.0,1.0,-28.74,-45.08,-133.93,-46.5,60.4,-128.47,55.19,-100.62,70.69,0.56,102.59,19.88,7.98,61.14,-17.21,-45.54,-69.01,-126.53,-48.6,-18.86,-24.54,-188.42,88.28,4.55,-13.6,2.0
1.0,2.0,1.0,2.0,92.24,-32.13,-75.59,-91.61,-98.33,236.19,30.26,3.56,-14.91,-54.96,-131.87,7.51,-31.71,-7.8,145.14,-14.38,-27.4,-178.51,-2.72,-39.77,-47.9,-103.99,58.26,-133.83,-139.57,0.0
2.0,2.0,2.0,1.0,-18.09,74.1,-79.68,-78.07,-175.67,-74.88,-64.09,42.41,-88.6,11.52,12.43,-5.97,-136.37,56.14,58.08,39.87,123.7,39.04,12.01,-44.24,-13.62,27.84,91.5,19.72,-65.67,0.0
1.0,2.0,1.0,2.0,29.83,44.42,128.94,-37.64,22.97,-76.69,-8.75,-14.11,43.18,-27.21,-178.03,52.86,56.21,-54.35,113.11,5.49,-101.11,-98.56,21.71,18.16,-19.33,-115.68,68.56,204.66,-185.58,2.0
2.0,2.0,1.0,2.0,76.86,19.91,-267.28,-33.06,-430.4,192.71,356.36,-11.12,23.02,-55.45,-148.41,22.62,70.1,-39.14,-61.78,14.89,106.14,-18.32,16.39,12.1,74.52,164.53,247.55,40.43,-87.53,2.0
1.0,1.0,1.0,0.0,35.13,-13.7,82.59,16.14,103.14,-222.43,-106.0,73.36,-88.21,29.01,-193.91,103.61,-28.37,6.54,58.17,3.2,20.83,125.89,32.84,-51.7,-81.22,-220.4,175.49,-76.91,-59.06,2.0
1.0,2.0,3.0,2.0,-56.22,33.41,-47.57,51.79,-81.18,46.45,-10.42,-90.66,15.58,9.89,-100.11,-57.21,79.43,32.73,14.84,4.29,65.18,41.74,19.65,37.99,-103.3,-128.32,-150.03,62.58,126.46,0.0
2.0,1.0,3.0,2.0,-29.02,-8.76,145.81,-11.11,52.72,15.27,-39.86,14.39,-105.95,17.2,-50.14,-59.5,26.45,9.39,-110.04,-9.85,-95.82,-49.23,-53.84,10.35,42.76,-23.84,194.02,-33.99,-38.79,0.0
1.0,1.0,2.0,2.0,50.92,-29.34,-132.45,-14.44,-77.43,-323.44,-98.16,-89.19,4.74,-2.88,72.05,-58.35,-173.81,-81.86,50.84,-65.11,89.53,54.3,13.65,8.28,-15.78,38.75,72.37,129.12,-80.14,1.0
0.0,2.0,1.0,2.0,-19.24,-45.26,55.12,-36.6,-135.12,-25.07,-53.67,76.65,105.18,-28.46,2.25,40.35,40.46,18.62,-30.63,6.91,32.26,-96.87,-25.72,32.58,-49.13,-147.79,287.1,-33.59,-104.33,0.0
1.0,0.0,1.0,2.0,60.65,-2.81,222.46,-106.5,-92.65,-292.54,-80.95,-77.72,-65.3,21.57,-7.14,-43.48,-182.52,13.85,-79.13,-26.36,157.27,-69.96,-19.19,-46.47,107.67,-119.35,374.0,3.79,62.65,2.0
1.0,1.0,2.0,2.0,69.27,-22.67,-51.92,-121.94,-120.72,127.51,88.61,-80.38,-49.1,36.48,16.94,-69.62,-39.86,-45.79,-105.87,-1.87,93.28,-146.5,-51.49,-39.05,-107.24,66.29,-45.9,-54.45,46.15,1.0
2.0,2.0,2.0,2.0,3.09,-12.8,165.45,30.81,67.96,56.06,-36.41,22.04,-127.41,-63.12,-18.85,-52.38,-41.35,-67.87,-23.86,-7.6,-116.83,-45.24,41.06,-28.67,-112.85,-111.83,193.01,-52.52,37.75,0.0
1.0,1.0,2.0,1.0,49.41,9.74,-83.19,-38.42,-136.26,48.7,-128.82,7.09,163.09,-9.29,82.37,-45.9,-193.04,41.09,103.26,39.62,-29.69,-127.34,19.58,-3.58,-70.15,-12.99,377.68,-179.65,75.63,0.0
1.0,1.0,2.0,1.0,-124.07,-71.39,97.77,23.31,-243.61,-66.65,15.68,-44.8,50.36,54.28,86.2,-31.79,-147.41,-4.46,20.52,82.08,226.64,-142.42,-37.62,21.37,-155.23,8.19,200.66,8.69,40.28,0.0
2.0,1.0,1.0,1.0,-41.51,8.04,-23.26,81.51,-4.08,41.32,123.79,-2.9,43.34,11.17,-77.56,-65.53,-36.76,19.39,25.83,-19.9,12.29,-5.39,-49.6,-55.1,-33.6,60.22,11.77,-40.69,-132.39,2.0
0.0,2.0,2.0,2.0,-18.04,24.03,42.54,25.46,-132.03,109.57,-11.3,-35.91,-7.47,-6.82,-14.05,25.76,-16.52,107.12,-62.29,22.91,86.65,-99.35,-56.49,25.11,-240.07,52.79,46.06,-54.45,-0.44,0.0
2.0,2.0,2.0,2.0,26.71,2.9,-19.83,19.08,55.02,-34.71,-45.66,53.59,-116.52,-24.98,-32.35,72.67,189.2,-35.3,-28.7,-6.15,-147.11,87.38,9.39,31.02,-42.03,181.05,133.62,37.27,-81.14,0.0
1.0,2.0,2.0,2.0,-76.63,23.16,18.07,18.76,79.17,183.79,16.26,102.75,61.15,-34.3,-19.89,88.66,-45.59,53.24,-10.28,-19.08,-158.15,78.82,-25.64,-39.23,-43.35,-22.36,10.29,-63.82,-15.21,0.0
2.0,2.0,1.0,1.0,93.78,-90.13,-60.34,2.39,-5.54,-25.51,91.1,55.26,-73.66,-17.46,2.99,20.39,-53.13,-46.01,-20.21,-15.58,-93.32,79.17,-108.45,25.34,-75.68,-25.25,176.77,21.18,118.0,2.0
1.0,2.0,2.0,2.0,64.2,42.17,-130.6,-18.04,-87.71,191.91,-65.96,5.98,124.31,-42.91,13.53,-3.02,16.72,-20.55,175.94,-33.83,9.83,120.44,-13.16,-15.75,67.54,70.35,-93.4,-105.49,41.19,0.0
1.0,1.0,3.0,2.0,9.99,107.87,-41.64,-6.92,-142.85,54.79,-71.69,-113.79,-55.51,6.31,20.85,-16.63,-72.01,3.36,56.18,18.88,91.95,13.33,-33.38,6.29,139.82,45.8,27.42,-44.59,61.61,0.0
2.0,1.0,1.0,2.0,-24.49,24.92,-132.84,-83.38,-265.67,234.92,258.73,-18.29,11.63,-78.68,42.93,-46.93,0.25,-66.16,-8.43,17.51,151.79,55.42,-6.46,12.41,-73.68,116.36,-36.17,-35.88,141.55,1.0
1.0,2.0,2.0,1.0,-23.98,-60.11,-180.9,-35.79,-183.95,-22.39,-90.74,18.11,-2.48,33.83,34.17,56.24,66.51,-42.76,47.88,42.67,138.63,-124.07,-20.2,-31.77,73.73,-62.31,-15.32,-23.7,68.14,0.0
0.0,1.0,1.0,2.0,23.07,-9.13,-39.8,0.89,-169.26,96.15,122.63,105.66,-34.52,5.68,19.12,-65.4,-315.24,-7.2,13.07,12.04,21.59,33.05,-33.99,34.57,0.26,-71.28,220.52,-37.3,81.7,2.0
0.0,2.0,3.0,2.0,3.99,2.8,-63.08,78.13,-125.95,140.49,-47.33,-95.5,-51.13,37.3,140.55,-26.45,57.17,-21.62,-75.1,6.31,-0.01,-9.83,-23.09,19.38,95.78,128.79,175.51,-142.08,39.35,0.0
1.0,2.0,1.0,1.0,74.78,-16.51,63.57,-177.96,51.5,-90.18,-168.17,120.15,-33.96,22.98,44.06,34.16,-126.44,34.27,-71.34,4.77,-4.66,24.59,6.87,-23.54,39.22,37.08,57.77,-36.15,65.81,0.0
0.0,1.0,2.0,2.0,49.42,-18.58,60.42,-19.04,70.99,-57.82,-9.14,67.43,46.19,-25.19,124.58,-39.92,137.37,24.7,43.86,-26.31,-116.52,37.41,-4.26,82.59,33.81,41.17,95.09,75.52,-70.25,2.0
2.0,2.0,2.0,1.0,-35.47,32.9,-50.81,-129.21,63.64,-133.86,-94.95,71.69,3.68,59.95,-33.41,-16.63,72.73,-62.96,62.3,4.65,-189.51,46.74,-23.03,35.73,55.17,178.27,292.06,31.2,-62.66,0.0
1.0,2.0,2.0,1.0,-74.33,85.78,28.35,-27.01,12.68,98.3,44.92,94.4,92.14,7.08,-78.98,10.06,86.92,-46.76,62.3,4.2,-3.63,105.62,-20.24,-76.65,79.07,-63.6,-133.96,23.37,-48.9,1.0
0.0,2.0,0.0,1.0,-76.49,-84.6,85.74,26.67,121.93,135.37,229.18,40.83,22.41,29.95,27.87,12.64,1.62,-44.13,-92.65,-32.74,-63.24,39.8,-84.45,28.89,17.52,-111.99,-146.05,7.04,-180.4,1.0
2.0,2.0,2.0,2.0,15.64,-27.61,61.07,-56.3,-160.27,-7.84,165.56,27.26,-156.9,-14.21,-89.37,-49.16,63.34,-9.75,-81.06,38.17,68.88,23.28,8.21,51.91,-48.11,89.51,216.56,61.78,92.88,1.0
1.0,2.0,1.0,1.0,36.63,-0.12,-18.68,29.13,145.32,-25.73,70.14,21.31,-10.84,-17.09,-69.66,-101.49,114.33,4.16,121.25,-32.25,-24.04,123.5,9.86,-12.63,26.47,-130.41,-155.83,-22.42,-5.66,1.0
1.0,1.0,2.0,2.0,-31.0,-35.03,106.66,-60.41,50.33,22.06,6.21,-63.76,-148.4,1.62,-49.69,-17.15,71.7,86.72,-52.39,-22.11,34.27,-118.33,-28.87,-6.66,70.39,89.34,-143.97,26.04,-104.05,1.0
2.0,2.0,2.0,2.0,10.76,-13.59,-2.71,-67.89,26.43,-191.8,52.52,-56.55,-10.59,-4.46,-8.07,46.51,-70.52,-5.81,44.74,-6.37,-133.59,-22.15,-31.77,-68.26,-216.39,130.66,157.23,233.68,4.16,2.0
1.0,3.0,0.0,3.0,36.49,-44.48,136.27,6.95,-147.85,189.25,129.8,-49.24,21.83,-14.43,-50.28,-11.79,133.75,8.1,43.66,44.76,-64.28,37.25,-18.95,-58.02,8.2,-132.73,169.13,109.11,-39.23,2.0
2.0,1.0,1.0,1.0,-43.33,36.94,-289.97,-24.63,-58.75,164.63,-121.69,-32.74,-98.65,33.51,-103.85,28.71,-0.75,44.74,13.4,-10.12,-29.37,-92.72,55.6,-15.41,25.39,-67.91,-178.94,-100.18,121.8,0.0
2.0,1.0,1.0,2.0,114.29,6.05,65.04,-115.03,-82.58,-60.52,-110.03,38.15,59.56,-34.87,28.13,67.75,98.8,12.74,63.8,10.61,49.9,81.89,86.13,7.09,54.47,-118.98,170.99,-20.2,-15.05,2.0
1.0,3.0,2.0,1.0,91.8,-82.85,75.06,-24.6,68.24,-58.21,21.07,-20.23,-101.96,-2.06,22.41,8.22,107.54,6.86,28.16,-8.75,-28.01,31.92,-18.45,9.06,52.83,116.57,73.06,-8.88,35.95,2.0
2.0,2.0,1.0,2.0,8.92,39.32,140.66,-47.36,-51.76,77.53,19.5,58.1,-83.04,-4.9,-105.03,-16.86,66.79,-72.48,-51.28,31.12,-9.29,-53.3,-55.09,29.4,54.19,45.12,254.02,-93.81,1.91,1.0
2.0,1.0,1.0,1.0,-23.16,28.09,-11.15,-122.09,42.41,-4.09,-112.89,-28.98,35.37,-21.22,130.5,22.25,76.66,31.63,-59.14,15.74,48.04,-134.04,22.83,50.53,25.03,-86.04,6.73,-166.95,-9.83,2.0
2.0,1.0,1.0,2.0,-39.89,25.72,-158.46,37.3,-335.41,386.31,135.73,5.41,-81.27,14.7,-0.56,19.33,-100.26,8.87,-46.18,35.74,138.72,160.76,-36.4,48.52,83.85,4.48,48.36,-179.72,65.88,1.0
1.0,2.0,1.0,2.0,-13.8,-14.18,204.34,-21.45,-75.28,91.46,68.59,23.58,73.85,-20.19,-160.22,-56.77,-45.91,-8.99,-13.28,42.65,58.85,-107.86,-2.95,0.59,17.09,62.94,159.54,-46.34,156.68,1.0
1.0,2.0,2.0,1.0,-71.22,-34.07,-113.35,-24.4,-154.0,121.49,-38.15,-6.33,84.93,24.66,58.74,-0.01,-120.14,-42.77,-21.56,26.62,40.82,39.78,73.38,-66.16,-11.5,46.66,138.81,-135.44,-14.87,0.0
1.0,0.0,1.0,1.0,-160.19,8.6,21.39,58.13,107.73,-217.41,146.99,-64.11,70.56,-50.89,-27.17,-18.18,133.56,-3.38,-94.03,-27.48,45.49,24.23,-7.08,-41.22,125.88,-81.79,-90.74,116.59,-3.31,1.0
1.0,2.0,1.0,2.0,-60.92,-15.0,26.01,32.01,-211.16,156.65,22.81,-35.84,-31.1,-32.51,43.53,71.09,30.55,101.09,-99.53,1.8,99.57,-91.15,-12.01,-44.31,-120.2,136.77,122.06,-67.86,22.26,1.0
2.0,1.0,3.0,1.0,17.13,-30.35,125.75,-7.41,82.62,-590.93,-265.61,-39.89,-141.08,32.65,86.75,75.33,58.17,-76.72,46.6,-39.4,128.97,14.41,92.24,30.28,-36.84,21.31,317.28,20.0,-147.73,2.0
1.0,1.0,2.0,2.0,-22.18,23.67,92.54,-11.68,-18.15,-19.64,221.13,24.98,1.93,-21.51,100.41,-36.49,-63.97,-11.02,35.78,-14.7,28.44,116.87,-25.08,-5.55,-19.33,-112.02,-1.38,121.13,-101.28,1.0
1.0,1.0,1.0,1.0,-32.99,39.35,-335.25,71.98,36.2,-59.23,105.99,44.61,-53.97,28.58,30.74,-23.16,187.73,-59.67,102.13,-70.84,-97.91,-38.85,45.15,65.58,148.2,60.78,-18.99,-7.79,-29.88,2.0
3.0,3.0,1.0,2.0,75.97,74.65,-122.63,1.22,-167.34,-95.86,-160.81,1.17,106.65,-41.14,-76.85,19.26,66.3,-3.5,41.27,19.2,76.97,-94.88,-32.61,-33.72,25.46,-7.68,174.44,-25.28,-6.66,0.0
1.0,1.0,2.0,2.0,-26.8,-15.03,184.15,115.95,19.62,48.64,134.77,-11.39,12.55,-23.11,-50.23,-6.91,40.82,-18.81,-74.19,11.63,44.27,-30.75,-53.91,6.77,31.92,21.82,-142.47,116.12,42.9,1.0
2.0,1.0,2.0,1.0,-22.02,-1.02,56.83,114.12,-49.07,131.35,127.46,125.05,-49.32,0.38,-43.43,-52.49,-21.49,-50.29,152.33,39.12,66.69,77.37,42.46,-12.31,40.55,-94.24,20.66,-93.0,-75.23,2.0
