cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,target
2.0,2.0,2.0,2.0,97.91,66.06,-125.04,33.03,64.24,30.06,-4.97,63.25,-2.48,-12.26,20.08,-150.09,12.78,-7.62,22.38,-28.55,-125.69,81.45,-8.63,-6.82,0.0
4.0,3.0,2.0,1.0,179.96,-1.82,-32.69,2.57,15.53,131.72,8.35,17.45,3.07,-129.3,-20.24,76.38,8.02,-12.48,19.25,19.15,-77.78,-119.98,35.3,1.56,1.0
1.0,1.0,2.0,2.0,-115.39,-16.1,184.43,-11.84,-103.78,-8.76,78.48,-83.92,0.76,149.9,-16.79,47.59,-2.87,-79.09,-10.69,-188.17,-102.85,39.55,155.63,-4.96,2.0
3.0,3.0,1.0,3.0,-35.11,7.27,-112.76,-6.7,29.35,-56.45,15.01,-18.06,1.81,-49.37,-50.0,-45.81,-6.49,74.43,-23.12,-34.07,-79.0,157.83,7.27,-15.25,1.0
1.0,1.0,2.0,2.0,-170.89,92.37,-98.92,27.93,-6.59,359.16,27.37,21.14,3.36,-82.93,32.48,198.9,-0.85,-99.46,-0.66,-76.23,-104.19,190.15,33.81,-1.13,0.0
2.0,2.0,1.0,3.0,32.8,17.25,-50.75,-11.69,-43.39,-196.67,-58.28,47.75,-1.75,37.37,26.7,-14.14,-3.1,48.3,6.4,-18.55,54.28,171.78,4.24,-6.02,2.0
1.0,2.0,2.0,2.0,-139.04,11.52,212.98,-31.65,-49.09,-61.43,20.76,55.25,-0.48,-67.36,45.86,-180.31,-7.08,-192.36,29.18,-62.38,192.43,-74.14,88.51,7.45,2.0
3.0,3.0,3.0,2.0,281.19,-38.36,-124.27,-24.01,33.97,-93.96,176.88,-116.49,0.42,-127.52,5.85,-235.28,-1.77,171.88,-38.0,36.67,60.14,141.12,-46.38,2.35,0.0
1.0,2.0,1.0,3.0,-44.77,-16.76,-56.15,1.6,-20.98,98.38,15.88,-24.17,2.98,1.8,13.52,-15.7,-5.57,28.63,15.85,77.27,8.3,9.92,-101.98,-5.41,0.0
3.0,2.0,2.0,1.0,-121.14,-114.05,182.44,29.9,-128.77,-68.55,-44.55,-22.83,-0.03,12.67,-1.37,-83.17,1.29,-86.81,-0.68,159.5,-24.68,-123.12,68.02,1.26,2.0
2.0,2.0,1.0,2.0,-6.73,60.06,-243.41,-8.46,-159.86,168.95,-11.28,76.76,2.11,100.73,-3.73,127.89,3.95,43.71,-26.58,-19.42,26.86,-20.54,20.32,-15.09,0.0
2.0,3.0,3.0,1.0,-46.84,-133.75,-73.78,30.36,-100.16,15.38,9.8,53.31,-2.44,-87.62,-1.67,164.24,-0.48,33.99,7.86,-97.92,120.49,-12.6,-58.98,-3.64,1.0
3.0,1.0,1.0,2.0,-51.27,-102.43,21.61,26.5,77.27,-91.31,10.81,43.35,0.35,-65.63,-2.77,179.41,2.24,27.83,8.32,8.91,31.99,-57.72,-42.14,0.97,2.0
3.0,1.0,1.0,2.0,11.0,42.17,102.78,-5.54,-128.6,-191.06,-102.6,-23.76,4.79,68.17,4.13,268.92,-2.99,47.6,-13.22,-75.17,78.41,-11.76,124.74,-8.38,1.0
2.0,2.0,1.0,2.0,-150.25,123.42,-265.91,17.14,2.95,230.77,-75.27,1.09,5.5,-81.32,-22.94,-121.14,1.25,73.47,-18.68,195.24,-58.3,54.08,-181.17,-13.64,1.0
3.0,2.0,3.0,2.0,-199.82,83.69,121.02,20.75,46.63,19.4,56.7,-9.62,-2.04,3.61,20.23,36.44,-2.63,-77.29,-17.63,18.08,170.48,-41.41,6.24,11.06,1.0
2.0,2.0,0.0,2.0,-29.09,20.23,-60.76,-3.91,69.63,-141.63,38.89,-31.39,0.27,-56.13,-13.99,99.34,-0.08,134.93,-53.35,97.75,48.92,49.14,-74.67,6.8,2.0
1.0,3.0,3.0,2.0,-207.13,109.65,-90.6,-14.03,-52.64,-51.18,-4.57,37.28,-4.11,-37.42,-7.34,-305.64,-2.6,27.43,-5.93,44.89,-86.87,-85.73,-167.18,-10.6,2.0
2.0,2.0,2.0,1.0,65.7,-14.82,-88.86,-24.58,9.38,-102.45,6.77,2.84,2.11,-47.46,-34.77,62.41,-5.04,104.68,2.3,77.61,-22.07,84.44,-53.08,-7.64,1.0
1.0,2.0,2.0,2.0,150.47,68.77,-41.53,25.19,-4.31,-115.53,64.05,37.34,1.79,130.86,45.06,-137.5,-2.48,24.62,-9.53,75.75,37.07,-52.21,51.97,-1.38,1.0
3.0,1.0,3.0,1.0,65.56,-45.9,-56.03,-2.16,79.59,29.3,28.99,54.25,-5.85,19.85,5.64,-39.82,-6.15,-17.38,0.14,-102.42,-15.11,-0.24,-15.49,9.06,0.0
1.0,1.0,3.0,3.0,-97.22,1.86,-136.81,18.99,8.28,-2.28,-47.5,-41.45,-1.74,10.59,-2.52,-351.93,4.76,46.94,-59.51,-28.46,-199.75,134.76,-46.44,-3.25,2.0
3.0,1.0,2.0,2.0,119.97,38.64,191.51,-21.13,6.35,-211.9,-28.38,-133.63,-6.76,-23.75,-21.42,305.42,-1.6,107.5,-25.12,-194.84,-217.71,-89.37,115.51,-0.91,2.0
3.0,2.0,2.0,1.0,77.66,9.99,53.86,-32.05,37.3,-31.62,-11.05,-14.48,-3.65,49.08,-12.28,-138.46,1.98,-40.56,9.6,0.33,25.11,-85.77,129.42,-14.22,0.0
1.0,2.0,2.0,3.0,61.04,132.46,-38.85,14.79,89.11,234.85,-93.36,47.98,7.08,72.42,-10.69,40.69,6.39,-96.82,3.35,9.18,66.35,1.66,27.59,17.34,2.0
2.0,3.0,1.0,3.0,0.55,-110.63,-29.92,17.67,-25.81,-74.09,72.15,12.04,-0.63,-65.44,9.04,286.96,-7.4,78.16,0.82,-71.15,50.14,-9.98,24.93,-13.27,1.0
2.0,2.0,1.0,3.0,-118.6,-34.92,-69.75,-1.1,-11.3,118.02,97.74,-6.32,2.65,-42.51,-40.37,209.39,-0.62,37.31,-36.46,-48.73,137.58,-80.17,-5.25,-4.65,2.0
1.0,3.0,1.0,1.0,-189.99,17.07,-91.94,21.89,88.72,45.98,80.01,-29.34,-4.01,-10.3,-24.47,102.22,2.44,60.01,-61.83,-82.77,-8.12,62.35,-19.07,-3.74,2.0
3.0,1.0,1.0,0.0,-26.23,-119.86,151.18,21.73,81.08,-247.12,89.99,-45.88,4.25,109.84,-5.93,-35.13,-1.7,14.5,-16.29,-68.72,-211.13,71.19,30.74,9.15,0.0
1.0,4.0,1.0,0.0,-56.28,60.34,-101.55,17.41,-33.41,-200.43,34.41,50.72,3.67,-115.81,-12.31,-112.38,-6.2,90.18,-15.44,-35.41,-13.74,34.58,-86.69,-8.04,0.0
2.0,2.0,1.0,1.0,94.63,40.26,-108.29,-3.75,-18.21,322.83,-50.42,-0.57,-5.81,33.21,-0.25,40.61,0.62,-51.47,33.73,25.01,12.2,98.91,-13.77,0.19,0.0
1.0,2.0,1.0,2.0,75.63,5.03,-28.58,-27.47,31.48,-326.81,-10.56,26.66,3.79,38.41,-52.94,139.71,-5.57,142.22,4.22,251.55,125.06,35.71,4.16,-16.87,1.0
1.0,3.0,3.0,2.0,373.75,31.91,-13.63,4.6,20.19,-313.28,-59.0,-4.55,-1.51,-29.09,-11.41,-133.65,5.78,148.55,42.51,-25.48,85.8,-5.21,-77.88,-0.49,0.0
2.0,0.0,2.0,2.0,-388.3,65.02,240.18,3.62,19.48,-172.09,-41.79,-73.74,7.24,-68.5,-2.71,-261.6,-8.72,-86.58,-46.85,95.21,13.2,90.03,-79.58,25.43,2.0
3.0,2.0,2.0,1.0,167.32,-45.03,-221.16,12.39,-14.48,-8.03,48.21,4.61,-4.52,-74.41,14.64,110.84,4.98,168.14,-37.75,59.87,-22.32,84.52,-91.34,5.02,2.0
1.0,3.0,1.0,2.0,-110.55,112.56,5.89,-16.87,64.06,-13.34,40.05,-6.69,-2.2,38.04,-3.55,119.25,2.29,7.36,-30.97,19.38,-116.38,53.31,20.87,3.04,2.0
3.0,2.0,2.0,3.0,-78.74,115.84,-60.59,-1.1,59.14,-111.34,125.69,-30.01,-2.32,-26.38,-14.32,-17.74,-2.98,43.39,-25.46,-78.2,-161.87,456.4,-14.48,4.91,2.0
2.0,2.0,2.0,3.0,-236.95,131.45,112.47,39.88,133.14,-165.28,6.49,8.74,-2.16,136.23,28.0,-110.38,-2.75,-40.08,-4.78,96.22,-50.7,5.9,-27.17,-1.44,1.0
2.0,1.0,1.0,3.0,339.99,102.91,-134.8,26.81,-101.39,398.19,-87.71,25.21,-1.76,-26.66,-6.24,-16.1,-4.18,-39.27,64.16,94.74,-40.51,-156.64,-53.85,5.12,1.0
3.0,2.0,2.0,2.0,54.54,26.7,132.65,-3.15,-16.88,-233.73,-51.5,34.19,-7.14,-160.72,-16.96,38.5,11.89,-13.8,22.5,34.37,47.94,-48.11,57.03,1.29,0.0
3.0,3.0,1.0,2.0,141.67,-16.64,-294.69,-11.28,-12.17,3.09,68.33,53.36,-3.23,-64.81,22.79,-322.81,2.78,89.78,-12.15,-28.77,-39.85,155.22,-60.27,-13.78,0.0
2.0,2.0,2.0,2.0,172.6,-105.98,-346.51,17.79,-50.31,109.99,64.97,70.29,1.39,-5.69,-17.11,-50.14,8.21,133.66,4.39,-16.48,-136.71,-10.18,-69.64,-25.88,1.0
3.0,2.0,2.0,2.0,-41.09,25.41,-211.09,9.93,25.6,-232.11,-121.95,81.59,4.74,17.58,48.37,-363.55,5.71,93.96,-28.43,-74.81,-143.38,222.23,-132.3,-2.62,0.0
0.0,1.0,2.0,2.0,97.04,54.68,188.03,16.57,-72.83,-120.94,-40.04,-53.56,-1.95,50.81,25.49,130.29,-5.64,-13.13,11.46,-4.1,-130.14,-113.05,130.05,-1.8,2.0
3.0,0.0,2.0,1.0,-189.47,28.99,-84.73,-4.65,34.36,-41.1,-79.11,74.2,1.59,90.23,42.57,-80.03,-1.97,-18.15,8.19,24.54,10.38,62.99,-10.43,-21.03,1.0
3.0,2.0,1.0,2.0,46.2,-32.25,335.23,-20.08,-24.68,-272.99,39.11,-112.91,-0.08,98.41,4.19,63.06,4.19,-27.22,-5.81,3.18,47.55,-32.35,148.47,10.95,0.0
2.0,2.0,1.0,1.0,15.84,55.04,16.85,9.01,-52.75,-53.21,40.4,-29.83,3.67,14.79,13.48,-122.12,4.98,1.19,-16.85,23.2,150.85,48.62,38.96,0.19,0.0
1.0,2.0,1.0,3.0,-210.02,83.82,-4.84,4.36,29.62,-159.65,-23.35,30.77,4.83,-30.0,33.74,-69.08,2.96,54.22,4.99,-98.58,10.0,-69.22,-158.43,-7.81,2.0
3.0,3.0,2.0,3.0,-138.5,53.86,157.41,0.9,-72.86,-141.42,-99.95,-37.94,-3.89,-46.55,-11.11,103.08,0.94,8.32,-38.75,209.74,-66.75,-9.5,-78.14,30.41,1.0
4.0,3.0,1.0,2.0,-128.21,-152.37,55.68,-13.45,26.49,-104.3,75.54,-28.82,6.85,-4.46,15.44,46.39,-3.25,12.88,-30.44,175.12,29.69,154.92,-26.68,12.81,0.0
3.0,2.0,2.0,2.0,311.35,20.83,-89.84,-4.98,42.68,243.95,72.93,-30.37,-1.52,-76.89,32.8,-202.98,5.63,6.84,41.47,-50.41,18.11,-161.47,-73.78,3.47,1.0
2.0,2.0,2.0,2.0,-36.96,-87.79,347.48,17.84,-41.87,-260.63,67.85,-43.93,-1.33,13.26,4.71,93.36,-3.19,-86.41,3.48,-40.38,-45.74,-67.52,140.73,15.2,0.0
2.0,3.0,2.0,1.0,-97.29,63.87,156.66,-54.88,-3.15,-207.66,-90.8,27.6,1.7,90.62,-6.34,127.9,0.48,-17.24,54.97,-49.64,161.26,25.7,-45.52,-3.23,2.0
2.0,2.0,2.0,2.0,-13.17,-100.02,-199.16,8.77,-51.4,113.97,7.51,43.46,4.46,-197.27,18.28,40.91,-1.23,63.22,-9.04,-4.95,166.56,-16.11,-56.46,-13.75,0.0
2.0,2.0,1.0,2.0,-54.33,-50.97,-176.3,-37.02,-49.9,97.74,43.75,71.44,-0.06,1.74,-21.18,1.88,9.4,10.06,-16.08,-94.99,9.71,74.25,-30.69,-4.26,0.0
2.0,2.0,2.0,1.0,41.59,-17.6,123.95,7.18,6.7,-263.44,-14.25,76.68,-4.38,-3.61,26.34,-68.23,-0.9,-37.19,33.19,126.34,20.32,0.95,-24.02,13.73,2.0
3.0,2.0,2.0,3.0,48.74,167.41,-66.95,-3.04,-1.58,9.06,5.23,27.26,-1.08,-6.55,11.18,134.03,5.15,38.38,19.27,-106.03,94.74,56.63,-21.26,-6.17,0.0
3.0,1.0,1.0,2.0,-34.86,92.56,30.77,-21.48,50.96,8.42,-46.5,-59.92,-3.13,-34.5,27.59,-134.3,2.2,-4.5,-50.85,99.8,9.18,-6.12,23.97,11.6,2.0
2.0,3.0,2.0,2.0,-162.44,16.86,-161.42,26.13,21.77,207.37,-35.74,18.69,4.3,-171.55,27.24,3.22,4.5,-15.3,-1.04,-45.54,16.3,137.47,-21.86,-18.21,1.0
2.0,1.0,2.0,2.0,-145.42,10.64,67.35,-9.22,97.54,153.93,-1.72,15.16,-5.72,-204.26,-38.22,19.69,-7.78,-97.83,31.1,-10.38,147.26,-51.23,-64.52,6.38,1.0
2.0,1.0,2.0,2.0,-357.38,-3.64,32.89,12.67,-140.09,-135.71,69.9,62.63,-0.64,43.89,-7.27,212.93,-3.17,-37.45,-52.18,-128.87,233.87,151.96,71.0,-0.64,1.0
3.0,3.0,2.0,2.0,-66.61,-1.96,60.63,-1.96,31.59,-269.66,-120.65,56.97,2.42,115.7,-5.83,86.45,1.38,45.8,24.77,-124.27,65.9,-14.33,-67.0,-3.67,2.0
3.0,2.0,1.0,1.0,139.84,-75.91,73.89,25.45,-17.16,-109.44,50.32,-82.51,-8.45,-27.0,-7.22,360.48,6.8,110.97,-21.68,-202.44,-31.51,-75.11,109.82,-6.0,2.0
3.0,3.0,2.0,2.0,17.79,-66.43,19.1,11.56,55.46,-374.0,64.49,34.84,-6.42,13.89,8.29,68.83,-6.03,122.56,18.16,59.46,-258.03,-17.18,-27.04,-18.64,1.0
3.0,2.0,2.0,2.0,-84.31,-20.89,104.1,-21.96,85.87,-106.55,-66.95,-24.96,-1.71,-49.03,44.48,-58.73,-2.04,-7.44,-18.65,-13.81,29.77,13.67,-70.8,20.56,1.0
3.0,1.0,3.0,2.0,75.22,-9.26,-143.42,-3.23,-38.91,215.46,5.85,54.76,0.03,-48.02,-31.34,46.45,-3.16,-14.25,17.13,34.28,109.09,-29.38,-30.11,-2.06,1.0
3.0,3.0,1.0,1.0,74.93,-3.82,-110.8,-3.59,78.51,119.28,10.76,-72.31,4.31,-41.28,-6.17,-143.76,0.18,47.59,-30.87,-137.17,139.88,72.3,16.2,-5.8,0.0
2.0,2.0,2.0,2.0,76.56,-45.77,123.96,10.03,-44.65,-130.95,-10.36,85.99,-1.24,-179.56,4.06,257.47,-1.02,-37.36,40.85,-135.81,-84.44,-113.96,24.84,11.0,2.0
3.0,3.0,3.0,2.0,-48.01,-14.7,-128.14,-13.03,80.54,87.25,-34.66,25.1,-0.99,68.52,38.4,-78.47,4.63,16.63,-23.41,35.43,16.78,36.26,-55.53,1.24,2.0
3.0,3.0,2.0,1.0,-264.58,-33.57,245.73,45.56,-59.91,-157.69,57.85,0.07,-8.5,74.7,-3.41,125.18,11.43,-103.6,-24.42,83.52,43.43,-8.55,89.55,13.15,1.0
2.0,2.0,2.0,1.0,195.48,-71.88,-326.52,4.88,25.7,110.75,22.19,-8.88,-4.97,-18.17,-3.79,-136.51,-11.01,167.54,-19.89,131.38,66.27,83.92,-122.03,-11.7,0.0
1.0,3.0,1.0,3.0,17.94,-6.98,-5.25,16.32,12.56,12.9,-9.95,-13.67,4.99,91.83,-20.47,-52.98,2.37,-46.6,-12.21,-18.9,-74.93,317.31,59.0,12.49,2.0
1.0,3.0,1.0,2.0,46.18,114.09,65.18,13.07,-22.74,19.8,-29.39,-27.04,-4.7,-47.64,-18.3,90.36,-2.89,-57.47,-11.05,119.31,-114.03,275.73,81.29,21.02,2.0
2.0,2.0,2.0,2.0,28.42,55.94,134.92,24.67,55.56,-113.27,-4.63,-32.05,4.9,-99.33,21.73,-38.68,-1.63,-23.96,7.85,-18.71,-59.81,-101.03,88.11,-5.5,0.0
2.0,3.0,1.0,3.0,-121.98,54.48,-164.57,23.43,-52.08,77.43,-29.27,26.94,-0.15,48.07,11.91,109.27,-8.09,74.81,-30.42,-16.13,-85.84,-8.19,-77.19,-9.08,0.0
2.0,3.0,1.0,1.0,22.72,-46.91,46.16,14.59,66.52,-257.06,155.59,-14.0,-0.01,78.74,29.18,-308.19,4.89,15.75,-11.78,-45.34,19.33,77.92,43.88,-5.44,0.0
3.0,3.0,2.0,2.0,-97.48,-10.89,-35.73,4.3,-50.76,189.04,-15.72,63.46,-2.71,-18.24,-42.46,322.96,-12.87,-17.54,-1.44,50.43,2.26,-105.11,-129.37,22.41,2.0
1.0,3.0,3.0,2.0,20.84,-72.43,-239.4,0.02,-41.47,76.21,52.58,56.68,5.98,-2.77,4.39,86.72,12.36,125.79,-4.01,132.69,42.18,-128.78,-117.42,-18.41,0.0
2.0,2.0,2.0,3.0,319.7,-83.75,20.5,25.83,-28.41,-232.64,-37.18,-2.84,-1.91,9.23,31.79,-340.99,-4.68,34.22,44.57,-85.96,-169.62,97.73,-0.74,1.1,0.0
2.0,3.0,2.0,1.0,99.81,-53.61,264.75,-5.29,113.76,-179.36,16.34,-120.62,-2.17,50.56,11.24,153.41,1.52,14.18,-14.86,-26.45,24.99,-15.72,79.68,20.99,0.0
2.0,3.0,1.0,2.0,258.7,-2.8,-87.14,15.66,44.05,100.33,-15.79,-4.22,4.38,92.25,8.88,-123.13,-0.67,25.87,4.69,-107.17,-2.5,-100.87,5.96,3.17,1.0
2.0,2.0,2.0,2.0,-284.28,27.44,9.32,-33.52,-139.25,94.67,21.47,5.59,-1.83,12.36,-3.05,-126.76,-10.62,-97.09,-28.81,-195.39,-78.59,74.3,26.96,-2.39,2.0
2.0,2.0,2.0,2.0,-48.94,-49.9,-161.26,6.15,-20.05,64.05,87.7,98.17,-1.61,-116.81,18.87,180.68,-1.71,-25.62,8.69,-67.81,-95.28,82.82,219.36,-44.01,1.0
2.0,2.0,1.0,3.0,8.12,-8.6,-98.89,-19.41,-85.54,108.8,48.76,27.47,1.02,-33.21,2.78,-35.95,11.73,10.54,19.36,110.65,37.47,-40.97,-64.01,-8.27,1.0
1.0,2.0,1.0,2.0,147.39,-84.13,33.22,-3.33,0.12,-27.31,64.17,27.65,-3.42,-21.59,29.22,21.63,8.27,-22.77,7.65,-56.16,-7.93,-89.89,78.91,3.77,1.0
2.0,3.0,2.0,2.0,-123.95,-3.9,335.23,11.09,23.97,-339.47,9.67,-20.05,-3.94,-38.66,-15.62,271.75,0.66,-25.64,49.38,81.67,115.95,13.44,-6.33,8.33,2.0
2.0,2.0,2.0,2.0,20.51,-71.06,-36.18,-5.08,-47.93,-61.27,-46.64,-28.31,-0.38,-14.53,23.76,144.65,0.29,106.0,6.89,19.4,174.69,4.95,-85.41,-5.97,0.0
1.0,3.0,1.0,1.0,28.53,123.31,-163.85,-15.3,-40.45,-95.52,-99.86,46.26,1.65,37.71,34.01,-2.86,0.9,124.79,-7.74,-97.31,16.88,-9.22,-115.76,-8.55,0.0
3.0,3.0,1.0,2.0,-34.33,-61.66,282.96,25.16,-79.38,-118.06,-27.65,-60.79,0.04,13.72,21.15,41.34,6.59,-82.64,-10.57,86.09,51.05,-127.06,104.18,17.41,1.0
2.0,2.0,2.0,1.0,-46.4,-149.89,-196.82,1.76,13.76,-101.52,38.46,88.03,8.15,-92.36,16.52,93.29,-5.02,126.37,8.86,-142.03,49.2,3.34,-124.3,-19.85,1.0
0.0,1.0,1.0,2.0,-68.35,20.94,12.07,-0.49,-11.2,-86.55,-3.59,2.28,2.07,113.8,5.83,54.68,-1.63,21.67,-23.69,-90.69,43.76,22.81,15.99,0.59,1.0
2.0,3.0,2.0,3.0,165.48,-71.06,-134.23,35.16,35.4,13.62,-48.81,3.17,3.76,55.65,9.04,-173.29,-6.82,50.36,-10.88,-27.34,-13.04,71.16,-6.86,-1.08,0.0
2.0,2.0,1.0,2.0,-109.74,-39.16,-180.18,-29.29,-38.41,135.09,-47.45,62.13,-3.33,82.75,-1.51,-226.44,1.76,-3.57,-19.54,-5.38,26.1,-3.32,-142.53,4.31,2.0
3.0,2.0,1.0,1.0,7.82,61.62,73.89,13.84,-91.82,-156.95,-34.64,-21.68,-0.29,30.13,24.64,-250.77,-1.72,-34.18,-2.24,168.7,61.04,37.24,118.73,-12.89,0.0
2.0,3.0,2.0,1.0,52.63,-28.49,84.29,10.26,83.34,-114.42,-101.85,10.52,2.06,37.21,29.88,164.42,-1.62,13.0,5.48,-141.45,-82.2,-65.2,38.39,4.34,1.0
3.0,3.0,2.0,1.0,-95.84,19.39,161.17,25.09,-37.06,-201.48,8.11,-3.7,-1.85,180.77,-39.36,-10.37,-0.9,-44.02,-5.4,61.01,101.26,56.16,56.08,6.92,0.0
2.0,3.0,0.0,2.0,-157.28,93.86,-246.13,16.41,39.12,-3.15,24.33,63.8,-1.41,-138.0,-12.17,-77.51,-4.75,102.87,-38.77,21.79,-48.95,128.13,-200.16,1.41,2.0
2.0,3.0,2.0,1.0,9.05,94.42,-120.3,10.87,47.4,-71.86,-50.65,52.58,-1.24,-30.44,-12.65,-23.37,5.1,48.29,-26.59,-33.02,156.62,169.53,-59.57,11.16,2.0
1.0,0.0,1.0,2.0,21.45,-59.71,-145.91,3.08,-58.04,99.66,-60.32,-35.41,-0.24,-56.81,-10.87,254.52,-0.3,111.7,-38.74,49.21,-47.94,43.36,6.99,-8.72,2.0
3.0,3.0,1.0,2.0,54.33,-28.24,-186.88,-12.98,-23.22,86.44,93.68,48.7,-1.57,76.08,-22.57,-41.52,3.66,56.19,5.2,-144.4,-38.38,-2.6,-77.37,-8.97,0.0
2.0,2.0,3.0,2.0,112.63,-3.49,-146.56,-16.81,-24.93,227.98,-26.47,-59.45,-3.09,-165.49,-3.71,13.26,-11.6,49.2,-38.4,103.27,-16.15,104.46,-26.72,11.17,0.0
2.0,2.0,3.0,3.0,-3.02,18.48,-44.1,22.41,73.54,13.78,-8.09,24.87,-0.95,-25.12,18.82,14.32,0.69,-3.27,-26.78,-66.62,-72.26,141.4,-48.59,22.88,0.0
1.0,2.0,2.0,1.0,-207.95,-57.58,98.72,31.43,-28.37,-399.9,-16.11,39.13,1.78,-43.91,22.87,3.21,-9.39,56.71,-44.32,-80.08,-119.24,3.77,-50.05,9.18,1.0
2.0,2.0,2.0,2.0,37.0,-9.79,85.58,16.52,-9.09,53.3,-1.91,-105.25,0.02,46.62,1.72,36.33,7.33,1.08,-25.01,-155.64,-119.28,5.53,70.05,5.52,0.0
1.0,2.0,2.0,3.0,75.36,-12.01,-253.58,9.59,-43.53,130.49,-75.51,116.44,8.63,-18.05,13.32,-96.51,3.87,11.08,1.22,100.41,50.02,96.91,-83.98,3.42,0.0
2.0,2.0,1.0,2.0,101.18,-7.29,52.58,4.24,39.37,18.23,30.43,-26.54,3.77,-35.37,7.3,125.63,3.07,1.4,-6.52,-122.39,-34.67,2.71,26.05,14.85,0.0
2.0,2.0,2.0,2.0,60.12,-65.42,152.88,1.89,43.35,-102.04,82.68,-29.34,1.45,-11.71,-9.11,219.41,2.35,9.2,6.39,-68.18,-37.71,-80.18,29.1,11.98,0.0
1.0,2.0,1.0,1.0,-39.07,125.57,-135.62,-22.8,4.85,42.33,102.9,56.76,0.11,58.01,15.37,-18.65,0.57,21.73,1.34,-15.56,-154.73,39.15,-41.9,-9.46,0.0
2.0,2.0,2.0,3.0,-232.01,42.51,63.3,6.75,35.22,35.45,-59.31,-102.68,1.46,-23.69,12.85,-138.71,-2.35,-0.07,-43.61,-57.93,91.45,-37.83,-33.7,-2.34,2.0
3.0,3.0,1.0,2.0,-115.52,-48.46,15.21,17.92,41.01,187.01,99.9,17.79,-2.88,-31.3,-15.87,-8.1,-1.9,-84.66,26.3,-40.6,30.1,-25.69,-72.13,5.91,1.0
2.0,3.0,2.0,3.0,120.85,4.27,-209.78,-13.52,-14.28,45.41,-71.36,11.18,-5.42,-26.31,-38.7,-432.69,2.02,31.22,-15.75,16.39,64.58,66.42,18.53,-17.81,0.0
2.0,1.0,2.0,2.0,-46.54,71.75,-23.79,-30.36,-79.58,104.6,11.73,-71.65,1.22,3.31,-11.89,126.69,-8.47,77.81,19.26,-61.66,-102.65,-15.04,-156.93,-2.99,0.0
3.0,3.0,1.0,2.0,210.72,25.5,-73.49,-0.57,-47.65,-179.2,22.62,-1.21,1.68,155.86,25.92,235.79,-3.63,156.7,-0.21,-52.7,-62.23,3.41,31.15,-12.88,1.0
2.0,1.0,2.0,2.0,183.53,109.86,-63.45,-8.57,-1.59,-331.53,-21.61,23.61,-2.09,-65.57,-34.13,-351.35,0.6,128.14,17.23,-149.18,26.91,-22.91,-118.45,-6.57,0.0
2.0,3.0,1.0,2.0,71.74,-61.5,-202.01,-20.08,11.21,123.79,-35.73,61.55,-3.28,59.02,-20.3,-36.92,1.29,35.97,3.31,-143.74,15.39,-16.17,-29.83,-12.02,0.0
2.0,2.0,2.0,2.0,-130.76,27.21,-183.69,3.79,-39.94,64.08,-147.98,73.02,-1.48,88.24,10.54,26.39,4.99,36.36,-20.31,63.09,2.79,29.01,-62.63,-10.37,0.0
3.0,2.0,1.0,1.0,178.67,12.36,-171.39,-31.18,-25.43,-6.82,-26.6,21.83,1.12,-28.29,-4.12,-232.31,2.89,57.79,-18.36,-10.15,-72.0,124.89,-38.94,5.56,0.0
2.0,2.0,2.0,2.0,-54.68,-23.32,324.69,7.37,32.07,-112.06,-13.49,-51.91,-2.34,-67.73,14.78,-107.64,-3.18,-164.15,29.7,-123.9,-14.53,-27.08,169.54,3.97,2.0
2.0,4.0,2.0,2.0,164.07,-74.43,-52.41,-18.2,31.23,-37.1,-30.02,47.94,4.44,-139.08,21.35,-92.76,-5.11,-18.49,30.74,85.0,57.5,144.51,41.46,-1.6,0.0
3.0,1.0,1.0,2.0,107.06,-81.5,-160.61,-26.66,-26.1,4.09,90.86,30.68,-2.55,18.91,0.98,-263.44,-12.95,26.04,-20.17,71.03,-4.77,136.85,-19.08,2.54,0.0
2.0,3.0,2.0,2.0,-288.14,-92.9,-174.23,13.8,47.5,235.46,-65.68,46.55,2.04,73.85,-5.8,115.85,2.12,-0.93,-50.76,60.25,115.77,10.99,-103.44,2.76,2.0
1.0,1.0,2.0,1.0,-142.76,32.35,69.38,4.63,-91.6,44.3,-35.04,40.64,-3.57,-45.36,24.08,57.66,-3.25,-66.28,-0.82,34.1,-111.26,-100.81,-63.37,16.15,2.0
2.0,3.0,2.0,2.0,0.28,54.65,231.47,0.41,110.95,-474.53,5.62,105.31,-3.68,-10.37,-8.65,97.86,-8.02,-1.64,68.32,-128.85,-78.36,-99.32,-63.35,7.09,2.0
2.0,2.0,1.0,2.0,176.4,-47.55,-282.56,-6.59,-123.93,234.99,-15.21,69.5,9.75,-21.62,-3.71,-94.09,-0.09,51.3,29.63,-21.59,-3.53,-43.24,-98.78,-13.45,1.0
2.0,2.0,2.0,3.0,-240.24,-11.8,-17.36,-8.7,-10.31,129.35,-42.19,14.0,0.35,84.18,8.83,-151.7,5.7,-86.81,-1.61,35.16,49.71,112.04,-71.29,3.59,1.0
2.0,2.0,2.0,2.0,42.79,103.74,157.36,-13.21,-54.39,-81.66,-47.87,-61.9,-0.84,-103.03,9.2,124.84,7.59,-15.72,0.9,-91.68,20.13,-22.64,118.6,-0.54,1.0
