cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,target
3.0,2.0,2.0,-54.34,127.16,-19.97,34.13,34.79,90.56,2.09,-4.53,40.94,65.36,-42.26,0.96,-9.87,44.21,-5.8,-25.09,19.37,-106.35,69.69,8.64,7.27,-223.81,-33.28,21.16,2.0
2.0,1.0,2.0,-58.36,-149.89,-153.51,-60.31,7.03,12.55,3.63,-0.43,6.91,-42.76,-10.23,-3.13,-94.81,-57.61,3.11,-6.57,-8.46,2.57,-121.23,13.2,-20.39,-30.32,17.13,-118.5,1.0
4.0,2.0,2.0,-45.73,-10.96,-2.41,120.72,15.65,40.5,-1.8,7.15,66.68,107.99,45.43,6.95,20.57,65.43,7.36,28.02,16.4,-54.21,11.34,57.8,-44.99,21.35,-19.96,-3.29,1.0
1.0,2.0,2.0,-13.43,-121.71,227.0,50.32,3.29,86.46,-6.59,-7.94,-0.65,-320.38,16.36,-3.12,45.81,-44.18,0.88,-24.7,-16.93,-84.17,-36.52,72.15,-35.27,33.9,-1.77,-138.39,2.0
2.0,2.0,2.0,-0.01,-54.57,-193.92,-22.88,-9.26,124.7,-0.36,2.6,4.95,164.41,25.77,4.29,128.86,25.22,-3.45,-14.25,11.28,-128.13,165.69,-88.93,17.62,-4.37,-1.39,49.52,2.0
3.0,2.0,2.0,-19.63,-13.43,164.94,-125.17,-11.61,-21.01,-7.04,5.01,34.8,-55.81,21.81,-2.69,20.34,-32.32,4.98,32.31,-30.9,2.51,140.92,140.88,29.68,201.69,9.7,4.8,1.0
2.0,3.0,2.0,-72.59,-39.67,309.08,57.21,4.08,-29.74,-1.48,-2.81,51.63,-350.39,41.06,-3.69,-76.11,23.37,-4.64,0.63,15.89,-128.87,-134.56,-10.66,-27.96,-120.62,23.5,38.62,2.0
1.0,1.0,2.0,24.75,113.27,-28.01,160.86,-5.38,-44.57,-8.69,-4.83,66.37,178.48,-32.05,5.02,-33.31,35.28,4.96,-16.93,33.82,-185.97,153.37,119.45,32.75,-262.3,-27.35,167.78,2.0
3.0,3.0,2.0,65.77,-82.15,221.32,-118.92,7.17,-33.21,7.24,0.4,-45.63,-467.94,96.86,-6.88,-105.2,63.01,6.9,-58.69,3.18,-159.57,28.58,54.98,-21.01,-49.76,-5.02,22.66,2.0
2.0,0.0,4.0,3.38,73.99,-179.33,-92.06,-3.46,-15.49,4.61,-2.33,-33.68,-92.95,-48.37,-14.08,43.57,4.05,5.98,-34.26,-10.41,-29.11,-39.25,-103.29,-29.21,-346.63,4.49,-60.16,0.0
3.0,2.0,3.0,0.3,-105.09,-27.95,147.49,-17.64,53.75,16.96,4.71,22.14,-188.24,-41.17,-7.17,61.26,7.02,9.13,-67.94,-16.04,-47.51,111.31,-81.74,8.61,195.08,-34.04,32.48,0.0
3.0,2.0,2.0,-36.2,-149.66,-104.05,-38.04,-21.59,32.49,-6.15,-0.23,-13.08,2.15,17.54,-8.38,-120.65,16.7,14.18,134.52,14.59,-54.79,-78.25,13.72,-22.9,-67.6,6.71,-13.4,0.0
1.0,2.0,2.0,26.77,18.77,-39.54,20.01,-14.73,14.15,-3.4,6.35,-66.43,-10.65,40.83,3.64,-9.54,9.71,-3.48,-25.24,53.81,-90.73,-42.91,-138.79,-15.53,-257.23,-13.61,190.09,1.0
3.0,2.0,2.0,-12.07,-92.71,200.47,-32.34,-10.21,-128.64,3.84,-2.64,-38.16,-210.47,-35.05,-3.97,-11.48,60.01,-23.7,-3.21,9.69,-40.9,89.0,-33.1,19.45,-234.96,3.41,19.78,2.0
1.0,1.0,2.0,9.67,90.31,153.93,-89.53,-27.66,21.36,-4.72,0.63,-15.65,105.74,89.94,-1.62,79.53,-10.04,-8.8,49.8,34.89,83.45,-121.22,-105.55,48.87,73.61,-25.41,-24.83,0.0
1.0,1.0,2.0,76.86,61.78,-294.57,-189.16,-8.13,49.83,-1.61,-6.4,-2.2,461.86,-11.65,3.11,95.71,91.09,-10.22,82.41,5.27,-103.49,-93.35,32.73,41.07,30.61,-9.84,-75.26,2.0
2.0,2.0,3.0,24.52,125.71,475.47,-109.77,8.82,-0.63,-4.92,-5.75,80.46,-358.69,-8.33,-4.83,39.43,-91.09,3.89,-45.08,-28.08,122.62,-74.28,1.58,-21.64,209.25,-24.4,-73.38,1.0
1.0,2.0,2.0,-28.89,-41.54,60.11,93.82,-0.13,-46.04,17.18,6.4,49.62,-194.85,57.96,-4.17,-4.05,117.39,21.93,-12.51,-3.45,-110.96,31.13,66.7,-28.13,-178.87,1.21,-9.42,2.0
2.0,3.0,2.0,-21.42,77.55,-213.74,-47.54,21.8,-10.2,-7.12,-3.06,107.82,259.65,-76.89,0.49,44.37,-7.88,-2.94,97.73,-27.17,-99.33,-94.14,24.47,30.63,61.88,19.59,12.22,1.0
3.0,3.0,0.0,-19.17,-251.86,121.84,22.31,-9.31,37.68,-0.79,-11.06,22.21,-23.61,-52.32,1.91,53.62,13.42,-10.86,151.35,-15.13,-1.25,28.1,10.61,17.27,89.18,-5.85,65.82,0.0
3.0,1.0,2.0,44.12,-90.24,-169.12,-91.88,-18.45,15.56,5.9,4.04,-19.22,78.76,17.13,0.4,-56.37,8.94,-6.49,22.0,-4.27,-43.47,50.39,-7.4,-36.09,20.98,0.28,-85.96,1.0
3.0,3.0,1.0,-37.67,-131.96,23.65,64.45,-9.85,-102.19,-2.58,2.93,-15.82,-76.71,-14.9,5.31,-130.15,-59.38,7.18,-4.83,49.36,-65.45,145.67,19.32,24.97,-114.94,27.18,-48.85,0.0
2.0,2.0,1.0,-32.35,-49.67,207.01,-2.6,-20.01,-1.24,-9.01,2.85,30.71,49.91,-11.95,0.98,89.7,15.57,-6.39,127.94,11.36,40.83,33.2,58.71,24.16,120.6,-5.12,82.48,0.0
2.0,2.0,2.0,91.47,-94.33,-248.31,-156.52,-3.22,9.88,1.71,7.06,-2.15,190.88,7.37,0.41,-17.23,28.0,-3.16,27.69,-13.19,-7.06,33.85,-2.25,18.09,35.56,1.96,-10.28,2.0
2.0,2.0,3.0,48.53,-84.82,-100.76,18.34,-6.17,94.37,8.58,1.96,112.45,-82.23,31.13,-0.8,9.96,8.81,-13.38,-63.85,4.82,115.35,-20.42,101.25,-10.36,94.62,0.49,36.11,2.0
2.0,1.0,3.0,-54.99,-7.47,-28.83,-16.68,5.73,-25.94,-10.12,1.73,-129.04,36.24,14.73,0.67,-37.29,-12.88,-6.78,10.66,40.94,78.37,83.7,-41.77,-33.83,-12.05,-7.48,-161.51,1.0
2.0,2.0,1.0,-36.69,-9.5,301.13,149.55,-22.89,70.4,1.21,-1.29,14.33,-109.75,29.78,-0.46,14.0,29.01,0.37,45.12,-19.69,59.2,36.1,88.79,48.6,-97.56,-1.63,9.0,0.0
1.0,0.0,3.0,-15.36,19.28,-100.68,-54.86,-9.42,16.01,13.7,-0.14,71.07,156.6,-37.56,-4.66,-27.7,22.32,18.02,8.13,-8.38,-19.82,-2.76,-7.82,12.06,-95.7,37.56,80.12,1.0
3.0,3.0,2.0,15.39,-0.64,267.46,89.64,-35.64,-2.76,-9.05,-5.89,22.96,-288.03,23.93,-4.04,-95.98,13.08,3.19,-48.72,-65.61,5.23,11.84,-23.97,28.19,-44.03,-21.34,3.75,0.0
2.0,2.0,2.0,-9.71,-49.22,81.34,-3.42,4.48,16.71,15.37,2.42,-64.3,-272.78,4.76,-6.33,5.18,20.47,6.95,-69.78,-21.27,135.13,83.96,16.67,27.53,-161.49,9.44,-6.38,0.0
3.0,1.0,2.0,-6.08,-4.51,-322.87,57.87,4.63,16.44,-2.81,-3.01,31.28,315.79,120.14,3.11,-25.39,40.17,11.49,23.6,-34.37,-37.51,-28.26,-6.78,16.99,-265.05,-13.11,-97.94,2.0
2.0,2.0,1.0,-1.49,-144.44,179.08,-16.87,9.8,-95.28,4.33,-2.5,74.21,-188.19,-19.31,3.17,22.09,-97.94,5.77,-11.85,-12.67,7.96,208.61,55.18,-18.28,-79.31,-8.8,-179.58,1.0
1.0,1.0,2.0,7.44,10.87,197.33,69.25,-1.04,-10.25,4.17,3.91,39.61,-70.76,-44.63,-1.29,-19.22,22.16,3.16,-11.52,-17.88,46.95,-27.62,-16.14,29.9,-95.64,23.36,9.41,0.0
3.0,2.0,2.0,37.45,-95.78,260.8,77.78,-9.67,-66.58,-9.5,5.96,58.24,-353.9,-34.01,-1.09,-17.42,-21.25,12.82,-103.22,0.41,-7.47,-133.03,105.32,-12.31,-12.33,39.75,-57.14,1.0
3.0,3.0,2.0,-17.34,112.43,15.05,-149.61,3.2,-5.34,-1.26,10.32,54.65,102.06,-38.11,9.74,-92.7,31.46,-27.46,-20.52,-4.88,-129.77,-10.27,68.2,2.03,-13.28,11.64,84.64,1.0
2.0,2.0,2.0,-3.74,-112.93,149.89,50.72,3.88,-17.66,-8.52,8.51,-11.63,-176.94,-6.49,6.21,16.91,-59.08,-13.11,-50.36,-46.05,-27.52,5.06,31.36,-49.36,4.98,23.52,119.03,1.0
1.0,3.0,3.0,-50.8,-81.36,-2.18,119.35,4.69,10.23,-16.26,-1.2,-28.81,-375.45,-2.25,-5.98,-75.21,79.04,-11.78,-67.84,-30.96,-117.03,-28.83,-58.1,-73.21,-168.95,1.91,-122.81,2.0
2.0,3.0,1.0,20.55,-152.67,81.26,98.28,26.83,42.63,4.89,2.58,18.2,-64.43,8.52,-2.36,-43.31,18.71,1.91,89.46,17.14,19.98,-112.15,49.15,20.61,16.76,14.66,67.65,0.0
2.0,1.0,1.0,30.48,-127.21,-246.17,176.05,-0.79,-21.27,-0.05,-5.29,12.18,224.11,-3.71,1.57,50.9,-73.49,15.16,52.51,27.11,7.88,49.6,-24.73,47.23,-348.91,13.22,128.04,2.0
3.0,1.0,3.0,35.62,-52.17,8.84,-139.74,4.34,8.71,-2.56,0.32,8.96,-159.37,29.21,-1.21,-31.47,-18.19,4.97,-53.36,21.0,51.5,-227.51,-12.36,-49.61,-303.37,8.13,-26.44,1.0
2.0,2.0,2.0,7.14,42.77,71.97,135.31,30.72,-29.43,0.51,4.94,13.96,-124.97,5.65,-1.16,113.64,-43.97,5.2,-42.45,11.73,26.26,16.32,-87.36,-11.67,-132.59,-6.22,-40.62,0.0
2.0,3.0,2.0,-5.97,-50.57,298.54,-109.11,-6.58,5.34,-2.2,4.09,85.91,-294.32,31.97,-2.3,19.16,-4.81,-5.79,-2.34,5.26,89.85,-112.54,-74.78,-10.53,115.01,-2.81,-29.25,2.0
3.0,2.0,2.0,-30.89,158.86,172.06,-57.88,19.05,-12.94,0.03,-8.18,-13.63,88.85,41.74,0.51,44.89,-21.77,-2.57,56.27,-30.08,-159.05,140.87,-46.97,15.74,-29.48,-3.87,-118.58,1.0
1.0,3.0,1.0,-30.88,-161.36,241.53,-50.72,-17.0,-5.72,12.96,4.46,-54.0,-120.38,83.64,5.54,-8.36,-26.46,-8.01,5.29,-44.89,-86.44,-95.53,3.49,42.55,143.74,-4.82,123.05,0.0
2.0,2.0,3.0,6.73,73.58,-24.85,8.61,16.75,-86.54,-7.09,-1.42,1.45,-180.93,14.17,-5.75,37.67,25.27,-10.65,-90.98,-7.86,12.66,88.88,-73.41,-23.78,-16.19,-2.2,-143.11,0.0
2.0,1.0,2.0,86.18,-111.26,-63.04,48.93,2.63,65.86,-0.72,5.21,-3.94,5.27,-27.47,-2.31,-98.62,-13.02,-12.42,-6.33,37.32,-35.34,49.5,58.14,7.27,179.96,-3.85,7.37,1.0
2.0,3.0,2.0,8.48,-117.56,141.01,59.74,-8.96,-19.69,4.71,-0.7,-64.13,-369.65,24.31,1.19,12.93,114.03,10.48,-54.42,38.19,-6.34,-16.3,3.08,-87.59,-54.14,11.4,90.96,1.0
2.0,2.0,2.0,13.42,-16.1,-116.14,-167.37,19.26,-19.5,-16.01,-9.26,-9.09,53.12,-18.63,3.74,39.64,23.25,1.69,-66.35,4.0,-93.08,-53.8,-8.69,12.17,-49.26,0.18,-17.56,2.0
2.0,3.0,2.0,53.72,-112.6,258.59,0.77,-5.63,-33.34,0.02,-0.79,-40.31,-539.38,9.14,-7.43,114.22,50.47,-1.54,-63.59,31.27,9.49,-35.4,76.64,-35.17,-116.46,-7.98,-50.07,2.0
2.0,2.0,2.0,40.1,106.8,270.34,69.85,-23.59,-26.87,-6.23,-0.52,-29.09,24.61,64.75,4.09,-36.15,-1.73,3.6,-16.46,21.97,-21.96,-15.51,5.54,46.21,29.43,-13.33,80.73,0.0
3.0,1.0,3.0,30.88,24.27,216.27,106.95,31.84,-58.4,11.35,-7.14,-21.51,-233.35,-21.34,-7.6,-62.62,65.44,2.74,-47.23,-49.76,-71.01,-9.9,-58.66,18.11,-40.39,44.15,111.05,0.0
1.0,2.0,2.0,51.2,93.86,108.23,5.61,-38.35,13.11,6.0,0.82,-10.21,72.41,-60.95,-0.92,4.71,22.57,14.3,51.76,21.25,93.29,-72.91,15.84,19.67,-14.43,-37.2,-137.3,1.0
3.0,2.0,2.0,27.29,-81.84,208.87,-154.11,11.35,15.88,17.18,7.21,-27.49,-116.45,-15.7,5.92,27.92,54.4,-8.9,-7.5,2.88,-123.47,68.95,53.53,-40.86,217.53,-17.11,-63.45,1.0
0.0,3.0,2.0,40.14,38.27,230.89,124.63,-16.89,0.22,-1.4,-3.59,-10.14,-208.34,42.78,-5.29,-8.54,-63.97,1.51,36.54,-9.62,-0.27,16.31,-11.62,3.22,-213.07,-16.06,-64.4,2.0
1.0,3.0,2.0,42.32,153.13,1.31,4.39,15.66,-17.87,-8.89,1.34,-26.23,-22.38,0.24,-1.59,-32.29,-18.67,14.17,6.11,-19.64,137.07,118.96,-158.06,-12.23,89.53,-21.82,21.16,2.0
1.0,2.0,3.0,-1.36,129.23,-67.88,-66.32,18.68,-0.54,4.41,-0.47,115.73,-13.9,91.42,-0.22,64.37,108.22,0.44,-85.33,37.83,18.21,3.74,-54.45,-31.61,173.7,-14.94,31.9,2.0
2.0,2.0,2.0,-64.14,-10.72,149.06,-63.27,0.43,56.07,11.61,4.87,-43.85,-91.8,-22.8,0.42,39.82,95.46,30.61,16.17,-24.54,-52.05,77.67,73.25,1.96,-49.56,15.54,-60.31,0.0
1.0,3.0,2.0,49.98,-184.94,-37.57,85.11,-31.81,26.07,10.23,-1.42,-22.81,-117.5,43.39,-4.78,16.93,-18.47,-6.05,42.36,-23.02,-79.21,-31.77,-14.57,15.6,156.28,24.72,-93.97,0.0
1.0,2.0,3.0,-16.72,-35.35,186.66,124.91,-16.5,-32.92,-5.67,5.76,8.52,-201.0,24.81,-8.7,-44.68,0.38,5.32,-2.04,-2.95,91.38,55.53,-33.03,8.0,154.41,-29.23,53.73,2.0
1.0,2.0,3.0,28.44,-50.09,-51.43,108.13,-0.35,-109.0,-10.76,4.92,28.13,-28.82,-5.13,1.09,-5.64,55.57,12.31,-3.61,2.82,-2.61,-116.33,-52.65,-57.24,95.41,29.53,-129.15,0.0
3.0,2.0,4.0,2.6,0.4,-281.27,-56.64,-11.57,22.19,13.15,-5.8,45.95,-82.14,-9.22,-9.27,37.99,16.47,-4.82,-17.55,16.39,-6.12,79.27,-8.85,-59.95,133.87,3.69,8.53,0.0
0.0,3.0,2.0,1.62,-64.49,5.26,-73.72,-5.17,-82.91,-17.8,8.68,-30.27,13.52,-7.4,5.9,-50.76,24.61,0.4,25.53,31.49,50.82,49.97,64.38,-32.53,90.52,-43.21,-65.12,0.0
2.0,2.0,2.0,-19.85,-143.53,-52.32,20.88,6.72,42.87,-4.85,2.24,-36.72,-90.58,-24.5,-0.91,75.8,10.35,7.36,-3.55,18.26,-22.26,-62.73,25.0,6.9,-32.05,-15.89,0.11,0.0
1.0,2.0,2.0,24.27,0.94,-23.59,76.52,1.93,-22.74,6.28,-8.62,7.09,125.66,-41.34,5.39,6.25,69.41,10.48,-8.81,32.93,108.52,-110.3,75.34,50.32,-40.18,-18.52,-29.23,2.0
2.0,3.0,2.0,43.57,-67.92,26.88,62.36,4.97,-11.82,-5.22,0.8,-26.72,-215.18,53.7,-3.72,-30.15,-18.02,25.92,-72.23,-29.96,-77.93,3.8,45.81,36.35,-134.73,-17.3,-1.71,0.0
3.0,3.0,2.0,40.68,186.13,16.09,12.89,-24.96,-28.83,4.49,-1.49,-34.29,193.66,-8.73,1.13,-30.82,-97.83,-6.71,104.48,70.31,-6.95,-52.8,-5.54,6.44,-96.69,-41.51,-17.05,1.0
3.0,3.0,3.0,-27.51,27.7,-177.87,-121.39,-13.82,6.47,-11.51,0.17,-33.26,9.87,-34.4,0.47,-16.31,2.83,18.33,-83.23,-8.3,54.09,2.19,50.38,27.56,47.19,-4.52,128.14,2.0
2.0,2.0,3.0,-45.6,-17.88,-96.36,-18.38,-5.68,-41.25,9.68,-3.9,22.19,-91.22,47.05,-1.95,-60.13,-23.87,-2.76,-26.49,-9.85,86.84,-9.33,-47.24,-43.07,-74.79,19.37,88.14,2.0
2.0,2.0,1.0,45.25,-214.56,66.76,70.76,-44.53,-2.96,-10.02,-1.68,-21.66,-114.02,-44.36,0.62,-22.15,-73.32,-7.37,8.06,15.85,-0.34,94.4,-45.64,14.27,11.14,-3.76,43.5,0.0
2.0,2.0,2.0,-53.59,0.7,95.62,49.5,13.09,90.83,-2.15,-2.53,23.17,-94.9,-24.87,2.57,-34.19,-23.44,-6.32,-57.07,-17.52,22.52,70.21,32.03,21.25,-48.24,0.36,138.77,1.0
2.0,3.0,2.0,46.61,83.35,148.74,-15.51,-26.78,-5.94,2.48,-9.81,-58.38,-7.11,29.07,2.21,-21.97,8.74,1.88,17.45,-55.32,-10.16,-49.74,45.5,26.98,-132.95,7.65,-74.36,0.0
2.0,2.0,2.0,-29.61,58.22,92.72,106.5,-15.44,8.94,-12.29,-3.74,103.29,-29.8,24.93,-4.61,13.85,-43.09,-11.38,7.43,-18.56,6.0,17.87,75.35,23.63,-13.68,11.51,-20.71,0.0
2.0,2.0,2.0,-3.58,31.16,78.55,107.78,-10.13,29.52,11.57,3.55,-42.23,-65.0,-43.14,0.21,84.82,-9.56,-9.41,-38.73,-43.08,-13.0,52.58,16.23,-7.24,-35.23,4.29,49.96,1.0
2.0,2.0,2.0,-9.81,72.91,92.63,-47.95,2.02,-14.35,-13.35,5.14,-12.72,83.2,16.64,3.03,-26.4,-13.18,-19.4,47.41,-2.49,-130.11,66.59,94.49,-23.56,103.61,11.66,-21.2,2.0
2.0,2.0,2.0,-10.72,-203.59,362.8,-112.95,-2.97,13.61,6.33,1.52,-13.21,-223.03,10.33,5.58,-45.53,-23.95,16.08,6.06,28.05,8.99,-113.47,18.36,-50.28,390.15,7.45,87.37,1.0
2.0,2.0,2.0,74.82,-101.97,-14.24,105.1,0.18,4.91,-1.76,0.91,10.01,-148.21,-33.81,0.43,-49.72,-18.85,-4.93,-15.98,59.7,-33.19,162.79,34.53,-53.77,-250.84,-2.99,35.52,1.0
3.0,2.0,2.0,-5.89,124.74,637.35,-120.71,18.48,-3.83,3.56,0.05,8.28,-365.9,25.5,-4.87,6.83,43.23,-4.19,-38.43,-4.54,150.95,-125.38,-86.77,13.37,277.06,6.97,-142.97,1.0
3.0,2.0,2.0,-53.53,-98.11,216.84,94.74,30.29,-36.59,1.84,-2.73,132.0,-350.78,30.64,-3.41,-71.77,68.49,19.02,0.98,3.53,-57.39,-58.36,70.04,-88.95,39.21,13.26,8.12,2.0
1.0,1.0,3.0,-5.43,2.32,-120.2,161.49,-18.07,-63.6,-7.63,-4.99,26.57,116.69,-59.57,-1.24,-57.76,-114.9,-1.56,-6.26,4.59,12.4,-97.91,-7.17,9.71,-270.47,-2.32,49.77,1.0
2.0,2.0,3.0,-2.08,0.49,-74.95,-29.33,-20.44,25.04,6.89,2.9,-93.96,-75.27,-33.18,5.34,-34.11,85.52,-12.5,-126.11,9.2,-31.69,125.55,-28.3,-11.74,95.58,2.04,1.39,2.0
1.0,2.0,1.0,67.01,-90.01,154.95,-1.12,-16.44,-70.33,-5.0,-5.95,-12.71,-248.12,-49.92,-4.27,30.56,11.95,4.8,-42.31,0.44,-81.11,-33.52,89.24,58.73,-348.63,25.41,-112.94,0.0
2.0,2.0,2.0,-49.18,-12.86,144.24,144.97,-16.22,54.74,6.44,13.35,68.59,52.26,-69.4,1.89,50.73,57.6,-10.37,16.64,-30.58,-107.32,-37.35,-34.05,43.83,179.23,33.54,31.67,2.0
2.0,3.0,3.0,23.36,110.14,-153.69,-60.95,8.39,-22.52,16.04,3.35,-32.13,11.02,48.5,-0.14,25.99,32.87,-12.31,-68.29,4.17,40.33,170.57,-13.82,27.0,64.68,25.32,-22.74,2.0
3.0,2.0,2.0,-10.11,70.26,241.11,-32.75,-5.0,82.55,19.96,-3.02,63.73,-70.46,7.09,0.35,39.95,13.0,-3.65,20.04,-29.46,88.73,-43.05,-1.36,3.9,-139.91,-6.46,-22.56,0.0
2.0,2.0,2.0,-16.46,-29.99,82.22,83.71,-8.3,-4.98,-3.51,8.58,-27.97,-69.08,-50.35,1.83,-49.92,-51.44,-12.04,5.53,-15.38,16.96,54.45,67.4,-56.17,323.33,-32.49,-124.26,2.0
2.0,3.0,2.0,18.62,-17.02,-17.64,-85.28,-16.16,-40.64,-11.87,-2.82,-56.56,-35.53,-19.24,1.63,-16.02,-9.77,6.53,6.71,34.38,16.34,-25.09,-29.04,-23.49,379.45,14.12,-38.05,0.0
3.0,2.0,1.0,-10.06,35.26,174.97,37.91,27.85,35.61,-15.25,7.24,34.98,80.2,0.56,6.19,-4.98,-3.98,-5.8,47.91,8.54,75.48,147.26,62.52,2.98,59.89,-12.2,50.19,0.0
2.0,1.0,2.0,-27.28,-164.58,8.28,-281.72,-14.68,-32.13,-0.83,7.16,94.36,-156.41,1.6,-1.37,36.95,-80.26,9.34,-61.16,41.47,-29.84,-27.58,110.1,1.1,15.34,-14.27,0.13,2.0
2.0,1.0,3.0,-43.97,-36.44,-51.77,17.02,-20.39,56.74,-10.25,1.71,57.68,-191.63,-87.44,-10.86,-78.58,-26.28,4.85,-73.17,-3.23,32.0,60.86,51.53,6.34,-58.66,20.39,-9.29,0.0
2.0,2.0,3.0,5.0,-16.97,187.11,42.19,-1.28,-58.22,7.75,-3.15,30.09,-220.11,-88.39,-3.53,-56.41,-9.3,-8.47,-81.06,-48.42,36.5,-144.71,-67.36,20.71,123.98,-8.3,48.99,1.0
1.0,1.0,2.0,-5.07,140.3,34.34,-65.05,15.61,-83.58,12.75,8.55,-21.95,106.19,-47.94,3.54,35.56,45.6,6.6,-36.9,-35.67,88.94,33.04,-97.91,16.46,-56.87,-22.14,-27.89,2.0
2.0,2.0,2.0,18.29,-51.23,195.46,118.55,0.12,-16.14,-7.83,1.2,-3.6,-159.3,3.71,-0.68,13.37,6.82,11.29,13.23,-2.23,78.08,-33.53,18.1,-27.45,194.09,1.19,112.64,2.0
2.0,3.0,1.0,61.17,18.93,206.8,-83.28,-9.92,15.59,-5.29,2.91,54.91,-167.93,-85.41,1.89,47.61,-5.6,14.97,-34.9,-13.75,105.11,28.88,97.66,35.06,-150.83,-3.57,50.65,0.0
2.0,3.0,2.0,1.46,-108.08,-126.59,-102.63,12.26,-59.06,19.8,-3.55,25.73,-147.25,-8.93,-0.79,2.17,23.49,3.41,-70.69,1.99,-149.89,-42.9,25.16,12.41,-86.33,-8.9,-4.63,0.0
2.0,2.0,2.0,-7.5,-111.38,19.81,6.8,14.29,-4.3,-0.2,-6.29,-27.36,-138.22,-19.89,-2.6,-11.89,-1.95,17.5,-19.91,-44.32,-93.8,-80.98,57.97,21.76,-39.24,19.38,54.87,0.0
2.0,2.0,2.0,0.03,25.14,49.9,59.62,-20.29,-7.7,10.95,-7.13,33.52,-11.1,-12.17,-1.81,6.77,-34.57,29.11,34.81,2.21,230.64,-18.9,-21.55,-3.05,-28.04,32.1,51.66,1.0
2.0,2.0,2.0,-54.15,9.38,172.68,61.22,-15.87,22.13,0.27,3.99,-14.55,-4.09,-21.17,3.37,-4.84,-41.01,-10.38,-12.24,-24.93,96.75,57.66,101.14,46.08,152.15,-17.09,-156.34,2.0
4.0,1.0,1.0,43.23,-27.96,292.78,-72.93,17.2,2.38,7.69,2.13,-14.62,-73.18,-39.0,-4.3,-25.58,-1.07,0.23,52.29,39.18,-84.77,90.32,-64.25,59.08,-201.23,-20.76,99.52,2.0
2.0,2.0,2.0,-23.41,14.5,-64.38,-82.43,0.09,14.2,-9.75,2.95,-41.77,-11.65,22.7,-0.32,-100.53,-62.03,2.57,-47.7,-43.35,29.62,-126.1,-63.67,16.79,128.76,9.51,35.45,2.0
3.0,2.0,2.0,-108.82,19.28,86.82,-26.9,2.43,-60.88,6.86,5.72,13.3,-13.21,-45.52,-3.12,-105.85,18.65,3.34,32.14,13.4,-22.11,26.16,-17.04,28.85,-7.75,6.3,-47.17,0.0
2.0,2.0,2.0,-18.65,-163.06,-263.49,88.59,-23.21,59.75,-3.04,-1.63,34.18,142.09,27.2,0.85,45.24,-39.02,-7.23,7.7,3.58,51.05,-44.22,17.28,5.76,154.38,4.05,18.37,2.0
4.0,2.0,2.0,77.0,7.69,22.45,84.36,-4.88,18.33,4.26,-4.93,-105.97,-107.95,2.8,-0.89,90.06,1.28,-19.02,-50.31,-32.64,-43.26,-32.87,-1.19,9.62,55.72,0.82,63.63,2.0
1.0,2.0,3.0,-47.87,48.48,-118.44,-107.35,-3.15,28.67,10.59,-1.95,-44.77,-44.92,-4.68,1.28,37.23,32.29,-7.7,-40.87,-23.0,-77.97,-19.03,7.58,-65.73,-276.71,8.56,75.34,1.0
2.0,2.0,3.0,-31.02,-23.03,28.97,-4.41,8.08,-8.97,-4.23,-4.71,-1.97,-152.33,-12.46,-2.99,-73.57,-11.28,4.35,-15.3,-1.82,85.46,35.0,-105.42,-38.43,29.16,26.48,-8.86,1.0
1.0,3.0,2.0,-43.36,-73.0,159.4,-135.24,20.02,-6.96,4.64,5.76,-52.32,-116.13,19.85,1.1,-106.15,97.19,11.11,-41.35,-8.57,41.39,19.64,-43.92,40.78,325.02,15.57,101.62,0.0
3.0,2.0,2.0,-29.62,-140.97,321.63,7.7,-20.44,3.88,-11.46,-5.85,-60.04,-421.18,8.58,-6.3,18.32,45.36,-2.44,-21.62,14.63,-0.67,-125.55,54.59,-17.79,121.32,7.15,-81.1,2.0
1.0,2.0,1.0,-21.3,-102.73,163.01,50.88,-0.51,-11.34,-2.31,2.74,-4.26,-158.11,-68.31,-0.38,45.87,-12.61,2.16,-15.79,-24.25,47.78,22.21,10.52,40.82,-84.16,16.59,-33.26,1.0
3.0,3.0,1.0,68.16,-88.82,113.51,-221.81,1.38,-4.89,-2.45,-0.9,-61.51,-324.45,25.75,-2.73,65.69,-4.37,11.54,-85.94,-23.48,-90.09,33.68,-23.86,49.21,-383.97,-10.0,-109.81,0.0
1.0,2.0,2.0,-48.09,88.12,-58.27,50.47,-10.2,-41.81,-13.93,12.07,0.06,297.68,9.88,12.46,-57.59,9.02,-8.09,31.06,-66.29,35.02,-21.73,-113.98,-20.35,89.5,6.62,-1.41,1.0
2.0,2.0,2.0,-8.18,-6.26,190.0,-33.26,18.82,56.3,-4.46,0.39,9.31,-250.2,-18.75,-5.85,39.74,20.47,-0.34,-49.9,-27.71,48.11,9.55,15.99,38.83,-36.97,25.72,80.29,0.0
2.0,2.0,3.0,-41.49,-50.24,-5.95,5.2,19.36,-6.79,-4.74,5.02,-32.67,-120.38,-7.07,-0.53,0.98,-0.79,17.16,-42.57,39.33,33.26,114.52,44.14,-29.67,182.16,-29.39,59.97,2.0
