cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,target
1.0,0.0,1.0,1.0,-9.81,25.15,21.09,-38.34,48.67,-23.79,10.71,-68.84,-96.01,-10.68,-92.63,13.73,-4.11,13.63,-45.18,-64.36,-114.8,-14.07,1.0
1.0,1.0,0.0,1.0,-70.35,-4.29,-3.48,47.35,-148.17,35.37,4.14,-79.02,82.84,-3.83,-73.69,16.98,3.58,-18.32,-100.43,29.09,22.88,-34.58,1.0
1.0,1.0,1.0,2.0,-4.95,66.8,11.0,37.33,13.24,-13.42,13.68,-73.21,-17.2,-1.72,88.4,-7.93,5.47,220.81,-98.63,15.56,-12.53,44.94,1.0
2.0,0.0,1.0,1.0,-2.37,38.46,-43.4,11.28,53.19,-130.69,18.76,161.83,-150.59,-2.19,-206.04,41.17,-13.26,-87.26,73.04,-34.1,-192.97,-18.97,2.0
2.0,1.0,1.0,1.0,79.68,-60.35,29.41,46.24,-60.15,-13.24,4.99,349.35,26.39,-0.45,319.32,26.02,-4.04,52.06,37.73,5.04,-18.73,-25.75,0.0
1.0,1.0,1.0,2.0,22.42,-188.54,20.48,45.42,-87.36,-144.77,23.06,-96.27,-60.59,16.77,-216.07,-21.14,0.73,86.5,-114.47,1.51,-142.05,47.05,2.0
1.0,1.0,1.0,1.0,78.64,-113.2,-72.23,10.52,-198.87,-82.15,-25.98,-81.5,-32.67,-1.97,-347.98,-8.35,10.03,29.57,-96.53,1.99,-3.53,15.85,1.0
1.0,2.0,0.0,1.0,-18.2,-199.97,-69.32,-48.15,-144.97,-13.18,8.45,-197.55,45.74,1.12,-439.8,-11.55,39.87,61.75,-0.21,43.64,-15.67,330.67,0.0
1.0,1.0,2.0,1.0,-66.78,-45.56,-14.77,9.0,-25.3,72.18,-18.38,-150.24,29.2,-13.2,-373.54,37.41,6.76,-92.54,13.12,-64.37,194.46,100.73,1.0
1.0,1.0,1.0,1.0,52.87,46.31,-8.07,-36.53,-35.98,-61.19,2.7,39.32,16.72,4.55,-110.65,12.17,-12.11,-29.98,-53.02,-1.41,-136.23,36.51,2.0
1.0,1.0,1.0,1.0,-19.31,117.93,0.76,48.3,48.36,38.56,34.17,27.01,31.41,-2.67,241.53,-60.11,-3.25,-163.36,123.53,16.08,-218.22,152.57,1.0
1.0,1.0,1.0,1.0,11.63,-68.58,-19.18,-37.67,95.36,-72.76,34.29,31.34,-14.99,4.11,-255.55,31.24,11.68,32.85,128.68,68.27,57.94,249.44,0.0
1.0,1.0,1.0,1.0,-81.2,60.41,10.43,-60.24,8.35,96.98,-19.73,-81.49,137.14,7.62,285.76,-55.8,4.14,-34.41,-66.42,-5.16,125.35,57.8,1.0
1.0,1.0,0.0,1.0,-15.4,2.9,35.58,16.65,-83.93,-48.24,2.84,-257.92,-22.14,12.99,-188.57,48.48,4.06,-16.62,-39.81,-24.88,22.84,-156.09,2.0
2.0,2.0,2.0,1.0,10.12,18.35,-60.79,23.64,-102.4,127.65,6.81,-49.54,16.54,14.55,37.19,4.98,9.35,160.32,-49.58,-55.35,55.32,-146.45,1.0
1.0,1.0,1.0,2.0,-5.81,16.42,31.6,18.41,-70.92,64.88,17.17,152.59,110.61,5.62,605.25,-0.32,12.36,170.49,18.21,41.63,40.06,-261.54,0.0
1.0,0.0,0.0,1.0,-63.02,34.22,-24.53,13.42,-74.65,-56.3,-6.24,126.71,-43.71,-18.24,1.45,22.65,-4.7,-55.74,27.0,2.42,10.99,-135.03,2.0
1.0,1.0,2.0,1.0,63.12,48.91,-72.46,68.71,79.1,-56.54,-3.67,65.35,-35.9,1.09,-90.75,2.2,-3.98,-147.53,6.08,-31.45,-176.43,-122.62,2.0
1.0,2.0,2.0,0.0,-112.52,-84.76,-28.85,79.61,-7.99,31.22,5.55,-79.19,11.41,-10.11,-36.93,11.12,12.24,63.83,17.23,-60.14,41.75,-154.65,1.0
0.0,1.0,1.0,1.0,-99.57,87.73,-50.2,59.32,47.84,121.8,16.89,224.06,-71.61,15.97,417.75,-38.15,11.3,4.41,54.05,10.69,147.91,-112.98,0.0
1.0,1.0,2.0,1.0,12.56,118.51,-17.65,67.55,-38.93,69.99,11.1,31.87,-154.89,-26.81,117.34,-35.02,-4.88,-39.93,81.23,-9.71,52.81,84.62,0.0
1.0,0.0,0.0,1.0,-8.47,324.37,12.23,12.29,14.81,35.21,17.74,249.56,-31.32,10.12,729.57,-67.39,-15.93,-109.11,-24.42,-39.99,60.96,-96.42,0.0
1.0,0.0,1.0,1.0,4.47,129.54,45.63,31.41,157.53,-36.49,-1.25,-119.68,-104.28,-0.03,164.37,9.96,3.88,34.72,-122.91,32.68,25.96,-79.07,1.0
2.0,2.0,1.0,1.0,-53.74,-46.17,-12.21,-67.39,54.1,-53.72,0.75,-83.35,-144.76,-18.86,89.15,-4.08,14.15,-94.68,51.17,36.86,-80.11,-86.2,1.0
1.0,1.0,1.0,1.0,-21.16,-69.37,20.52,119.63,-54.57,-39.39,0.19,-79.0,35.44,-12.09,146.61,-15.23,10.01,106.66,58.06,47.98,-234.52,-89.95,2.0
1.0,1.0,1.0,1.0,-39.42,66.75,-26.97,3.06,-58.46,134.32,-21.05,-114.89,8.74,1.99,-174.11,21.17,-10.32,-250.76,-15.0,-21.6,-18.93,-150.65,1.0
1.0,1.0,1.0,1.0,18.81,-123.79,7.42,56.73,87.58,-27.75,14.62,16.77,94.23,-5.81,324.62,-31.4,19.05,302.33,-12.9,-48.46,-35.07,-153.05,2.0
1.0,1.0,1.0,1.0,1.23,78.53,-17.04,-28.02,-79.08,116.17,14.47,-68.96,24.97,-3.55,53.14,7.24,-4.75,-51.45,-13.48,13.09,41.51,-159.56,1.0
1.0,0.0,2.0,1.0,2.28,25.29,-14.04,-13.61,40.34,-159.72,-10.35,78.5,-99.87,1.66,-188.08,62.95,-10.0,90.01,19.88,59.2,-90.19,-163.34,2.0
1.0,1.0,2.0,1.0,-19.76,-19.67,-35.46,-35.73,112.15,-98.29,-14.92,24.25,85.96,-4.29,-149.87,16.1,5.56,-62.16,5.54,17.09,-57.28,28.21,0.0
1.0,1.0,1.0,0.0,2.38,15.57,22.86,-72.19,-25.84,-55.64,22.88,-148.72,-7.73,-6.43,116.9,8.68,15.17,-21.48,-149.1,49.71,2.91,-105.21,2.0
1.0,1.0,1.0,1.0,47.68,-26.59,-4.32,-45.03,-11.47,38.95,8.6,-49.8,-29.23,-2.29,-22.34,9.0,8.77,38.61,31.17,6.8,-131.42,-35.47,1.0
2.0,1.0,1.0,1.0,36.71,116.77,15.18,-48.31,115.4,91.2,-2.81,42.37,120.77,-8.73,282.21,-37.36,-3.0,239.59,-164.93,-46.35,-70.63,197.98,1.0
2.0,1.0,1.0,1.0,82.74,64.62,32.43,31.03,-112.93,8.51,-28.05,-8.42,-20.95,-12.63,146.72,-6.04,-11.49,14.02,-155.88,-15.54,-113.21,-33.51,2.0
2.0,2.0,1.0,1.0,-62.3,54.6,11.1,-43.17,34.24,40.3,-1.03,-83.44,-49.44,4.48,634.51,-9.8,36.38,66.45,25.68,12.23,-115.49,-251.45,2.0
0.0,1.0,0.0,1.0,-20.78,61.8,-35.75,56.54,-117.47,57.19,3.03,83.18,-18.23,-5.18,43.74,-26.37,0.95,-77.32,-90.08,-25.4,61.87,84.11,0.0
1.0,0.0,1.0,0.0,102.82,202.2,-7.81,-67.31,128.59,94.75,18.2,124.84,43.55,-4.07,395.19,-11.14,6.97,-144.24,-134.93,12.4,-171.28,-21.18,0.0
1.0,1.0,2.0,1.0,14.55,70.63,15.9,-72.17,-40.04,64.78,17.15,-65.69,-47.84,-14.58,106.85,-25.78,4.64,-71.71,23.31,-39.84,-37.77,147.68,1.0
0.0,1.0,1.0,0.0,-23.92,3.0,27.72,-37.19,121.77,76.14,-15.24,-75.57,50.92,10.59,-163.73,21.24,16.54,-61.52,111.8,-4.47,-40.75,328.86,1.0
2.0,1.0,1.0,1.0,42.28,-41.5,44.01,-52.78,-55.59,100.53,1.07,-157.68,-16.06,1.26,16.13,-9.98,-21.81,-54.3,-170.72,31.24,-81.73,-252.9,2.0
1.0,0.0,0.0,1.0,52.11,140.3,-35.77,14.85,36.24,-73.9,-1.96,256.07,109.63,-9.83,235.41,57.04,-1.81,-54.3,47.49,39.18,221.49,-348.58,2.0
1.0,1.0,2.0,1.0,78.3,-9.91,-38.82,-79.57,58.77,-132.06,-8.2,-22.93,3.53,2.33,-358.01,30.56,3.63,105.22,95.18,-23.42,-57.32,167.66,0.0
1.0,1.0,1.0,1.0,-12.36,50.72,-15.9,-49.32,-17.56,96.72,-39.75,-55.72,131.24,6.15,25.22,-17.36,4.31,96.76,153.11,15.12,-119.7,125.13,1.0
1.0,1.0,1.0,1.0,65.68,25.16,-19.95,2.79,-198.0,13.47,-4.06,94.18,-7.1,6.1,128.97,-3.79,-3.17,67.46,-5.39,3.84,-14.44,-130.96,2.0
0.0,0.0,1.0,0.0,-46.92,122.47,16.81,-4.59,8.19,-14.25,22.42,-74.74,107.65,10.05,155.86,-31.06,11.42,-38.35,110.69,-22.46,129.97,100.76,1.0
1.0,1.0,1.0,1.0,95.75,7.03,-18.19,24.06,73.56,77.97,-20.22,75.02,-105.22,5.78,528.74,-62.6,8.04,-156.74,-8.71,0.09,30.19,-302.84,0.0
1.0,2.0,1.0,1.0,170.21,-89.96,-30.61,111.68,-39.03,144.72,13.37,-42.56,61.21,-4.2,-176.83,33.07,25.71,-52.56,17.48,28.13,2.96,170.89,1.0
1.0,0.0,1.0,0.0,20.81,118.9,-7.82,2.87,58.19,-34.14,-17.19,106.24,37.64,-8.94,432.78,-45.75,6.71,244.04,-49.37,-22.59,-69.98,-112.35,0.0
1.0,2.0,1.0,0.0,-9.45,-53.8,-47.62,-42.46,-70.91,59.2,18.17,40.77,74.25,8.42,98.22,-19.21,28.05,-37.3,84.7,13.38,-41.18,134.48,0.0
1.0,1.0,1.0,1.0,-71.67,-14.92,-41.24,-10.4,-93.35,73.5,14.15,154.17,-35.29,-4.78,144.27,-18.63,2.31,154.24,-163.1,-0.89,21.63,-65.83,0.0
1.0,1.0,1.0,1.0,55.92,-122.35,4.92,34.96,-72.75,-139.68,22.32,-61.77,-86.9,-2.32,-82.16,-27.91,-1.4,-1.42,90.35,-59.65,5.3,-49.92,2.0
1.0,1.0,1.0,1.0,-44.76,-74.02,-8.65,-52.23,-50.5,96.93,32.78,-100.15,107.13,12.19,-114.54,29.32,-2.24,107.34,29.3,73.31,28.93,-268.45,1.0
1.0,1.0,1.0,1.0,-132.42,157.06,40.57,-34.84,-72.63,-5.11,19.58,28.95,69.91,10.52,711.24,-33.14,15.94,42.34,-6.01,7.84,-133.89,-199.77,0.0
1.0,1.0,1.0,1.0,28.18,-73.56,9.76,-36.45,103.73,16.68,34.9,206.93,-40.11,6.77,234.99,2.38,15.2,132.36,24.42,5.72,-86.19,145.78,0.0
1.0,1.0,0.0,1.0,-0.64,57.27,36.97,-23.65,-43.7,58.38,2.4,-52.67,89.54,8.52,-139.43,23.65,15.28,79.79,110.82,1.48,65.07,454.23,1.0
1.0,2.0,0.0,1.0,-40.36,-215.13,-49.73,-21.46,245.7,-179.16,8.74,-185.59,-79.16,-3.13,-635.07,25.75,17.96,-15.17,-76.32,-29.27,58.09,154.15,0.0
2.0,1.0,1.0,0.0,47.58,-57.52,4.34,16.04,19.21,-78.42,-17.69,18.69,-107.41,-0.04,-343.76,15.63,-19.51,-91.58,-50.02,2.59,-32.98,163.88,2.0
1.0,1.0,1.0,1.0,101.76,-108.41,17.39,71.02,-148.51,-17.42,-12.17,-128.96,-46.77,15.21,-115.64,-40.56,-9.9,-33.48,154.87,20.25,5.67,-35.18,2.0
1.0,1.0,1.0,0.0,85.11,35.92,8.23,-115.73,41.67,70.64,6.9,-202.4,-61.26,7.14,-44.66,-10.26,10.84,71.73,134.66,12.39,-101.77,65.92,1.0
1.0,0.0,1.0,1.0,47.4,134.03,-40.58,-11.8,-22.1,-84.08,28.15,154.79,37.59,-9.24,100.87,36.86,-5.2,8.7,38.1,-82.16,112.44,-244.92,2.0
1.0,0.0,1.0,1.0,-58.63,-27.6,2.26,-43.61,-73.61,-62.08,11.54,246.5,72.46,2.85,142.92,23.89,-11.92,105.3,-201.31,-85.85,61.48,-167.77,0.0
1.0,1.0,1.0,1.0,154.96,66.6,-30.06,-28.01,255.23,-13.2,11.47,138.04,168.46,-4.86,-41.52,24.99,-3.88,-118.8,16.15,-19.24,58.89,63.58,0.0
1.0,1.0,1.0,0.0,-41.89,-118.81,2.23,54.21,-0.26,8.13,9.6,-69.3,18.42,9.51,-120.61,25.75,14.2,54.74,-38.0,-51.43,-119.58,-20.53,1.0
1.0,1.0,2.0,1.0,-70.71,63.28,33.09,36.64,-149.45,85.6,9.04,-44.29,-15.42,-9.38,397.03,-44.8,9.81,14.24,-166.28,-34.22,-42.67,12.22,1.0
1.0,1.0,0.0,1.0,24.43,5.25,-23.45,-46.19,81.13,10.84,34.65,122.31,57.03,11.4,41.97,14.5,-7.69,-102.27,8.68,31.77,-35.21,-171.46,2.0
1.0,2.0,1.0,1.0,90.96,-14.34,-31.93,49.45,315.5,195.95,14.47,-16.12,-60.88,7.55,59.63,16.19,15.61,64.77,-73.01,-18.98,-11.2,-37.22,1.0
1.0,1.0,1.0,0.0,27.79,-74.06,-23.94,62.1,63.67,10.8,-2.62,104.21,67.83,6.68,173.92,-4.15,12.99,-50.79,88.08,46.46,74.51,-144.39,2.0
1.0,0.0,1.0,1.0,-7.59,169.15,-34.22,81.23,101.67,15.47,31.76,236.59,76.75,-21.42,406.15,5.83,-0.33,-25.3,98.31,-32.78,52.15,-226.85,2.0
1.0,1.0,2.0,2.0,-27.92,85.94,-6.62,28.33,-44.44,11.4,13.16,95.59,131.82,17.42,357.04,-10.08,7.0,116.66,-2.89,14.48,-60.19,-143.06,2.0
1.0,2.0,1.0,2.0,73.85,-101.81,-60.46,-42.53,69.03,-48.62,27.22,-138.11,-5.87,-19.96,-518.43,14.93,20.67,104.7,-32.92,-0.3,-18.37,319.8,0.0
1.0,2.0,1.0,1.0,-24.11,-58.27,-43.47,-48.42,282.82,97.42,21.26,-119.85,109.46,-18.1,-186.68,20.65,14.57,-9.34,42.09,-16.61,-46.4,-15.45,1.0
0.0,1.0,1.0,1.0,134.54,76.38,23.53,37.18,69.99,-6.13,-24.94,-224.8,3.94,-1.23,212.36,-9.55,17.88,-69.36,34.56,-14.85,-173.51,-260.74,0.0
1.0,1.0,2.0,1.0,14.69,-187.96,32.28,50.32,21.2,-25.31,24.0,-106.89,-76.42,-3.7,-125.25,-48.03,-22.3,85.82,-126.89,-6.28,-59.86,-131.94,2.0
2.0,1.0,2.0,1.0,104.34,41.11,8.3,65.37,29.65,-7.29,-9.56,187.4,-39.14,-15.39,337.61,12.39,22.33,143.42,7.66,-9.91,5.98,193.32,0.0
2.0,0.0,1.0,1.0,34.58,161.2,-21.34,-56.21,61.27,-78.92,-2.18,160.12,-58.16,16.56,50.6,47.45,-19.23,12.69,-77.8,0.86,84.1,-223.84,2.0
1.0,1.0,1.0,1.0,-124.93,-111.16,34.81,67.56,-56.29,-0.62,1.94,-76.35,103.11,5.43,43.11,-20.47,-4.56,155.87,16.79,28.0,-19.9,-83.75,2.0
1.0,1.0,1.0,1.0,33.81,-172.72,-17.44,119.64,17.04,23.12,-4.61,90.46,130.34,19.38,-120.01,9.47,13.94,64.47,-49.27,19.54,55.09,145.46,0.0
2.0,1.0,0.0,1.0,37.66,1.4,-21.58,73.83,120.1,42.0,3.26,-134.57,111.47,-3.79,-27.66,4.18,4.14,-127.23,47.42,13.26,-28.84,-137.22,1.0
1.0,0.0,0.0,1.0,30.55,-12.84,-30.22,40.67,10.91,-178.0,8.44,97.63,101.07,-3.64,-220.41,61.1,-2.6,-23.45,-49.2,-4.39,-4.0,-167.26,2.0
1.0,1.0,1.0,1.0,-75.7,-45.03,33.79,113.22,-8.8,3.27,6.78,8.68,141.96,27.24,332.2,-21.45,7.11,79.82,159.16,25.21,127.36,-117.3,2.0
1.0,0.0,1.0,1.0,-93.85,162.28,-6.78,47.65,-10.31,35.74,16.82,1.48,97.7,14.06,367.23,-61.02,-6.6,-92.01,179.3,12.35,157.6,-87.69,0.0
2.0,1.0,1.0,1.0,-12.74,-83.49,63.3,-44.61,-103.82,63.15,-17.6,-27.67,105.31,-22.88,312.27,4.37,5.55,-129.16,-123.85,-0.33,56.11,-99.31,2.0
1.0,1.0,2.0,1.0,4.28,-37.61,30.6,-39.25,-103.82,-75.29,16.58,-131.35,-198.77,-7.8,-40.1,17.0,6.83,182.08,-18.77,-16.68,0.11,-67.41,2.0
2.0,2.0,1.0,1.0,17.94,-63.36,-51.0,19.87,103.97,155.8,3.98,-147.4,-131.96,18.27,-213.63,34.74,1.11,-81.13,-1.54,15.76,-30.17,-255.27,1.0
1.0,1.0,1.0,1.0,-55.88,69.96,-4.45,53.56,199.02,48.74,-17.67,-57.33,122.74,-6.6,364.82,-11.33,26.71,-7.65,-23.06,38.49,4.97,-132.12,0.0
2.0,1.0,1.0,1.0,47.52,52.58,18.75,-17.6,-131.6,99.12,5.75,355.13,-2.4,-1.3,453.66,19.25,4.85,226.54,51.0,33.29,40.5,104.29,0.0
1.0,1.0,0.0,1.0,-39.39,131.73,18.52,-49.32,255.75,47.55,-10.12,11.26,-43.11,-12.43,331.27,-57.63,-1.24,-44.83,-1.17,17.75,-51.91,143.73,1.0
2.0,0.0,1.0,1.0,-17.35,3.9,-36.36,35.92,-66.53,-125.18,2.21,68.23,-47.52,-11.67,-512.63,44.91,-32.9,-171.57,0.32,10.4,-34.15,60.39,2.0
2.0,1.0,1.0,1.0,93.83,-74.44,19.17,-29.81,37.03,1.44,-7.27,210.43,108.35,-10.7,146.91,25.54,12.91,18.39,64.98,-32.45,38.21,186.43,0.0
2.0,0.0,1.0,0.0,76.4,52.16,29.16,66.99,82.87,34.86,4.06,20.51,-30.83,20.15,119.06,-9.22,-15.99,-62.68,155.66,10.92,-2.11,-25.19,2.0
1.0,1.0,1.0,1.0,35.09,20.24,-2.34,-14.09,47.52,117.17,39.71,-114.8,-67.34,7.65,131.73,-44.9,19.66,-31.31,-115.93,-23.54,27.73,180.52,1.0
2.0,1.0,1.0,2.0,72.76,101.7,24.53,87.0,-99.25,48.08,4.63,-17.77,36.46,-5.7,14.44,-11.78,-9.17,-95.24,16.65,45.21,-165.6,261.31,1.0
1.0,1.0,0.0,1.0,30.51,8.38,-42.32,24.66,-39.99,-48.72,-38.42,89.92,155.72,12.71,-116.62,14.4,-0.3,157.27,74.57,-59.81,89.68,51.72,0.0
1.0,0.0,1.0,2.0,-33.7,111.13,-10.86,22.01,-44.17,18.45,1.64,246.2,85.95,-12.96,309.03,32.91,-10.29,-74.1,-22.99,36.34,-77.47,-313.4,2.0
1.0,1.0,2.0,1.0,76.33,138.02,8.14,-58.04,-133.78,84.19,-12.71,55.26,62.74,14.4,608.79,-32.4,10.43,23.75,-6.44,22.94,-72.83,-218.36,0.0
1.0,1.0,0.0,2.0,55.77,74.06,-16.82,13.6,16.98,124.26,-11.77,215.91,25.56,-8.48,683.24,-25.0,16.91,95.53,116.44,-11.68,-1.72,-311.89,0.0
1.0,0.0,1.0,1.0,-109.57,67.22,48.96,17.62,-43.22,21.72,15.93,-33.27,-27.69,-22.13,87.54,-11.76,-1.37,-106.81,65.49,26.53,-51.01,180.02,1.0
1.0,1.0,1.0,1.0,-38.61,100.73,29.42,40.78,105.78,66.71,26.43,-100.66,-3.93,7.15,194.35,-27.28,7.28,233.36,-55.69,67.1,66.11,139.7,1.0
1.0,1.0,2.0,1.0,-163.43,-84.13,21.71,30.02,-29.43,75.7,3.42,-133.76,-92.12,8.1,-216.32,33.79,-1.09,76.34,37.48,-2.58,-135.55,-127.05,1.0
1.0,1.0,2.0,1.0,67.25,-111.8,-34.67,-54.54,32.9,-60.5,62.25,5.1,-85.53,-7.48,-317.73,26.22,6.42,11.26,58.22,-71.82,19.56,87.82,0.0
2.0,1.0,1.0,1.0,35.01,85.59,-28.07,13.22,2.5,120.58,18.09,-46.81,-20.12,-4.57,118.07,0.4,4.7,-3.22,71.15,13.71,-79.51,-57.35,1.0
2.0,2.0,2.0,1.0,-8.86,-76.34,28.1,155.92,111.39,4.85,1.57,25.8,-22.29,12.09,525.3,-38.25,19.06,52.19,36.7,-19.49,-6.46,-139.67,2.0
2.0,1.0,1.0,1.0,141.39,82.18,24.16,-27.46,-86.65,32.9,-8.53,-2.61,57.37,5.51,37.12,-21.31,-20.24,36.21,-93.99,-6.68,-12.22,139.08,2.0
1.0,1.0,1.0,1.0,28.77,71.5,-2.98,61.15,124.84,50.34,0.73,44.81,-106.0,7.5,189.52,-19.22,10.64,-208.64,-85.91,-2.46,44.58,99.81,0.0
1.0,0.0,1.0,2.0,-5.51,76.96,18.65,38.31,-71.02,-24.86,-4.9,23.29,6.52,-7.77,-209.19,32.89,-7.77,-33.25,-100.17,3.62,94.19,223.8,1.0
1.0,1.0,1.0,0.0,198.82,-187.75,13.66,29.47,24.56,-103.31,15.08,23.47,89.17,5.16,102.56,-43.96,9.93,22.4,-64.94,-30.96,126.8,27.6,2.0
1.0,1.0,0.0,1.0,-49.73,-175.78,-28.68,-84.31,9.3,-47.2,-22.84,44.39,-59.06,8.42,-192.56,6.87,6.58,103.23,127.64,10.5,-81.38,-20.67,0.0
1.0,1.0,1.0,0.0,-120.48,-19.72,12.25,44.04,51.81,86.33,5.17,-108.62,17.24,7.68,116.93,-4.64,17.39,-97.07,-95.03,49.85,-16.96,-36.78,1.0
1.0,0.0,1.0,1.0,-54.92,118.72,-32.9,39.7,7.72,114.31,5.51,84.08,138.68,-3.71,386.37,-75.31,-5.93,73.58,-82.49,-4.79,-50.91,-125.73,0.0
0.0,1.0,1.0,1.0,21.99,84.17,9.18,-16.62,-11.49,26.08,-8.86,-75.87,-129.02,6.24,260.67,-42.53,16.29,-6.19,99.42,69.08,-64.12,11.71,1.0
1.0,1.0,1.0,1.0,-14.71,-12.28,-27.04,11.41,100.17,85.36,-3.57,-100.32,51.59,-10.81,-177.84,18.57,5.1,112.58,6.16,4.1,-85.48,-39.38,1.0
1.0,1.0,1.0,2.0,29.56,59.67,3.37,30.95,126.92,95.53,-2.74,-76.82,-81.83,-3.53,-148.38,21.25,0.78,-172.29,10.71,-44.96,-125.35,107.9,1.0
1.0,1.0,1.0,0.0,-36.9,-13.7,-48.72,-11.08,128.83,32.36,10.55,-1.42,-26.58,-7.1,-102.25,-32.8,-1.77,37.76,-16.15,-60.84,140.28,61.93,0.0
1.0,1.0,1.0,1.0,-19.02,1.54,1.61,11.62,93.66,50.73,-3.47,221.22,-2.04,12.42,303.97,8.2,13.95,-51.19,-64.1,-42.8,-70.65,105.3,0.0
1.0,1.0,1.0,2.0,-15.67,62.27,-1.77,-55.49,-56.26,-50.37,15.76,154.92,62.52,5.78,201.82,21.55,8.35,-120.25,-74.08,-49.1,25.92,31.08,0.0
1.0,1.0,1.0,1.0,2.81,69.56,3.86,55.34,185.81,161.71,-27.6,47.99,43.69,-13.94,202.61,-45.96,11.11,42.63,20.71,15.45,85.88,408.99,1.0
1.0,1.0,1.0,1.0,-61.37,81.55,-15.54,29.29,-120.26,121.15,-13.39,180.44,166.14,-2.44,206.82,-8.72,-0.11,-98.17,-45.53,-58.48,34.72,59.71,2.0
1.0,1.0,1.0,0.0,29.03,-119.9,25.74,44.55,-35.14,-62.0,-3.49,-81.72,-5.9,-5.96,84.03,-12.07,1.52,38.5,102.93,44.69,-19.39,-207.48,2.0
1.0,1.0,2.0,1.0,12.99,42.84,3.75,-22.32,-96.73,74.08,-7.01,-66.58,-189.73,19.29,-132.55,-8.01,4.44,79.78,51.65,-21.35,-2.54,311.23,1.0
2.0,1.0,1.0,1.0,55.47,-68.17,-36.79,-45.66,-143.64,18.86,14.52,-128.33,-23.53,18.22,-7.52,3.2,0.74,80.92,0.19,-6.96,133.54,-384.98,1.0
1.0,1.0,0.0,1.0,-116.88,81.13,11.65,55.55,48.21,63.15,-2.46,-13.86,-21.49,13.04,276.4,-61.71,3.67,-19.9,56.53,8.13,-30.75,135.5,1.0
2.0,1.0,1.0,1.0,-25.92,25.63,-57.94,18.7,11.33,81.76,7.43,-241.69,-1.53,1.26,-229.95,14.0,-4.78,138.76,87.53,5.63,40.57,-230.56,1.0
1.0,2.0,2.0,1.0,40.76,-40.5,-48.96,66.72,-93.65,122.68,-21.63,-28.82,-97.47,-0.79,-24.33,10.66,19.6,89.97,-30.58,-24.78,-0.85,-5.66,1.0
1.0,1.0,1.0,1.0,-70.75,-113.17,10.39,-69.22,131.75,-96.25,4.95,-86.05,-6.71,-1.97,-69.29,-27.38,-3.9,110.16,-13.47,2.32,130.61,-82.63,2.0
1.0,2.0,1.0,1.0,-74.98,-150.34,-80.05,5.97,-146.18,-64.44,17.07,-213.73,4.09,12.71,-789.38,15.82,17.73,23.56,126.68,26.7,7.19,386.9,0.0
1.0,1.0,2.0,1.0,101.46,-72.32,-13.82,46.45,95.73,138.79,-10.62,73.19,72.29,-11.45,178.92,-4.69,11.6,-9.83,73.09,-28.73,54.73,-90.17,0.0
2.0,1.0,2.0,1.0,155.95,54.77,-4.88,-92.44,142.04,-85.13,16.38,-23.47,-68.61,2.88,-153.82,11.39,-12.6,58.96,7.43,-8.25,82.4,71.34,2.0
1.0,1.0,1.0,1.0,5.32,-25.98,-10.63,-18.3,-58.65,27.85,15.98,-102.24,-100.63,-0.47,-132.3,13.93,6.31,116.7,-1.27,-21.6,-91.62,-27.3,1.0
2.0,1.0,2.0,1.0,-39.49,-82.54,45.69,36.14,141.21,36.53,2.9,-90.48,-17.42,-5.29,331.3,-14.01,12.37,169.49,-4.09,94.01,5.11,-163.55,2.0
2.0,1.0,1.0,1.0,13.37,-104.19,27.7,59.59,70.1,-2.89,11.76,-16.42,-33.89,2.09,427.63,-40.95,16.76,-7.98,175.25,47.89,-117.37,-163.62,2.0
1.0,1.0,0.0,1.0,104.46,-43.09,12.46,-21.98,2.76,15.33,0.49,-11.66,-79.78,21.12,124.99,3.61,14.1,4.16,-205.58,1.17,95.81,-22.04,2.0
1.0,1.0,1.0,1.0,-174.3,112.05,17.28,-82.49,-58.02,-2.16,-0.62,-135.59,272.44,-5.94,272.17,-19.28,6.66,-197.14,-17.01,-28.79,76.78,-173.01,2.0
1.0,1.0,1.0,1.0,5.65,-36.72,18.72,-15.32,86.95,-59.83,-9.42,-145.35,-166.75,-5.29,-104.12,3.64,-0.85,-48.8,-16.48,26.07,120.38,-53.62,2.0
1.0,1.0,1.0,1.0,28.99,-58.15,-34.07,35.63,-65.76,-1.9,-28.25,99.28,29.49,16.07,-20.16,-1.83,9.06,153.94,-131.02,-8.83,-59.51,83.45,0.0
1.0,1.0,1.0,1.0,115.96,15.08,-5.58,70.02,3.74,282.44,-21.71,132.34,-17.55,5.38,416.19,-44.08,-1.4,-114.74,25.29,-74.41,-53.85,-68.78,0.0
1.0,1.0,0.0,0.0,37.77,91.03,-35.86,-26.21,-98.06,10.09,-32.3,124.01,-39.05,3.68,341.07,-12.71,12.16,4.58,63.35,-10.3,138.53,-154.39,2.0
1.0,1.0,1.0,1.0,-4.5,44.43,-31.62,22.93,-34.1,102.2,-12.18,96.75,-81.97,-20.26,205.38,-17.08,11.59,-129.71,23.29,34.55,29.42,-18.4,0.0
1.0,1.0,1.0,2.0,59.29,-102.74,-37.3,76.25,-47.12,-64.11,1.61,51.32,-30.97,-1.16,-241.82,-7.78,3.48,-133.99,93.3,81.85,1.14,147.91,0.0
