cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,num_25,target
1.0,2.0,-108.62,69.09,-86.32,136.43,-53.67,-43.56,-96.09,-56.59,-5.07,-0.11,-59.47,5.72,-24.1,-46.73,-33.29,4.08,2.07,6.57,-79.19,10.91,79.5,-26.82,-60.41,-48.44,-76.31,94.82,1.0
1.0,2.0,-0.3,35.23,-36.37,-642.15,-2.0,-76.48,-33.88,5.01,27.46,1.16,-21.53,-12.06,20.18,-33.45,14.12,98.59,-0.48,3.26,-85.04,-1.85,96.6,42.55,25.53,17.02,-2.11,-147.18,1.0
2.0,2.0,-113.07,-14.03,-44.13,-200.34,-12.49,104.67,-20.51,42.03,-3.22,1.17,79.41,0.55,-38.65,-31.33,13.48,35.78,-3.81,-3.67,12.1,-14.87,6.91,105.39,-33.07,32.24,62.43,324.07,0.0
2.0,2.0,-145.96,51.71,15.05,159.79,-0.79,-115.03,32.85,-81.9,-13.95,-0.39,94.4,10.74,-29.14,9.07,52.85,178.47,0.5,-2.16,-34.38,-3.1,19.46,26.99,-63.1,33.31,-32.23,-2.35,0.0
2.0,2.0,-47.31,-81.06,-112.62,-237.33,-12.21,105.56,-130.71,-165.94,-9.27,-1.71,-78.31,-67.59,37.56,-9.47,-44.26,32.59,1.31,0.03,25.9,-1.18,35.33,-54.91,-74.39,5.75,52.17,289.68,0.0
2.0,3.0,-10.7,-86.04,-57.18,-83.94,12.0,64.97,-1.43,-145.96,26.51,7.03,-91.6,8.34,-11.56,13.96,-8.56,-95.33,-2.9,6.57,-21.68,1.65,32.11,13.59,-1.79,-78.21,24.56,184.49,0.0
1.0,2.0,2.84,3.83,7.89,145.55,55.56,-14.51,59.9,121.26,-29.18,4.7,16.96,8.0,-41.21,-27.33,-52.31,12.13,2.22,0.63,16.67,4.99,-25.22,-4.28,-13.55,10.27,-31.37,-25.08,1.0
2.0,2.0,88.48,-72.24,-23.24,121.94,-18.89,129.62,171.23,96.55,21.7,3.98,-25.62,-31.29,-4.5,28.28,10.06,-48.54,-1.02,-0.47,8.26,11.63,-3.08,25.22,123.75,1.06,40.77,81.42,1.0
2.0,2.0,255.02,-162.62,-55.19,-208.2,-22.26,-12.1,-56.46,-18.72,-14.76,10.53,-154.68,-25.04,-14.54,3.7,-28.61,-28.62,-1.67,1.7,28.57,1.96,33.73,20.54,-4.92,28.47,19.99,19.83,0.0
2.0,2.0,214.61,25.93,14.98,-192.31,-47.05,-124.37,68.29,-144.5,-28.69,8.59,100.87,-9.92,12.8,55.37,1.76,-19.73,-1.75,2.09,19.2,4.77,-0.74,126.55,-64.95,-15.04,7.4,-212.22,0.0
1.0,1.0,-49.45,-29.11,-96.92,-241.26,31.32,-19.17,-61.62,119.72,33.17,0.4,40.19,-24.36,-40.91,-45.31,-0.99,-37.55,1.65,0.42,83.53,1.03,12.69,11.73,-202.69,9.26,13.12,16.79,0.0
2.0,1.0,-7.41,-59.11,-119.65,-92.27,7.98,95.09,-124.28,-102.64,-26.15,11.09,-12.12,-7.72,-20.5,-61.28,29.71,33.18,-2.78,1.49,-15.07,-1.04,110.87,-225.37,-52.53,-12.18,-56.16,-157.97,1.0
2.0,2.0,-120.79,8.99,-19.56,64.67,45.52,-63.51,-74.23,-17.21,7.21,2.28,102.86,34.79,7.46,56.2,-36.65,1.77,5.61,2.35,27.32,20.44,-23.48,-118.89,-86.13,-10.16,22.46,-59.02,1.0
2.0,2.0,-97.53,-90.62,-24.18,11.41,-16.29,50.06,-82.73,-26.53,-4.07,-7.9,-152.08,-30.83,-31.1,-31.3,76.75,-63.52,1.11,-1.68,-8.06,12.34,26.7,-86.03,64.0,-3.3,6.38,-137.3,1.0
2.0,3.0,-11.41,-32.43,-85.91,-194.05,26.48,13.07,-38.43,1.7,13.94,-1.19,75.66,32.32,-7.23,39.79,-6.36,52.36,1.58,2.9,-38.25,32.1,33.4,25.35,44.53,-1.25,1.84,37.22,1.0
2.0,2.0,-33.57,126.54,24.52,-521.71,2.26,-150.73,-80.58,-34.0,-1.12,7.08,-66.42,21.22,23.45,-40.4,5.84,-2.87,-1.98,-0.63,-24.25,15.65,-2.4,-89.67,-12.01,-37.01,-27.16,-347.01,0.0
2.0,2.0,-29.67,-60.98,-126.48,-203.52,22.6,97.66,0.29,124.03,69.15,4.43,5.25,17.4,-22.24,6.89,-22.35,-52.98,3.72,4.37,-5.3,25.07,56.8,155.11,-20.08,10.96,3.59,-43.44,1.0
3.0,3.0,-111.65,-65.15,57.32,-28.73,-0.01,90.9,158.81,28.33,-4.18,0.7,-82.78,55.78,-31.46,2.57,-40.09,26.42,1.12,4.21,49.64,-17.57,-64.1,6.44,-64.06,-20.11,31.83,-43.88,1.0
1.0,3.0,-67.05,-43.22,40.54,-297.34,48.65,82.78,53.4,76.74,37.75,-18.27,155.53,-50.6,-33.7,29.4,5.2,-21.48,-4.2,1.41,-18.2,-22.49,-1.09,-3.11,-27.84,22.3,54.0,-28.24,1.0
1.0,2.0,-26.48,-2.49,-70.6,-27.73,1.53,69.41,12.12,5.47,-5.92,1.77,-57.25,43.55,15.66,-30.39,-15.5,-60.45,0.49,-4.62,-47.56,6.33,79.7,-0.06,6.03,-6.65,-57.42,-164.11,1.0
2.0,3.0,181.95,-2.46,24.17,-64.5,-62.49,91.51,20.41,13.2,-17.18,-6.86,-68.77,-34.19,28.26,-24.6,10.89,29.62,1.91,-4.07,-45.74,14.1,-2.36,20.47,76.08,-20.49,-11.7,-279.42,1.0
2.0,3.0,56.89,-60.48,-1.8,-117.18,20.96,43.53,2.9,-16.01,-28.8,-3.55,-19.24,5.41,-43.64,-80.94,-35.61,6.32,0.19,4.99,18.6,15.8,-43.98,105.38,21.79,67.69,0.12,-51.67,1.0
2.0,1.0,54.36,-76.66,-142.72,-224.48,-23.0,166.02,71.2,-101.11,-6.26,-2.52,65.63,-22.55,0.81,28.89,-28.22,-4.02,1.13,-3.36,-31.24,16.93,126.05,-182.99,-7.7,-71.78,-23.63,-332.14,1.0
3.0,2.0,-73.31,7.9,18.24,-302.72,86.31,-33.87,25.08,54.85,5.73,-1.39,-1.04,-3.86,-48.43,-74.93,15.96,-45.24,4.94,-5.6,-17.99,16.41,-14.23,14.66,70.66,-25.03,10.89,-160.27,1.0
2.0,2.0,-63.68,-52.6,-28.92,-80.91,44.14,52.52,-23.29,-106.43,19.15,-7.0,82.74,-21.66,-14.62,47.83,-6.87,9.32,-2.2,5.25,-67.72,-6.56,95.85,-41.41,16.29,66.09,-49.85,-281.9,1.0
1.0,2.0,-31.41,96.04,-92.65,-51.92,-33.59,8.08,15.9,-51.63,-12.84,-5.48,-82.85,14.78,24.48,41.42,0.93,-11.66,4.46,5.57,-37.52,22.98,52.96,-39.33,-39.39,2.24,-21.86,-19.22,0.0
2.0,2.0,128.56,58.02,-25.58,-67.65,-38.61,-85.86,197.16,88.07,6.73,2.5,225.28,-65.04,1.92,4.62,-19.49,-30.78,-0.76,-6.13,-38.82,-4.53,64.25,-22.65,-132.45,-17.42,-17.92,-158.17,0.0
1.0,2.0,-64.98,25.35,-62.93,-292.39,41.48,-59.87,-109.55,-53.76,32.99,7.04,-81.15,16.57,47.38,-23.55,-3.35,7.32,-3.55,6.12,-90.07,30.3,85.51,-40.03,65.86,-15.55,-10.11,-212.43,1.0
3.0,3.0,109.32,104.15,133.23,-34.15,-33.86,76.61,-41.82,-56.98,4.03,-2.45,18.61,40.88,-34.95,-10.14,24.64,36.21,-2.83,0.64,-23.53,-38.31,-58.75,68.02,10.52,4.69,5.15,-0.64,0.0
2.0,2.0,-55.12,89.48,-39.65,-246.13,95.67,-58.24,-3.41,-8.65,15.31,-8.6,0.19,-40.38,40.31,-21.84,19.13,59.44,-0.14,-5.67,-12.42,12.08,15.73,68.4,-62.12,-98.25,5.65,-26.28,0.0
2.0,2.0,-8.41,-12.81,-11.58,-267.8,12.51,68.9,35.26,90.85,11.48,8.71,-119.43,19.93,4.54,-13.25,28.49,3.46,-4.22,-0.63,-11.0,10.05,-16.85,145.84,114.51,13.75,33.33,118.13,1.0
2.0,2.0,34.93,-24.99,-74.71,-47.65,-13.69,58.28,-32.12,30.89,-14.67,2.26,-74.79,-35.22,11.18,-18.49,-29.33,-38.56,-3.56,3.75,-44.06,9.21,82.76,88.68,-29.07,10.92,-38.24,-211.04,1.0
2.0,2.0,34.75,-22.36,-60.11,20.47,-2.02,56.44,-100.0,-165.57,-1.28,-3.96,37.53,1.97,-37.5,-69.64,-6.12,37.32,-2.15,-10.8,-48.87,-13.9,103.86,115.48,-51.49,-12.78,-52.02,-129.21,1.0
1.0,3.0,24.21,-40.22,18.98,-58.7,54.97,-123.4,-44.64,0.73,11.01,2.06,-55.41,35.12,5.64,16.69,23.12,-5.76,-2.08,-1.44,-8.8,-5.5,0.41,-29.18,-0.34,22.95,-35.77,61.26,0.0
2.0,2.0,169.42,-53.3,4.01,-218.73,-10.91,60.87,-63.3,1.58,-6.27,4.38,-149.17,14.82,-11.08,-37.23,16.01,-50.44,-1.52,-0.51,-4.21,-14.76,18.72,-136.42,-7.74,-19.72,25.49,-39.37,0.0
1.0,2.0,39.38,-114.29,-0.38,-72.78,-4.23,126.89,-85.36,-66.05,-12.75,-2.58,67.1,34.89,8.55,31.64,22.46,23.28,-4.1,5.41,-23.32,-8.83,36.38,-73.11,27.58,-19.81,27.47,-143.25,1.0
2.0,4.0,-61.36,-8.3,31.29,-213.74,-6.21,82.3,-84.52,111.72,-21.16,-3.77,-60.95,53.1,-1.65,56.24,-25.08,110.45,-1.04,3.21,-10.1,8.95,-58.48,38.62,44.88,-38.91,56.07,63.17,1.0
1.0,2.0,134.21,99.87,-59.42,-244.88,20.78,-43.62,-94.56,14.09,-8.62,-0.38,-79.19,26.37,0.99,-27.96,-4.66,-26.01,-4.35,-1.78,-27.43,16.49,42.23,43.54,15.08,65.12,-47.97,-101.59,0.0
2.0,1.0,10.48,2.74,-90.69,-383.67,13.2,112.65,75.33,50.62,-1.27,2.94,93.34,53.25,21.82,-21.66,-0.3,-17.21,-2.3,-4.66,54.05,-18.89,41.5,152.75,-188.6,1.2,30.91,-1.79,0.0
2.0,3.0,-110.62,-34.55,-76.82,-308.18,39.25,-54.31,-2.97,-73.46,41.69,-2.09,74.49,-43.28,-13.69,39.03,23.54,-102.85,0.26,-4.45,-15.27,22.61,18.46,22.39,-13.82,10.91,12.42,136.55,1.0
2.0,1.0,42.23,88.62,-29.51,-250.3,28.26,-40.63,-10.23,-120.94,-6.7,9.32,107.87,21.21,50.29,-77.97,-38.61,23.79,-5.46,0.32,-16.39,7.26,33.54,-4.96,-81.67,-36.8,15.79,-172.85,0.0
1.0,3.0,36.83,-29.39,-59.49,-134.05,15.33,-4.57,-31.57,-30.9,-24.21,-4.39,-187.73,-24.8,-46.38,-92.68,33.73,-79.12,0.65,-1.08,-27.94,47.41,-14.7,137.87,51.25,13.16,13.41,-14.1,1.0
3.0,1.0,130.79,52.45,-172.94,171.44,3.87,90.94,30.0,-110.33,16.77,2.79,-11.93,16.87,-30.09,30.52,-30.41,-11.21,0.26,5.66,36.86,23.58,49.96,8.38,-59.09,25.9,-46.77,198.82,1.0
2.0,1.0,-100.15,-65.33,-173.52,-78.05,-34.36,-12.62,128.86,-76.79,-31.33,1.37,-25.45,2.22,-16.02,12.81,-2.79,-59.32,3.13,1.22,-16.84,11.18,128.58,-200.24,-137.61,40.56,-24.9,44.21,1.0
3.0,2.0,-227.22,-75.99,-137.17,-291.96,-21.38,75.83,-33.29,-214.1,18.56,4.05,21.57,-7.11,14.93,-19.73,-45.92,-25.19,-1.17,-0.84,2.36,18.66,65.09,-53.16,-34.41,-7.67,-11.2,2.31,1.0
2.0,2.0,17.93,-80.57,-64.9,-108.62,10.26,1.05,-43.52,-22.87,-24.85,0.51,-76.66,67.57,74.72,-10.29,-32.62,-116.64,-1.09,4.52,1.05,16.45,35.93,-66.02,9.46,38.92,5.47,-38.73,1.0
3.0,2.0,53.26,-86.87,7.5,-16.13,21.76,60.63,8.72,-38.81,-29.26,5.62,-151.15,-10.67,35.23,26.99,-5.58,48.3,-0.43,0.86,19.63,2.2,-20.79,-34.84,27.1,-4.05,30.93,-8.98,1.0
3.0,2.0,-75.4,-40.43,-37.3,-98.37,5.45,60.18,21.21,-41.2,-12.61,-3.23,177.1,63.85,42.48,-3.91,18.42,-46.95,2.97,-5.49,-52.59,-2.39,62.25,-11.53,13.96,-3.12,10.23,-8.24,1.0
3.0,2.0,-5.7,-68.38,-42.26,-75.59,14.36,8.18,-126.93,44.93,29.33,0.72,-0.69,24.66,-7.16,80.11,-5.25,-12.18,-2.73,-10.6,27.32,3.81,-9.51,-68.27,-46.43,39.07,28.02,182.81,1.0
2.0,2.0,142.52,-48.93,41.3,-131.38,17.19,65.99,-78.21,14.34,17.76,-0.79,-108.96,-31.81,-20.22,37.49,15.33,52.58,2.23,5.34,-47.78,-6.26,45.71,38.71,91.42,24.7,19.44,-340.41,1.0
2.0,2.0,125.8,-35.08,-0.31,-200.58,-12.98,47.5,-132.3,138.79,34.13,0.21,-1.48,69.1,31.3,-5.87,32.52,-6.49,-0.07,5.03,-60.61,11.43,38.81,-154.72,83.01,-11.68,32.71,-184.76,1.0
2.0,2.0,-56.82,5.06,10.42,-221.04,34.93,24.83,15.66,73.68,41.01,-6.32,-84.09,-62.21,-51.04,-18.71,30.07,95.97,1.95,6.46,37.96,-16.69,-16.96,-102.27,-55.67,-3.85,29.53,30.64,0.0
2.0,2.0,103.36,-48.15,-61.5,56.54,34.26,95.36,3.74,5.44,37.64,-2.56,143.88,22.47,37.06,-1.15,2.63,35.35,2.0,-0.1,-19.16,10.67,59.42,-0.36,-67.63,31.22,-18.72,-288.16,1.0
1.0,1.0,-78.13,92.2,8.01,-157.95,22.14,-100.26,-63.08,-94.85,-45.86,4.22,7.92,17.01,49.76,-51.9,-11.32,-43.9,-0.4,-1.87,13.54,20.03,-20.72,6.03,31.65,-16.75,-14.38,-173.25,1.0
2.0,2.0,-55.43,-91.46,-52.07,-201.42,-12.01,102.23,75.86,-29.79,-3.0,-10.06,-133.76,-34.67,-1.07,-13.49,-21.58,69.9,-0.17,1.72,13.91,-6.85,17.09,-10.8,-18.79,76.76,32.71,151.18,0.0
2.0,2.0,101.67,-85.62,0.77,-82.85,4.35,-68.25,34.87,-30.52,-54.08,5.23,-236.18,11.03,-25.32,29.07,31.45,20.85,-0.07,-1.16,17.3,11.56,-4.83,9.85,-68.93,33.61,36.01,-160.86,0.0
2.0,2.0,-15.16,123.41,16.49,-278.73,15.17,-86.31,51.63,-139.85,-24.57,24.24,39.52,22.45,-0.85,48.91,-28.23,-0.81,-1.11,0.12,-17.9,1.98,9.62,-18.54,-59.77,-32.34,12.0,-185.59,0.0
2.0,2.0,-62.43,-62.35,-53.37,3.01,40.13,80.09,348.94,104.91,7.43,2.95,-113.94,61.52,-55.61,-38.79,-4.3,4.58,0.03,2.13,-14.43,25.34,18.21,170.55,88.19,41.3,9.95,-41.56,1.0
2.0,2.0,43.79,-105.39,-23.34,-127.54,9.77,-24.16,-91.41,-40.34,23.57,6.68,31.46,-2.83,23.85,35.42,-21.74,5.36,0.54,4.79,23.4,1.32,3.62,-147.13,-18.55,-0.05,24.88,59.55,0.0
1.0,3.0,-8.82,-0.39,23.23,92.17,30.5,-117.47,29.66,-86.57,9.09,9.48,-41.05,54.56,3.84,-48.22,19.82,9.0,3.38,-3.04,-41.0,-8.92,25.55,-20.19,-66.1,2.13,-33.73,-15.49,0.0
2.0,1.0,-105.42,25.39,-65.86,-122.8,-0.43,-36.28,-124.9,-79.94,-32.52,2.05,-4.65,20.25,41.68,44.23,-29.24,11.63,0.5,5.05,-13.19,-4.63,73.52,25.39,-89.66,-14.3,-20.33,-56.1,0.0
2.0,3.0,103.72,-71.94,35.76,183.21,24.85,234.74,-94.77,-57.43,-25.62,0.46,-70.08,7.05,60.82,-23.63,9.0,-94.71,-2.05,-2.97,43.71,1.52,-75.87,-51.8,101.66,48.5,53.58,51.09,1.0
2.0,3.0,6.02,-5.33,67.77,-20.66,-34.78,-14.65,-35.58,61.42,8.49,-6.17,31.16,-36.78,6.67,7.15,5.54,0.74,-0.23,0.48,23.52,18.39,-74.37,-42.22,81.38,8.2,15.68,-198.22,1.0
2.0,2.0,-132.25,6.02,-15.02,-442.88,31.46,-93.62,33.86,-101.82,9.17,-4.18,17.68,-7.42,-14.45,21.05,4.96,14.01,3.61,-2.38,-49.76,-0.94,61.4,-42.08,-15.58,31.89,13.79,-133.69,1.0
2.0,0.0,-89.72,-7.27,-118.39,-565.48,50.34,12.69,157.02,67.19,0.52,-3.37,59.23,15.79,-20.01,-39.53,20.98,-2.69,1.03,-3.41,31.62,7.57,87.12,-79.28,-101.71,-3.68,17.14,-276.81,0.0
2.0,2.0,-13.24,45.21,-26.83,-218.69,92.4,-65.55,62.48,-3.39,-14.82,-3.54,-125.62,4.59,60.94,-32.56,21.31,-68.39,-0.17,-3.66,-15.2,-3.71,34.04,-148.34,-62.15,-11.46,-9.96,-8.95,0.0
3.0,3.0,117.07,-37.45,-14.75,-165.81,68.66,51.87,-10.51,-9.77,13.82,4.07,14.9,-97.81,35.16,-54.3,4.92,17.65,3.26,-1.07,-42.21,15.39,17.94,93.98,61.1,-3.18,31.49,-82.0,1.0
2.0,1.0,41.04,-80.38,-177.15,-181.81,-12.5,66.26,-41.29,-61.67,-20.29,6.87,-119.48,14.18,32.4,-38.07,-4.64,-53.45,-0.11,3.67,10.43,11.27,101.11,7.19,-70.7,-14.85,4.9,158.85,1.0
2.0,1.0,-70.58,15.31,-148.63,60.31,-50.37,3.44,-43.6,-107.93,28.34,2.71,86.9,8.95,3.52,1.48,-6.42,36.54,-0.49,-1.77,47.0,27.56,23.65,2.98,-103.43,-16.6,3.94,232.3,1.0
2.0,1.0,-96.29,-62.79,-111.7,-131.18,18.71,-42.94,80.99,-55.17,2.19,5.76,-5.35,-13.59,-25.22,-10.99,-3.1,-57.47,0.98,-2.92,44.8,-17.57,78.99,-130.82,-87.01,-28.95,-62.15,160.91,1.0
2.0,2.0,-98.82,31.13,-21.19,-154.97,25.51,-74.3,-72.65,87.55,1.71,-4.25,3.43,-22.36,32.84,11.86,27.29,133.24,3.02,4.73,-6.67,-3.17,16.76,126.63,-66.67,25.88,2.05,82.78,0.0
1.0,3.0,-86.71,-11.16,-61.14,-7.19,41.28,89.24,-106.66,-59.45,13.35,-3.32,80.48,-4.11,23.74,-14.41,-23.32,5.68,-1.03,-0.02,57.39,-11.57,-26.02,7.74,-141.23,-32.59,-1.6,294.46,0.0
1.0,3.0,6.78,-78.09,40.23,-75.34,-24.48,76.3,-5.88,-22.26,-8.82,-6.89,47.29,-0.44,18.74,-6.07,14.52,50.73,5.28,0.24,1.45,6.91,-25.09,106.33,70.11,-43.99,27.7,-219.22,0.0
3.0,2.0,10.58,55.99,-53.66,-300.53,-31.81,114.95,-107.09,124.63,-20.25,4.84,90.53,53.12,-32.89,-0.81,34.27,39.54,-1.37,4.73,69.85,-19.88,-23.47,-0.25,-146.83,-36.2,43.28,239.31,0.0
2.0,2.0,11.84,199.09,100.23,45.83,-27.31,-145.69,232.44,-117.84,-0.13,14.91,-115.41,20.74,-32.58,4.71,26.27,-31.93,1.83,4.23,-21.03,14.51,-66.25,87.57,12.55,23.15,8.97,-175.55,0.0
2.0,3.0,40.29,7.3,78.95,-18.65,-15.5,28.83,104.22,-35.3,-15.5,1.7,-35.23,-11.6,-31.0,13.83,25.98,50.38,1.31,-5.8,13.55,-28.13,-41.71,-11.41,-19.05,-7.29,11.99,38.56,0.0
1.0,2.0,7.31,156.86,-3.61,56.79,-12.25,-34.14,69.99,99.05,2.35,5.41,165.11,47.38,23.43,-3.32,-22.24,63.18,1.44,0.91,-61.12,-1.66,40.76,79.17,-28.89,-18.52,-25.59,-33.03,0.0
2.0,2.0,-11.63,-15.56,-28.4,-137.1,-1.04,57.66,-114.28,139.46,6.73,-1.44,6.96,0.86,39.31,-86.9,0.69,82.66,-3.69,-2.17,-72.98,32.59,36.9,-54.89,159.3,41.99,13.35,-171.29,1.0
2.0,3.0,-23.44,-138.15,-1.87,-285.28,-25.44,125.98,-64.46,-122.52,-15.25,1.17,-34.86,41.49,9.63,-1.24,8.68,56.32,-3.64,-4.05,12.38,-24.45,20.96,24.01,24.98,-16.88,23.36,2.32,1.0
3.0,2.0,54.15,-67.79,-89.84,-73.97,8.12,-1.28,14.53,64.07,20.56,-2.67,-11.17,-25.55,-29.72,50.01,-6.1,-17.22,3.88,-4.99,41.88,7.95,5.02,130.31,-104.89,-68.17,31.36,261.73,0.0
3.0,2.0,209.08,67.72,-6.97,-28.47,10.32,-87.59,-2.25,-125.88,-37.02,8.61,-50.43,-6.35,-27.66,-24.65,21.2,-85.52,-0.22,5.67,-27.95,10.03,11.86,71.72,-42.83,-17.15,-18.04,-57.9,0.0
2.0,2.0,53.2,21.83,-21.08,-52.53,-40.89,-36.21,-3.39,-47.23,-6.26,-4.88,-176.12,66.72,-33.06,-7.55,29.35,16.87,4.44,-5.98,-46.39,-6.49,62.33,59.72,-125.62,21.91,6.94,-126.62,0.0
2.0,3.0,43.79,-82.77,3.1,-256.82,31.82,65.7,39.36,16.21,-43.57,-6.56,-31.54,29.32,-55.44,64.32,-6.67,97.69,0.76,-5.93,-5.77,-4.1,-5.25,-35.81,25.88,-61.52,30.72,16.95,1.0
1.0,2.0,-21.17,-100.49,-160.46,-229.47,6.85,87.94,-40.89,43.31,5.16,8.41,118.51,-3.6,35.67,16.45,-1.55,-10.59,1.71,-6.8,-32.89,13.2,119.53,-60.35,-46.58,-30.38,-26.22,-34.34,1.0
3.0,2.0,-66.63,-27.7,-93.12,-381.07,17.2,97.69,131.17,65.38,-40.22,4.95,-46.18,37.24,38.23,7.4,8.6,-53.8,1.22,-2.27,-54.52,11.62,110.25,-46.9,33.34,-5.55,-21.99,-323.9,1.0
2.0,1.0,-83.42,-113.03,-154.51,-172.67,20.26,82.51,-109.09,64.42,-3.51,-0.54,28.48,9.34,6.49,3.0,-39.56,38.96,2.07,4.0,-44.45,-5.98,165.46,-30.34,-52.34,-27.79,-54.34,-103.64,1.0
1.0,1.0,-57.24,-35.98,-74.61,-153.9,17.67,-40.64,-122.81,7.65,-43.49,-5.57,91.25,18.83,-0.88,13.79,5.34,18.67,-2.27,-2.1,-12.83,-11.55,78.29,77.78,-37.55,-3.47,-38.98,109.84,1.0
2.0,1.0,-40.37,19.07,-121.97,15.9,-5.42,-7.42,76.24,24.11,-35.42,-0.64,11.47,24.72,-85.13,-2.18,-34.4,-31.34,-2.33,-2.23,-37.57,8.44,93.8,12.07,-48.26,-21.31,-32.31,147.01,1.0
3.0,2.0,161.51,192.58,-45.03,-156.35,0.08,-20.8,-104.98,-18.42,30.58,0.26,145.98,-20.17,-74.58,35.62,10.93,-29.89,1.52,4.68,-51.8,4.53,38.15,-0.71,-23.09,-36.1,-25.58,81.43,0.0
3.0,3.0,109.54,-32.64,52.01,69.72,35.2,-71.16,-21.87,-100.33,-4.65,1.26,82.97,4.33,-2.31,-21.28,48.45,-19.48,-1.35,-3.65,14.54,-1.06,-59.15,-59.32,11.28,-39.38,15.15,162.85,0.0
1.0,1.0,24.74,-18.59,-90.36,-300.66,-30.23,25.45,30.37,-58.46,4.71,-8.16,-52.98,-28.74,0.7,-36.3,5.25,10.68,-3.91,3.45,53.24,3.21,4.91,33.06,-77.74,-5.64,56.04,260.43,0.0
3.0,1.0,-22.74,26.57,-25.93,-80.35,-1.68,-98.05,-50.27,-67.72,-15.12,1.87,-20.29,6.34,10.92,-16.12,21.79,7.83,-0.6,9.64,-11.7,-9.39,58.39,-32.77,-93.3,-23.88,-31.39,-103.89,0.0
2.0,1.0,-95.74,57.0,-65.44,-155.24,-5.07,23.1,-135.97,43.5,8.36,2.34,-288.35,-20.45,-13.32,-34.74,10.18,-65.26,-2.69,-1.17,-11.45,20.15,40.12,-11.6,-70.5,20.39,32.03,-178.87,0.0
1.0,2.0,-66.68,-106.37,-93.78,-49.84,-17.06,-80.09,129.0,-63.73,-44.82,-2.11,-50.18,-8.56,7.84,-32.89,19.2,25.93,2.29,5.66,-15.33,20.47,77.45,103.31,-62.09,0.39,-66.5,-208.91,0.0
2.0,2.0,-25.49,-24.7,-115.49,-80.57,1.25,-8.74,-48.52,162.31,-41.62,4.44,-74.95,-13.25,37.9,-25.68,9.03,34.77,-2.42,2.87,54.58,41.9,-14.73,-18.06,-127.25,-49.02,39.86,21.47,1.0
2.0,2.0,147.29,-119.87,-30.2,-57.82,-13.62,-75.03,104.19,109.69,8.19,-5.41,-168.48,-62.21,51.84,-28.44,-25.04,118.89,-2.01,2.48,24.73,2.97,31.18,147.5,-130.22,12.69,26.37,-160.33,0.0
3.0,1.0,-40.94,72.91,-115.38,3.05,-32.45,32.16,-58.34,-133.88,-27.16,0.72,-159.5,8.97,4.98,35.33,-10.94,159.13,-1.08,5.6,-25.81,18.05,77.9,-140.42,-52.53,46.45,-23.55,-31.5,0.0
3.0,3.0,34.53,-53.33,-14.25,23.21,-41.6,124.15,-68.13,48.71,12.05,-4.88,101.18,53.51,19.31,-63.83,-0.97,43.13,-1.38,-0.65,-14.84,16.26,-8.79,-1.33,70.22,34.02,37.3,-27.13,1.0
3.0,2.0,86.93,-126.14,-67.62,-200.36,7.96,-15.23,-126.94,126.49,15.46,0.33,103.13,-31.74,-48.94,-7.74,-11.06,11.69,1.54,2.02,36.42,7.57,23.28,-58.97,-39.27,-13.75,30.77,53.67,0.0
3.0,3.0,21.84,31.01,15.76,393.52,50.98,-31.72,-35.27,-86.03,-15.09,-4.33,-32.0,42.84,-4.75,-51.69,-6.48,18.1,2.07,5.0,-43.11,27.25,-18.61,-189.39,-14.73,-26.42,11.46,-60.76,0.0
2.0,3.0,62.84,-46.94,77.02,-200.03,-17.87,66.3,87.37,-50.73,54.89,-5.96,-136.28,44.67,10.82,17.32,25.46,36.42,-2.5,3.48,-2.73,-14.02,-24.71,-90.89,31.44,0.42,16.98,-258.74,1.0
2.0,2.0,-6.9,92.14,-2.72,64.58,8.04,-65.42,107.28,71.76,-7.41,-3.89,37.07,49.99,7.36,-5.09,-7.41,-21.11,-0.04,-2.31,-14.19,1.38,6.01,32.66,-27.09,-17.68,-9.92,65.22,0.0
3.0,2.0,91.22,-33.96,-64.7,-165.95,19.62,66.68,142.82,-92.32,13.47,-2.29,0.32,-42.16,-17.47,57.74,2.08,42.75,2.67,4.77,-33.31,13.81,60.09,100.67,-11.6,-52.35,-8.7,-207.92,1.0
2.0,1.0,100.15,-26.56,-52.97,-387.9,-14.89,-22.98,-6.36,34.08,-0.17,-1.71,153.07,56.76,24.28,-16.3,-40.8,23.51,2.57,1.35,11.02,26.76,35.97,-9.66,23.72,19.62,-12.05,-400.09,0.0
3.0,3.0,-49.29,-109.97,-6.11,-267.36,-13.18,96.9,-79.3,34.21,22.16,0.66,35.35,-21.88,-58.96,-0.06,-4.48,23.35,1.16,-6.16,-22.26,-15.1,26.92,21.95,-34.78,3.04,45.09,-9.18,1.0
2.0,3.0,-44.06,-105.34,-49.81,-33.11,7.09,102.15,-98.01,-29.27,10.29,-5.05,-73.23,-17.66,3.81,-85.58,12.45,-34.41,0.72,-6.07,68.34,-15.7,-6.14,35.88,-168.0,-4.36,-34.82,-28.28,0.0
