cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
2.0,2.0,2.0,1.0,120.55,-210.61,98.83,25.26,-130.66,111.91,21.71,-134.67,20.0,-15.6,-58.51,-20.06,-7.4,-1.5,1.89,-5.65,19.97,-115.92,49.52,60.28,8.28,1.0
1.0,2.0,2.0,0.0,-302.47,-144.46,-28.12,-49.69,-48.22,-70.93,-71.43,4.26,47.44,20.98,36.26,69.18,34.17,0.26,-37.96,3.4,-2.42,140.08,-17.74,110.48,-22.0,1.0
1.0,2.0,3.0,1.0,-38.51,119.19,-100.37,-19.48,-1.04,-316.2,-113.15,92.08,-16.08,-86.97,129.64,-101.66,42.87,-0.2,-7.3,0.89,3.79,-104.64,-27.42,109.06,54.7,2.0
1.0,1.0,1.0,2.0,-161.39,110.96,42.34,-48.93,49.54,23.84,45.98,8.8,56.68,65.6,37.2,-50.98,-89.17,-0.35,32.95,-2.6,30.99,177.77,35.39,-131.09,-6.09,0.0
1.0,2.0,2.0,2.0,68.98,-11.56,14.72,37.0,12.73,-203.24,-15.15,-5.86,-71.55,-120.2,-56.82,-19.63,12.61,-1.64,-16.45,-4.37,-8.23,-99.44,29.29,81.66,-56.94,0.0
1.0,1.0,2.0,1.0,-284.42,-192.41,94.8,-11.83,-71.89,138.05,-8.91,-65.4,-172.32,127.76,-28.73,54.27,27.39,0.43,9.87,5.33,-10.9,-22.26,-50.11,-47.06,76.77,0.0
2.0,2.0,2.0,1.0,-57.62,-114.72,-30.53,-35.72,-18.54,-170.19,26.91,-64.5,-133.93,-5.63,-14.68,-34.13,-95.86,1.75,-107.57,0.68,-1.32,-151.48,-22.87,68.55,-12.15,2.0
1.0,1.0,2.0,2.0,-37.92,26.76,-16.23,48.77,41.99,172.67,-20.22,21.94,-52.57,13.09,31.48,82.04,61.08,-1.52,38.59,4.93,34.02,98.85,16.63,-20.86,68.61,0.0
1.0,1.0,1.0,2.0,171.87,97.48,-24.49,-24.21,-6.4,302.32,-90.11,51.35,124.61,-11.28,-12.97,62.65,26.54,0.26,0.87,4.75,-18.61,68.28,-27.53,54.39,0.46,1.0
1.0,1.0,2.0,1.0,141.6,5.81,45.94,-1.06,-22.39,-103.76,-20.7,72.82,4.44,-159.53,-14.25,14.87,13.0,0.29,26.12,-2.68,-20.03,8.23,3.28,7.04,-88.61,1.0
2.0,2.0,2.0,2.0,31.01,-239.63,24.09,58.06,79.77,234.48,-28.05,23.61,34.96,-187.04,19.96,79.11,-18.73,1.05,3.72,1.46,45.5,263.38,-69.9,-46.36,11.29,0.0
2.0,1.0,1.0,1.0,70.37,-208.48,14.07,15.7,-10.98,-212.12,95.18,-30.36,-102.45,-10.92,59.34,-87.35,-8.04,0.36,9.43,0.53,53.2,-110.03,-47.75,-62.66,-8.69,0.0
1.0,2.0,2.0,2.0,34.33,-121.46,-17.92,-19.61,27.86,80.2,-60.79,-15.92,-205.72,37.84,55.73,29.29,-33.25,-0.7,25.91,0.94,39.06,-185.91,-37.73,-65.52,62.37,1.0
1.0,1.0,2.0,2.0,85.11,100.97,18.6,7.46,-29.84,215.18,15.35,-34.85,59.54,8.68,0.87,38.33,38.34,1.09,18.9,1.91,-17.85,17.86,-51.39,22.75,60.23,1.0
1.0,2.0,2.0,1.0,-254.61,17.48,-48.77,44.89,-81.7,367.73,12.57,59.26,-40.88,84.41,-101.66,14.0,-25.0,1.36,28.13,-8.23,-7.37,164.46,94.86,-126.94,-35.58,0.0
2.0,2.0,3.0,1.0,158.67,-98.62,76.41,10.34,-41.3,115.4,-66.93,6.98,103.14,24.63,12.43,13.3,-59.57,-0.87,9.77,0.93,-17.28,-78.64,-24.25,-57.75,-73.06,0.0
1.0,2.0,2.0,2.0,91.34,4.24,-76.19,19.37,-224.68,342.48,21.49,-74.71,112.77,78.75,-68.94,9.64,-2.26,-0.65,65.64,-5.19,-1.74,-111.77,24.81,212.24,-45.45,1.0
2.0,0.0,2.0,2.0,365.96,-109.42,-31.65,-47.56,-183.95,36.29,-63.35,-97.13,45.95,17.34,21.08,-73.13,7.33,-0.48,88.46,2.28,62.47,-330.98,-40.34,125.77,11.01,0.0
1.0,2.0,1.0,2.0,-170.78,93.76,85.29,-12.45,86.62,36.97,-23.11,1.51,20.27,-30.79,7.79,62.55,12.33,1.64,-42.64,1.67,14.25,167.26,11.53,-99.75,-83.66,1.0
2.0,3.0,2.0,1.0,208.73,-194.31,51.98,101.15,74.4,208.29,-116.61,-6.68,133.84,-28.79,-43.6,63.29,13.87,1.02,-30.29,-1.26,80.66,-3.03,-64.83,135.52,-51.14,0.0
1.0,2.0,2.0,2.0,-22.58,87.81,-0.07,29.35,30.77,38.81,33.71,-6.42,-107.54,-70.27,-6.1,-44.77,-43.64,1.49,6.87,8.38,2.96,2.58,71.45,38.39,-31.03,2.0
1.0,2.0,2.0,3.0,-123.35,240.35,-2.06,42.59,-184.38,11.39,13.82,38.39,-20.84,207.35,-5.93,-16.82,-3.83,0.2,90.62,-1.6,-2.9,-228.79,40.97,7.88,6.96,0.0
2.0,2.0,1.0,2.0,163.88,-24.19,-30.46,-15.28,-50.08,-223.73,-53.24,-14.62,44.36,-104.41,-65.43,10.69,42.5,1.48,-142.62,-6.38,16.9,-176.12,-19.74,86.81,-93.53,2.0
2.0,2.0,1.0,1.0,286.27,26.01,11.62,22.48,-63.65,-272.95,-51.19,42.43,82.06,-102.8,65.25,28.08,56.14,-0.54,-60.99,0.77,17.23,-228.81,-52.67,-18.42,-16.15,2.0
1.0,2.0,2.0,1.0,140.86,234.62,-14.5,36.75,-259.13,-362.99,-13.42,19.25,133.62,-119.33,-16.39,68.55,-6.93,-1.96,71.05,0.19,18.61,-272.41,-41.94,-43.36,31.96,0.0
1.0,2.0,2.0,2.0,-128.32,75.74,-77.3,-9.47,-205.86,-66.27,-52.23,-18.58,166.59,12.41,-13.39,-3.32,30.64,1.28,63.84,-0.35,8.54,-43.55,52.71,159.33,56.99,2.0
1.0,2.0,1.0,1.0,-342.13,-2.4,-7.81,21.6,-75.47,-50.93,-52.17,14.01,-23.64,-0.56,73.59,27.92,-0.48,0.04,-8.88,-3.3,14.1,94.47,26.54,11.84,-7.27,1.0
1.0,2.0,2.0,2.0,-220.06,198.6,-81.74,-91.77,161.29,-9.73,10.66,-6.35,11.23,177.26,-51.19,-5.83,-49.76,0.25,-5.29,1.2,62.6,133.79,-93.79,-20.54,58.24,2.0
2.0,2.0,1.0,2.0,17.82,44.86,-10.93,-21.26,-84.43,54.92,91.37,-67.61,80.26,108.58,-6.43,16.55,-11.85,0.25,1.45,0.77,20.79,-57.29,-17.85,-92.09,94.91,1.0
2.0,1.0,1.0,1.0,94.89,-67.35,-3.21,-39.79,42.79,56.94,-79.06,105.99,110.39,54.27,63.23,-24.56,-62.48,-0.38,-57.3,4.2,-28.56,56.74,-18.34,23.75,18.82,2.0
2.0,1.0,2.0,1.0,382.65,-69.13,-15.67,-46.66,9.46,-238.94,7.21,-21.18,-141.89,-187.19,-23.71,-12.89,51.42,-1.92,65.27,3.04,-40.09,-268.32,-68.62,1.67,-46.32,2.0
1.0,2.0,1.0,2.0,-196.08,-40.25,34.23,-8.81,-200.13,-115.92,-36.09,-37.46,-79.08,25.93,-19.33,-15.41,44.38,0.22,33.27,6.62,-37.45,-180.64,15.67,-18.73,-64.23,2.0
2.0,2.0,2.0,2.0,-137.4,-115.37,10.3,56.63,109.28,-60.04,24.3,64.57,29.77,-3.26,-41.84,61.88,11.38,-1.27,-21.04,-2.51,-57.46,199.31,26.18,32.28,121.25,0.0
1.0,3.0,1.0,2.0,-424.56,213.66,86.18,17.26,-122.65,259.17,110.81,-146.13,-108.52,161.71,84.55,15.79,50.07,-2.09,9.35,-1.18,-20.41,-12.08,19.8,-44.7,-14.53,2.0
1.0,3.0,1.0,2.0,-223.75,-106.08,4.01,-5.56,-121.94,-151.25,-78.8,31.53,41.28,-119.82,-49.5,0.1,-23.92,-0.89,-44.06,-0.71,60.46,53.73,6.88,24.81,81.13,0.0
1.0,2.0,1.0,1.0,60.13,-34.5,-2.03,-65.18,-95.83,484.87,10.99,-45.59,136.55,95.61,-26.72,33.66,55.75,-0.87,-18.93,4.9,-4.06,72.98,-16.73,17.31,81.72,1.0
1.0,2.0,1.0,1.0,140.98,105.78,15.07,32.24,-172.37,190.36,-65.9,-2.4,-129.09,172.23,7.54,-2.16,-31.64,0.49,26.18,-3.27,70.78,-447.92,-90.86,-28.11,-45.02,2.0
2.0,3.0,1.0,1.0,-141.52,-176.73,7.89,-45.41,-384.82,-647.27,-114.13,-102.5,281.29,132.62,32.99,0.05,-42.23,0.23,42.25,1.0,-44.51,-401.61,-22.46,-30.73,54.92,0.0
2.0,1.0,0.0,2.0,105.14,-118.28,-16.48,-4.95,-19.66,-193.57,-3.96,61.52,-31.17,-56.38,64.78,-9.58,-73.59,-1.61,58.73,-5.19,101.59,-84.43,95.88,-62.53,-19.27,1.0
2.0,1.0,1.0,1.0,-71.97,-6.99,-44.98,66.03,131.3,-274.15,60.09,3.16,-0.28,75.95,-50.23,-42.92,-36.88,-0.81,-50.8,-2.6,-19.57,78.34,13.37,-41.97,-69.66,1.0
1.0,1.0,2.0,1.0,-51.33,39.91,12.19,33.37,-113.87,-164.83,38.93,49.39,-16.27,-1.52,44.59,15.59,-16.79,-1.27,60.34,1.3,-69.63,-48.5,15.27,-101.01,18.34,0.0
1.0,1.0,2.0,1.0,94.25,-50.89,43.88,-17.51,-181.9,379.15,-22.32,11.63,-140.5,-54.89,9.66,42.02,-18.11,-0.12,-23.78,3.81,66.92,-133.85,69.92,26.64,138.52,0.0
2.0,2.0,1.0,2.0,213.77,-260.76,-12.12,14.22,176.74,-77.03,-91.75,32.94,-18.25,87.86,18.65,-48.76,123.47,-2.07,72.97,0.78,25.35,-117.45,10.21,71.94,5.87,2.0
1.0,2.0,1.0,2.0,-246.4,94.78,-3.94,-44.75,123.76,190.83,-12.5,60.54,39.32,221.0,20.56,-89.49,20.02,-1.17,-25.25,-3.16,12.25,206.67,49.51,-18.31,-10.39,2.0
1.0,2.0,2.0,1.0,118.03,148.32,9.34,24.72,192.26,-324.32,-185.03,53.5,123.46,-60.36,37.08,44.93,92.83,-1.12,-100.04,-8.61,67.23,-10.83,-2.16,118.36,79.16,2.0
1.0,1.0,1.0,2.0,159.89,90.53,-41.93,-7.55,-355.22,-45.96,-63.99,16.89,-46.85,-1.55,16.6,-28.15,24.03,-1.32,-20.5,-0.99,-11.14,-465.58,-1.12,43.23,-42.07,0.0
2.0,2.0,3.0,2.0,-89.52,63.43,0.96,-51.41,-44.44,-101.3,140.13,42.34,73.54,33.09,4.62,-31.5,44.93,1.09,53.48,0.37,12.81,113.27,4.12,-22.82,-68.3,1.0
2.0,2.0,2.0,1.0,282.36,-128.7,69.02,-0.76,270.58,-237.91,-24.53,82.76,-106.62,-172.16,-5.55,-21.62,-15.28,0.23,-13.25,0.41,-1.54,-5.43,-7.52,72.37,-91.22,2.0
2.0,2.0,2.0,1.0,0.06,-207.96,27.53,18.91,46.74,-173.78,-60.38,-37.27,-159.81,39.7,7.15,-83.41,-43.53,0.11,69.63,-3.75,26.12,-224.59,55.66,-20.34,53.46,2.0
2.0,2.0,3.0,1.0,-24.13,84.68,119.59,-25.96,-7.4,-325.39,8.96,69.53,196.01,-245.92,130.01,-105.24,-20.67,-1.52,-74.61,-2.01,13.06,211.93,-44.2,13.26,-7.89,0.0
1.0,2.0,1.0,1.0,-139.43,-51.13,50.67,-8.29,-56.85,-107.25,-41.48,59.74,-76.03,-37.22,26.17,-39.83,42.08,-0.15,68.56,-0.94,28.39,-18.77,-99.07,-28.19,-10.4,2.0
1.0,1.0,1.0,2.0,-101.79,-23.37,-97.77,39.53,-225.36,-210.9,-9.8,209.8,-30.37,-117.7,46.73,31.05,-58.88,0.94,25.46,2.61,-25.54,-14.33,7.91,-52.14,-71.53,2.0
1.0,1.0,2.0,2.0,-40.93,21.44,12.01,32.75,40.11,-96.08,15.03,13.93,-23.23,19.64,25.45,37.38,4.59,0.04,24.27,-3.3,18.72,36.41,50.01,-74.35,-23.62,2.0
1.0,1.0,1.0,1.0,-224.01,36.73,-48.9,-59.23,-64.69,-189.84,-67.15,77.93,187.67,22.67,-28.7,5.43,6.5,-0.27,-0.16,-3.85,53.55,189.07,3.09,-33.81,-17.74,2.0
1.0,1.0,1.0,1.0,76.88,212.24,-47.46,-65.4,-81.12,74.81,8.65,-1.09,72.69,-32.2,-29.48,21.39,-19.6,1.21,115.87,1.27,-52.2,-31.57,51.3,78.24,-149.8,2.0
2.0,1.0,1.0,1.0,32.36,-334.95,-123.7,6.25,-9.62,-103.48,97.79,-14.66,6.32,-98.82,-98.75,-126.63,-19.46,-1.26,-21.43,5.72,-8.78,137.1,111.54,11.12,-77.88,1.0
1.0,2.0,2.0,1.0,36.0,-0.93,9.41,-72.2,77.83,113.76,-108.19,-101.3,-82.68,111.29,2.25,24.07,89.74,0.38,-21.53,-3.78,10.43,-200.77,15.76,-53.27,-3.34,1.0
2.0,1.0,1.0,1.0,-2.86,66.36,-3.78,11.32,87.41,-149.18,-87.08,-36.68,231.21,0.68,-5.57,-5.06,54.25,-1.77,5.93,-4.7,26.21,149.05,-15.47,66.71,16.74,2.0
2.0,2.0,1.0,1.0,141.77,-39.6,-1.95,-3.07,12.58,-139.28,-21.49,-57.61,124.43,78.82,-64.25,91.67,26.35,0.94,37.22,1.46,73.08,-136.06,21.73,63.0,30.63,0.0
1.0,1.0,1.0,2.0,-2.72,166.39,-48.25,33.85,-31.48,185.68,-14.47,5.34,165.09,34.28,4.76,53.89,-2.95,-0.76,-12.44,-6.86,13.93,119.97,-43.53,-37.1,83.3,0.0
1.0,0.0,0.0,1.0,435.1,347.47,10.7,20.23,-330.67,-129.65,-14.03,29.06,132.97,-136.37,-98.2,-25.77,10.89,-0.11,34.47,-1.87,13.15,-395.32,-19.96,-76.93,65.28,0.0
1.0,1.0,1.0,1.0,-146.89,160.18,-8.06,-12.91,-40.14,-202.04,-28.89,94.02,9.65,11.19,-20.37,-53.94,35.83,-0.1,-39.44,-0.62,-18.97,7.0,9.76,44.19,-40.96,2.0
1.0,2.0,2.0,2.0,38.35,-143.15,41.51,15.89,-104.38,459.82,-9.03,-156.62,54.69,59.65,8.63,50.59,-84.88,1.72,10.72,0.89,11.83,-8.05,-7.99,11.3,-80.88,1.0
1.0,2.0,2.0,1.0,0.59,-156.44,-5.96,-47.32,-64.54,307.21,-18.12,-18.42,-81.05,53.96,46.72,-33.01,66.27,-0.76,-39.44,2.78,-11.37,-84.83,18.78,-65.03,51.1,0.0
1.0,2.0,2.0,2.0,-244.56,77.58,-13.89,24.51,28.39,-9.6,-59.2,-52.28,-66.49,106.49,-72.15,0.36,-16.22,-0.37,4.99,0.64,15.06,-35.05,70.09,22.01,-173.62,1.0
2.0,1.0,2.0,2.0,314.27,-279.82,46.18,1.8,41.25,-222.48,-80.02,78.21,54.07,-16.07,-33.72,-19.45,69.32,0.5,5.11,1.24,72.06,-141.25,-83.2,-18.88,37.37,2.0
1.0,1.0,1.0,1.0,-69.68,232.86,-6.47,-52.79,64.85,-53.29,21.65,18.26,151.62,-5.36,-17.67,7.63,-21.32,-1.01,94.39,-0.48,-27.22,197.76,-66.46,40.95,-10.91,0.0
1.0,2.0,1.0,2.0,-521.14,-11.99,21.88,12.26,-94.46,-254.16,-37.11,58.96,114.95,-81.15,25.37,47.17,-38.88,-0.54,62.81,-3.04,61.29,335.11,41.92,-73.99,-106.8,1.0
2.0,2.0,2.0,0.0,-86.39,-18.18,-64.8,-34.3,-23.05,-160.59,-61.12,33.42,45.77,21.7,-26.39,23.33,30.27,-1.04,48.45,-0.21,21.91,-49.36,-6.45,28.62,29.42,2.0
2.0,2.0,1.0,2.0,204.64,78.83,-30.33,-14.68,-142.88,-345.42,80.22,76.61,79.58,-101.78,-20.05,-51.91,-61.42,-0.3,-58.07,-1.5,-33.0,-186.33,22.06,119.86,84.15,0.0
2.0,2.0,2.0,2.0,-54.94,30.34,-29.06,-18.22,-23.11,151.88,43.57,-17.17,12.27,192.49,-64.94,-43.22,-4.83,-0.7,-50.74,-1.4,54.77,-44.79,-60.11,-148.01,-45.83,1.0
1.0,2.0,2.0,2.0,-275.45,-63.07,16.17,48.11,46.84,-129.21,-4.17,24.52,37.96,-67.91,-85.82,36.01,-82.19,0.65,-31.1,-4.17,27.78,242.1,20.17,146.33,-74.47,1.0
2.0,1.0,1.0,1.0,-60.07,127.72,20.5,7.11,64.63,28.43,47.92,-4.35,70.59,138.25,31.67,26.0,-13.65,-0.41,-9.66,6.31,52.14,84.5,30.61,70.7,63.12,2.0
2.0,2.0,2.0,1.0,0.38,-124.54,28.11,35.6,42.44,-84.82,6.06,47.03,-27.88,15.91,-34.38,3.13,2.69,1.33,-81.8,-6.24,7.83,10.13,-24.67,13.25,-91.95,1.0
1.0,2.0,1.0,2.0,-13.79,304.46,-11.61,89.9,128.52,35.36,9.79,126.8,-50.02,56.75,-29.82,-66.26,-20.82,-0.21,-86.7,-1.5,32.78,30.98,-4.75,33.21,30.02,1.0
2.0,1.0,1.0,1.0,200.35,208.2,-57.43,28.97,-154.1,-202.3,74.17,-56.96,114.23,26.31,10.05,-7.5,-38.06,-0.66,-63.97,-0.41,-6.56,-228.59,17.63,91.04,4.76,0.0
2.0,2.0,2.0,1.0,255.78,-83.76,12.7,36.44,77.34,-262.87,-7.92,-40.36,176.58,-14.24,-47.55,-97.24,8.2,-1.17,-77.31,-5.87,-8.4,-90.39,-10.69,-8.77,99.95,2.0
1.0,2.0,1.0,1.0,343.85,-55.8,40.99,-139.9,-163.83,153.96,-76.31,5.49,-44.45,-13.42,-5.62,15.21,29.95,-1.5,34.82,-2.83,-8.19,-380.85,6.5,-18.16,60.57,0.0
1.0,1.0,3.0,1.0,197.7,135.23,-85.21,42.05,-195.7,-249.18,-32.26,-11.07,90.62,-172.76,-32.49,-9.03,-9.15,1.08,-23.36,-2.08,8.91,-198.56,9.12,-22.72,-56.02,0.0
1.0,1.0,2.0,2.0,285.1,-12.54,77.98,-32.01,-239.28,378.12,-83.5,96.52,-101.47,-49.29,-78.11,-10.12,-1.39,0.83,22.1,5.88,22.83,-282.47,80.4,126.77,26.21,0.0
1.0,2.0,2.0,1.0,-128.48,73.41,16.73,-17.44,50.81,-68.12,-41.8,3.14,0.16,30.55,-25.22,-123.38,-50.19,1.6,-51.02,0.51,-23.48,47.47,-58.13,-54.12,-113.57,2.0
1.0,2.0,1.0,1.0,85.6,197.69,-28.83,-56.99,193.44,-288.36,-153.66,82.87,8.83,29.31,-24.61,28.07,-140.35,-0.45,87.32,-0.81,-10.26,-130.38,23.35,-64.85,64.28,2.0
2.0,2.0,0.0,1.0,-20.42,-66.97,-0.21,-5.12,121.32,-111.55,-36.28,-13.22,255.95,-15.21,-24.11,-31.25,0.43,-0.51,107.09,-0.33,14.59,246.57,-70.73,-3.85,74.44,0.0
2.0,1.0,2.0,2.0,33.73,-105.57,28.02,83.03,-13.82,-13.31,17.49,35.1,96.41,-149.24,-34.05,-23.05,21.95,-0.68,-12.2,-5.41,-71.33,193.92,-22.42,-22.86,-16.65,0.0
2.0,2.0,1.0,1.0,-251.22,-255.34,48.03,70.4,66.29,-165.17,65.72,133.8,121.95,-43.3,-28.48,38.54,-11.23,-0.27,-48.24,-5.25,1.5,407.26,58.26,27.46,45.15,1.0
2.0,1.0,1.0,1.0,-205.09,-140.95,-45.73,-29.61,68.65,-274.79,100.76,-59.82,27.71,-115.96,22.46,57.15,30.29,-0.05,31.94,0.81,32.87,300.27,-13.41,68.04,88.62,0.0
1.0,1.0,1.0,1.0,106.61,-41.42,23.08,-39.89,-133.36,137.32,-8.09,-22.5,-5.88,-27.58,-6.11,-39.02,8.31,0.49,46.92,1.08,19.07,-111.36,-38.42,98.16,-67.1,1.0
1.0,1.0,0.0,1.0,44.87,117.69,60.79,26.44,-113.62,-28.45,-20.7,-72.49,105.57,-60.56,56.98,-5.74,-39.97,0.25,-75.09,1.33,-24.01,-24.64,-30.3,33.22,54.94,0.0
2.0,2.0,0.0,1.0,-77.07,-150.94,17.93,17.04,-58.75,-74.43,-75.15,28.38,56.32,31.91,-57.79,-29.76,93.3,-0.78,-38.17,-2.68,49.54,-1.24,10.17,-30.35,37.21,1.0
1.0,2.0,2.0,1.0,-107.26,-199.64,3.97,51.64,-365.77,280.04,-24.74,130.96,-139.0,-151.89,23.14,41.79,68.32,-0.71,76.38,3.32,0.96,-71.83,38.04,-53.48,50.41,1.0
2.0,2.0,2.0,2.0,144.82,70.2,-19.61,88.89,33.83,175.62,14.85,-94.29,91.88,186.8,17.87,-131.83,-100.17,-0.05,-7.08,-2.28,-20.03,-131.99,-38.17,25.81,-71.07,2.0
1.0,1.0,2.0,2.0,89.19,37.92,76.21,29.35,21.88,79.49,-28.4,-25.76,1.26,-9.87,-29.7,11.35,-113.0,0.11,-48.37,2.52,24.68,-16.58,-4.57,30.47,-10.67,1.0
1.0,1.0,1.0,2.0,-38.56,-83.9,-84.79,78.9,-35.74,124.02,-6.9,86.87,35.62,50.48,-86.65,20.28,-0.89,1.7,48.72,-2.89,26.4,107.54,-27.49,-4.65,-92.28,2.0
1.0,2.0,2.0,2.0,-3.08,27.01,-24.95,2.06,-197.01,110.84,62.72,-22.88,-72.68,77.43,46.85,-35.52,40.27,0.27,29.46,1.53,51.74,-239.93,-26.45,29.65,29.57,0.0
1.0,1.0,1.0,2.0,303.9,16.31,-55.74,44.95,-224.47,13.57,-8.4,-17.14,-73.56,24.14,-47.76,-23.18,-7.8,-1.38,-19.76,-0.28,-50.6,-420.25,9.67,-35.74,1.08,0.0
1.0,1.0,2.0,1.0,71.72,102.46,-44.04,84.82,-203.01,111.64,-4.1,-53.04,69.33,196.03,4.89,-51.89,37.42,0.74,47.79,1.67,16.64,-272.4,23.96,-119.36,-118.11,0.0
1.0,1.0,1.0,2.0,-30.08,-151.33,24.54,-46.51,19.88,89.93,-39.25,85.76,41.24,-127.23,46.49,-7.97,64.27,-0.02,-60.19,-2.57,6.23,257.89,-16.43,-9.37,84.44,0.0
2.0,1.0,0.0,1.0,68.05,-127.72,22.76,-17.54,-41.1,10.29,1.63,-21.32,38.71,-113.24,-94.41,63.95,-75.87,0.21,-51.81,-2.94,-39.36,58.32,-81.18,47.94,38.32,0.0
1.0,1.0,1.0,0.0,-74.55,126.33,31.77,34.46,-13.2,325.46,23.09,6.86,-32.15,248.26,0.32,20.35,22.39,-0.97,13.17,1.89,15.39,-20.16,-73.01,20.24,-90.87,2.0
2.0,2.0,1.0,1.0,16.22,-0.82,-26.48,-18.87,-7.1,-122.14,32.0,-33.92,-68.53,-4.89,84.05,25.38,1.2,0.6,67.51,-4.02,5.26,-119.66,7.3,48.23,-44.7,0.0
2.0,2.0,1.0,1.0,43.36,-259.85,-112.71,-46.94,-40.17,84.96,-31.27,-45.05,-139.4,70.87,-4.3,-2.42,-21.35,0.71,14.9,-1.65,-17.91,-193.49,16.47,-62.06,97.49,1.0
1.0,2.0,3.0,2.0,-25.59,-24.78,-44.28,10.49,40.78,-53.73,-25.46,36.9,-98.89,46.89,87.22,39.24,-81.18,0.56,-53.56,1.46,-17.11,-74.55,14.11,38.28,52.8,1.0
2.0,2.0,1.0,1.0,2.36,13.28,64.06,80.88,-63.09,-80.58,87.32,-0.33,182.59,42.44,-21.05,46.01,-21.0,-0.3,42.74,3.38,2.4,83.29,55.47,-27.11,35.94,2.0
1.0,1.0,2.0,1.0,-148.9,133.18,39.82,-33.3,181.49,142.85,-85.28,40.55,-5.91,149.77,-11.26,-75.79,-64.39,0.93,-104.12,0.18,23.49,142.1,-7.07,-127.2,104.97,2.0
1.0,2.0,2.0,1.0,37.52,54.95,12.03,-4.35,31.49,-70.18,-0.92,58.98,55.55,-56.84,-29.16,-28.46,1.96,0.51,16.93,-5.96,-28.25,67.19,-92.99,40.57,-32.24,2.0
2.0,1.0,2.0,0.0,262.21,-74.97,-19.29,50.83,-58.87,-296.59,10.14,-15.68,-22.8,-161.03,-25.21,32.51,26.72,0.71,24.27,-3.29,49.77,-209.99,51.3,83.73,-65.46,2.0
2.0,2.0,2.0,1.0,-112.05,-48.0,54.79,-0.08,59.77,-146.95,3.64,-10.97,-50.26,-2.86,150.24,-6.87,22.83,-0.3,20.06,4.68,14.99,16.44,2.54,3.94,57.14,1.0
1.0,3.0,2.0,2.0,-169.22,38.34,61.57,-35.79,-66.07,0.32,-30.69,-38.5,54.7,87.67,28.83,-32.19,80.06,1.01,84.94,-2.33,-35.36,-41.42,85.67,72.23,43.13,2.0
2.0,3.0,0.0,1.0,-65.62,193.05,34.86,-24.29,-54.48,-314.11,40.92,-113.86,84.07,314.84,-45.47,-103.33,34.82,-2.44,51.0,6.88,44.69,-350.38,78.7,50.42,75.59,0.0
2.0,2.0,2.0,1.0,277.12,-304.61,-20.05,-35.66,211.77,-101.63,-85.35,41.17,-59.96,113.03,56.12,106.14,-52.44,-0.54,-38.11,0.5,5.36,-173.29,143.15,-29.58,98.35,2.0
1.0,2.0,1.0,1.0,-89.83,5.88,-15.31,-11.46,101.97,83.37,44.0,-24.44,-79.99,52.77,-19.1,64.69,-76.09,0.02,-108.46,-0.48,19.44,41.46,-22.48,88.42,101.58,2.0
1.0,2.0,1.0,1.0,-68.24,65.99,57.67,38.83,-317.53,-107.76,-68.87,-26.09,26.13,-44.72,-18.8,56.21,-11.85,-1.39,-38.61,5.38,-28.82,-248.48,-23.28,2.13,54.42,0.0
2.0,2.0,2.0,1.0,-208.06,219.76,57.75,68.17,355.06,-328.75,-25.96,-77.87,50.68,197.91,8.08,-29.53,-45.19,1.87,-72.34,1.07,48.2,111.04,37.0,-3.45,59.83,1.0
1.0,1.0,2.0,1.0,285.33,77.65,50.34,-0.63,-192.26,-10.6,-45.46,-29.1,9.06,-93.22,42.63,5.09,45.73,-0.65,36.35,3.92,20.52,-288.1,2.83,-33.22,41.74,1.0
1.0,2.0,1.0,2.0,-310.17,57.49,26.99,-47.4,61.38,16.12,12.94,92.26,0.71,-35.04,80.53,97.34,95.47,-0.16,-62.22,-0.15,-38.01,314.34,-39.8,-27.58,-5.86,0.0
2.0,1.0,2.0,2.0,187.92,-113.91,68.44,59.4,7.2,114.49,-29.05,-47.56,92.74,-70.45,23.41,62.57,-3.99,0.28,41.71,-0.84,14.21,68.88,-11.61,13.04,92.57,1.0
1.0,1.0,1.0,2.0,193.76,-54.71,49.87,32.14,-35.36,189.43,-36.99,15.18,-99.94,-14.41,-13.35,-37.4,-38.38,-0.35,2.33,4.67,-55.04,-163.48,-2.34,-197.48,-48.96,1.0
2.0,1.0,1.0,1.0,58.87,115.0,57.49,8.48,119.33,-191.75,90.55,162.7,49.22,-135.97,-27.04,-3.78,29.89,-0.43,92.42,-1.03,18.5,218.04,-5.11,-46.96,6.82,0.0
2.0,2.0,2.0,0.0,251.28,-187.62,-12.89,48.67,193.37,-324.47,6.88,48.79,-29.8,-128.86,-16.8,15.24,-16.36,-0.17,53.42,3.38,-4.68,-30.88,-44.63,-34.66,-34.4,2.0
1.0,1.0,2.0,1.0,283.82,218.18,-15.99,-31.81,-122.21,365.52,-84.47,-38.04,102.56,-57.1,10.08,-69.92,2.06,1.51,23.09,-2.48,9.21,-130.81,31.78,52.76,78.25,1.0
2.0,2.0,2.0,2.0,-110.47,42.81,26.9,40.15,-170.87,-93.12,46.84,-60.81,56.47,-11.42,20.57,22.55,-44.87,0.82,58.78,0.75,-45.15,-51.15,4.74,33.47,-24.17,2.0
