cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,target
1.0,1.0,1.0,1.0,-102.55,8.0,26.75,15.48,103.68,-35.07,-7.78,-285.88,-121.74,-50.73,-40.66,67.74,3.87,-85.76,109.95,76.01,0.0
1.0,0.0,2.0,1.0,-77.72,111.44,-21.8,-24.8,-82.03,51.65,5.14,-104.72,-160.42,8.3,-4.22,-470.11,0.1,-7.67,-85.33,45.08,1.0
1.0,1.0,1.0,1.0,-91.76,-85.57,32.73,15.59,-47.38,38.11,-1.24,54.76,18.37,30.85,33.93,-266.92,-10.25,-56.29,-48.25,60.74,0.0
1.0,1.0,1.0,1.0,34.23,74.02,-44.39,32.4,-119.51,24.77,-7.78,-45.19,51.04,27.0,40.26,-314.49,-7.26,28.69,-115.87,2.65,1.0
1.0,1.0,0.0,2.0,-68.84,-4.22,-15.78,17.19,87.16,-31.67,14.69,-24.41,-23.17,-2.31,55.25,52.97,3.61,92.8,-1.31,4.76,0.0
1.0,1.0,1.0,2.0,-162.4,68.92,-51.17,18.01,123.34,42.92,-0.86,-46.28,-46.44,-42.28,-22.09,133.14,16.05,-38.35,79.96,69.54,0.0
1.0,1.0,1.0,1.0,-141.28,-124.59,-21.28,-11.88,58.09,25.93,7.92,37.26,25.74,-14.65,-12.48,-9.77,-11.42,90.12,47.61,9.93,1.0
1.0,0.0,1.0,2.0,-87.47,17.64,4.41,-24.65,1.85,67.69,-4.82,-3.15,-74.11,53.81,24.76,-217.28,-2.57,-158.92,18.77,-61.35,0.0
1.0,1.0,0.0,1.0,-0.97,-19.88,-3.95,9.12,65.29,11.63,-9.29,-4.98,162.16,32.29,-6.31,115.33,-2.59,16.83,32.55,-5.49,0.0
0.0,1.0,1.0,1.0,297.1,8.74,8.11,-0.67,-84.55,29.26,-5.41,-151.03,56.92,-4.61,35.87,27.42,14.56,16.56,-168.51,9.66,1.0
1.0,1.0,1.0,0.0,59.1,-1.76,-28.36,-19.99,117.78,28.82,-5.21,65.32,-265.75,0.85,-75.38,157.11,25.42,96.99,-59.0,-8.87,0.0
1.0,1.0,1.0,1.0,-27.86,-45.73,-16.01,-43.0,-48.29,-20.54,3.49,108.25,-84.16,54.04,0.73,-165.97,3.6,-58.5,-14.08,-20.54,0.0
1.0,1.0,1.0,1.0,-170.12,-128.51,19.52,17.26,52.01,-19.91,3.98,-96.55,-93.72,13.38,-62.74,-377.05,-5.57,16.49,-41.92,46.28,1.0
1.0,0.0,0.0,1.0,-8.71,-0.2,66.28,5.56,97.81,3.9,-5.73,7.38,-97.67,19.44,43.74,123.42,-6.86,115.14,11.14,-73.51,0.0
1.0,1.0,1.0,1.0,-35.38,28.64,-2.23,-15.49,9.63,25.65,-1.55,-367.87,-92.49,-55.03,76.92,-45.29,9.5,-44.19,51.62,-124.1,0.0
1.0,1.0,1.0,1.0,-35.39,-103.95,10.32,-0.32,-109.93,-81.93,5.14,0.07,-139.4,86.41,-37.22,-247.45,-9.3,-97.72,78.46,5.02,1.0
1.0,1.0,0.0,1.0,38.72,106.89,-31.98,13.09,-42.77,7.24,-3.04,-183.25,-116.62,85.25,18.02,-361.38,-3.23,-102.51,-61.55,56.98,1.0
1.0,0.0,2.0,1.0,-32.0,52.15,20.25,35.08,-101.78,94.29,-6.47,-109.85,-79.98,71.11,28.96,-695.24,4.84,-61.43,-118.92,-20.37,1.0
1.0,1.0,1.0,1.0,54.96,-75.56,-16.94,11.91,-75.86,-54.42,2.68,-1.61,-113.63,38.74,-25.16,-106.56,4.72,27.71,-10.9,86.89,0.0
1.0,0.0,1.0,1.0,197.63,88.37,-60.34,-7.84,-110.26,9.37,4.25,12.28,-48.89,5.5,22.93,-68.64,14.35,-96.84,-161.85,16.19,1.0
1.0,1.0,0.0,1.0,-64.05,17.42,-54.8,1.46,91.82,16.83,1.79,-107.65,95.89,-24.97,24.69,93.03,-2.15,73.23,27.68,-22.13,0.0
1.0,0.0,2.0,1.0,-95.1,-5.9,7.09,34.29,-56.23,-8.86,9.21,-197.3,193.8,65.71,-15.84,-801.13,-1.6,-64.62,-149.85,-24.72,1.0
2.0,1.0,0.0,1.0,63.29,-59.73,57.08,3.69,145.53,47.45,-5.14,118.39,79.19,38.8,-102.83,309.89,-17.07,-85.16,29.03,-8.09,0.0
1.0,1.0,1.0,1.0,27.24,-4.97,27.64,-30.68,-143.0,-14.94,-0.08,-24.28,-11.64,43.39,1.34,-283.42,-9.71,110.76,-26.65,-1.12,0.0
1.0,1.0,1.0,2.0,33.25,17.62,-30.25,-28.21,28.08,23.08,-2.96,11.05,-6.75,-8.7,7.3,99.64,16.31,-5.14,20.3,-47.04,1.0
1.0,1.0,1.0,1.0,-79.05,-27.86,-70.17,-1.34,-97.79,-76.42,-5.99,81.52,73.11,74.55,-14.21,-249.75,4.89,4.63,45.21,38.88,1.0
1.0,1.0,1.0,1.0,102.53,-55.62,32.89,31.37,36.42,36.44,-1.17,-66.61,-149.6,71.93,0.55,91.72,-8.14,27.71,92.52,6.46,0.0
1.0,0.0,1.0,1.0,156.86,2.89,-44.86,-22.24,-248.18,74.46,7.27,-33.32,123.52,16.87,-21.27,90.25,2.22,0.55,83.59,20.09,1.0
0.0,0.0,1.0,1.0,-29.56,24.5,20.15,22.1,-85.13,5.22,-2.1,-439.37,-39.21,34.41,-11.12,-892.21,-1.45,-20.78,-229.25,106.37,1.0
1.0,0.0,1.0,1.0,-103.54,-35.75,-30.4,-4.96,-200.79,-39.76,-3.05,-22.73,46.59,28.44,-17.37,-510.35,-9.19,-71.21,-28.37,-31.59,1.0
1.0,1.0,1.0,1.0,-42.98,31.66,8.75,22.77,-77.38,-28.43,1.88,-126.96,-100.83,1.16,-74.54,-311.32,15.45,45.73,-71.97,-22.1,1.0
1.0,1.0,2.0,1.0,-113.89,-75.31,-63.14,-12.68,-94.25,25.82,-7.01,-123.25,-143.93,37.86,-45.2,-661.43,18.37,126.81,-105.43,-41.19,1.0
1.0,1.0,0.0,2.0,-66.58,-22.44,1.14,-0.77,-3.03,68.72,-13.05,23.7,-211.89,-29.68,-45.42,186.8,-18.9,103.83,70.85,-3.54,0.0
0.0,2.0,0.0,1.0,188.81,-18.45,12.8,11.82,38.66,33.46,13.72,-370.1,-51.89,0.42,-37.18,-174.97,1.79,-94.08,-198.66,-2.03,1.0
1.0,1.0,1.0,1.0,46.65,-17.4,-6.85,-20.27,124.2,15.0,4.58,6.96,88.97,8.08,-36.91,209.72,-0.63,-112.09,-6.13,-25.14,0.0
1.0,1.0,1.0,1.0,-54.63,-96.98,35.38,17.83,-33.01,-14.91,-1.74,-111.37,16.79,29.55,-41.64,-319.41,-28.88,-46.88,-45.32,-99.5,1.0
1.0,1.0,0.0,1.0,-62.7,98.23,17.65,25.99,31.27,24.82,-2.42,-145.46,-162.66,-21.11,24.04,28.46,-8.16,25.42,34.73,23.48,0.0
1.0,1.0,1.0,1.0,-27.52,-19.09,12.3,-31.7,89.72,-18.67,0.25,-39.11,-41.57,-21.63,15.96,245.34,3.28,-226.66,76.76,9.89,0.0
1.0,2.0,1.0,0.0,-141.73,19.21,0.36,-23.2,98.26,26.93,-4.48,-88.91,-1.4,85.14,-36.0,-643.07,-4.91,122.88,-183.03,-62.91,1.0
1.0,1.0,0.0,1.0,71.05,14.3,-48.81,-57.45,-39.01,-28.86,2.55,-95.78,-22.95,87.06,-41.84,-262.7,5.62,71.03,-60.81,22.77,0.0
2.0,1.0,0.0,0.0,-23.04,-65.87,5.2,-24.0,106.69,-25.72,9.24,165.19,153.94,13.71,1.09,206.89,-11.11,-95.57,-29.92,18.58,0.0
0.0,2.0,0.0,1.0,-7.83,107.45,-5.49,-10.96,-59.0,-68.51,-10.34,-200.4,88.17,51.25,2.78,-393.71,13.13,-50.37,-74.05,45.58,1.0
1.0,0.0,1.0,1.0,-104.62,105.27,-4.6,10.49,-111.14,16.47,-18.51,-38.21,-104.55,-36.06,126.4,-215.09,4.97,-97.81,-12.66,43.39,1.0
1.0,1.0,0.0,1.0,-65.5,83.97,3.24,-3.45,126.63,-1.85,-14.35,-60.68,83.2,16.29,13.97,96.49,-7.62,-24.62,48.85,-2.48,0.0
1.0,1.0,0.0,1.0,4.96,-38.93,-6.61,0.91,41.29,-32.57,-5.09,71.37,21.75,40.63,-48.8,48.45,-8.07,-212.11,-54.55,-103.21,0.0
1.0,1.0,0.0,1.0,165.4,70.4,13.61,20.36,-41.39,20.34,4.19,-125.63,68.59,24.86,-39.34,-145.83,-3.4,-5.48,-154.11,-59.56,1.0
1.0,1.0,1.0,1.0,76.9,95.25,-28.49,-20.09,74.08,-31.33,9.43,-43.47,10.68,14.21,-37.28,161.87,3.56,48.38,7.01,59.96,0.0
0.0,0.0,2.0,0.0,-31.62,-34.45,6.01,10.9,-180.71,-36.4,-8.76,-262.9,-57.58,45.08,6.01,-969.26,16.21,45.25,-221.79,-71.66,1.0
1.0,1.0,1.0,1.0,81.3,-62.89,-34.7,19.38,-34.53,6.73,-8.93,39.22,-158.46,58.9,18.59,-301.65,-2.38,50.86,-175.24,32.91,1.0
1.0,1.0,1.0,2.0,24.13,-72.6,-29.69,-10.88,-28.65,-22.9,0.84,18.88,54.41,-73.14,62.65,357.77,-5.38,-37.88,74.63,107.64,0.0
1.0,1.0,1.0,1.0,37.59,-98.88,-5.29,25.51,52.73,17.88,3.36,-228.47,-118.26,83.54,22.79,60.07,-14.97,-163.96,185.61,35.98,0.0
1.0,0.0,1.0,1.0,-99.65,-38.53,9.46,-4.35,15.29,19.11,-4.27,-296.31,74.61,49.04,9.24,-613.09,2.12,-7.66,-109.54,-65.4,1.0
0.0,0.0,2.0,1.0,-89.84,-4.64,32.09,31.94,-152.07,71.92,-3.25,-268.39,-35.72,-0.22,31.68,-895.87,19.96,-63.5,-228.07,-74.29,1.0
1.0,1.0,1.0,1.0,84.07,97.6,-66.84,-4.23,41.56,2.97,0.02,-92.72,-27.77,41.1,-88.0,39.02,16.19,13.17,40.67,3.7,0.0
0.0,0.0,2.0,1.0,-74.95,96.02,-19.56,-44.53,-239.47,-13.11,1.41,-178.18,-113.65,-31.33,26.6,-711.56,-18.0,118.68,-167.59,36.46,1.0
1.0,0.0,0.0,1.0,-153.51,-105.89,-13.79,6.64,6.73,6.02,-0.36,8.02,-15.78,-49.48,9.48,7.23,-1.58,-113.79,-16.09,-94.3,0.0
0.0,1.0,0.0,2.0,175.52,52.02,-8.63,14.57,-51.85,0.25,-0.41,-250.8,48.07,40.51,-30.77,-193.89,16.44,-187.95,-131.43,123.68,1.0
1.0,0.0,1.0,1.0,199.7,21.05,10.73,-11.42,-46.98,8.81,6.65,2.86,111.41,35.56,15.03,84.33,-8.06,77.94,-70.53,-1.6,1.0
1.0,1.0,0.0,1.0,-38.51,18.46,-44.19,35.25,112.71,-20.67,6.01,-46.55,-13.87,26.06,47.54,63.64,18.62,91.02,12.08,-61.68,0.0
2.0,1.0,1.0,2.0,-168.93,11.86,64.19,27.06,91.7,16.46,-1.32,101.33,-269.6,50.2,-10.62,-165.09,9.91,-109.81,56.88,32.82,1.0
2.0,0.0,1.0,1.0,140.98,132.81,3.09,0.04,-183.5,11.38,-2.93,342.42,50.38,39.41,4.57,101.98,-0.34,40.22,-18.41,-30.37,1.0
1.0,1.0,1.0,1.0,-113.08,36.35,16.51,-5.09,69.94,41.36,-3.05,-156.5,104.77,102.84,0.69,-536.54,16.87,21.14,-33.63,-63.47,0.0
1.0,1.0,1.0,0.0,45.91,-152.59,-18.32,5.29,27.79,15.15,8.3,-185.57,88.91,27.64,-1.14,-50.83,-22.53,14.1,39.16,-18.93,0.0
1.0,1.0,1.0,1.0,-101.12,18.81,-9.41,-43.14,-40.98,-5.92,-13.62,33.3,-132.53,5.35,-23.88,-220.99,3.85,69.34,2.3,-28.3,1.0
1.0,0.0,1.0,1.0,-199.68,-2.94,-4.96,-11.29,-188.2,32.26,1.45,-36.65,-220.87,-31.13,-67.92,-498.44,9.05,5.83,-42.8,52.02,1.0
1.0,1.0,2.0,1.0,-48.58,-3.13,-31.39,-4.1,26.09,-35.63,-0.77,-102.11,-82.22,27.28,0.41,-495.56,-13.42,62.22,-125.87,-14.87,1.0
0.0,2.0,0.0,1.0,97.09,-28.13,47.44,29.11,-106.08,-64.72,-5.16,-307.03,47.79,60.26,73.16,-349.33,6.2,24.91,-58.45,-8.47,1.0
0.0,0.0,1.0,2.0,-104.11,2.79,25.16,-1.6,-154.28,81.76,-14.16,-288.9,-9.46,-25.27,-3.35,-694.2,-7.84,73.23,-161.84,-3.1,1.0
1.0,1.0,1.0,1.0,111.18,-96.0,-7.04,-18.02,98.09,7.14,-2.52,-153.13,101.52,9.53,-55.11,207.13,-2.97,-81.59,35.88,-105.64,0.0
1.0,1.0,0.0,1.0,124.63,55.09,26.32,-13.14,71.53,-1.93,-2.21,26.65,76.92,27.35,33.85,269.36,-9.35,-69.47,19.2,9.19,0.0
1.0,0.0,1.0,1.0,-56.36,-34.45,-57.44,57.63,-113.11,22.63,-9.94,-35.21,175.28,27.2,-23.67,-328.57,3.02,-76.75,-13.49,19.54,0.0
1.0,1.0,0.0,0.0,15.25,21.75,-22.83,-29.59,164.5,42.24,-7.01,140.93,40.22,-20.49,-9.76,284.81,15.05,76.19,-78.23,-44.35,0.0
2.0,1.0,1.0,1.0,-183.16,-20.38,27.05,-3.15,246.99,13.15,0.22,5.06,49.7,-47.88,14.35,250.85,0.22,-28.52,88.31,55.81,0.0
1.0,1.0,1.0,0.0,-146.21,22.26,30.27,-11.41,139.49,-10.06,-6.37,-388.11,-110.11,-104.21,-51.87,-17.3,-9.65,60.76,66.82,3.25,0.0
1.0,1.0,0.0,1.0,174.89,39.68,9.08,1.17,-11.97,29.02,1.89,-82.62,-105.94,58.52,48.19,-239.35,-7.89,-17.56,-216.9,81.19,0.0
1.0,1.0,1.0,1.0,-85.05,-50.34,-3.23,-21.97,10.8,30.03,-7.79,-365.38,-33.9,-74.63,-69.85,-17.06,4.23,-99.43,86.88,39.63,0.0
1.0,1.0,1.0,0.0,1.61,49.75,51.31,0.14,-3.1,74.79,-8.48,-342.58,-27.19,-38.32,-54.94,71.58,-1.91,95.87,115.71,8.62,0.0
0.0,0.0,1.0,1.0,-187.43,40.04,24.87,-18.55,-141.1,49.02,-9.06,-300.61,-74.5,10.5,31.89,-1002.73,-5.43,120.37,-210.24,7.22,1.0
1.0,1.0,1.0,1.0,72.16,0.82,6.04,-46.33,-72.28,-31.62,-5.59,-238.93,-132.46,28.52,43.72,-129.83,1.28,17.19,21.95,28.57,1.0
1.0,1.0,1.0,2.0,-10.14,18.56,20.2,-13.39,-70.8,50.63,-8.0,-146.88,-125.43,59.81,-34.13,-293.1,16.17,-38.87,47.33,-63.79,0.0
1.0,0.0,1.0,1.0,-37.16,53.64,13.59,15.11,-20.61,7.46,-2.48,-34.41,68.57,6.04,47.68,-87.57,15.26,127.91,18.8,32.43,1.0
0.0,2.0,0.0,1.0,-9.83,19.45,-4.11,28.39,-70.91,44.81,7.4,-401.22,-66.84,28.06,60.34,-445.34,-4.05,17.4,-68.33,124.06,1.0
1.0,1.0,0.0,2.0,-157.54,15.4,13.73,-23.96,212.15,-91.43,3.99,-15.81,169.09,8.39,-30.71,20.92,13.4,-138.25,3.34,38.21,0.0
1.0,1.0,1.0,1.0,-124.1,-9.82,-29.38,18.69,105.6,-18.19,-0.92,-248.89,-79.01,-85.25,26.55,155.13,-19.44,-135.77,135.33,-40.75,0.0
1.0,0.0,1.0,1.0,-114.15,29.72,1.28,-36.26,-23.95,-38.08,2.22,-243.73,196.51,-16.39,-40.11,-569.08,4.06,-99.06,-149.04,-15.94,1.0
1.0,0.0,0.0,1.0,-150.68,-31.98,-16.91,-21.13,-27.3,32.56,-6.2,-43.6,45.52,-38.77,37.9,-105.61,-5.28,-130.03,-30.27,-7.58,0.0
1.0,1.0,0.0,1.0,1.76,80.05,43.49,48.48,43.22,22.26,-1.31,221.41,12.11,30.83,-40.08,133.07,-15.54,99.19,-37.19,-24.14,0.0
1.0,0.0,1.0,0.0,-36.97,-96.35,-10.81,-11.82,-224.9,37.48,-7.42,-133.17,-112.41,14.77,50.66,-539.37,5.5,-111.4,-71.6,62.03,1.0
1.0,1.0,1.0,1.0,178.04,16.21,28.51,20.28,135.97,-10.52,1.18,-298.11,58.19,-2.7,9.27,319.31,0.51,-231.11,72.94,-27.76,0.0
1.0,0.0,0.0,0.0,260.97,-15.72,-52.97,-40.54,-110.54,28.83,3.55,-19.58,-127.11,45.58,5.49,82.43,-12.97,27.38,-67.88,45.86,1.0
1.0,1.0,0.0,0.0,23.11,37.67,1.65,30.88,-63.98,27.82,1.07,-80.5,82.64,-19.89,-20.09,39.49,0.17,108.88,-16.92,-10.55,0.0
1.0,1.0,0.0,1.0,-14.46,33.58,-0.55,-0.99,60.82,-18.63,-1.96,-11.26,-92.89,-17.28,19.35,248.44,7.1,-83.98,68.07,-34.99,0.0
1.0,1.0,1.0,0.0,-86.95,46.39,-27.41,-20.43,-24.44,24.43,-8.39,-325.02,29.5,-68.46,-24.53,24.65,22.26,-211.4,119.83,-12.74,0.0
0.0,1.0,0.0,2.0,207.25,-26.36,3.26,23.87,57.6,8.22,3.7,-353.7,297.81,-4.9,37.46,-162.52,-5.35,6.37,-230.91,20.33,1.0
1.0,1.0,1.0,1.0,7.46,171.78,30.85,8.4,16.51,-23.04,3.51,-81.09,72.73,-22.52,-19.29,197.57,-4.86,-30.4,76.54,26.96,0.0
2.0,1.0,0.0,2.0,-44.77,-6.04,-14.57,-4.35,76.2,28.24,-7.4,234.39,112.08,26.3,-8.57,207.49,10.02,105.38,-20.62,18.64,0.0
2.0,1.0,1.0,0.0,-159.42,109.37,22.42,-37.09,-106.61,22.76,6.99,54.57,10.04,108.63,-60.8,-318.5,-15.15,-82.65,136.52,51.3,1.0
1.0,1.0,1.0,1.0,-116.78,19.72,47.8,13.68,-21.92,-1.66,-5.05,-36.47,-141.86,98.18,-10.68,-496.63,-8.89,-31.43,2.48,-28.53,1.0
1.0,1.0,0.0,1.0,85.69,45.41,25.18,4.23,149.27,-25.04,4.09,-284.58,-22.59,-46.34,51.69,241.47,-7.2,-96.82,-3.65,-15.33,0.0
1.0,1.0,1.0,1.0,-21.19,-16.22,25.03,-53.23,90.13,-27.65,-1.34,-121.16,30.57,-29.07,-15.73,317.58,-0.14,-7.22,169.57,25.64,0.0
2.0,1.0,1.0,1.0,76.39,35.2,25.03,26.78,147.57,-40.25,8.59,-77.02,53.36,46.91,-1.19,269.31,-14.0,-60.0,95.45,-34.63,0.0
1.0,0.0,2.0,1.0,147.85,31.31,-4.04,-11.78,-130.17,1.78,-9.48,-143.27,-110.37,94.23,-0.12,-519.53,-25.22,4.02,-104.11,19.39,1.0
1.0,1.0,1.0,1.0,26.87,-7.04,-29.7,-31.65,10.26,0.54,-0.31,-169.02,-55.91,-2.89,19.02,-48.98,-3.85,23.72,-13.35,-0.82,0.0
1.0,1.0,1.0,1.0,-41.14,-4.21,6.64,25.63,-133.81,-24.11,-0.04,-151.82,74.58,76.85,4.77,-606.61,1.85,-130.09,-60.09,-61.28,1.0
1.0,1.0,1.0,0.0,-28.81,-5.26,5.68,-5.65,18.22,83.25,-2.83,-147.51,3.27,-32.09,-2.31,56.0,-13.5,74.58,37.02,39.03,0.0
1.0,1.0,1.0,0.0,-144.25,-35.06,-41.6,-12.47,-10.03,-7.63,-2.17,-48.61,-127.73,-77.78,-37.58,35.52,0.74,40.69,13.51,6.82,0.0
1.0,1.0,1.0,1.0,-120.74,34.52,-36.83,-25.02,5.51,-62.86,-5.56,-38.62,126.6,63.71,-62.83,-454.63,-6.4,-86.06,-52.06,-31.2,1.0
0.0,2.0,0.0,0.0,85.2,-0.84,-1.36,-7.37,-109.76,34.2,3.04,-347.4,-7.7,28.45,46.22,-342.12,-7.34,138.34,-78.45,2.86,1.0
1.0,0.0,2.0,1.0,60.0,31.39,-1.95,-38.91,-176.14,13.41,2.61,-173.05,2.14,28.85,75.12,-548.84,-1.82,95.59,-123.86,19.14,1.0
1.0,1.0,1.0,1.0,-47.42,46.82,-7.84,26.66,81.54,-18.86,-6.89,-150.85,64.03,-41.68,-45.62,196.75,11.17,79.79,91.83,23.69,0.0
1.0,1.0,1.0,2.0,-104.07,11.44,10.98,19.07,44.07,-11.13,-1.12,-122.93,-61.17,-76.09,6.83,211.05,2.62,-43.22,127.5,-63.31,0.0
1.0,1.0,1.0,0.0,-212.11,29.35,35.19,6.65,-0.45,-33.96,-0.82,99.8,-22.61,-28.23,-33.79,-51.67,-0.82,80.01,69.58,26.82,1.0
1.0,1.0,1.0,1.0,-62.65,43.28,-73.38,17.89,143.71,34.69,-0.7,-223.5,3.18,-17.82,-32.55,109.25,-6.12,-167.6,99.67,22.58,0.0
1.0,1.0,0.0,1.0,121.91,50.39,51.33,-15.45,89.17,-32.04,0.59,-260.17,-168.01,55.04,50.04,238.15,-0.22,41.76,159.92,-45.76,0.0
1.0,1.0,1.0,0.0,-27.99,102.96,-10.99,16.46,-34.86,30.64,4.9,-165.95,-123.85,85.74,76.37,-117.12,5.62,-14.66,151.85,-30.26,0.0
0.0,1.0,0.0,2.0,140.28,-34.9,13.61,-44.21,-47.34,27.36,2.28,-189.79,135.18,55.77,-16.43,-210.64,0.79,133.12,-96.59,-16.52,1.0
1.0,1.0,1.0,1.0,123.35,-36.23,-4.97,23.72,19.75,-33.69,2.47,80.71,19.52,74.43,-12.47,-144.97,-7.8,31.56,-134.96,-17.27,1.0
1.0,0.0,1.0,2.0,-212.26,-48.0,52.28,7.04,-32.07,21.96,4.38,-243.55,4.64,37.32,34.52,-772.09,0.21,114.17,-115.23,0.06,0.0
0.0,2.0,0.0,1.0,21.54,-5.91,60.27,28.99,59.93,-48.89,3.3,-225.99,-0.72,97.82,-48.29,-451.16,-11.91,-97.42,-130.4,49.77,1.0
1.0,1.0,1.0,0.0,11.34,1.64,2.4,39.77,-79.72,57.74,-7.7,-117.77,32.9,27.14,28.58,-245.81,23.83,-2.57,-19.13,104.96,1.0
1.0,1.0,1.0,1.0,73.37,-6.78,55.42,-7.96,-82.18,-58.18,8.93,-165.36,-29.18,82.0,41.52,-238.28,0.63,-49.17,9.78,-9.07,0.0
0.0,1.0,2.0,1.0,-147.08,104.88,-36.11,25.2,-27.07,55.6,2.55,-305.39,259.42,100.05,53.62,-1062.1,-7.47,100.06,-190.01,-11.36,1.0
1.0,0.0,1.0,1.0,-16.62,16.22,-23.72,23.38,76.8,-43.27,-5.94,-178.42,18.17,77.02,40.2,-371.48,-0.93,146.49,-53.94,-68.11,1.0
1.0,1.0,2.0,0.0,-207.0,-1.04,0.34,-1.39,148.15,26.81,-0.31,-533.91,112.95,-102.27,59.05,-142.07,-14.92,82.8,108.93,44.59,0.0
1.0,1.0,1.0,0.0,-125.57,6.76,-56.14,-11.02,141.39,73.71,5.32,-237.25,-65.02,-47.65,52.32,31.63,7.23,-21.97,61.64,39.1,0.0
1.0,0.0,1.0,1.0,-117.53,-60.61,9.04,20.95,-72.32,26.62,-2.08,-213.74,-1.65,25.24,-6.06,-704.4,-2.06,27.37,-138.55,57.56,1.0
1.0,1.0,1.0,1.0,-81.95,-43.94,13.72,-1.96,-123.02,-36.34,-0.51,-145.86,133.9,28.02,-19.43,-225.72,-5.01,25.01,82.61,17.3,1.0
1.0,1.0,1.0,1.0,-22.62,28.7,-84.48,-30.45,67.92,54.66,2.29,-326.35,48.31,-50.74,38.87,141.45,21.75,-90.78,137.97,-87.35,0.0
1.0,1.0,1.0,2.0,-141.88,104.65,0.12,-8.26,106.27,-27.66,4.33,-282.04,163.73,-99.56,-2.41,143.62,8.13,101.58,144.45,-78.8,0.0
1.0,1.0,0.0,1.0,-40.81,60.87,15.33,-0.84,21.86,-13.2,4.64,41.9,22.16,-28.4,18.57,200.72,1.29,33.12,45.53,-18.89,0.0
1.0,1.0,0.0,1.0,194.45,-17.22,87.01,-6.25,150.61,-56.48,3.79,-502.5,140.26,-29.15,8.42,401.76,10.01,-31.05,110.52,106.81,0.0
1.0,1.0,1.0,1.0,30.93,-39.32,54.9,-25.88,43.71,3.35,7.77,-269.36,36.14,-31.09,-2.3,8.54,-8.38,112.37,-15.49,-2.22,0.0
1.0,1.0,1.0,2.0,108.54,50.98,-30.81,-11.93,14.61,3.53,7.07,-299.28,-28.52,91.42,-0.17,87.78,7.11,-124.14,214.93,-15.4,0.0
1.0,1.0,0.0,1.0,100.38,-4.8,20.26,-7.18,91.36,7.77,10.66,-92.64,-196.03,39.58,0.34,238.69,11.1,77.69,80.64,-22.09,0.0
1.0,1.0,1.0,1.0,-46.68,28.74,-13.59,14.51,-16.42,27.74,2.63,-142.29,-3.57,31.53,51.42,-266.85,11.48,-54.08,-5.02,-4.42,1.0
1.0,0.0,1.0,1.0,265.82,-75.29,-14.87,12.52,81.1,-49.0,13.64,26.31,54.28,-21.95,50.06,187.64,-25.51,20.48,-206.67,-56.27,1.0
1.0,1.0,0.0,1.0,160.39,-25.68,-14.25,-22.38,-41.04,-51.78,-8.4,-151.0,-57.9,45.34,32.23,-67.66,18.1,17.31,-79.01,17.55,1.0
1.0,1.0,1.0,1.0,-91.12,-47.87,37.81,28.05,2.26,-38.09,-0.57,-284.68,119.01,18.28,7.86,-573.13,-1.59,-80.56,-129.22,-56.05,1.0
1.0,0.0,1.0,1.0,-54.31,73.3,23.07,0.25,-108.03,-27.49,-4.92,-114.07,-29.39,10.14,-5.68,-351.16,-21.16,54.11,-39.28,24.53,1.0
1.0,1.0,1.0,0.0,-173.6,30.79,-26.17,38.53,211.98,13.01,-10.23,-91.01,-32.27,-46.22,3.94,92.61,2.65,-6.02,36.07,61.63,0.0
1.0,1.0,1.0,2.0,-3.23,9.49,-38.29,-42.41,46.32,-18.49,2.06,-318.15,-185.4,122.62,8.41,-754.86,1.47,161.64,-138.71,-90.21,0.0
1.0,0.0,1.0,2.0,264.08,-2.61,-7.24,38.14,-95.7,20.66,-7.8,57.98,84.7,29.93,-37.4,201.94,0.85,-64.77,-40.51,33.01,1.0
1.0,1.0,1.0,1.0,77.07,-81.0,33.42,-18.17,-51.17,-59.7,-1.97,-142.43,-211.11,37.47,-8.43,-100.31,1.83,-43.28,7.9,15.39,1.0
1.0,1.0,1.0,1.0,-60.22,84.42,-38.82,6.64,115.6,-29.65,0.18,-172.46,111.28,-65.39,-75.03,251.29,6.45,62.17,120.92,23.17,0.0
1.0,0.0,1.0,0.0,-93.29,9.14,18.81,-44.89,-111.78,78.72,-7.31,-219.99,-92.4,18.93,-24.77,-667.53,-15.76,97.27,-129.65,2.33,1.0
1.0,0.0,1.0,1.0,14.87,95.36,-13.67,15.13,-45.89,-18.42,-3.29,-204.75,83.2,122.57,7.6,-629.77,3.28,-177.68,-73.48,6.76,1.0
1.0,1.0,0.0,1.0,-62.09,-89.41,-50.9,23.3,70.29,114.18,1.39,-196.12,-20.72,-23.32,34.31,101.59,14.73,-13.19,88.9,72.58,0.0
1.0,1.0,0.0,1.0,104.59,89.36,10.51,1.33,135.94,-88.5,2.11,-288.67,-53.18,62.32,59.64,329.92,10.04,-9.06,213.56,27.76,0.0
1.0,1.0,1.0,1.0,-58.49,-19.84,-24.77,51.51,93.06,14.17,-10.98,-312.43,-2.08,-15.41,-10.76,-71.42,-0.17,4.01,35.3,-31.81,0.0
1.0,1.0,1.0,1.0,153.19,12.27,29.04,-16.25,94.46,-15.43,-17.27,-300.98,169.84,38.46,-31.98,226.4,-3.47,-22.72,134.09,-20.04,0.0
