cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,target
3.0,2.0,2.0,183.91,-122.52,-33.74,2.41,-1.15,12.31,-131.06,-10.5,-327.73,-1.57,-146.39,394.51,0.0
2.0,2.0,2.0,32.76,23.14,22.93,2.06,8.63,60.45,44.87,-53.85,391.95,-72.95,95.11,-437.83,1.0
3.0,3.0,1.0,78.71,99.09,-7.03,0.71,-2.59,-37.51,-40.66,-40.04,108.75,3.53,-68.8,270.82,0.0
2.0,1.0,2.0,42.83,-11.56,-19.9,-2.27,2.68,-7.34,-34.79,53.66,108.19,-3.82,35.49,-206.27,1.0
2.0,3.0,2.0,0.95,-133.69,26.47,0.63,2.39,-125.55,-13.14,-6.84,-145.09,17.83,56.7,-21.74,1.0
3.0,1.0,2.0,-28.9,52.92,-66.13,0.68,-2.15,72.12,-51.14,4.81,213.4,1.67,-21.61,58.78,0.0
2.0,3.0,2.0,-109.67,-141.53,33.91,2.33,-7.62,70.8,-27.42,-33.49,-262.73,2.71,-60.18,242.55,0.0
2.0,2.0,1.0,-21.25,213.44,0.53,-3.84,-9.64,-13.82,136.49,-25.34,6.22,-16.04,-130.49,498.86,0.0
3.0,2.0,2.0,-188.18,-45.39,-38.24,-1.13,-9.12,-24.33,-85.53,46.81,-64.66,0.48,7.47,247.44,0.0
3.0,3.0,2.0,1.01,28.9,-40.92,-0.25,1.34,-8.02,53.19,0.98,88.33,-14.51,17.74,3.89,1.0
3.0,1.0,3.0,28.79,-160.78,14.03,-3.76,4.92,-40.62,-22.23,20.54,-29.32,-43.53,59.12,-44.52,1.0
2.0,3.0,2.0,-147.48,225.67,-16.36,-0.69,-7.67,42.89,-93.68,49.64,143.17,17.08,-13.72,39.17,1.0
2.0,3.0,2.0,-40.69,1.09,-35.63,0.19,1.16,7.47,33.68,-25.94,93.23,-46.55,42.72,-149.73,1.0
2.0,2.0,2.0,-131.21,-174.87,-17.18,0.94,-6.21,91.67,7.03,-57.14,-252.81,-32.44,-46.33,206.4,0.0
2.0,4.0,2.0,114.11,23.62,51.59,5.05,2.2,-24.58,-35.67,-11.88,-9.29,34.92,-40.07,66.07,0.0
3.0,2.0,2.0,110.54,-89.95,-17.6,1.32,2.63,-100.49,-48.27,-23.35,189.65,-19.25,27.7,34.95,1.0
2.0,4.0,2.0,34.51,23.55,10.59,-2.76,1.34,-50.48,117.62,20.74,33.97,-27.26,4.43,26.87,1.0
4.0,0.0,3.0,-31.87,85.99,0.47,-0.3,6.15,-125.3,-117.05,-3.59,101.09,42.49,104.39,14.8,1.0
3.0,0.0,1.0,-103.63,-125.71,-57.49,0.83,-6.72,-47.28,-100.93,0.49,-198.24,-60.63,-45.23,464.21,0.0
3.0,2.0,2.0,68.29,13.05,53.99,-3.93,-2.08,46.5,-30.44,29.12,-38.31,-61.07,-93.59,298.15,0.0
2.0,3.0,2.0,3.35,-98.3,-19.75,-5.83,0.54,-0.47,49.61,-11.22,-156.94,-11.51,-21.92,139.54,0.0
2.0,3.0,1.0,39.74,322.07,16.8,1.17,0.53,-49.86,37.49,-7.95,184.77,-22.83,-44.21,170.89,0.0
3.0,3.0,2.0,9.29,256.12,31.58,0.89,2.21,-29.67,21.3,47.34,172.88,15.92,-3.79,117.33,0.0
3.0,1.0,2.0,160.69,129.31,44.67,-0.56,2.58,-18.96,59.35,19.33,61.27,-40.18,-82.42,239.59,0.0
2.0,2.0,3.0,33.41,-97.79,-47.51,-0.53,3.98,-52.38,44.11,-44.64,27.45,-24.12,61.74,-147.93,1.0
3.0,2.0,3.0,40.32,249.14,45.92,2.69,-0.42,-52.63,86.65,56.39,181.62,29.07,-4.79,49.98,0.0
3.0,1.0,2.0,-94.86,9.16,-75.6,-3.75,-7.05,22.49,-44.52,-1.0,-88.14,24.81,-41.26,239.13,0.0
2.0,2.0,2.0,-17.39,192.86,6.34,-2.02,-8.82,-34.45,-26.39,-66.16,39.29,-22.05,-75.53,240.26,1.0
1.0,2.0,1.0,82.21,-220.72,-53.47,-3.61,-0.17,-112.35,-32.74,66.22,35.44,-35.3,27.33,-67.25,1.0
3.0,4.0,2.0,-54.75,103.29,4.3,-0.63,-9.49,-24.35,-66.14,24.33,54.14,-64.63,-69.49,370.58,1.0
4.0,2.0,3.0,93.87,227.11,42.16,1.28,-2.41,-10.76,21.42,4.49,-90.55,-74.16,-111.21,391.11,1.0
3.0,2.0,2.0,162.45,65.53,-18.22,-0.3,0.92,32.48,-10.82,22.39,-36.97,-35.53,-118.44,275.57,0.0
2.0,2.0,2.0,8.02,144.83,-28.78,0.25,-2.33,-5.89,25.06,3.16,105.59,53.41,-30.35,109.05,1.0
1.0,1.0,3.0,-153.48,256.94,-1.99,1.01,-7.73,107.73,-63.99,8.04,216.68,-7.14,-10.99,-118.15,1.0
3.0,1.0,3.0,93.8,-110.16,-53.45,-2.67,2.06,80.98,130.42,11.79,-61.47,38.43,-42.64,4.1,0.0
3.0,2.0,3.0,-6.6,223.34,-61.17,2.16,2.03,6.49,-78.79,-29.93,111.67,-1.89,1.31,32.02,1.0
3.0,2.0,4.0,148.12,344.45,1.58,1.74,-3.99,9.73,133.16,-12.97,78.03,-57.55,-124.49,230.95,0.0
2.0,2.0,3.0,145.27,100.16,63.17,2.1,3.61,47.15,13.02,21.0,14.63,-64.66,-61.2,-18.34,0.0
2.0,2.0,2.0,41.89,84.98,-49.36,2.47,0.51,8.95,3.8,5.43,20.74,-31.58,-32.55,4.38,1.0
3.0,2.0,3.0,61.67,183.14,58.94,-4.72,6.46,-89.32,17.14,9.1,-110.2,1.5,14.52,53.21,1.0
2.0,1.0,2.0,-31.93,220.38,-17.04,1.42,1.26,-5.03,-76.22,24.49,-222.52,-73.0,-48.03,211.9,1.0
2.0,2.0,2.0,43.76,57.03,83.72,-2.19,1.29,-80.75,-36.95,68.69,182.86,13.16,40.69,-124.24,0.0
2.0,2.0,3.0,97.02,-71.33,-55.55,-3.42,1.86,1.43,-3.1,18.42,-125.81,0.48,-32.09,35.8,0.0
3.0,2.0,2.0,-74.12,189.54,-12.11,0.51,3.29,-83.95,-74.29,-25.8,-293.86,36.92,12.61,178.41,1.0
1.0,2.0,3.0,-62.53,160.14,2.68,-3.74,8.12,12.09,84.03,18.9,195.72,-55.06,124.0,-496.31,1.0
2.0,3.0,1.0,-71.37,88.22,11.3,1.88,-6.72,48.99,37.71,-17.22,179.63,-7.43,-49.65,202.13,0.0
1.0,2.0,3.0,-188.87,-67.49,-15.98,-0.83,-2.76,4.83,-30.5,-42.12,80.43,-2.32,115.45,-368.95,1.0
3.0,3.0,2.0,61.34,178.3,-80.94,-3.74,2.72,1.42,-57.78,-59.94,85.66,-55.05,-25.72,61.31,0.0
2.0,4.0,2.0,-23.92,-278.32,-48.03,-1.82,-2.12,-95.07,-16.82,-8.42,-121.15,47.01,57.87,-16.17,1.0
3.0,2.0,2.0,117.8,12.11,-0.48,2.52,0.17,-9.97,-82.48,17.15,-197.18,-15.75,-90.64,279.37,0.0
2.0,3.0,2.0,-63.52,5.91,25.21,1.77,1.36,11.72,75.48,24.12,249.26,-59.92,83.41,-309.71,1.0
3.0,3.0,2.0,36.63,60.97,-53.8,0.13,5.79,11.26,-27.79,35.5,268.58,-32.23,43.36,-113.63,1.0
1.0,2.0,2.0,79.22,13.26,22.09,5.12,0.03,18.01,82.33,-9.05,0.57,-67.13,-37.71,-124.43,1.0
1.0,2.0,3.0,-173.33,72.82,-57.53,2.71,-5.64,44.43,-91.79,-10.53,44.91,37.92,46.21,-200.66,1.0
3.0,3.0,2.0,70.73,-149.08,-2.32,-0.36,-0.65,87.95,136.05,1.61,-63.52,-68.17,-64.4,124.32,0.0
2.0,2.0,1.0,-73.72,-109.89,89.45,-0.26,-5.32,-48.47,-114.19,72.24,-24.91,-68.24,-14.18,266.3,0.0
1.0,2.0,2.0,-104.46,-57.99,26.72,1.07,1.34,-47.62,-168.39,5.14,166.06,-5.28,122.38,-338.23,1.0
3.0,2.0,3.0,86.34,146.39,-90.54,0.85,1.51,74.65,17.95,-27.81,106.3,40.93,-60.85,55.84,1.0
3.0,1.0,2.0,51.13,5.65,-23.14,-1.51,2.57,8.88,46.09,23.51,83.82,15.94,-4.95,37.12,0.0
2.0,1.0,1.0,154.34,-119.62,-82.21,1.84,0.75,-48.17,37.45,-27.86,-34.54,-58.89,-57.87,159.82,1.0
2.0,2.0,2.0,88.26,-45.93,-10.56,-0.3,0.15,40.58,-52.98,5.83,-89.89,21.38,-66.08,110.55,0.0
2.0,1.0,3.0,-62.6,-213.13,1.31,-5.71,4.95,-0.18,-31.62,24.31,98.7,13.37,141.32,-461.88,1.0
2.0,1.0,3.0,41.78,15.07,16.65,1.98,1.79,3.98,-12.75,10.45,20.79,-0.02,5.5,-72.88,0.0
4.0,1.0,4.0,-119.37,344.75,7.14,-0.01,4.68,9.8,136.71,0.02,131.32,-35.37,65.12,-9.89,1.0
2.0,1.0,2.0,-7.36,137.53,-72.79,5.26,1.86,-8.77,-36.03,43.72,-174.59,52.94,-30.18,127.68,1.0
1.0,2.0,2.0,86.65,94.03,-24.57,3.24,-0.35,61.11,114.43,-47.03,-40.45,-14.06,-81.07,10.93,1.0
0.0,1.0,1.0,74.69,-67.32,-32.52,-1.66,-1.59,-5.84,24.45,-19.96,-154.74,-22.04,-63.02,5.76,1.0
2.0,2.0,2.0,16.08,-103.76,49.38,-4.75,1.99,0.55,91.27,35.62,209.37,30.75,56.25,-205.47,1.0
2.0,1.0,2.0,53.96,-98.38,-6.43,6.67,1.42,-14.41,-70.72,-10.02,64.56,15.77,12.05,-84.61,1.0
2.0,1.0,2.0,88.7,-74.65,33.88,2.05,0.28,44.49,-0.85,-27.18,-33.68,37.11,-60.34,80.94,0.0
3.0,2.0,2.0,-38.61,149.36,-60.63,-0.59,-2.41,-22.75,13.48,24.0,88.39,37.4,-12.03,133.75,0.0
2.0,2.0,2.0,8.71,209.31,-1.52,-3.87,-5.68,-59.7,139.07,-19.66,4.86,62.87,-68.2,284.37,1.0
2.0,3.0,2.0,-55.62,-62.25,-69.78,-2.71,2.86,-98.73,-45.8,73.63,-7.4,-34.12,107.16,-242.38,1.0
2.0,2.0,1.0,-10.25,186.25,-0.03,4.14,-6.32,-40.06,-24.95,-6.95,78.81,3.65,-78.99,309.62,0.0
2.0,3.0,2.0,97.72,47.21,-43.11,-2.84,1.08,36.18,19.44,17.81,-30.7,-1.36,-66.85,90.61,0.0
2.0,2.0,2.0,-27.64,86.64,-58.74,-8.25,0.97,-69.73,6.14,6.47,76.86,-46.69,47.47,-82.86,1.0
1.0,2.0,1.0,56.29,-67.54,66.94,-2.56,-0.26,-29.98,41.83,-49.52,73.98,13.09,2.03,-108.68,1.0
1.0,4.0,3.0,114.34,20.06,-59.66,2.58,3.47,60.77,-9.44,-9.61,44.11,-23.07,-22.48,-225.16,0.0
2.0,2.0,2.0,7.34,103.59,-68.98,-4.22,-6.15,-73.03,20.95,36.63,144.36,2.64,-27.24,168.53,0.0
2.0,2.0,2.0,103.22,115.43,-25.73,-0.75,-2.32,-21.63,17.48,-12.55,113.32,60.36,-77.66,219.06,0.0
2.0,2.0,3.0,85.09,78.0,-59.51,-1.83,8.39,62.11,131.74,17.39,226.39,5.11,43.47,-352.09,0.0
3.0,1.0,2.0,47.46,-158.11,37.11,-1.68,-0.99,-14.64,105.94,36.34,147.24,-24.44,0.81,103.53,1.0
3.0,2.0,2.0,146.12,79.14,32.57,4.62,-2.18,19.97,-13.84,-6.26,-171.14,33.41,-139.64,346.27,0.0
2.0,2.0,1.0,-71.9,-168.2,64.22,3.35,-3.69,32.08,-91.51,-23.91,-133.16,44.18,-34.7,235.07,0.0
3.0,2.0,2.0,-57.11,-42.96,38.0,-0.67,-6.42,141.16,2.97,17.34,-311.7,39.52,-126.06,362.08,0.0
0.0,2.0,1.0,119.07,-28.91,-36.11,-1.27,-1.69,20.01,28.2,10.32,-93.48,-23.08,-88.3,-0.48,1.0
2.0,1.0,2.0,42.5,-72.79,-88.57,-1.05,1.58,-82.16,-74.6,49.04,177.84,19.82,55.19,-82.06,1.0
1.0,2.0,2.0,18.47,-95.7,-52.51,-2.1,1.41,91.77,79.1,-9.15,-68.4,-55.12,-8.17,-204.46,0.0
2.0,2.0,3.0,5.11,200.7,-55.68,2.01,-1.54,-33.91,-12.88,-14.7,-51.6,41.59,-30.34,94.71,1.0
2.0,3.0,2.0,37.13,94.23,17.26,3.68,0.98,-20.43,-71.59,-64.89,-194.14,-66.55,-52.7,192.99,1.0
1.0,1.0,2.0,80.48,90.21,-9.34,2.12,-0.17,40.19,86.98,-93.06,-81.93,-43.19,-78.24,18.3,1.0
2.0,2.0,2.0,52.51,-151.74,-37.82,1.19,-5.83,28.15,30.43,-21.99,-207.98,-33.35,-98.53,247.87,0.0
1.0,2.0,1.0,97.41,-50.17,1.77,-2.3,1.04,-100.67,-89.37,-20.08,-409.93,17.64,-70.39,248.14,1.0
2.0,2.0,2.0,62.14,-60.83,-109.03,-2.4,1.01,-44.11,51.75,6.32,-47.75,-70.01,-10.75,32.92,1.0
2.0,1.0,2.0,49.18,157.9,34.93,3.03,-0.66,-13.35,-56.41,-14.5,58.56,20.18,-50.94,142.56,0.0
3.0,2.0,3.0,60.12,226.3,-26.8,0.37,0.66,79.4,-105.23,12.4,275.01,13.24,-42.79,-9.03,1.0
3.0,2.0,2.0,-48.32,-76.94,26.15,3.19,-1.13,-5.97,-116.59,3.72,115.42,-52.55,34.41,19.43,1.0
2.0,1.0,2.0,76.0,216.9,-52.05,-2.08,-0.94,68.2,-69.19,10.23,-101.15,29.35,-124.85,208.03,1.0
3.0,2.0,4.0,128.59,-305.88,35.4,0.79,8.17,148.09,-16.23,-23.81,-60.14,9.22,16.23,-283.76,0.0
3.0,2.0,2.0,61.6,-54.88,-0.6,-5.43,2.92,-70.78,2.03,-18.17,64.5,12.96,23.78,48.4,1.0
3.0,2.0,2.0,61.41,-20.88,59.68,0.7,-5.6,-40.76,12.19,-4.39,-37.61,87.13,-79.33,372.17,1.0
2.0,3.0,4.0,-58.41,124.51,-37.85,-5.72,-1.22,50.58,-6.13,41.37,-85.87,-10.67,5.85,-118.15,1.0
3.0,2.0,2.0,8.5,94.56,-77.01,-1.3,-1.89,-7.44,-150.25,-29.24,57.18,-31.12,-34.89,190.24,0.0
2.0,2.0,0.0,-87.61,-205.78,-64.8,-0.47,-4.87,-71.39,76.11,1.23,-20.82,-4.0,24.99,110.4,0.0
3.0,2.0,2.0,4.66,30.86,-9.42,-1.1,0.27,4.72,-25.75,32.01,118.88,85.21,12.78,-25.21,1.0
3.0,3.0,2.0,48.51,-93.62,-35.16,-0.55,0.62,41.87,-75.41,48.08,-18.37,-61.24,-30.98,96.43,0.0
2.0,1.0,1.0,78.57,-75.27,-16.19,0.44,-1.52,34.26,21.31,-36.59,-71.07,-19.55,-100.47,308.02,0.0
2.0,3.0,2.0,-34.34,34.55,-58.62,1.62,0.55,-64.25,122.45,-41.59,170.79,19.91,63.88,-107.9,0.0
1.0,1.0,2.0,134.83,174.19,35.63,-0.73,0.79,104.49,64.86,10.18,96.52,35.17,-96.41,-75.62,1.0
1.0,1.0,2.0,60.84,26.62,69.11,0.01,-3.13,-43.53,-20.35,-45.77,76.53,-11.93,-17.42,-72.98,0.0
3.0,4.0,2.0,-26.9,-104.33,-8.92,-1.17,3.93,-91.29,-44.69,55.05,32.5,-40.35,89.33,-69.12,1.0
2.0,1.0,1.0,21.19,94.89,-12.78,1.1,-3.05,33.41,-78.1,36.66,177.67,-17.34,-72.71,240.07,0.0
1.0,2.0,2.0,48.36,155.84,-48.03,0.17,0.06,-44.77,-121.92,0.35,-322.81,34.09,-86.8,241.54,1.0
2.0,1.0,3.0,15.39,85.56,86.12,-1.14,-1.18,7.63,-14.12,-42.01,81.44,13.7,-8.71,-47.59,0.0
2.0,1.0,2.0,3.24,166.94,29.35,-0.88,-2.74,-76.02,54.53,-24.76,225.76,29.98,20.26,-17.79,0.0
3.0,3.0,3.0,-1.7,-74.82,3.86,2.49,0.55,19.47,63.68,8.75,19.1,-45.85,9.74,66.47,1.0
2.0,3.0,2.0,-71.57,38.01,15.61,4.12,-0.87,-4.45,-5.68,53.38,227.5,-34.85,53.24,-96.26,0.0
2.0,2.0,2.0,23.13,111.31,9.75,-2.06,0.98,-45.22,4.23,10.77,-131.5,-68.28,-33.78,185.72,1.0
2.0,2.0,2.0,-38.09,-70.7,32.17,-0.55,1.01,-18.52,-60.67,17.93,102.54,23.01,60.3,-117.9,1.0
3.0,2.0,3.0,132.03,21.07,-8.36,0.92,0.89,-51.99,33.68,-69.7,-266.14,6.04,-75.94,231.59,0.0
2.0,1.0,1.0,112.13,-8.92,28.31,-4.88,3.45,8.41,-2.83,31.46,126.41,3.51,-25.53,-13.1,0.0
2.0,1.0,2.0,-50.38,-14.06,-8.23,-1.15,-3.59,-25.59,38.86,16.4,74.75,-27.99,9.11,52.91,0.0
2.0,3.0,2.0,111.87,33.2,-64.31,-3.82,0.74,-45.74,85.94,31.18,-77.6,2.27,-57.74,158.68,1.0
2.0,3.0,3.0,-40.47,71.06,14.69,0.34,2.57,-11.23,-38.61,-38.35,141.57,-51.06,64.39,-175.33,0.0
2.0,2.0,1.0,-18.47,13.69,-22.03,-2.18,-1.09,-57.1,9.66,-5.25,204.12,-21.39,26.79,48.88,1.0
2.0,2.0,1.0,16.95,-73.25,-61.5,1.92,0.03,-82.73,-92.27,-47.87,-271.19,-29.92,-23.11,170.81,1.0
3.0,2.0,2.0,39.9,-59.99,19.18,-1.22,3.26,-76.04,33.68,30.57,51.18,31.14,28.03,120.09,1.0
3.0,2.0,3.0,-44.3,43.9,76.18,1.66,-0.43,97.99,25.9,11.99,207.12,11.94,14.14,-106.84,1.0
2.0,3.0,2.0,60.45,119.87,37.76,0.28,-1.57,-42.4,118.7,40.94,-0.89,109.27,-61.26,232.78,0.0
3.0,4.0,2.0,30.87,130.33,22.72,-2.47,-5.13,-17.28,-38.06,38.28,44.69,79.9,-70.98,251.65,0.0
0.0,3.0,1.0,48.21,110.36,-26.45,-0.44,-1.24,-9.35,59.72,-15.66,-444.81,-12.82,-117.9,215.73,1.0
2.0,0.0,2.0,50.02,106.34,-18.47,-1.72,3.49,62.62,21.38,-82.26,220.32,118.18,-9.13,-96.35,0.0
3.0,1.0,3.0,-22.1,453.15,16.82,-0.03,1.47,168.19,78.52,9.53,-11.37,0.94,-95.51,121.56,1.0
3.0,2.0,3.0,49.88,241.78,-15.84,-2.84,-3.88,-40.0,94.5,-38.31,-129.1,-16.85,-91.27,321.9,1.0
1.0,0.0,2.0,10.39,90.26,42.88,-4.84,0.73,80.57,-28.59,1.21,-146.22,87.9,-42.44,-133.62,1.0
2.0,3.0,3.0,-71.09,179.56,-10.34,-0.52,1.14,-18.65,14.03,-8.19,31.18,40.78,45.7,-155.23,1.0
2.0,2.0,2.0,54.94,-51.6,-4.25,-2.14,2.19,-84.43,31.33,-33.58,93.42,-47.16,31.71,-3.25,1.0
3.0,2.0,1.0,37.58,-48.02,25.55,0.05,-4.63,-68.54,-88.96,-43.66,218.48,45.3,-23.82,229.77,1.0
3.0,2.0,2.0,-62.36,98.87,-51.65,-2.63,-7.38,37.66,-42.7,19.38,127.67,-100.21,-50.16,230.76,1.0
3.0,1.0,2.0,50.92,55.43,-25.77,-2.44,-0.17,-101.79,-105.94,-39.2,-152.43,-16.66,-27.15,253.23,1.0
2.0,1.0,2.0,71.22,62.04,-1.87,0.16,-2.04,-55.06,104.09,-20.09,78.72,59.9,-35.95,111.73,0.0
2.0,2.0,2.0,96.85,-46.83,31.88,-0.3,1.14,-30.79,-38.23,13.67,-25.63,-3.42,-23.02,-26.23,1.0
3.0,3.0,2.0,73.68,243.37,-8.67,-1.24,-3.95,-110.02,-0.54,30.56,-77.5,54.69,-88.86,403.06,1.0
3.0,3.0,3.0,39.98,-159.54,-12.12,3.24,1.36,129.73,-27.08,-45.49,-17.64,7.06,-15.88,-126.42,0.0
3.0,1.0,1.0,159.07,66.14,-21.39,0.64,3.2,6.26,-43.33,24.31,34.48,110.58,-98.41,329.44,0.0
2.0,3.0,2.0,-95.61,30.92,26.71,7.24,2.63,-95.9,-76.95,-27.07,0.35,-37.91,103.0,-142.33,1.0
2.0,2.0,2.0,-32.22,123.73,90.37,-8.41,-5.73,-200.9,27.14,23.88,141.06,54.22,49.47,90.63,0.0
2.0,2.0,3.0,-78.15,56.99,50.48,1.9,1.08,-2.2,-54.16,59.64,-25.01,-17.38,53.16,-136.91,1.0
2.0,2.0,2.0,-27.81,-136.89,-6.29,-0.15,3.85,6.84,-92.9,-35.71,272.6,42.36,107.56,-361.49,1.0
4.0,3.0,3.0,78.51,126.33,-12.86,0.44,-0.81,-62.8,-37.26,-0.9,-155.78,-18.68,-70.98,361.29,1.0
2.0,2.0,3.0,-95.64,-20.93,6.26,0.44,0.58,25.33,83.81,13.72,-80.82,-36.84,39.01,-51.66,0.0
2.0,1.0,3.0,-14.51,100.13,107.71,-0.5,-7.27,-2.21,-34.73,14.24,-39.23,-9.85,-60.0,180.78,0.0
2.0,2.0,2.0,-9.02,88.45,31.64,0.4,1.6,-40.07,-26.34,0.84,-97.09,28.56,0.17,83.22,1.0
2.0,3.0,2.0,91.73,76.51,-60.75,0.99,0.54,36.26,7.65,-23.27,49.67,55.73,-63.83,97.72,0.0
3.0,0.0,3.0,25.02,251.84,1.17,-1.29,3.55,35.46,23.14,-0.37,181.97,0.96,0.8,-80.15,0.0
2.0,4.0,2.0,44.17,-8.18,-60.56,-1.22,0.35,-8.98,-7.58,-25.99,-65.39,-65.96,-32.17,97.02,1.0
2.0,1.0,2.0,5.61,-6.74,-10.92,-2.38,3.0,-94.0,55.4,5.24,-99.32,33.57,40.86,-7.72,1.0
3.0,1.0,2.0,-37.04,87.73,-59.17,-0.45,-2.65,-2.68,68.71,22.4,176.78,20.47,-13.44,164.44,0.0
2.0,3.0,2.0,-75.45,117.45,-3.55,-1.2,-8.77,21.64,-84.98,74.86,90.56,-69.5,-55.37,234.98,1.0
3.0,1.0,3.0,-7.51,258.82,-66.34,2.77,-4.75,-5.43,70.33,5.51,-60.59,40.45,-83.23,324.91,1.0
2.0,2.0,2.0,-117.24,111.16,32.23,5.72,-11.17,42.19,-44.4,-22.49,131.91,-4.88,-49.07,192.53,1.0
2.0,1.0,2.0,109.53,294.22,57.19,-3.57,1.53,10.34,5.06,-7.86,87.18,21.11,-93.6,217.68,0.0
1.0,0.0,2.0,-5.77,46.12,-34.96,0.65,-1.87,43.69,46.7,18.04,159.0,-32.08,-12.87,-89.71,0.0
4.0,2.0,3.0,184.33,150.17,46.91,-2.8,2.94,-167.17,-41.33,18.97,-273.36,137.09,-87.22,520.87,1.0
2.0,3.0,2.0,36.48,12.3,-7.47,-1.45,0.66,50.88,54.13,-21.23,53.78,-12.23,-23.67,1.34,0.0
2.0,3.0,3.0,-1.16,101.45,-38.75,2.25,3.67,15.03,-3.02,13.14,59.79,-45.4,40.6,-205.61,1.0
3.0,2.0,3.0,37.86,310.19,-18.24,4.58,0.5,68.56,-25.91,-7.15,-83.85,22.49,-99.38,213.2,1.0
2.0,2.0,2.0,22.37,5.61,-49.16,2.48,1.09,-62.32,-23.51,61.88,-261.49,0.8,-24.93,110.79,1.0
3.0,2.0,2.0,61.14,196.91,-35.81,0.9,1.94,-125.45,36.08,-26.89,274.15,103.74,17.76,153.27,0.0
2.0,3.0,3.0,-1.38,-153.47,12.66,1.2,3.86,-37.97,39.36,22.59,-9.1,7.49,81.28,-209.5,1.0
2.0,2.0,3.0,-55.05,269.38,-20.93,1.7,1.93,111.36,38.99,17.76,-113.61,-14.35,-36.18,-44.38,1.0
2.0,3.0,0.0,-100.41,218.2,1.0,-6.76,-11.35,-59.27,-35.94,13.67,124.31,5.26,-78.4,431.87,0.0
3.0,1.0,3.0,-20.53,347.17,40.77,-2.21,-5.08,-23.59,29.72,-26.26,-178.77,37.1,-87.39,300.56,1.0
2.0,2.0,2.0,-22.18,-14.21,33.48,-2.14,-1.63,-21.47,136.14,45.91,99.49,-7.64,9.56,63.07,0.0
2.0,1.0,1.0,-124.75,297.52,48.88,-1.45,-6.87,0.39,28.25,18.53,294.81,-7.31,-13.42,104.21,0.0
2.0,2.0,1.0,103.41,-24.15,-9.29,-4.57,1.59,-102.81,-50.71,-24.97,-155.97,-10.19,-25.88,84.91,1.0
1.0,1.0,3.0,-145.66,-79.2,-11.77,0.08,-0.62,23.64,-4.35,-3.36,129.34,-53.99,123.81,-505.99,1.0
1.0,1.0,1.0,123.24,-87.96,-2.22,-9.45,-0.75,-38.06,-15.78,-54.55,2.89,0.51,-43.35,-5.3,1.0
2.0,2.0,1.0,134.05,-206.73,-61.39,-1.19,0.71,-119.59,123.55,-9.64,-47.66,11.26,-8.02,73.49,1.0
1.0,2.0,3.0,-132.86,289.5,-20.94,1.32,-5.76,-20.01,-35.03,-1.7,-10.7,51.77,4.28,-56.44,1.0
2.0,3.0,1.0,-70.65,119.71,-14.66,-1.04,-4.23,-33.63,-138.91,-24.93,199.49,-4.18,7.86,69.99,0.0
2.0,3.0,1.0,97.34,-62.1,-32.98,-2.83,-0.66,24.17,81.46,-5.34,-141.92,45.84,-107.08,324.46,0.0
3.0,2.0,2.0,106.71,76.94,60.77,1.31,5.47,-74.86,62.73,-0.78,68.16,30.11,14.8,-6.04,1.0
2.0,3.0,2.0,49.42,113.77,28.7,1.34,-0.13,30.48,-20.78,-28.79,-194.68,-113.39,-95.0,270.61,1.0
2.0,4.0,3.0,-1.35,37.62,-103.35,-0.09,0.18,6.28,-64.52,-34.0,-66.23,-85.03,-7.72,27.46,0.0
3.0,1.0,2.0,48.4,18.26,-40.43,0.99,2.05,-22.75,-7.25,8.65,126.25,13.21,16.34,-41.29,1.0
3.0,1.0,2.0,-22.52,139.24,-79.85,-2.98,-3.05,22.3,-60.16,-1.12,122.13,-43.56,-27.15,98.56,0.0
2.0,3.0,2.0,24.88,-6.39,26.42,-1.26,0.77,60.39,-66.82,12.82,-10.11,52.64,-29.66,7.55,0.0
1.0,3.0,2.0,-36.55,14.36,18.86,-0.09,0.34,-62.09,-2.71,-13.75,-83.21,69.13,30.39,-93.27,1.0
2.0,1.0,2.0,86.3,4.72,31.29,1.7,-0.85,-17.35,125.08,-9.73,-152.74,-1.42,-64.51,135.61,0.0
2.0,1.0,1.0,-17.2,-30.86,10.65,-0.44,-3.65,4.03,47.32,-0.58,25.61,-31.71,-43.31,228.45,0.0
1.0,2.0,1.0,53.66,-78.72,69.52,-0.23,0.79,-94.76,89.25,22.49,-260.58,-30.87,-16.55,70.79,1.0
2.0,1.0,2.0,-26.6,72.88,-49.63,-1.99,0.19,-28.92,2.86,0.57,-121.86,-54.91,-9.71,80.8,1.0
2.0,1.0,1.0,30.4,213.54,33.25,-0.49,-4.14,-21.44,-80.64,-42.67,104.04,3.25,-86.31,258.89,0.0
3.0,2.0,0.0,60.3,-145.09,-22.55,2.29,3.69,78.2,69.25,42.22,-99.28,-2.24,-66.85,217.06,0.0
4.0,2.0,3.0,-133.17,162.18,-25.99,-1.24,4.95,-75.29,-44.9,12.42,-149.91,34.68,71.66,161.35,1.0
2.0,3.0,2.0,55.96,-154.01,-29.95,0.83,-1.32,47.83,-78.66,9.77,-67.65,-90.39,-36.44,1.53,0.0
3.0,3.0,1.0,69.8,-218.06,-18.78,-1.1,-8.19,65.16,-95.16,10.27,-229.28,-17.51,-159.74,542.02,0.0
2.0,3.0,2.0,-99.64,4.15,-75.62,-1.81,-7.7,30.35,-106.21,21.65,108.73,18.72,-22.38,164.21,0.0
