cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,target
1.0,2.0,1.0,-134.81,-79.49,36.55,-225.53,72.9,73.89,2.28,92.12,7.45,10.8,18.63,16.79,-217.43,42.98,-7.93,278.13,178.96,1.0
2.0,1.0,2.0,189.67,19.35,5.36,256.88,-43.75,-52.6,-8.63,-33.79,-15.9,-2.86,11.49,-5.75,213.46,-25.32,110.95,-28.74,-73.29,1.0
1.0,1.0,2.0,6.68,-43.34,-5.78,137.71,-9.82,4.97,34.88,-32.27,-5.36,-13.55,-11.45,39.7,198.06,-2.55,123.81,135.44,57.84,1.0
1.0,1.0,1.0,51.35,42.15,32.64,64.06,-87.23,-9.05,-39.33,235.42,-4.26,11.5,300.73,13.98,20.78,35.66,-1.09,-27.33,34.06,1.0
1.0,1.0,2.0,-223.04,-145.67,-23.12,8.01,38.05,-8.39,-23.44,76.3,18.6,-10.28,81.38,20.1,222.16,-14.76,-20.89,-251.47,81.72,0.0
1.0,1.0,1.0,-114.88,-34.74,-13.04,11.11,67.28,-8.34,-63.3,-76.17,0.74,3.27,42.37,25.81,142.2,10.47,65.14,196.64,-57.95,1.0
1.0,1.0,1.0,83.79,-17.29,-11.35,-121.64,81.18,29.06,-18.34,-69.09,-1.27,-6.43,54.59,-33.63,-174.35,-15.6,-77.83,13.12,-19.91,2.0
1.0,1.0,1.0,-43.96,55.37,45.57,40.97,-158.69,5.69,0.47,25.92,3.1,-2.9,-23.28,11.37,61.68,-5.61,29.69,72.65,50.45,2.0
1.0,1.0,1.0,25.33,-43.43,24.14,120.21,-86.74,47.69,54.72,22.14,-3.17,5.73,-91.26,10.35,165.43,-20.6,-35.3,-141.06,206.76,2.0
1.0,1.0,0.0,50.7,104.98,22.55,-38.52,-13.14,6.18,-148.92,94.81,-2.73,4.31,-52.31,-32.03,20.33,19.5,-47.49,160.9,127.41,1.0
1.0,2.0,1.0,-145.73,8.51,-44.24,51.36,-132.28,-38.07,109.02,57.19,5.56,-12.43,190.14,21.81,86.03,25.38,59.91,39.41,51.18,2.0
1.0,1.0,1.0,-177.45,-28.37,-12.24,0.29,-131.25,-3.85,17.91,19.31,4.29,4.64,143.53,23.62,-9.11,-28.96,107.39,220.26,-26.17,1.0
2.0,0.0,1.0,72.22,-16.87,5.12,-128.42,136.77,43.13,-46.99,-116.78,0.63,8.67,79.24,44.87,-109.12,16.77,-105.4,-24.9,17.12,0.0
1.0,1.0,1.0,-94.33,-36.2,24.41,-78.21,-64.8,-38.07,30.23,74.35,3.85,1.42,162.17,21.93,-14.14,7.2,27.14,294.1,-78.76,1.0
0.0,1.0,1.0,22.1,-27.0,48.24,-24.85,-60.2,-48.51,52.96,28.41,-2.09,3.28,-24.29,-7.78,-209.54,0.63,-13.9,-117.31,144.96,0.0
2.0,1.0,1.0,103.11,97.76,-63.6,69.02,-125.14,3.52,-47.36,88.41,-4.54,3.64,48.68,-56.89,-13.38,-5.87,-13.88,-69.97,59.4,2.0
1.0,1.0,1.0,29.49,110.18,36.68,122.57,-118.77,66.1,16.16,-36.17,-4.12,0.97,174.83,15.2,57.68,37.06,49.14,-63.2,-8.5,1.0
1.0,1.0,1.0,-87.55,68.91,65.24,205.19,-116.15,10.3,93.34,-92.79,-3.67,3.6,6.98,-16.85,189.05,0.63,149.69,-9.55,11.25,2.0
1.0,0.0,1.0,108.57,-51.53,-17.4,30.69,100.6,-33.08,-102.06,43.35,-7.11,7.27,-11.09,5.61,-57.13,-1.75,-13.73,-152.07,-82.85,0.0
1.0,1.0,1.0,-91.99,26.44,-15.4,31.74,-81.25,-25.44,-47.49,-143.48,-0.42,9.56,-51.08,41.84,-1.32,-2.12,88.35,143.22,-59.67,0.0
1.0,1.0,1.0,176.6,-47.29,10.19,62.4,-1.11,72.47,3.5,-90.69,-10.59,-4.03,-131.3,-38.78,260.84,-5.35,-155.4,57.94,39.3,0.0
1.0,1.0,2.0,-49.61,-36.91,-4.26,5.86,-128.0,11.57,-13.91,250.66,0.9,4.25,-7.93,33.88,50.98,-8.51,50.53,245.74,-78.64,1.0
1.0,1.0,1.0,2.04,-15.34,-17.17,41.23,-16.56,-93.76,-37.42,-6.78,-3.89,3.65,162.75,7.67,55.68,-4.86,-10.58,5.15,-109.88,2.0
1.0,1.0,1.0,-132.35,5.92,29.74,-89.28,-41.34,21.22,16.71,0.88,7.7,3.21,-170.57,16.39,35.35,-24.46,-47.38,144.16,75.5,1.0
1.0,1.0,1.0,172.7,-47.51,7.13,8.24,97.32,36.62,40.62,-76.3,-8.29,5.13,19.52,1.09,6.36,-9.56,-70.98,-64.04,37.34,0.0
0.0,1.0,1.0,-38.78,-13.77,-23.26,-57.63,-43.26,71.9,31.15,24.41,10.46,-5.21,189.52,-0.8,43.93,20.04,-95.51,-119.56,15.9,2.0
0.0,1.0,2.0,-35.91,-77.0,27.07,39.94,108.34,53.72,-55.81,-6.51,11.37,12.01,149.83,4.68,239.03,-0.07,-52.84,-300.66,-45.6,2.0
1.0,2.0,1.0,-264.31,-22.09,-0.71,-95.4,-28.24,-14.36,-56.29,-87.51,10.36,-3.55,-7.4,20.3,-141.63,-31.25,99.89,141.44,-70.09,1.0
1.0,1.0,0.0,-61.69,-30.66,28.57,96.41,-164.24,42.27,-30.14,11.44,-8.09,-2.55,-58.12,-20.22,-56.44,-4.02,-1.82,-102.58,-16.76,2.0
1.0,2.0,1.0,35.14,115.06,-39.42,25.5,-38.47,55.44,73.0,-212.83,7.21,6.79,52.16,59.64,77.76,-8.2,-36.27,-182.11,35.7,2.0
1.0,1.0,1.0,111.41,52.9,49.83,-42.19,88.08,21.09,50.88,56.6,-6.14,2.24,137.67,-53.92,24.96,26.11,-49.29,158.06,103.18,1.0
2.0,1.0,1.0,-173.45,28.05,3.61,180.19,-136.52,-15.06,-86.78,81.89,-1.2,-1.16,-34.21,-25.39,182.16,-10.15,174.45,80.78,-19.46,2.0
1.0,1.0,1.0,-221.61,-181.44,-51.29,-41.23,-75.09,-20.9,4.95,-213.84,12.23,8.42,-107.37,32.16,219.13,14.9,-137.4,-54.69,-43.0,2.0
1.0,1.0,1.0,27.75,-106.68,-37.83,-208.16,161.14,7.54,46.38,73.28,-0.79,-5.32,-40.81,-6.47,-150.95,23.46,-60.84,306.92,-1.34,1.0
1.0,1.0,1.0,-162.27,-46.5,-95.67,47.29,-155.2,-20.86,-35.94,82.97,5.76,-0.17,-100.21,25.2,123.42,2.79,14.75,27.4,-184.6,2.0
1.0,1.0,1.0,-76.58,-28.19,26.67,-18.01,-135.93,-24.96,14.04,-5.7,4.22,3.48,-30.08,-46.25,35.5,28.15,-64.02,13.93,-204.78,2.0
1.0,1.0,2.0,-71.8,-51.94,47.48,-41.56,25.05,50.74,102.34,-110.06,11.44,11.55,-36.88,-35.57,30.36,23.08,-12.68,-122.66,33.84,2.0
1.0,1.0,1.0,-254.24,-10.88,7.31,-61.03,-25.82,-16.77,-43.33,-202.76,12.81,-0.09,24.72,20.3,145.49,-36.82,-0.33,146.08,-112.92,2.0
1.0,1.0,1.0,381.78,-5.38,-35.11,11.26,127.12,-0.75,126.9,-92.95,-19.42,7.39,19.83,-57.37,91.26,-4.41,-158.86,101.9,121.73,0.0
1.0,1.0,1.0,-231.63,-32.79,-21.02,16.75,-307.85,-73.04,-13.36,-91.66,-0.25,-7.31,146.08,-27.51,-65.23,26.1,85.17,307.55,2.84,2.0
1.0,1.0,1.0,-101.03,-12.12,81.27,27.62,-111.99,41.08,106.84,87.83,1.03,9.13,205.51,10.77,30.85,9.23,91.12,200.71,32.87,1.0
1.0,1.0,1.0,95.4,-33.72,-40.26,-110.42,67.26,-17.6,27.48,-52.97,0.21,-11.13,30.3,-1.11,0.99,6.83,-133.01,77.9,19.69,0.0
1.0,1.0,1.0,35.66,6.76,-54.27,-62.88,1.8,32.09,51.81,-55.06,-3.39,4.72,64.32,-1.38,-204.32,-14.44,48.89,132.19,118.29,1.0
1.0,1.0,0.0,-307.56,16.0,38.58,63.5,-0.75,27.65,2.14,-13.19,9.0,15.75,-18.39,-15.78,296.28,15.93,91.06,135.36,4.83,0.0
1.0,1.0,1.0,30.17,-33.9,-17.12,-16.99,83.06,-45.95,-110.83,-49.36,-1.41,4.68,-72.48,-12.39,-99.59,-2.88,-29.46,-179.49,12.16,0.0
1.0,1.0,1.0,-5.32,-44.92,-36.53,73.18,32.81,-61.97,-32.2,-144.13,-5.0,-9.86,83.13,10.45,153.42,28.08,100.03,218.2,-105.97,1.0
1.0,1.0,1.0,203.29,91.04,35.51,330.78,-115.14,-2.54,78.07,50.34,-19.1,0.44,51.22,-26.81,244.61,12.95,129.61,-77.21,-100.42,1.0
1.0,1.0,1.0,-60.56,-22.42,-8.11,-82.37,18.36,41.83,52.38,58.51,8.98,8.27,-58.54,53.04,71.61,7.94,-88.62,-1.17,12.77,2.0
1.0,1.0,1.0,-70.29,-86.61,-35.04,51.8,-164.07,-46.59,21.16,20.59,0.93,4.65,93.43,-27.39,33.1,36.73,-27.05,-77.25,-36.36,2.0
2.0,1.0,1.0,-48.25,63.13,-49.72,123.3,10.25,-84.16,-32.49,62.49,8.57,-0.54,96.35,-32.03,275.58,-12.43,38.12,-211.51,-27.47,2.0
1.0,1.0,1.0,-47.28,-33.64,-43.62,52.34,-44.89,-19.96,-90.1,17.76,-3.31,6.31,-19.35,-14.45,56.29,20.08,104.79,207.11,104.87,1.0
2.0,1.0,0.0,-200.15,23.92,14.73,-65.46,78.53,32.34,0.57,54.25,11.29,3.87,-79.07,28.88,-60.46,-24.79,37.45,-102.15,-81.26,1.0
1.0,1.0,0.0,-72.38,29.0,-42.18,62.68,-38.27,22.4,-15.71,16.32,1.85,1.52,0.44,47.64,74.05,-24.75,-6.99,-153.49,4.3,2.0
1.0,1.0,2.0,195.22,31.67,-16.38,175.54,-81.51,21.92,-111.49,-112.73,-15.47,-17.2,-7.99,-46.47,103.58,0.11,60.93,51.15,-7.99,1.0
1.0,1.0,1.0,-67.57,44.29,52.86,323.48,-171.69,3.41,-28.36,-47.94,-17.46,6.42,73.85,-40.3,161.68,11.46,241.45,65.43,-90.48,0.0
1.0,1.0,1.0,-105.26,126.29,23.83,149.98,-134.29,-39.75,-63.33,17.87,4.14,14.48,-0.61,-8.16,151.09,4.03,123.8,-66.69,-69.61,2.0
1.0,2.0,1.0,-11.63,135.19,64.2,-8.69,-48.97,28.89,-59.57,-67.73,12.9,-7.85,-120.58,31.13,84.42,-4.49,-34.18,-162.38,111.62,1.0
1.0,1.0,1.0,3.69,-47.59,95.67,-15.16,-184.86,-46.33,64.78,111.03,-4.68,15.19,-85.37,23.9,-47.97,-16.3,-103.74,62.26,-96.64,2.0
0.0,2.0,0.0,-249.96,99.05,5.66,43.79,10.64,22.43,-17.57,10.66,9.55,-8.0,-73.18,38.64,181.2,-23.45,94.38,42.96,-129.25,0.0
1.0,1.0,1.0,389.08,-11.98,-3.49,59.59,69.26,26.5,47.45,51.33,-21.33,9.88,-62.76,-22.74,158.66,14.15,-156.06,117.89,-118.54,0.0
1.0,1.0,1.0,-38.57,48.21,-2.22,90.52,-119.47,9.57,64.76,35.28,-2.91,16.36,18.79,-6.14,-6.97,-17.48,90.14,16.59,-116.71,1.0
1.0,1.0,1.0,-25.91,-48.13,-13.24,-99.63,26.05,28.79,44.93,-54.95,-1.28,-2.9,-110.43,-31.08,-290.84,-1.3,93.41,163.25,-11.07,1.0
1.0,1.0,1.0,240.16,-10.52,30.46,-24.74,171.04,-3.76,45.09,273.87,-11.0,6.1,-23.04,-7.18,20.18,10.06,-117.27,-17.55,-143.35,0.0
1.0,1.0,1.0,81.69,63.52,-6.32,125.39,-182.0,9.54,-2.43,255.16,-7.41,-4.03,-199.91,-47.66,-31.78,-25.4,34.52,-91.27,20.53,2.0
1.0,1.0,1.0,-265.12,45.13,24.02,21.64,-48.66,-54.34,29.58,64.67,9.27,-7.06,-5.57,28.34,115.72,8.39,116.92,139.63,-92.82,0.0
1.0,1.0,1.0,139.72,38.35,-47.92,-19.88,48.86,59.84,64.79,-86.02,-4.86,-10.71,80.93,10.26,64.61,36.16,-51.03,132.84,-33.09,1.0
1.0,0.0,1.0,-173.55,-111.67,-31.51,-13.71,-36.43,9.03,-45.77,-35.95,3.74,-10.49,-42.72,26.69,-195.86,0.4,47.55,-186.15,36.44,0.0
1.0,1.0,0.0,-247.34,-31.02,-3.47,-98.07,56.77,20.99,-88.12,35.6,10.08,-5.35,-60.96,29.4,-32.39,-2.88,66.59,159.33,-114.99,1.0
1.0,1.0,1.0,72.82,-10.1,-1.6,-82.36,60.35,23.01,74.78,183.67,-1.08,-10.35,65.9,-9.72,-180.0,-13.54,-58.48,-86.71,76.99,0.0
1.0,1.0,0.0,40.66,-18.19,-25.24,209.22,105.92,-18.43,-39.9,-46.34,-13.46,-15.82,139.28,42.55,211.73,-21.93,64.04,-153.24,-103.85,2.0
1.0,1.0,1.0,181.36,-54.5,52.5,44.57,131.4,-21.14,-55.78,141.06,-11.98,17.9,-32.45,-17.43,65.1,-28.74,-62.4,-49.59,-27.48,0.0
1.0,2.0,1.0,-55.57,-79.56,-18.04,38.81,18.62,-21.16,-10.17,-41.26,0.98,-5.69,-3.9,13.89,-15.84,-20.46,-11.07,-236.68,-48.4,0.0
1.0,0.0,1.0,37.41,-38.03,15.14,-173.66,55.12,3.4,44.63,146.65,-2.88,-1.57,-4.19,-30.1,-303.8,-31.07,13.06,272.31,-7.22,1.0
1.0,0.0,1.0,-239.28,-54.87,78.16,-94.47,61.26,5.53,75.48,7.66,10.27,8.12,136.01,49.59,-114.68,18.26,86.65,63.84,-170.01,2.0
2.0,1.0,1.0,-33.72,-8.67,-15.61,140.56,-205.18,21.25,12.48,-50.96,-3.15,-12.37,-3.97,10.57,67.33,-5.27,38.04,-90.95,173.32,2.0
1.0,0.0,0.0,23.22,-12.96,-1.28,-47.91,244.38,-14.54,43.02,69.76,0.95,-3.48,-51.84,27.05,50.76,11.25,-39.47,-85.07,106.49,1.0
1.0,1.0,1.0,-115.14,-52.74,24.5,11.34,-51.98,13.3,51.72,-45.75,1.67,-11.7,44.62,-3.21,-0.83,26.2,108.04,177.08,77.73,1.0
1.0,0.0,1.0,-103.09,19.49,55.43,16.48,-55.38,-46.22,88.27,-38.11,2.4,1.57,-87.75,73.63,29.37,-14.84,58.01,90.67,-73.91,0.0
1.0,1.0,1.0,-122.76,0.25,-28.33,17.95,-57.73,-13.02,0.2,-62.1,3.2,0.93,64.41,-7.92,-13.36,23.45,85.55,63.9,22.21,1.0
1.0,1.0,1.0,-131.57,9.01,4.21,-62.15,-201.42,-31.13,32.97,53.6,7.9,-5.62,66.17,29.97,-47.9,-23.12,17.46,206.95,-67.13,0.0
1.0,1.0,1.0,-142.56,-56.76,10.49,-136.91,-62.05,-13.28,36.8,-125.69,5.94,4.52,38.77,-7.04,-101.38,-4.75,27.06,340.22,46.91,1.0
1.0,0.0,1.0,60.19,53.18,-22.29,73.89,-87.89,37.4,100.89,-187.94,-3.44,-7.84,-171.6,12.6,-2.44,-4.75,-39.7,-190.56,9.36,2.0
1.0,1.0,0.0,-34.51,-57.09,-16.57,-118.55,28.33,-74.71,-28.41,101.43,-0.21,1.27,80.52,42.46,-355.65,40.67,1.53,-67.37,-46.4,0.0
1.0,1.0,0.0,-66.92,19.21,16.5,10.25,118.5,9.16,-72.18,88.67,0.51,-1.58,117.45,-5.03,52.66,-3.56,59.56,28.65,-124.36,1.0
1.0,1.0,2.0,-27.46,21.25,56.65,90.65,48.6,-37.9,-3.44,101.53,7.28,5.2,-31.62,-13.29,183.88,17.02,57.13,-185.54,98.07,2.0
1.0,1.0,1.0,-213.21,33.38,8.88,-31.86,-50.75,13.59,-4.55,25.21,11.09,7.52,65.56,-52.49,-21.77,26.89,64.23,6.47,21.97,1.0
1.0,1.0,1.0,40.08,122.15,-1.17,181.76,-131.9,61.65,-40.29,-74.34,-7.36,3.2,-91.17,-18.14,117.83,36.76,84.34,-42.82,-135.52,1.0
1.0,1.0,0.0,11.24,83.98,-20.18,213.39,-128.36,14.3,23.81,28.99,-11.27,-1.86,21.46,23.86,67.78,16.54,113.28,-87.88,-62.01,2.0
1.0,1.0,0.0,66.84,0.96,76.68,125.13,-21.53,-22.43,-42.32,10.91,-12.35,-6.53,-1.58,65.68,39.76,-18.03,11.11,-83.11,-92.06,2.0
1.0,1.0,1.0,167.99,-25.25,18.04,-31.94,110.3,10.49,-82.66,-22.23,-7.94,-1.71,-36.71,78.95,61.6,-12.06,-149.0,-14.5,43.74,0.0
1.0,1.0,0.0,-350.47,55.4,-0.25,5.71,2.01,-22.06,70.92,45.83,17.26,-1.17,70.59,18.51,249.96,-18.5,75.28,64.4,-8.96,0.0
1.0,0.0,1.0,200.11,-21.26,-27.56,21.91,76.17,-11.89,71.43,-66.26,-11.41,7.1,-33.37,32.4,-57.76,-1.07,-42.21,-49.8,-85.02,0.0
0.0,1.0,1.0,204.58,61.35,-13.05,-1.6,102.91,18.19,42.66,60.47,-9.96,-17.44,63.81,7.98,105.57,-27.27,-64.88,162.68,7.29,1.0
0.0,1.0,1.0,-222.89,34.45,-46.77,-67.14,-74.98,4.08,19.77,51.33,12.41,3.21,-80.09,2.58,66.89,-24.32,10.98,144.36,-109.32,0.0
2.0,1.0,1.0,-71.32,87.04,-27.34,65.17,-134.0,-78.98,57.22,-131.32,-4.79,-3.52,-144.93,-0.01,8.96,-11.94,101.37,214.45,11.02,0.0
1.0,1.0,1.0,-161.68,-56.18,-53.9,-80.41,-42.91,-24.0,-35.4,-84.46,7.9,-5.55,-150.08,29.56,51.13,-17.92,53.59,326.95,55.0,1.0
1.0,1.0,0.0,95.16,-42.38,39.56,-46.06,114.85,2.63,-25.08,-149.23,-6.84,0.66,32.91,7.36,-192.06,6.81,-31.58,-105.12,130.57,0.0
1.0,1.0,1.0,-56.01,45.76,-9.86,181.14,-101.16,19.18,84.43,1.86,-2.92,7.48,34.05,-18.27,132.25,2.67,146.02,-37.14,21.08,1.0
2.0,1.0,0.0,107.46,80.2,8.78,54.56,-31.75,39.82,7.21,0.81,-4.85,-3.62,233.76,0.1,-16.48,8.04,-56.43,-188.42,43.5,2.0
0.0,1.0,1.0,-66.48,-22.41,20.14,-99.72,67.77,-17.77,137.47,66.0,2.55,3.89,113.85,-55.62,-135.77,14.59,26.06,112.48,-14.8,1.0
2.0,2.0,1.0,-72.98,-2.24,20.36,-46.86,23.07,-41.87,40.82,122.44,10.48,1.94,27.61,-85.37,199.96,6.74,-116.77,-52.87,45.2,2.0
2.0,1.0,0.0,-93.34,49.58,-39.97,113.15,121.95,34.26,-24.09,57.83,-2.61,2.03,-79.49,-25.45,183.06,5.33,128.66,31.8,-90.72,1.0
1.0,2.0,1.0,26.06,-53.16,38.22,12.26,61.27,-1.76,2.82,-249.63,-1.02,-17.93,59.23,-30.06,-18.91,-4.93,-24.8,-159.24,-49.46,0.0
0.0,0.0,1.0,-305.84,27.82,12.73,22.46,-148.13,22.75,-40.64,-134.74,12.3,1.99,-94.29,-1.05,112.18,17.03,134.29,188.63,29.98,0.0
1.0,1.0,1.0,-82.05,-96.4,-31.26,-284.27,-39.71,26.33,43.58,141.63,10.35,-1.42,166.5,-4.65,-172.4,6.07,-111.9,389.99,-7.67,1.0
1.0,1.0,1.0,-46.89,58.45,-27.72,155.47,-210.74,-47.99,-55.46,-155.68,-2.54,5.95,117.95,1.62,74.23,-3.23,111.72,6.87,-19.97,1.0
1.0,1.0,1.0,51.72,18.96,-56.16,84.87,-15.1,-69.81,-71.95,48.18,-7.24,-4.65,9.7,-16.5,88.09,-6.6,64.04,116.59,4.86,1.0
1.0,1.0,1.0,88.9,-64.93,72.47,-127.09,67.16,-8.98,57.7,60.96,-6.29,-6.35,-21.21,-9.04,-160.0,-11.28,5.54,346.53,83.31,2.0
1.0,1.0,1.0,-242.5,-108.54,11.97,-127.05,-89.64,-0.36,-98.67,-49.51,17.47,7.77,-67.16,-9.76,58.72,-7.46,-107.33,4.9,192.61,2.0
1.0,1.0,1.0,11.29,61.56,25.01,59.11,-113.45,8.89,102.95,251.31,-1.31,-4.93,-96.71,24.75,24.49,20.32,25.71,7.23,24.56,0.0
1.0,1.0,1.0,-217.42,102.41,6.63,230.76,-293.49,-21.09,-103.83,-130.11,1.7,12.3,-130.74,30.29,89.83,-9.64,212.62,-71.4,-76.9,1.0
1.0,1.0,0.0,46.44,28.42,46.27,77.3,-20.87,25.07,23.91,-95.8,-7.64,6.31,75.04,21.98,18.93,-0.7,-17.24,-97.88,120.21,2.0
0.0,1.0,1.0,46.77,4.55,22.86,-49.44,101.64,-47.34,-60.35,124.93,0.71,17.05,-39.47,98.32,-42.55,-14.44,-61.16,-107.4,-49.87,0.0
1.0,1.0,1.0,-175.99,88.04,-31.12,23.42,-207.97,-43.63,9.5,157.7,5.45,5.54,58.16,15.85,-18.34,10.89,124.43,210.24,-144.17,0.0
1.0,1.0,1.0,-47.15,88.22,-4.75,100.26,-155.97,-64.02,-31.29,40.79,-2.08,3.12,85.56,11.02,23.48,7.63,46.75,-47.27,-30.02,2.0
1.0,1.0,1.0,89.34,-26.6,-56.93,28.24,26.67,14.99,29.35,-88.95,-4.71,-6.91,-106.84,-6.9,44.47,1.78,-83.06,-127.66,120.9,0.0
1.0,1.0,1.0,252.54,-38.2,-37.72,89.98,25.87,-26.02,82.03,-19.72,-16.99,-3.87,105.06,-11.97,81.0,14.19,-82.74,-19.22,-134.13,0.0
1.0,1.0,1.0,-138.95,23.15,-39.18,-49.57,-116.46,13.71,35.95,185.2,4.93,10.61,-96.06,-19.42,-36.01,6.54,41.91,214.14,-27.62,1.0
2.0,1.0,1.0,-190.34,-29.08,25.11,1.07,-35.79,-104.99,8.53,-96.01,3.24,13.43,67.53,4.15,-30.05,-10.35,136.08,179.73,-46.11,1.0
1.0,2.0,1.0,-55.98,4.99,-55.05,116.59,-80.66,-37.2,38.43,-22.62,0.25,-7.23,-24.1,-48.32,155.09,-11.15,80.9,8.65,-123.02,2.0
2.0,1.0,0.0,-226.12,73.64,-51.06,2.26,126.49,-32.15,96.48,-144.22,10.05,-2.13,-66.64,-28.28,149.12,-6.53,68.58,-20.13,-47.93,0.0
1.0,0.0,1.0,-30.05,-5.13,3.34,-5.24,59.52,-8.39,29.23,141.18,6.86,6.9,103.07,2.33,158.27,-2.66,-41.74,-64.13,-29.88,2.0
1.0,1.0,1.0,93.85,-61.73,-60.77,55.87,34.34,36.67,-15.26,-49.38,-8.13,11.14,192.86,-19.36,61.64,5.45,-62.2,-96.25,-196.57,0.0
1.0,2.0,0.0,-65.98,-13.22,-23.78,-8.35,237.48,11.0,-42.27,-44.23,1.27,-7.58,56.9,8.39,83.68,-8.17,37.23,-37.08,28.17,1.0
1.0,1.0,1.0,-89.84,67.45,12.19,0.96,-129.43,21.49,14.56,23.19,-0.69,-12.07,-25.26,8.4,-135.49,1.93,133.52,220.71,-15.73,0.0
1.0,1.0,1.0,-48.4,3.37,-27.08,75.02,-86.98,-88.94,-16.02,-85.35,-1.1,-3.99,-17.69,7.93,62.91,-20.19,14.74,-57.91,-74.48,2.0
0.0,1.0,1.0,-74.55,-102.79,39.25,-129.85,26.27,7.16,-7.2,-75.53,3.51,-3.95,-86.62,-77.99,-29.38,-21.83,-13.26,302.23,147.94,1.0
1.0,1.0,1.0,-158.36,-125.91,-2.09,-88.28,-72.31,-44.28,59.66,174.27,14.68,0.53,-15.94,17.02,91.75,-7.7,-151.66,-134.49,-114.35,2.0
1.0,1.0,1.0,33.11,-27.02,-46.69,-78.44,-108.97,25.79,17.35,57.4,2.76,2.74,90.07,66.63,-99.71,-11.02,-138.87,-84.05,-87.46,2.0
1.0,1.0,1.0,-234.94,-49.37,28.53,-12.18,52.48,-12.56,-19.16,18.02,7.24,2.59,59.1,-33.43,64.47,-19.8,102.84,112.48,-96.0,1.0
1.0,1.0,1.0,-30.98,-40.91,-13.71,-101.07,-27.37,-15.21,-58.58,1.23,0.23,-5.18,7.16,-14.69,-214.17,26.73,52.49,207.03,-62.53,1.0
2.0,2.0,1.0,-23.89,43.92,98.41,24.59,-32.99,-38.67,31.87,67.1,1.2,11.65,-52.02,-13.18,87.57,10.02,27.41,89.08,-110.75,1.0
1.0,1.0,1.0,-25.19,20.47,-10.19,162.74,-49.94,39.94,-26.59,77.71,-5.19,-14.06,138.81,23.2,152.65,9.75,89.73,-50.9,19.43,2.0
1.0,1.0,1.0,94.77,80.39,-64.22,167.18,-140.95,61.63,36.12,-159.19,-8.94,-1.47,30.25,1.31,104.88,17.31,65.45,-0.47,-67.26,1.0
1.0,1.0,1.0,-86.66,58.67,23.51,82.58,-108.51,77.86,-25.33,50.77,-4.22,-9.68,84.18,-39.47,-0.94,-22.48,138.18,170.15,133.2,0.0
1.0,1.0,1.0,83.1,-70.29,-87.9,-63.41,128.14,-12.29,42.59,66.88,-5.6,15.01,89.86,-21.13,-194.52,-11.47,-17.41,-58.79,18.04,0.0
1.0,2.0,1.0,153.25,81.11,80.92,151.63,-39.19,-5.0,33.77,13.37,-11.1,-2.29,128.01,-33.88,114.75,-12.25,40.49,-23.9,60.16,1.0
1.0,0.0,1.0,72.19,13.64,-16.19,104.16,-67.8,1.51,22.28,-18.68,-0.17,7.74,-36.2,-27.9,116.29,8.3,-48.5,-256.23,43.93,2.0
1.0,1.0,1.0,-82.7,-30.46,-15.92,-70.4,20.0,31.52,-26.03,50.12,-3.03,11.87,30.2,-26.45,-252.05,-28.77,134.59,235.45,-4.83,1.0
1.0,1.0,1.0,225.23,130.87,-2.81,136.41,-21.71,-66.13,33.11,90.43,-11.94,-5.75,89.16,-20.04,141.12,14.48,-21.6,-47.19,22.52,1.0
1.0,1.0,1.0,-202.78,-38.81,14.89,35.73,-31.21,2.23,65.48,191.34,-0.34,-11.58,47.72,4.54,-145.45,-42.78,227.12,153.13,49.98,1.0
1.0,1.0,0.0,-56.78,115.11,17.48,-66.83,44.3,-47.74,119.29,94.7,3.89,-1.11,-172.61,52.63,-83.16,-32.07,12.46,36.02,-116.75,0.0
1.0,1.0,1.0,6.58,-87.08,17.89,-161.62,199.02,28.45,29.12,96.42,0.64,-3.36,-33.63,18.71,-128.94,-0.08,-32.87,151.49,-79.33,1.0
1.0,1.0,0.0,163.24,59.04,33.86,184.96,-7.09,-3.08,-94.47,-56.54,-14.62,-13.58,60.25,-8.8,48.36,-10.46,3.58,-263.85,99.6,2.0
2.0,1.0,0.0,19.23,-10.7,43.0,-78.55,72.83,-74.04,-2.97,29.62,-1.6,8.59,-111.07,2.76,-273.93,25.41,-22.28,-157.94,-65.21,0.0
1.0,0.0,1.0,176.68,-44.33,3.6,45.55,44.53,-32.32,-19.74,252.6,-13.85,6.48,42.25,15.59,-117.15,-2.45,-9.6,-69.95,68.53,0.0
1.0,1.0,1.0,9.91,90.67,14.45,106.44,-166.15,-0.2,70.85,2.35,-6.92,1.87,-28.23,-13.12,2.08,8.58,66.57,63.53,116.33,1.0
1.0,2.0,0.0,-235.19,54.54,-33.32,39.55,217.37,-22.82,109.64,206.16,10.01,2.38,-72.98,-7.88,312.0,10.66,21.9,-117.76,28.88,0.0
1.0,0.0,2.0,-187.75,-174.51,-7.64,27.21,-120.98,-0.56,-93.2,-121.19,3.92,-0.85,15.85,26.3,98.57,12.63,170.22,380.81,-58.73,1.0
1.0,0.0,1.0,45.09,73.96,-26.89,93.29,-171.52,-28.8,67.62,-37.67,-6.54,-2.35,-12.71,-35.77,-37.95,-10.73,66.28,53.64,124.95,1.0
