cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
2.0,2.0,-187.59,-35.8,249.8,-46.25,35.83,-4.85,95.79,204.97,-42.85,-28.32,1.84,-44.2,28.5,70.39,4.84,93.59,77.61,-0.18,3.59,-6.07,48.85,7.72,103.36,0.0
2.0,1.0,-47.94,81.26,45.45,34.13,-45.52,-27.17,-90.76,41.09,168.11,66.81,134.43,-0.84,4.14,0.25,-2.87,-31.66,-79.12,18.49,0.3,3.31,-107.01,28.27,41.21,2.0
2.0,2.0,-44.98,-38.58,-69.0,65.2,-77.47,-28.86,-111.01,-283.58,38.53,-73.81,56.81,64.98,201.48,7.86,-2.41,18.85,-56.39,4.92,-5.03,2.75,88.91,5.88,75.69,0.0
2.0,1.0,-131.66,-41.71,17.53,-22.99,39.14,14.53,67.78,126.37,149.74,35.95,155.86,-4.62,-57.86,25.65,-2.4,21.05,-144.47,17.67,-1.42,3.99,-16.17,-20.02,-39.74,1.0
2.0,2.0,-55.88,81.45,-112.32,88.27,49.73,-5.76,176.33,148.09,55.41,-16.45,-87.02,-8.86,-48.24,41.19,-3.38,-85.68,-27.68,-17.69,-1.4,-0.19,1.31,-4.7,140.92,1.0
1.0,1.0,18.12,30.54,-167.18,-57.52,92.53,-23.3,102.33,-46.01,126.23,-45.41,-215.95,-145.6,20.8,41.79,-6.11,-91.44,182.66,-6.0,-5.77,-2.77,-161.28,-19.02,25.05,0.0
2.0,3.0,100.68,-73.02,-149.41,-25.33,60.82,96.87,19.24,-83.37,121.19,42.38,-36.84,122.88,69.44,-15.51,0.59,22.31,-27.71,12.67,-0.03,4.22,14.85,11.39,66.51,2.0
2.0,2.0,18.28,18.96,16.65,34.3,-82.29,71.36,-15.11,-61.01,-77.97,72.39,25.02,117.9,-78.21,-8.38,7.99,161.47,-31.2,20.16,-6.14,7.19,106.79,-18.99,9.59,2.0
1.0,2.0,-20.89,-49.03,240.03,-8.14,189.0,-35.72,15.4,-133.63,-128.06,-33.81,96.63,-35.99,27.38,19.48,-1.41,-43.38,87.51,14.7,6.57,-5.95,160.91,-9.33,-6.82,1.0
4.0,2.0,-81.17,-26.45,28.04,129.0,61.67,77.72,-22.87,-161.02,-112.77,88.26,146.8,-133.31,-20.2,-42.19,-2.55,2.84,93.78,5.56,-2.58,3.05,-3.79,13.7,22.06,2.0
1.0,3.0,80.94,-3.55,-22.82,-47.97,46.17,-8.6,-19.22,-126.5,-50.41,-37.46,-121.35,205.64,62.39,11.73,2.2,-19.11,-84.72,5.02,-11.43,6.3,128.97,-0.55,116.83,0.0
2.0,3.0,122.7,16.59,-105.21,41.14,-63.06,62.64,177.69,77.94,12.73,-85.78,-223.48,-89.55,-24.05,-11.57,0.52,35.32,31.49,-10.7,-2.23,-5.03,100.88,12.45,42.69,1.0
2.0,0.0,-123.44,164.01,-137.49,8.8,67.08,-66.37,-3.95,46.42,-249.62,-17.47,-65.58,85.4,82.35,-13.78,-2.56,-28.51,29.61,2.08,0.39,0.88,38.8,-12.74,118.22,1.0
3.0,2.0,26.23,-62.35,84.56,48.32,9.49,98.99,49.28,-208.05,71.73,1.03,176.06,-86.86,-54.79,21.94,-3.79,1.05,-25.5,-9.93,2.14,-0.71,-51.29,-2.02,-38.7,2.0
2.0,3.0,75.29,55.15,122.02,-84.94,72.2,-53.61,14.66,-92.27,71.73,85.21,-167.34,164.0,88.51,7.36,1.45,23.07,177.63,24.01,-9.52,5.68,16.85,-27.9,46.0,2.0
2.0,1.0,1.25,73.67,113.91,-43.82,-31.41,-32.48,-29.05,52.8,37.61,-27.26,-75.44,10.25,-3.04,16.37,1.3,-36.84,48.71,35.22,-0.46,-2.75,6.35,8.22,49.35,0.0
2.0,3.0,79.13,-7.85,-14.94,35.08,71.85,-39.37,-57.98,-65.82,-112.58,25.45,23.02,13.11,72.31,47.01,1.67,-20.2,-18.39,-7.4,0.59,1.2,-175.91,2.77,-0.18,1.0
2.0,2.0,-134.88,-65.26,148.97,-9.79,59.61,86.59,61.01,174.35,-57.5,54.27,252.88,-100.4,-40.33,-45.96,-3.24,-18.47,-126.75,5.57,4.97,0.0,-55.64,-11.28,-87.7,2.0
3.0,2.0,31.64,1.25,-42.22,-7.05,-39.62,-2.6,-101.18,-227.17,6.34,38.45,89.79,-84.61,96.13,-41.18,-0.31,-73.46,44.73,7.59,-2.04,2.23,33.22,2.25,2.36,2.0
2.0,3.0,-119.77,-129.94,268.23,68.92,-25.7,-22.53,53.41,117.47,133.34,33.24,42.68,24.21,66.96,53.94,-1.68,71.07,36.65,-18.58,-2.79,0.54,81.69,-41.4,-18.09,0.0
2.0,1.0,-9.02,-30.5,-171.91,7.99,72.45,60.55,-94.48,-1.4,69.0,-96.66,-94.72,-32.45,82.54,16.15,-0.95,162.14,-41.08,10.89,-2.62,-1.6,-37.4,0.95,-8.81,0.0
1.0,1.0,-41.59,223.71,-112.0,10.84,-88.71,-91.21,62.6,289.45,113.33,-36.44,-132.21,-223.26,10.59,69.84,8.03,84.46,160.1,-11.28,12.26,-11.55,26.97,15.06,-41.54,0.0
2.0,3.0,25.76,24.26,92.42,114.92,149.33,-9.35,8.63,0.42,37.89,1.77,117.25,-20.06,-29.41,6.46,3.14,-99.66,-78.93,-37.98,2.51,-0.35,70.8,-7.32,-143.46,0.0
3.0,2.0,-225.06,28.19,-92.64,-50.5,-11.53,-8.51,13.92,2.79,37.74,-39.03,27.03,58.57,-9.73,72.51,2.16,41.59,7.99,-10.4,-1.47,1.69,108.94,-7.72,13.3,1.0
2.0,2.0,83.91,195.75,2.3,15.83,-71.91,-0.98,87.03,-195.61,114.25,58.32,-7.8,74.0,17.59,-10.95,-1.68,-8.91,104.51,-10.29,1.19,1.84,-146.57,11.8,84.61,2.0
3.0,1.0,93.15,101.78,-20.58,-3.57,-56.71,-62.85,60.87,-90.6,54.25,18.87,-40.02,-95.01,-55.47,-4.09,-0.41,11.88,54.37,-32.83,-1.79,-0.79,118.31,3.17,123.26,1.0
2.0,1.0,281.29,-29.42,-444.59,-27.12,-31.04,-15.67,-38.85,-198.37,55.81,-30.84,-87.66,-14.6,-138.91,-33.97,3.88,13.68,-65.98,11.87,5.3,-0.24,-59.2,-14.36,5.13,0.0
2.0,3.0,93.67,-5.48,-96.0,3.75,-192.19,34.34,-109.43,-109.71,-106.83,77.68,-74.24,122.24,-36.5,-7.31,-1.3,14.0,65.23,1.1,-2.8,5.27,-65.75,5.43,73.19,2.0
3.0,2.0,-82.43,-53.85,211.68,-25.25,136.37,22.56,68.79,6.7,131.87,46.68,75.05,152.67,-38.02,23.74,0.13,-58.95,-82.98,-19.37,-7.27,6.23,-102.54,-10.79,133.02,0.0
2.0,3.0,-7.37,76.58,-19.05,-21.99,-75.24,-83.77,17.42,91.73,-79.24,-15.71,-114.22,-86.8,16.5,13.93,0.06,-34.7,99.38,-17.86,0.81,-3.98,31.73,16.88,70.21,1.0
2.0,2.0,115.88,-12.63,-120.03,33.42,67.57,-114.67,4.99,-149.54,49.0,3.16,-103.16,25.51,-16.34,11.07,0.38,85.79,0.93,22.51,-7.46,3.61,-91.75,-4.3,150.86,0.0
2.0,1.0,118.56,-20.0,-160.14,24.14,-99.11,7.01,66.48,133.92,-48.34,-22.78,-144.08,124.31,-48.15,-41.64,-2.57,-60.98,-89.99,-33.18,1.03,0.75,-42.47,0.51,3.29,0.0
1.0,1.0,13.91,-67.9,104.9,46.94,-10.96,52.12,-120.35,-58.83,-33.58,-23.25,-16.86,-58.01,-24.86,36.46,-0.88,-79.77,109.7,3.14,3.76,-4.97,-105.89,-0.48,15.42,1.0
2.0,3.0,92.58,14.91,-2.17,-55.38,-27.64,-51.08,153.0,-115.92,79.95,55.07,94.86,25.48,-74.45,23.33,-6.53,-24.81,-97.79,-57.8,-1.52,4.15,4.98,-33.76,123.24,0.0
1.0,2.0,-54.37,74.17,-88.53,73.55,0.71,-3.08,24.42,124.97,27.34,-12.48,19.74,22.33,54.68,-8.17,-0.34,-15.32,-92.65,1.81,2.05,0.38,-3.28,22.35,8.26,2.0
3.0,2.0,-108.62,97.74,-5.79,43.52,15.62,-33.1,16.35,-39.24,55.73,29.76,231.86,-129.48,16.46,-6.41,-0.36,-49.24,-145.54,-21.78,-4.42,4.5,-132.67,-5.14,-67.86,2.0
2.0,2.0,39.34,-108.04,-3.74,-24.95,-135.31,-40.75,111.77,4.47,196.87,-2.13,-22.68,-8.91,90.24,-60.75,-0.63,92.06,-16.42,19.21,-1.29,0.16,-64.03,16.45,16.4,1.0
2.0,3.0,-59.44,68.58,-130.12,9.59,-20.02,-69.31,50.14,15.38,-99.24,-14.52,36.05,53.22,9.0,37.36,3.61,100.99,2.43,2.55,8.58,-1.82,20.53,3.45,-35.06,1.0
1.0,3.0,55.31,-7.78,26.86,-7.89,145.76,22.82,-26.0,77.56,69.73,0.1,46.94,-28.76,-8.0,-34.99,2.08,-61.31,-67.56,15.62,5.7,-2.59,-17.25,-6.13,-1.33,2.0
2.0,2.0,-106.67,73.54,-220.39,-7.64,-36.27,-23.36,110.8,44.21,272.01,28.38,-105.81,-77.36,-2.41,-30.19,4.06,-48.7,226.26,-1.83,8.28,-4.49,-4.57,-29.47,174.86,1.0
1.0,3.0,150.94,15.46,242.16,10.37,57.39,-38.86,-35.15,-128.66,78.48,-21.73,74.89,-47.29,-29.09,45.98,-0.71,-76.24,-24.11,-3.03,1.46,-3.24,-39.92,-21.63,-82.48,2.0
2.0,1.0,112.11,8.88,237.49,-57.82,52.13,-9.8,11.44,57.88,-238.74,-83.34,-1.0,-6.52,-59.56,21.29,0.54,-40.15,-57.89,18.19,7.47,-8.27,-130.97,7.72,24.13,2.0
1.0,2.0,2.57,-102.45,124.58,152.81,3.78,69.84,-36.45,-145.77,-82.88,-27.89,59.94,115.6,60.69,22.73,-0.62,-46.88,-67.22,13.03,-2.46,1.85,57.81,26.02,96.76,0.0
3.0,3.0,-24.86,-108.8,-58.65,-41.5,-98.43,33.01,-2.76,-30.45,0.64,49.86,165.18,-74.19,113.32,-26.12,-0.61,15.07,-92.12,24.66,2.2,2.2,2.98,-19.45,43.76,2.0
2.0,1.0,119.93,-81.68,134.37,28.63,-153.64,-30.22,73.4,-177.97,254.11,91.84,151.78,28.18,-11.26,40.28,5.32,41.76,-29.21,-2.16,0.96,3.51,12.78,5.61,18.11,1.0
3.0,1.0,-90.96,33.61,233.54,58.5,40.38,-29.37,-6.72,-232.37,-19.49,-79.65,240.82,175.96,84.89,-5.27,-0.1,-85.68,-192.46,9.84,2.3,0.64,-58.55,10.89,180.98,0.0
2.0,2.0,31.76,31.39,-22.21,-95.02,-76.21,68.2,79.67,-77.27,-79.37,-37.58,-140.71,-28.2,102.71,-31.32,-1.99,-112.27,98.8,1.06,-4.82,-1.39,35.15,-13.92,111.96,0.0
2.0,1.0,-18.93,99.12,-80.86,-22.08,-86.01,31.36,-76.42,120.73,-82.09,-20.34,-29.04,-81.97,-26.0,-26.42,-0.34,-27.71,-2.84,-1.51,4.39,-3.67,17.71,6.05,48.1,1.0
1.0,3.0,32.48,-3.11,-82.13,-1.74,-39.33,46.57,-64.1,-208.11,67.38,22.86,36.41,112.69,-59.12,-48.98,-3.07,117.83,46.65,24.55,4.78,1.28,49.65,-28.09,99.51,2.0
2.0,3.0,-25.3,74.77,190.66,19.79,29.09,7.64,-48.09,86.87,-38.01,34.37,37.65,132.9,-35.1,-29.65,1.3,13.97,-98.42,-6.77,-7.55,5.78,44.84,-7.0,-101.61,0.0
1.0,3.0,52.22,-155.59,26.8,21.98,28.99,4.15,87.7,-162.34,105.15,-5.06,184.65,144.36,70.46,-60.44,-0.13,-47.13,-250.88,20.77,-2.04,5.99,5.38,1.15,56.41,0.0
2.0,3.0,94.56,92.52,74.15,-44.17,35.95,-55.59,-140.32,-122.73,-136.34,-60.95,94.33,-40.08,-28.05,29.53,-1.28,-108.31,-130.69,-0.18,-1.7,-0.52,78.46,18.79,-134.69,2.0
3.0,1.0,-49.89,-75.59,163.88,13.16,7.85,-45.85,0.2,-56.71,-37.79,-26.82,134.85,-42.74,-14.35,21.07,-0.13,-8.27,-26.3,-34.07,3.02,-2.55,71.79,33.22,-56.34,2.0
1.0,1.0,32.46,52.88,-155.91,19.83,-18.17,96.52,21.24,-198.45,48.58,28.24,193.04,-75.82,25.88,-34.22,-0.42,-57.92,-129.75,25.29,1.49,3.25,-54.14,-13.22,88.91,0.0
2.0,2.0,-85.62,-74.38,-100.26,-50.8,4.89,35.15,-32.08,74.35,154.36,-69.65,-52.46,17.45,-2.09,89.85,-2.63,40.5,-31.84,24.89,0.11,-1.48,64.01,7.06,1.49,2.0
3.0,2.0,63.33,-94.54,40.34,2.91,-5.0,-4.12,124.26,35.24,-26.05,153.47,86.96,-14.23,-58.2,4.12,-6.29,-20.62,67.1,7.4,7.72,1.07,161.81,7.77,114.87,1.0
1.0,2.0,75.01,-117.79,-109.51,17.18,3.08,-87.3,-57.95,187.23,50.92,-73.29,-126.96,39.26,109.12,13.73,1.27,83.62,-144.92,22.89,-1.7,-0.93,5.81,5.53,-18.51,0.0
2.0,2.0,111.88,66.29,36.92,-24.59,144.13,-16.97,-26.77,76.56,-90.0,68.38,-110.04,-118.7,58.13,-108.64,0.01,7.16,123.55,7.11,-1.48,-1.45,-5.92,5.53,46.44,0.0
2.0,1.0,121.11,-38.77,84.69,-0.82,23.95,10.11,-264.14,-140.36,-162.92,97.17,62.97,38.7,-114.36,78.31,-3.86,-47.05,55.55,-3.04,2.44,2.16,46.6,-0.85,46.34,1.0
3.0,3.0,133.52,36.74,-317.1,34.34,-16.0,64.49,7.76,-177.05,16.51,-64.92,-382.86,-54.4,-24.25,1.63,-0.68,57.01,174.06,-27.95,-14.44,1.2,89.46,-23.75,224.46,0.0
2.0,3.0,-4.52,-20.92,292.25,-28.33,-47.25,119.32,140.04,-54.22,-15.7,-24.52,214.34,6.08,-116.17,-13.61,2.68,149.23,-82.89,-10.6,7.61,-3.8,-36.82,-1.18,-106.48,2.0
2.0,2.0,-60.85,-128.29,233.11,-29.43,45.15,-33.53,7.08,15.68,-24.22,105.96,61.52,82.47,30.03,-94.75,0.72,107.51,58.08,-9.2,-2.89,4.03,-70.84,-12.28,111.81,0.0
3.0,1.0,-47.72,-120.9,-101.61,36.57,52.4,38.52,68.75,147.06,-130.83,-14.14,-70.77,-12.33,-53.43,45.45,-0.17,41.79,-40.8,64.84,-3.57,1.23,-103.0,-2.36,-17.75,1.0
2.0,2.0,127.8,-48.44,-219.74,25.83,95.25,53.13,-54.07,-39.21,-65.15,-26.51,-227.3,34.75,23.77,-47.92,-0.13,11.3,3.12,3.58,-10.39,3.7,65.06,2.32,60.45,0.0
0.0,3.0,-219.2,-26.99,-25.65,-0.48,208.33,1.42,72.18,209.73,22.27,-8.85,-57.13,106.06,24.65,-12.86,3.53,-18.56,67.7,-14.31,3.46,-0.93,-81.08,18.75,8.35,2.0
1.0,1.0,-201.74,-110.95,-40.79,69.33,25.23,-32.03,-32.85,100.02,-82.07,-39.47,-27.07,83.81,-73.96,25.52,2.95,-29.62,45.55,10.21,1.4,-0.51,-100.37,31.81,-52.3,2.0
3.0,3.0,-11.59,133.04,23.89,2.21,-17.64,-7.81,31.95,-230.84,-71.02,-42.8,9.59,-2.73,39.27,52.06,-1.2,-98.65,33.17,35.22,-2.87,-0.45,-41.09,-1.11,212.83,0.0
3.0,1.0,-17.3,47.88,-144.46,37.16,93.78,-85.83,80.33,-93.8,59.1,-27.68,86.15,-34.96,-103.65,-15.11,-2.45,42.72,-92.9,27.24,-0.93,2.01,-60.71,11.12,-85.78,0.0
3.0,1.0,133.0,-46.7,-265.93,-52.49,13.84,-38.23,9.14,7.89,-66.66,11.23,-101.42,-76.62,-76.71,-37.49,3.79,16.43,-54.46,-6.65,-4.47,2.54,42.75,18.14,38.71,0.0
2.0,2.0,168.4,43.51,-158.38,-35.0,2.56,-42.98,-25.76,-71.06,69.8,68.67,-114.22,-109.1,-5.75,-9.0,-3.66,-18.18,69.47,-16.25,-6.02,2.82,-25.31,-2.75,77.95,0.0
3.0,1.0,37.27,-32.66,-127.57,39.46,30.95,44.24,77.03,-12.5,-62.28,-36.22,65.51,-17.2,-4.29,-22.18,1.34,74.86,-100.28,39.6,7.82,-2.69,35.54,-1.57,48.64,2.0
2.0,1.0,73.16,27.86,-59.13,9.28,-22.19,23.3,-45.07,-79.97,20.78,36.18,-23.93,-42.27,24.21,39.79,1.61,-30.15,19.98,12.9,-4.74,2.83,-128.9,-11.07,0.94,0.0
2.0,2.0,-207.13,-28.5,-20.38,49.97,19.01,36.18,116.63,199.06,-43.29,-37.39,-2.47,15.09,-78.23,14.3,3.1,94.29,-6.04,-1.97,3.12,-2.25,8.01,-6.52,42.78,2.0
3.0,2.0,-96.81,-141.4,-80.13,11.97,-38.78,-74.07,-39.96,-115.37,137.74,26.89,145.94,38.64,-32.62,50.74,0.6,43.65,-54.01,21.45,1.04,3.74,72.68,-0.09,45.28,2.0
1.0,2.0,58.0,-99.47,134.74,-10.55,-113.9,-30.03,25.32,-38.46,-96.31,74.05,-58.6,56.63,-0.98,4.32,-0.09,32.08,120.04,-11.89,-3.06,2.08,-71.68,25.21,28.77,2.0
1.0,2.0,-184.1,-4.13,-17.62,-2.15,50.61,60.74,-115.1,-4.22,-6.0,-37.34,-43.7,42.38,4.55,24.9,0.6,20.78,145.66,-12.26,2.83,-2.6,-43.79,-33.8,13.33,2.0
3.0,2.0,5.71,-60.09,86.43,-39.21,0.95,-18.67,-92.25,90.58,-114.16,34.95,-31.99,57.79,32.08,47.62,0.19,-97.37,15.06,-28.25,-1.67,1.52,-66.13,24.12,-55.85,0.0
3.0,2.0,-10.48,95.25,71.71,-55.45,-19.82,-32.3,-175.36,104.57,-34.58,-15.61,-48.58,-162.11,25.84,14.65,1.24,13.46,125.0,61.69,3.45,-6.24,92.34,4.55,-119.64,0.0
2.0,1.0,80.05,-46.04,-115.2,-28.07,57.32,-21.36,-54.52,-25.37,61.93,-35.03,-122.9,-37.15,-6.01,25.77,-5.9,77.09,3.64,-21.23,-3.07,-0.92,-62.95,12.52,142.49,0.0
2.0,3.0,-165.49,-176.49,156.37,-88.37,-58.89,-20.89,-30.49,-44.04,71.12,-0.14,128.06,-9.53,10.48,4.06,-6.03,-38.37,111.59,2.29,7.86,-3.94,34.97,-36.78,-39.61,1.0
1.0,1.0,148.12,4.45,-254.52,-39.25,-32.08,-129.14,34.74,-17.65,83.08,-109.37,-107.7,-17.79,-14.27,21.45,0.22,-18.29,-62.03,-15.81,7.98,-6.03,32.98,21.14,5.27,0.0
1.0,3.0,-55.88,-21.68,-27.58,31.96,134.71,19.96,14.03,62.24,-118.44,-31.07,63.98,15.03,-23.82,12.9,2.38,143.81,-118.59,20.14,-0.23,0.98,-105.1,4.96,-66.66,2.0
3.0,1.0,-168.15,-28.27,-5.99,-22.02,21.24,13.78,131.5,-282.59,-51.03,53.53,268.27,130.95,70.85,-6.44,3.94,138.46,-53.56,16.81,-0.54,7.72,-73.61,-22.04,16.82,2.0
3.0,2.0,108.34,-95.72,208.19,6.95,-42.9,31.69,-146.9,-61.03,47.0,11.12,-23.69,-20.06,-31.77,42.99,3.1,-33.7,41.44,40.64,-3.14,-0.98,-70.57,-6.53,8.66,2.0
2.0,2.0,87.18,137.83,-73.5,92.83,70.77,10.23,18.49,-104.74,52.8,-9.65,-6.38,85.35,-27.19,1.22,-1.06,-14.79,-108.47,-2.63,-4.46,4.04,27.94,20.58,73.21,0.0
2.0,1.0,51.65,-101.19,171.26,30.81,-79.73,-34.02,-111.12,-140.37,39.75,-12.8,140.84,-40.88,-94.98,3.64,-3.67,84.36,-33.73,-18.54,3.22,-2.16,22.68,8.37,-52.54,2.0
2.0,1.0,-58.29,9.65,249.02,-123.67,-33.93,-85.52,11.31,-56.92,178.7,-41.2,-66.12,-139.88,-6.93,-42.2,-0.81,66.24,181.24,34.02,-3.81,-5.68,86.2,18.48,115.25,1.0
3.0,1.0,132.64,-84.05,169.51,17.88,-120.75,-7.15,132.35,-118.3,-6.7,148.29,262.37,71.19,-20.03,30.54,-4.0,5.31,-158.07,41.99,0.08,7.85,10.38,21.91,-30.97,1.0
2.0,3.0,20.85,34.69,-183.3,-84.42,0.32,-10.73,-15.28,140.03,-53.6,-94.41,-267.13,-74.6,84.27,-14.82,-0.39,-39.2,140.79,-9.94,1.96,-6.98,-9.38,29.64,-75.16,0.0
2.0,2.0,9.29,91.05,-22.34,52.86,-125.15,-22.36,60.53,148.5,-46.78,3.49,44.5,-158.94,82.18,14.25,-1.04,38.46,-103.74,-47.39,-2.28,-0.21,27.44,7.38,-74.97,1.0
2.0,2.0,38.33,43.4,-135.14,37.97,-110.61,-97.65,-8.05,106.68,221.5,18.08,-6.93,-122.14,14.6,45.39,-1.11,14.89,-30.75,-4.29,1.34,-0.67,153.66,0.37,-65.32,0.0
1.0,2.0,-13.49,-38.39,-145.05,27.33,20.01,-9.84,17.16,-51.49,122.96,-21.24,-115.55,-35.02,-74.56,22.47,2.68,33.48,172.65,21.17,5.7,-4.63,-10.27,6.96,100.49,1.0
2.0,3.0,-79.64,-28.46,43.92,-9.77,-19.6,19.24,23.68,-6.18,61.61,-61.34,135.8,104.58,9.17,-11.47,-0.6,30.92,-181.78,9.06,1.26,1.28,-139.04,-5.07,-70.16,0.0
2.0,1.0,-175.1,-100.69,22.67,-33.69,7.79,-22.69,106.86,25.31,-239.94,9.21,81.68,-52.53,29.53,24.96,3.91,-71.04,39.85,-0.63,1.62,-0.73,117.29,-26.45,79.76,1.0
2.0,2.0,-12.42,-57.98,191.06,41.15,-10.03,50.39,38.11,23.5,-156.27,-43.12,25.25,-32.19,18.26,-53.73,-3.79,-74.8,-101.62,-12.97,-9.8,1.67,45.42,-4.14,-67.29,1.0
1.0,2.0,59.16,76.88,-222.76,18.17,42.61,-92.71,30.13,-161.49,206.64,-1.47,74.46,-31.25,-0.35,-33.28,2.05,-113.92,-130.02,17.83,-3.54,4.62,-75.46,8.33,28.94,0.0
4.0,3.0,151.27,-123.17,-232.75,-8.41,-33.98,-40.66,-24.29,9.6,-101.9,-125.23,-212.78,149.03,-22.01,-18.07,2.7,-3.9,-63.85,-1.17,6.43,-4.9,77.55,7.98,152.9,0.0
4.0,1.0,158.2,35.08,14.39,22.85,84.19,110.69,76.8,58.97,-126.11,47.25,-33.02,-249.41,-88.31,10.78,4.32,40.23,10.41,-12.94,-3.49,-1.65,-13.52,3.68,27.47,1.0
2.0,3.0,-15.76,141.83,-99.99,-100.08,31.81,-113.18,-39.56,36.07,-46.27,95.69,102.0,12.69,-82.56,-58.56,-3.8,98.96,-95.26,15.69,-1.16,6.04,-68.53,17.89,84.24,2.0
3.0,1.0,55.85,-136.66,-79.6,-65.12,29.17,-125.5,20.2,176.02,11.53,-42.47,-177.54,-123.99,-55.51,36.01,1.3,-28.47,69.05,-29.9,-0.23,-4.82,151.51,11.04,-88.71,0.0
1.0,3.0,-108.4,-72.46,261.23,95.64,-18.08,28.99,56.24,-47.09,-49.24,-34.55,23.65,-82.12,32.31,-84.08,-1.86,-51.08,127.87,15.57,-0.83,-4.61,-51.22,-27.51,37.97,1.0
2.0,2.0,96.36,30.32,57.71,-84.09,-18.39,59.87,63.92,-23.74,-75.57,-12.89,59.12,109.0,73.75,-3.65,-3.75,10.14,-169.0,-20.64,-1.37,2.82,-19.07,-8.17,-48.02,0.0
1.0,2.0,161.4,27.5,23.89,14.21,-14.08,-23.43,-28.36,-251.12,39.33,-130.35,117.5,-147.93,93.8,45.06,2.42,-16.78,-215.18,-22.32,-5.48,-1.5,18.87,14.65,-121.16,2.0
2.0,2.0,-25.22,-22.18,114.38,-55.0,-2.53,27.21,-48.58,-3.52,202.28,17.77,96.06,-12.91,42.51,-6.44,1.9,-1.9,-16.3,33.67,1.79,-0.23,-40.78,-3.52,-57.33,2.0
1.0,3.0,-63.33,53.4,148.65,-46.23,-25.26,-63.68,52.52,52.05,-1.03,25.63,3.61,47.21,27.87,-75.65,-2.12,2.97,15.69,-24.38,-4.32,2.08,-97.91,1.57,7.91,0.0
3.0,1.0,34.77,-8.18,-173.07,71.61,-30.21,10.27,-144.84,18.3,-67.63,-31.06,-95.63,-3.89,56.13,12.44,-4.02,7.99,-47.12,13.77,-4.94,1.89,-11.85,-3.11,4.9,0.0
3.0,2.0,46.39,41.52,-263.18,-0.94,90.43,67.16,30.7,111.43,23.18,119.84,-12.15,24.45,-70.4,16.71,-3.81,-63.26,-57.81,17.54,-2.49,7.72,-23.67,-6.84,-42.1,1.0
1.0,2.0,106.51,-10.27,-150.61,35.8,-67.47,19.03,-47.94,-101.26,29.17,9.24,-75.85,8.89,157.1,0.66,1.54,16.33,-42.49,-4.81,-5.5,3.29,32.22,3.12,208.22,0.0
2.0,2.0,11.94,42.47,-46.29,51.58,-7.4,115.47,-281.3,92.79,117.26,-3.8,-83.12,-27.61,22.28,-13.54,-0.89,51.92,37.36,14.59,-1.13,-0.66,-102.42,2.82,-93.35,0.0
2.0,1.0,90.0,-52.87,-64.82,-70.82,-85.6,-3.19,-67.02,34.67,-30.94,13.11,-44.45,104.77,-28.09,47.98,-1.42,24.74,-79.86,-10.07,-1.02,2.84,59.88,22.98,-6.92,0.0
2.0,1.0,-31.04,155.93,-52.98,4.31,-24.74,37.14,79.63,73.88,-22.83,-103.61,-91.44,33.33,12.27,43.3,-1.11,-126.4,-35.01,37.11,4.17,-5.33,40.84,-14.4,159.58,0.0
3.0,2.0,14.46,85.48,173.16,-76.4,-2.05,-76.69,-105.27,-34.79,12.89,-4.58,29.96,-45.83,70.93,53.18,-1.32,-53.81,-28.75,13.66,-6.84,1.16,31.43,23.06,-12.03,1.0
3.0,1.0,111.74,-41.29,-77.48,4.98,20.77,-21.61,-74.04,7.79,25.88,-3.17,-3.89,-47.12,68.09,-44.33,-1.59,-14.59,-46.7,-7.03,4.44,-2.16,-93.27,1.78,43.52,2.0
3.0,4.0,-64.27,-71.71,-100.49,13.47,92.34,2.13,-123.95,-2.35,-47.67,-1.9,95.75,-40.28,-6.96,50.87,-5.88,43.59,-78.43,-17.76,1.57,1.0,-13.26,-4.21,16.87,2.0
2.0,1.0,59.24,44.28,-106.39,126.12,19.33,-11.31,-28.09,5.7,-32.48,0.89,-41.49,31.34,-92.43,2.49,-3.84,80.01,-10.34,47.36,2.28,-0.01,-29.47,1.76,-4.0,2.0
1.0,1.0,200.08,7.34,6.07,-43.05,-23.63,-47.68,-115.86,-103.24,1.89,-18.49,-114.88,-173.55,-15.94,-37.13,-0.2,-13.92,53.81,14.31,-5.0,-2.86,-7.91,-13.39,96.86,1.0
2.0,1.0,187.79,98.14,-109.13,-30.61,-14.94,-19.89,-86.75,-106.07,-83.22,76.4,-155.51,123.4,6.36,-12.47,3.94,-48.35,69.14,-13.91,-4.55,5.03,37.57,-2.44,127.68,2.0
2.0,3.0,-159.8,-117.63,274.57,22.01,-85.11,104.81,-26.83,-87.22,-73.39,73.04,205.44,105.4,-17.54,11.25,4.37,-35.93,-33.78,14.78,-5.28,6.46,86.03,-19.51,21.45,2.0
1.0,1.0,12.49,-4.9,112.5,-73.93,-23.31,-18.76,-54.16,177.24,51.14,-25.95,-140.95,7.09,20.44,-53.15,3.61,76.68,58.97,-24.8,-0.5,-3.56,-21.35,-42.83,-6.28,0.0
2.0,1.0,-16.75,-44.7,190.58,4.99,-19.24,58.4,24.33,-202.48,-8.65,-102.99,-40.61,-67.15,60.36,61.54,3.8,57.85,195.32,3.41,3.91,-8.87,-152.27,12.03,-10.48,1.0
