cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
1.0,1.0,1.0,-7.86,-53.32,32.86,-25.8,45.49,70.12,-19.27,140.42,132.38,33.06,-185.61,5.16,-30.03,-151.51,2.0
1.0,1.0,1.0,43.57,1.33,95.28,10.44,11.75,56.59,-137.16,173.7,-16.49,14.07,-46.53,-1.6,109.62,-114.29,2.0
0.0,2.0,1.0,5.53,28.69,-48.99,-1.6,-28.17,-176.76,91.02,-218.62,-115.73,11.52,-6.94,-0.34,60.21,63.48,1.0
1.0,1.0,1.0,34.12,43.18,-21.34,-12.11,14.44,-11.42,-1.52,233.52,-68.03,-16.52,-108.43,-1.3,152.21,53.62,2.0
1.0,2.0,1.0,10.71,83.6,-29.63,0.34,61.33,55.88,95.41,260.15,-28.41,-23.11,-38.08,8.6,10.62,-10.03,0.0
1.0,2.0,1.0,27.09,78.42,7.54,-48.61,-175.26,62.02,108.62,294.66,-116.77,-0.23,-117.35,-2.21,-67.02,-198.89,2.0
1.0,1.0,1.0,-1.26,33.84,-80.97,-3.36,-40.71,24.24,17.39,275.38,17.88,-32.93,-82.8,4.56,154.28,10.98,0.0
1.0,1.0,1.0,-44.44,95.82,-33.92,-33.09,-58.91,92.05,-113.04,0.67,-73.81,-4.05,63.91,5.08,-27.0,-33.58,2.0
1.0,1.0,1.0,21.08,-5.03,39.31,-17.09,147.05,-106.64,-81.06,-123.9,-141.7,9.07,-8.56,1.52,-27.47,64.68,2.0
1.0,1.0,1.0,20.72,14.9,96.19,-5.05,189.04,165.43,-21.05,37.8,-85.3,34.25,99.2,-1.71,158.93,-204.44,0.0
1.0,1.0,1.0,28.54,-93.0,-93.42,-25.68,127.92,-120.47,-0.12,178.85,-252.11,-30.34,-73.32,-6.76,183.71,62.38,0.0
2.0,1.0,1.0,8.99,2.6,-79.4,-24.19,57.25,32.19,-26.0,-98.82,-9.67,12.12,39.1,-4.64,-65.23,-65.66,2.0
1.0,2.0,2.0,15.7,161.56,67.21,-3.79,4.04,-94.03,-87.26,-221.96,-80.87,7.52,88.11,-2.44,109.62,-32.45,2.0
2.0,2.0,1.0,-8.23,-25.62,-30.98,-24.35,-4.14,-47.23,-11.65,-73.7,-48.32,-12.05,17.22,-2.53,175.48,31.17,2.0
1.0,1.0,0.0,11.04,64.35,15.6,-18.9,77.39,53.8,-122.1,-162.9,-58.86,39.99,21.05,1.97,-50.81,41.08,2.0
2.0,1.0,1.0,-8.88,-179.31,-2.0,-20.67,31.16,47.73,-9.31,129.89,-112.94,-7.5,9.8,-3.07,-15.44,-43.76,2.0
1.0,2.0,1.0,10.71,-7.51,94.5,28.75,-83.44,48.31,-99.52,-7.02,38.3,-10.33,90.86,-0.05,-73.22,47.02,0.0
2.0,2.0,1.0,38.19,75.73,71.71,27.16,171.1,98.75,-9.69,-9.13,-10.89,-10.21,142.79,3.73,-70.79,121.21,0.0
1.0,1.0,1.0,-13.35,-6.53,-31.91,16.14,-63.41,66.15,-12.38,-4.6,160.97,32.65,-66.24,3.18,-15.85,-30.01,2.0
2.0,1.0,1.0,20.82,66.17,4.46,23.27,44.84,216.69,-40.74,177.25,98.36,9.94,69.54,-3.77,157.48,-117.13,0.0
2.0,1.0,1.0,-56.79,-27.87,-12.05,7.13,19.57,103.18,-18.99,89.29,-49.69,4.09,55.36,-4.98,36.83,38.94,2.0
2.0,1.0,1.0,-30.9,-58.12,20.44,-20.72,145.35,-60.45,43.57,-46.86,-69.77,-14.22,12.55,-1.32,104.83,38.22,2.0
1.0,1.0,1.0,8.89,-12.96,108.38,28.18,22.92,-23.45,17.7,159.47,-90.72,-34.67,57.19,-5.5,-100.98,63.85,0.0
1.0,1.0,1.0,-12.74,-107.91,39.72,1.97,41.08,0.9,61.56,-176.89,108.59,8.98,10.32,-3.87,66.92,98.88,2.0
1.0,1.0,0.0,16.32,-67.11,22.01,10.69,131.39,40.23,5.19,-1.77,-47.87,11.87,10.33,-9.92,-217.9,154.59,1.0
1.0,1.0,0.0,6.32,-28.13,-3.46,10.42,17.93,112.48,-46.49,-183.93,33.31,-3.44,181.1,3.56,205.74,112.04,0.0
1.0,1.0,0.0,-10.5,-68.61,-115.3,-22.97,-204.17,24.59,30.29,-14.08,-121.6,-12.0,45.66,-3.19,94.52,86.83,0.0
1.0,1.0,1.0,17.8,40.85,-43.69,4.2,55.72,68.17,-224.11,11.83,-113.2,19.74,63.76,0.82,135.86,-11.74,0.0
1.0,1.0,2.0,26.21,-8.28,58.58,5.22,84.71,-189.19,-9.08,-63.77,-169.31,14.9,-38.26,-1.73,148.98,-51.9,2.0
2.0,1.0,1.0,50.93,-26.79,-35.78,-2.16,174.43,79.45,98.41,240.17,68.21,-5.62,-95.08,3.5,41.81,-6.63,0.0
1.0,0.0,1.0,-21.53,10.28,42.76,33.83,-114.22,-47.34,-74.33,133.76,-145.65,12.87,-7.28,0.01,-38.74,-28.94,1.0
1.0,2.0,1.0,-22.55,-33.38,-58.33,-52.75,-25.69,-33.3,145.4,-368.34,-36.98,20.43,49.62,-5.26,-66.91,67.7,0.0
2.0,1.0,1.0,5.3,2.47,-100.83,19.47,-19.32,188.66,2.83,286.27,14.71,8.18,9.1,3.16,128.03,-62.7,0.0
1.0,1.0,1.0,17.73,10.83,107.01,12.52,93.35,85.58,-90.08,136.01,-15.33,13.21,0.61,4.68,25.17,-57.78,2.0
1.0,1.0,1.0,33.15,-144.32,133.77,5.76,-31.21,-63.05,-173.96,48.66,-45.02,-11.14,-31.06,9.1,-107.4,46.59,1.0
2.0,1.0,2.0,30.07,65.24,37.97,-5.14,-2.37,-32.55,-25.25,-23.51,-76.15,-12.13,68.4,-5.74,-164.85,-42.15,2.0
1.0,1.0,1.0,7.5,-7.33,1.54,23.93,73.23,72.45,-75.48,243.88,-6.93,-6.43,-6.34,1.47,53.46,-53.09,2.0
1.0,1.0,1.0,21.13,44.53,-58.28,20.17,61.94,-158.72,3.15,-45.9,-183.72,24.99,-27.28,-3.71,150.23,-44.64,1.0
1.0,2.0,1.0,-43.0,-160.03,34.73,7.97,36.2,52.14,37.54,167.45,-28.29,21.82,-68.75,-0.41,-28.17,-71.9,2.0
1.0,1.0,1.0,-8.24,-92.56,26.5,-44.45,-23.46,-39.12,-26.45,-124.34,-155.1,25.28,-35.03,-9.47,-228.42,2.43,2.0
2.0,1.0,1.0,14.31,-5.52,-2.61,-32.7,175.59,-38.75,-52.27,-192.3,-33.69,33.02,-50.62,4.37,-198.5,80.06,2.0
1.0,1.0,1.0,14.78,51.64,-58.95,18.35,-22.86,-31.13,-24.92,124.56,-68.6,-7.72,-16.82,1.79,-59.83,15.84,1.0
1.0,1.0,0.0,-22.19,-0.24,57.26,-34.09,-114.13,60.4,-84.02,-80.92,-129.98,-5.46,96.37,0.44,88.02,48.38,2.0
1.0,2.0,1.0,-24.95,-29.94,-119.36,-5.96,-51.13,-53.05,-15.87,-100.74,-52.39,-20.98,83.26,-3.55,123.88,29.0,2.0
1.0,1.0,1.0,22.64,32.01,0.2,23.85,22.67,161.05,48.26,180.98,64.21,-4.06,48.69,-5.01,-128.7,-10.09,0.0
0.0,1.0,0.0,30.86,32.78,-38.31,-27.16,-55.56,41.9,-33.32,130.7,-8.61,-5.37,-80.28,-4.35,32.08,-58.34,0.0
1.0,1.0,1.0,-19.08,-34.03,-11.17,-30.42,-116.79,77.91,23.21,155.56,3.54,-23.8,-29.04,-3.84,-43.53,0.77,0.0
1.0,1.0,1.0,-16.18,-7.29,-90.47,-29.02,51.38,4.65,80.06,6.21,-5.21,34.99,-116.15,4.31,33.38,-106.22,1.0
1.0,1.0,1.0,-23.84,150.79,29.5,33.85,-79.44,-8.59,-8.29,55.36,31.88,-2.92,7.03,2.61,-1.44,30.12,1.0
1.0,1.0,1.0,-43.33,-61.63,122.36,30.51,-17.41,-87.57,-86.98,28.21,52.59,-45.44,51.67,0.08,-146.92,6.61,1.0
1.0,2.0,1.0,-19.27,-51.76,63.18,42.68,156.71,-40.22,-108.69,-115.91,35.79,51.77,-36.39,-0.51,123.17,38.18,1.0
1.0,1.0,1.0,27.37,2.51,-31.78,22.59,145.01,74.42,55.45,20.26,67.88,-5.59,63.97,-2.59,84.97,9.44,0.0
1.0,1.0,1.0,23.22,23.55,-103.58,43.19,-158.82,233.76,20.38,447.93,79.42,-24.97,53.3,-2.77,-81.79,-150.61,0.0
1.0,1.0,1.0,-21.53,42.07,26.19,-8.14,105.1,7.49,3.32,121.24,-96.61,-2.55,-29.21,-1.65,-0.07,-16.74,2.0
1.0,1.0,1.0,24.52,-8.46,76.83,4.61,-45.1,91.79,-69.0,12.48,99.83,11.66,9.65,-3.16,-138.68,-45.04,0.0
1.0,1.0,1.0,-6.75,-18.98,-77.45,-15.85,1.64,-89.51,-12.32,-167.86,5.4,-18.45,2.81,-2.05,12.03,161.32,0.0
1.0,1.0,1.0,-32.27,-25.05,-87.39,-29.93,123.16,-47.54,-47.87,-96.21,-27.57,-22.08,1.79,-2.69,50.0,101.42,0.0
2.0,1.0,1.0,-27.67,-66.82,-26.95,33.48,5.38,135.28,-94.66,158.25,-41.97,-22.05,129.29,-7.37,-196.12,115.07,0.0
1.0,1.0,1.0,21.17,41.23,127.53,1.81,-83.9,68.61,37.48,-191.68,23.26,22.72,121.04,0.66,75.25,-72.18,1.0
1.0,1.0,2.0,-22.3,-28.75,-114.92,-7.39,61.6,-128.62,28.68,70.21,17.93,-1.21,-160.06,0.77,-151.54,17.56,1.0
0.0,1.0,1.0,-19.48,-11.32,9.22,-36.95,143.2,-373.71,-42.36,-731.36,-242.5,1.74,116.68,10.02,-38.18,232.56,1.0
1.0,1.0,1.0,8.57,2.43,-0.89,1.97,-43.32,50.59,-74.97,132.31,-36.5,14.23,-40.64,-0.15,70.79,-52.83,2.0
1.0,2.0,1.0,36.7,18.2,71.89,-17.86,-195.15,56.28,32.32,208.14,90.43,-47.71,-64.61,3.85,-21.51,102.49,1.0
1.0,1.0,0.0,17.05,-52.84,-56.01,12.46,-195.96,142.55,-102.35,28.47,20.81,6.85,103.56,1.96,-25.77,-102.99,1.0
1.0,2.0,1.0,6.1,8.57,118.24,36.87,214.89,144.23,-14.91,421.64,46.91,2.68,-91.64,-3.08,-50.64,-31.97,1.0
1.0,1.0,1.0,39.31,-27.32,88.41,-1.98,106.26,-184.46,-115.65,-290.64,-122.27,32.08,-24.53,0.3,114.09,134.69,2.0
1.0,1.0,1.0,24.11,-24.6,15.17,-1.5,56.32,76.16,-97.51,-20.94,74.01,0.73,38.87,-4.12,-61.23,-51.76,0.0
1.0,1.0,1.0,-20.66,57.19,48.26,9.07,-125.3,13.23,30.24,78.48,-28.15,-15.25,7.77,-5.05,-48.41,134.73,2.0
1.0,1.0,1.0,5.4,-21.03,-24.23,-38.36,26.78,-156.72,74.0,-222.02,96.3,-29.8,-84.41,-1.01,-92.21,243.39,0.0
1.0,1.0,1.0,26.25,109.35,-38.48,-26.76,101.89,-126.33,58.44,-348.62,-21.48,25.86,-9.71,6.46,-210.61,104.17,2.0
1.0,2.0,0.0,17.4,-1.41,13.86,14.41,-35.85,262.13,-119.08,712.72,152.98,-51.21,-128.99,3.65,99.63,-64.6,1.0
1.0,1.0,1.0,25.14,-46.44,-54.14,-22.56,73.51,-46.81,69.45,-284.9,70.99,-1.01,22.82,2.39,-170.93,189.91,0.0
1.0,1.0,1.0,41.82,19.91,12.59,-6.87,1.57,-104.87,-60.22,-20.21,-73.1,16.18,-89.33,6.3,20.4,7.03,1.0
1.0,1.0,1.0,36.03,-86.96,-75.39,17.93,74.47,-24.0,-70.91,-18.03,-8.59,-8.66,46.72,2.76,-60.31,0.9,2.0
1.0,2.0,1.0,-0.98,-104.69,44.4,31.62,201.11,64.39,45.4,88.3,-30.49,-31.11,118.69,-0.05,-23.2,118.06,0.0
1.0,1.0,1.0,24.59,28.86,-17.69,-19.91,-78.51,32.94,38.68,26.09,-107.13,-17.5,46.33,2.36,3.3,98.76,2.0
1.0,1.0,1.0,-26.56,-107.25,44.24,-30.6,67.17,30.92,60.03,-193.23,-48.6,9.04,92.12,1.63,61.45,-54.28,0.0
1.0,1.0,1.0,-38.96,135.73,-32.51,0.57,-29.84,52.34,44.47,132.38,67.4,-29.58,-10.39,8.06,-81.39,72.87,0.0
1.0,1.0,1.0,16.52,14.34,-89.54,-17.58,-15.96,-171.77,56.48,-285.44,-110.73,-15.7,55.75,3.71,277.83,151.71,1.0
1.0,2.0,1.0,-18.92,-21.13,-57.31,10.08,50.04,42.79,197.97,198.82,-88.73,-23.27,17.97,-1.67,-55.72,76.94,0.0
1.0,2.0,1.0,24.79,0.55,-59.68,4.1,92.02,3.21,51.42,-5.4,83.59,-22.05,1.74,-3.09,14.56,125.66,0.0
1.0,2.0,1.0,-0.67,-32.02,50.58,-46.6,24.17,-11.29,-16.19,-441.02,34.01,19.39,93.83,1.6,28.31,47.9,0.0
2.0,1.0,1.0,21.22,97.89,-57.72,-27.65,-94.27,-104.77,84.88,-252.61,-126.15,24.03,15.57,-3.08,-17.6,64.37,2.0
1.0,1.0,1.0,-0.52,105.13,-78.28,-3.65,-60.6,-145.62,-25.24,-284.7,-36.51,35.57,-30.22,5.34,-22.46,34.49,1.0
1.0,1.0,1.0,17.35,-52.43,-1.3,-20.87,-65.57,2.41,44.72,-179.9,-110.35,34.19,43.83,2.38,-48.57,-21.93,2.0
2.0,1.0,1.0,20.85,-124.02,-49.66,9.87,50.24,161.43,6.22,212.17,76.39,0.25,-6.95,2.52,87.42,-18.19,0.0
1.0,1.0,2.0,-29.46,23.37,-30.41,-26.23,55.02,-179.67,132.25,-229.3,-34.4,18.2,-96.05,4.91,-197.88,100.61,2.0
1.0,1.0,1.0,-19.64,88.95,7.33,8.08,96.69,-117.25,-23.27,-175.03,21.41,-6.38,33.86,2.19,66.54,-19.21,1.0
1.0,1.0,1.0,-15.07,-47.03,-22.1,13.65,-40.49,106.1,-73.61,98.92,50.55,-15.98,59.33,0.85,11.36,15.26,0.0
1.0,1.0,1.0,7.91,145.95,-57.42,24.63,-6.38,63.3,-77.44,218.87,-113.66,2.14,37.15,3.66,54.67,-104.27,2.0
1.0,1.0,1.0,-56.29,-105.64,-46.09,-2.92,137.28,-2.22,14.21,-80.51,-24.37,6.13,35.66,1.18,3.69,14.35,0.0
1.0,1.0,0.0,-48.11,102.06,-2.2,-20.97,-42.11,50.6,-177.19,81.9,-212.59,-19.87,93.0,2.84,-30.11,47.17,2.0
1.0,2.0,1.0,-27.8,-35.82,-35.0,-38.39,-82.88,100.74,193.66,133.05,17.97,12.13,-81.27,-1.7,52.09,-117.0,2.0
1.0,2.0,1.0,-19.18,18.25,40.8,21.66,-22.52,141.88,37.06,259.78,-19.69,-2.06,38.64,2.17,51.72,-119.98,0.0
2.0,1.0,1.0,0.49,29.02,-18.31,-24.72,7.46,75.78,20.69,-9.13,252.03,-46.96,-4.05,-3.73,79.93,116.7,0.0
1.0,1.0,1.0,17.77,76.62,40.01,-29.17,-41.96,33.02,8.72,-18.25,-38.74,3.3,1.66,-2.94,-40.3,-36.97,0.0
0.0,1.0,1.0,35.23,-71.19,28.26,-55.19,123.11,-354.38,6.71,-716.99,-203.34,-8.88,100.99,-1.8,-135.07,241.73,1.0
1.0,1.0,1.0,-32.01,-35.7,9.55,45.78,52.46,111.19,68.29,408.1,-14.96,8.45,-70.4,-2.85,-135.53,-41.79,1.0
1.0,1.0,0.0,-15.12,3.82,-114.71,4.79,-42.72,131.66,-40.38,-28.15,2.08,6.75,96.18,-5.49,9.26,63.35,1.0
1.0,1.0,2.0,-9.54,-17.48,116.74,-1.85,68.2,-231.05,-67.61,-126.81,-75.33,9.04,-109.4,2.1,95.22,103.74,1.0
2.0,1.0,1.0,7.46,-70.2,-18.39,-16.84,-170.28,174.03,-138.26,282.65,60.74,-38.77,29.72,-5.46,92.5,-57.19,2.0
1.0,1.0,2.0,-7.46,137.84,39.47,6.07,18.68,-204.44,-1.14,107.93,-122.58,-8.1,-140.07,-3.89,88.11,52.58,1.0
2.0,1.0,1.0,-9.95,23.6,21.11,17.99,-24.28,161.44,84.36,11.26,67.91,6.83,99.16,-0.61,-33.06,47.67,0.0
2.0,1.0,1.0,15.04,-85.11,20.37,8.31,-122.5,53.13,72.49,167.0,-35.21,6.7,-30.43,-0.83,-14.25,-11.86,2.0
1.0,2.0,1.0,19.68,-53.66,-23.68,28.66,162.93,17.22,107.01,289.88,-35.78,7.97,-92.33,-7.46,50.48,-60.8,1.0
1.0,1.0,1.0,-23.27,134.36,-11.92,34.76,72.52,134.33,77.98,-57.14,78.21,8.52,133.54,-0.14,-51.5,69.85,0.0
1.0,1.0,1.0,-17.14,-42.86,-77.23,42.66,47.93,121.23,-18.73,297.8,-50.32,-2.09,24.75,3.82,132.39,5.17,1.0
1.0,0.0,1.0,1.04,-21.16,57.68,-19.45,157.51,5.96,-9.37,-158.59,66.66,-7.72,36.77,1.38,-54.98,66.76,0.0
2.0,1.0,1.0,-20.27,-23.41,34.01,-13.68,-51.68,-31.94,-39.24,128.42,-81.45,-1.1,-83.22,6.89,-24.65,39.29,2.0
1.0,1.0,1.0,18.32,24.36,7.29,76.42,-20.5,222.95,-11.26,744.89,13.84,-2.03,-87.94,2.11,103.57,-176.45,1.0
1.0,1.0,1.0,-26.58,-60.69,69.86,-11.63,141.58,-118.27,-25.27,-81.87,-65.62,2.23,-70.05,0.5,-31.01,115.12,1.0
1.0,1.0,1.0,-20.59,257.22,34.15,-21.22,-58.48,-144.21,-34.8,-244.64,82.93,-26.17,-31.37,0.5,28.06,214.31,0.0
1.0,1.0,1.0,-1.29,-171.46,19.68,-12.83,72.88,47.39,-74.06,24.6,-17.16,10.22,-12.42,-3.36,103.91,-23.31,0.0
1.0,2.0,2.0,-30.85,39.95,-63.45,2.42,-30.63,-208.72,55.46,-3.67,-70.17,-10.92,-78.53,2.76,-21.09,-90.42,1.0
1.0,1.0,0.0,-23.65,-54.53,-4.45,-40.17,-93.48,95.82,78.09,26.3,-125.17,11.81,37.88,5.76,83.34,-111.49,2.0
0.0,1.0,0.0,1.49,53.24,-5.43,15.75,-19.37,5.59,-113.42,209.48,-106.55,-21.03,1.01,2.23,177.71,-6.39,0.0
1.0,2.0,1.0,-25.46,-74.24,29.38,5.68,16.17,16.76,115.94,50.11,-92.07,2.66,39.66,7.33,165.08,-44.38,2.0
1.0,2.0,1.0,-0.43,-143.97,59.48,25.21,-8.0,66.54,114.79,140.37,119.47,13.44,-66.92,3.39,-192.07,-26.64,2.0
0.0,1.0,2.0,-20.8,-60.35,20.32,-18.49,-59.99,-229.72,-12.95,-116.54,-83.18,-54.09,12.71,1.84,-87.01,49.87,0.0
0.0,1.0,2.0,14.14,-36.78,-25.56,34.22,31.62,-228.96,15.99,-308.09,45.84,22.5,-27.74,1.93,81.6,76.2,1.0
1.0,2.0,0.0,23.86,33.41,110.13,-11.12,-123.87,92.28,8.84,79.63,8.8,-12.11,6.06,4.74,-178.21,86.98,2.0
1.0,1.0,1.0,-6.86,-87.93,38.38,-55.31,28.25,-84.79,-19.74,10.79,-73.89,-26.55,-99.74,7.59,-69.91,102.45,0.0
2.0,1.0,2.0,7.23,-16.94,18.89,-37.3,49.42,48.3,17.9,194.88,-95.37,-23.53,-1.76,-0.05,-40.19,-81.3,1.0
1.0,1.0,0.0,13.72,-2.37,-96.53,5.59,-81.61,71.73,30.83,140.53,-76.04,11.96,-19.54,-1.41,265.94,17.08,2.0
2.0,1.0,1.0,37.93,30.07,47.8,-24.94,-22.12,116.14,79.16,48.26,54.9,-9.24,8.99,-4.92,92.45,44.46,0.0
1.0,2.0,1.0,45.77,-44.83,103.77,-20.27,-84.46,-175.32,-37.16,-168.03,-240.23,-1.13,26.72,-7.29,9.05,88.85,2.0
1.0,2.0,1.0,-6.64,192.01,35.04,-27.39,153.85,49.98,-111.84,-173.89,128.24,-16.96,54.24,5.26,-25.11,100.71,0.0
1.0,1.0,1.0,-10.74,33.01,-34.48,21.84,-106.52,160.49,-32.14,482.68,48.82,-10.45,-114.66,-1.98,117.95,-21.07,1.0
1.0,1.0,1.0,1.12,-250.0,-55.38,-7.74,63.57,-152.46,-49.32,-186.89,-67.02,0.83,-12.66,1.89,-4.21,109.32,1.0
1.0,1.0,0.0,8.2,-112.49,-84.67,-24.33,-88.58,72.85,35.08,28.34,-133.29,-4.94,62.22,-4.86,9.3,31.38,2.0
1.0,1.0,1.0,-21.39,72.66,64.06,-26.64,83.82,19.83,1.79,-103.75,33.63,55.7,-96.42,3.25,-36.62,-144.66,2.0
1.0,1.0,1.0,9.96,-39.6,-105.21,21.1,-34.78,-119.91,-42.05,30.79,-160.39,6.16,-5.47,3.58,41.85,-7.28,2.0
1.0,1.0,1.0,-7.27,-28.76,-43.54,7.34,-94.83,-122.63,-75.32,19.27,-108.94,41.46,-138.31,-5.68,-74.1,-27.84,1.0
2.0,1.0,1.0,12.9,-13.47,25.1,-18.52,-310.3,68.04,30.24,118.31,-62.77,-39.33,78.73,2.46,-51.09,29.64,2.0
1.0,1.0,1.0,8.57,-3.75,68.24,-11.46,13.5,-3.98,9.7,-38.94,10.59,27.81,-58.79,-2.64,-137.11,-41.85,2.0
1.0,1.0,1.0,-57.38,94.08,-21.32,-6.87,-69.6,2.75,20.24,30.12,-59.68,-6.11,10.33,2.53,29.44,19.87,0.0
1.0,1.0,1.0,-38.29,-76.03,-4.97,34.01,156.16,31.82,-53.53,164.94,24.53,-10.41,-1.45,-8.17,19.41,56.84,2.0
2.0,2.0,1.0,-3.07,-130.18,-74.54,-3.05,-87.67,152.06,-172.52,287.71,133.31,-45.49,-18.57,0.75,-163.2,59.82,0.0
1.0,1.0,1.0,-8.63,135.08,63.79,7.0,25.81,93.84,-118.16,280.38,25.67,-3.14,-65.46,-5.86,19.47,-77.18,2.0
1.0,1.0,1.0,14.75,56.06,118.89,16.53,-55.86,75.37,109.49,162.14,-72.6,38.37,-74.31,10.96,21.89,35.0,1.0
2.0,1.0,1.0,3.25,-39.12,79.12,-34.72,-76.34,120.61,30.35,308.04,42.65,-12.74,-143.06,0.87,-52.29,58.75,2.0
1.0,0.0,1.0,-54.82,4.89,56.17,10.85,27.51,-20.5,-23.47,97.88,-65.01,-3.47,-22.43,-3.24,-169.55,60.34,2.0
1.0,1.0,1.0,30.93,-116.1,-28.98,12.04,32.44,30.98,48.76,38.44,-10.17,12.51,4.07,3.44,23.16,-8.45,2.0
1.0,1.0,2.0,4.3,-99.63,-45.97,24.3,-105.56,-5.96,-18.19,190.35,58.2,-17.62,-34.08,1.04,-10.99,-78.94,0.0
1.0,0.0,1.0,-45.85,-32.33,6.31,5.28,31.54,0.25,36.08,-76.51,138.38,-17.36,9.78,16.74,57.03,132.83,0.0
1.0,1.0,1.0,-7.84,-3.03,-76.75,10.53,-2.04,-59.77,28.82,117.5,-133.1,-14.82,-12.53,2.97,123.16,44.8,0.0
0.0,1.0,1.0,-13.9,-90.82,-75.0,23.21,-66.36,-24.94,-77.0,-55.07,50.49,-1.27,42.91,-0.13,-63.9,-67.74,1.0
2.0,1.0,1.0,17.21,-1.15,-52.63,32.54,66.83,31.92,-10.68,133.36,-38.31,-21.75,67.04,2.94,-78.99,86.29,0.0
1.0,1.0,1.0,-8.24,-54.09,96.57,-6.5,-134.29,3.24,-112.31,172.89,-65.4,8.11,-73.12,2.1,34.63,-124.64,2.0
1.0,2.0,1.0,3.28,-84.25,-33.95,45.45,-139.12,82.57,-87.99,261.95,-95.71,10.72,24.6,-0.63,58.66,-33.06,1.0
1.0,1.0,1.0,-5.95,143.27,72.67,-1.1,58.4,-78.35,7.4,-171.01,-88.08,21.77,11.57,-5.32,-102.87,50.28,0.0
2.0,2.0,1.0,15.83,-19.98,44.97,-15.23,-128.45,87.01,-98.16,41.03,-87.14,14.22,26.09,-6.15,-16.12,17.91,2.0
0.0,1.0,1.0,-16.83,-78.44,-29.52,26.37,60.62,-103.65,-121.04,-224.55,40.16,3.4,61.38,-2.84,-52.55,18.57,1.0
1.0,1.0,1.0,-4.41,10.4,-43.79,14.45,14.39,74.79,212.35,140.62,88.23,2.3,-38.95,0.26,-2.97,-2.88,2.0
2.0,1.0,1.0,14.05,16.6,46.54,2.72,5.81,119.62,34.06,192.21,93.45,-15.76,-15.61,-0.48,114.74,23.29,0.0
1.0,1.0,0.0,-13.49,-81.65,17.69,-38.12,-50.3,67.37,26.59,105.49,-42.4,4.48,-105.51,3.67,-40.45,154.62,2.0
1.0,2.0,1.0,-5.9,-41.06,113.58,8.49,-1.2,-80.28,53.46,-165.71,-61.91,24.71,-8.54,5.74,63.6,113.38,1.0
1.0,1.0,1.0,4.38,56.02,-36.17,-11.31,-15.44,67.75,173.94,26.78,-28.68,29.06,-36.35,-3.29,-60.53,-37.6,2.0
1.0,1.0,1.0,7.65,126.0,66.3,-21.72,-53.84,-169.73,8.27,190.73,-272.07,-30.29,-90.62,-1.66,47.19,38.69,0.0
1.0,1.0,1.0,10.74,138.42,-8.27,40.28,-56.21,154.28,-78.3,490.42,52.78,-1.6,-102.37,-0.51,-31.6,-57.41,1.0
1.0,1.0,0.0,24.05,90.91,122.32,13.66,-45.88,48.47,-67.48,97.9,-49.63,-8.56,42.23,-0.02,6.33,-5.17,1.0
1.0,2.0,0.0,-0.78,-120.51,-65.19,-18.28,-50.8,65.63,97.47,-24.56,-158.69,29.36,35.19,-10.86,48.14,-24.07,2.0
1.0,1.0,1.0,13.49,1.72,-95.42,-4.81,133.25,29.29,-89.22,138.91,20.43,-5.96,-50.81,-4.28,38.98,-81.82,0.0
1.0,1.0,1.0,-36.72,102.71,-19.55,27.3,-29.8,132.1,-39.79,61.97,93.44,-0.85,75.2,4.55,-64.11,4.35,0.0
1.0,2.0,1.0,10.19,22.52,17.64,8.31,10.85,16.34,181.76,273.68,130.95,-52.18,-98.3,-3.44,-93.64,146.59,0.0
1.0,0.0,1.0,28.81,-0.24,53.14,-14.21,50.59,-8.23,188.74,-159.41,-91.65,34.53,-13.61,3.75,135.97,151.39,2.0
1.0,1.0,1.0,12.9,76.09,11.22,61.65,-93.86,-82.91,-121.32,-315.49,90.45,65.93,1.53,-3.77,87.18,152.11,1.0
2.0,1.0,1.0,-10.44,-154.05,8.39,-22.18,71.71,56.41,26.5,68.46,-74.48,0.99,-6.19,-2.2,-40.54,38.23,2.0
1.0,1.0,1.0,25.7,-6.09,50.76,3.55,25.95,-33.23,-134.15,56.57,-13.18,-18.08,-12.4,8.16,27.82,27.13,0.0
1.0,1.0,2.0,-24.36,28.2,-14.49,16.58,187.31,-154.58,-44.71,97.12,-127.94,28.63,-133.65,-1.26,-24.68,-72.54,2.0
1.0,1.0,1.0,7.0,-20.76,-26.23,-10.07,101.4,68.13,34.9,237.34,44.67,-33.71,-60.79,-5.14,94.44,66.09,1.0
1.0,1.0,0.0,8.02,-142.01,100.36,3.32,146.62,217.54,-48.09,701.67,208.68,-51.17,-206.68,1.09,174.69,-66.8,1.0
2.0,1.0,1.0,-29.62,-251.02,23.02,-7.67,-70.51,110.71,65.28,98.16,33.04,10.54,-12.16,5.49,-35.76,-33.12,0.0
0.0,1.0,1.0,48.83,25.17,57.5,-18.09,78.88,-111.07,79.21,-201.07,-47.74,-24.21,39.6,0.67,-15.12,136.85,1.0
1.0,1.0,1.0,-28.11,116.08,-113.67,19.6,-239.92,28.65,-0.26,-226.5,36.8,-0.5,157.72,0.06,139.35,73.88,0.0
2.0,1.0,1.0,26.78,-85.75,32.88,10.02,49.58,122.53,33.01,457.76,132.4,-52.16,-94.62,4.84,10.2,47.06,0.0
