cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,target
4.0,3.0,4.0,21.57,-47.14,1.54,-1.21,-107.44,-91.83,-5.09,82.26,-209.25,14.12,38.57,-7.48,-81.28,104.57,2.01,-10.3,-30.86,-6.25,-11.41,-29.36,-5.88,-41.22,1.0
2.0,1.0,2.0,15.53,16.3,3.64,-63.85,-67.45,3.48,-243.71,16.03,73.94,140.28,-4.93,-15.09,27.34,-14.5,-10.33,-31.33,16.93,-4.45,-4.24,-23.81,16.22,61.39,1.0
2.0,1.0,2.0,16.79,-51.72,-9.19,-65.41,-24.02,-40.77,210.01,15.53,70.37,-153.58,-49.22,-7.56,179.29,38.24,-16.5,-30.84,2.2,55.94,67.21,90.6,34.74,22.13,0.0
1.0,2.0,1.0,-1.74,140.36,10.0,51.65,-94.03,57.05,1.85,-79.32,65.34,67.8,-18.57,-8.71,114.08,37.0,17.15,51.71,34.64,-42.71,12.59,-15.11,4.56,-87.81,0.0
2.0,2.0,2.0,0.75,255.78,-10.75,12.0,-127.62,2.25,68.28,58.86,64.93,-56.57,19.32,-7.33,-47.77,11.44,16.02,-22.83,19.03,15.08,26.94,28.81,-12.69,88.32,1.0
2.0,1.0,3.0,10.69,168.59,-4.76,69.45,-104.19,-149.4,-51.81,7.22,-41.69,35.77,-80.95,-2.18,24.39,-4.86,-2.55,11.83,13.27,65.06,-7.05,9.83,7.11,113.48,0.0
2.0,1.0,2.0,-3.18,91.73,1.43,-30.47,10.52,169.2,68.88,-89.14,-143.09,-35.89,56.62,15.76,-26.61,-92.94,-17.27,-11.19,-71.37,45.26,57.03,59.2,17.69,128.85,1.0
2.0,2.0,2.0,10.45,64.57,3.55,68.44,-64.8,-8.27,-51.78,-72.98,93.41,-63.56,3.37,30.08,-20.93,-4.76,4.54,-82.74,-51.92,62.05,-82.89,-45.88,13.49,119.23,1.0
2.0,2.0,3.0,-13.01,266.47,0.12,-7.75,-124.14,66.47,154.48,-31.96,-92.89,5.29,18.65,21.62,-13.56,2.66,-0.66,95.9,-26.68,19.21,168.85,-25.81,7.33,-12.32,0.0
2.0,2.0,2.0,0.27,156.4,-10.29,31.03,-201.37,-10.83,62.56,93.6,253.08,43.43,-81.6,28.26,69.94,83.44,1.62,41.1,30.32,-30.15,-28.22,-0.26,17.15,3.7,1.0
1.0,1.0,2.0,15.37,-117.67,12.97,10.1,28.44,42.78,-127.13,17.11,-194.64,-104.93,-41.5,-24.06,-99.35,-48.03,-2.64,-2.06,-30.47,-5.41,-99.42,-90.95,-43.12,-208.16,1.0
2.0,1.0,2.0,14.57,49.07,-15.24,87.57,-41.73,-159.35,-22.85,-97.34,-84.27,25.05,-40.97,-7.54,18.5,90.77,5.87,-15.77,-20.21,29.68,-18.78,106.99,-37.69,-82.03,1.0
1.0,2.0,0.0,-19.69,-212.57,4.53,67.97,-84.4,-56.78,-55.73,-74.32,314.97,-187.18,-53.56,-25.01,12.48,23.3,-8.52,0.94,82.0,41.43,-27.25,51.02,8.0,-40.57,1.0
2.0,3.0,1.0,-7.7,-122.87,-8.78,-26.84,23.81,32.57,-14.05,-138.04,49.36,-30.93,-9.91,-10.85,5.76,58.44,11.53,-24.01,3.73,45.1,11.81,-60.1,-15.53,-23.78,0.0
2.0,1.0,3.0,30.58,282.09,-1.92,-3.19,-91.1,-56.67,31.48,104.75,-156.49,41.04,-29.82,5.0,-104.11,5.16,17.45,-34.1,87.25,-27.2,24.85,-25.65,-25.96,6.15,0.0
2.0,2.0,1.0,17.84,-14.29,-2.75,49.9,-25.22,19.53,22.76,100.64,52.65,66.81,-57.99,11.35,59.57,36.77,-8.62,-83.11,1.76,52.1,-70.04,-65.41,47.43,-55.56,0.0
2.0,1.0,1.0,9.94,52.46,0.49,80.14,45.32,13.54,-50.51,100.08,52.48,-16.23,65.94,19.47,-164.21,93.34,4.22,26.88,15.55,-73.56,-44.97,-5.57,-3.66,6.94,1.0
3.0,2.0,2.0,-15.75,102.73,14.84,-117.87,-19.35,46.43,139.38,32.86,-84.48,-60.5,6.75,-4.11,9.39,33.29,2.35,-17.99,-4.44,-9.98,-19.36,-23.2,44.01,56.21,1.0
2.0,2.0,2.0,-13.68,45.16,1.31,4.65,-11.97,-69.26,-179.97,192.69,-119.89,170.84,71.08,-37.14,142.05,-33.71,14.81,112.75,-15.25,-20.92,-16.6,14.25,23.21,70.71,1.0
2.0,3.0,2.0,-3.64,229.56,-6.16,9.39,-135.7,-10.48,83.81,15.51,11.45,54.78,-14.81,22.12,-53.07,-61.9,-12.55,-19.09,-30.54,32.95,-43.6,13.98,-24.33,133.66,1.0
3.0,2.0,3.0,27.96,176.69,-9.51,-50.29,-145.33,35.16,76.25,-49.85,-51.9,-132.41,40.12,-28.92,56.25,-85.55,9.08,-37.53,10.7,-12.4,3.67,-4.26,-4.01,237.21,0.0
2.0,2.0,2.0,7.79,60.1,6.56,45.23,-50.36,35.15,125.47,-67.63,-86.26,-65.19,-60.43,-4.08,2.44,-127.87,4.01,27.63,54.17,31.24,-14.42,-14.04,56.47,136.88,1.0
1.0,2.0,2.0,-19.13,137.27,-3.64,-50.04,-113.86,0.63,-91.42,-51.67,58.7,-3.79,-70.68,9.67,14.51,-116.25,-1.94,-68.16,-69.37,-4.34,-35.24,28.65,22.0,168.04,1.0
3.0,1.0,1.0,-11.39,-403.16,5.64,72.02,95.87,-83.12,130.64,39.31,123.25,-69.85,145.39,-11.34,-100.23,-4.86,-36.55,13.95,0.19,1.93,-64.05,-9.42,-52.17,93.16,1.0
2.0,1.0,1.0,-5.83,4.37,3.63,15.93,-67.95,23.31,-23.0,22.73,157.79,-64.77,59.23,-9.46,47.52,-17.95,-4.55,41.79,-3.68,40.24,-22.56,-34.08,45.59,51.61,1.0
2.0,2.0,1.0,-26.75,44.22,-7.36,-13.52,-7.2,78.65,214.48,39.46,110.64,19.3,66.87,-9.06,-35.0,26.53,-0.86,59.88,-0.84,-27.5,-13.54,28.66,44.75,89.1,0.0
3.0,1.0,2.0,11.76,-101.05,-4.44,-76.55,39.25,43.23,11.22,-217.61,16.88,90.69,-25.57,14.75,146.84,5.04,-8.43,-16.04,-4.23,-2.56,25.74,63.0,29.98,104.86,0.0
2.0,2.0,2.0,-0.79,142.52,3.54,-18.02,-48.63,-24.28,132.97,163.52,40.64,37.85,-17.49,-22.61,-24.22,-6.26,6.18,-36.41,7.42,-12.59,-102.52,-72.37,-8.4,142.24,1.0
1.0,2.0,2.0,5.14,-38.33,8.15,-39.48,-104.33,24.21,85.62,27.09,48.18,-46.91,-55.88,-16.08,-129.02,-90.18,-1.85,5.76,-6.96,31.19,-4.13,-23.64,3.23,-36.32,0.0
3.0,2.0,2.0,15.96,-181.98,-2.29,-57.57,91.93,-122.2,-184.68,-93.49,-32.83,-2.99,-42.61,-4.74,-71.68,-60.23,-4.26,-62.69,-20.45,29.13,-0.7,71.22,-39.71,176.57,0.0
2.0,1.0,1.0,8.47,-97.99,-15.87,-43.94,-29.7,-46.24,143.42,-31.65,174.58,-32.19,-28.3,22.86,-91.5,118.13,3.34,-12.98,-57.68,4.75,-26.58,20.81,45.75,-34.38,0.0
2.0,3.0,2.0,-22.07,112.6,-1.3,67.67,-12.3,-31.99,80.94,16.81,-75.39,87.31,-161.63,15.19,-24.24,20.75,15.36,43.31,20.17,12.27,71.35,-10.26,-1.66,3.98,0.0
2.0,2.0,1.0,10.55,177.12,-10.24,-34.5,-27.19,-11.73,-0.99,61.43,182.11,-8.4,-43.35,-36.96,-13.4,155.34,5.68,27.84,12.82,-100.06,39.85,-36.88,14.5,-89.1,0.0
2.0,2.0,1.0,-8.54,-77.89,2.49,74.83,-126.93,-21.34,17.64,-47.74,219.32,183.76,-53.21,-17.77,-17.68,16.51,-7.99,77.91,-35.64,51.18,10.28,73.94,9.59,31.85,0.0
2.0,2.0,3.0,7.08,111.86,-9.52,16.72,-140.27,-85.55,36.7,121.25,-11.28,165.56,70.71,3.11,-3.98,-143.57,-8.58,-120.8,-12.57,0.13,-0.28,8.67,-28.36,256.68,0.0
1.0,3.0,2.0,-5.17,191.02,6.07,-91.3,-49.6,37.92,152.33,144.64,-130.75,-47.28,-7.96,-0.8,0.88,-5.07,-3.86,94.42,13.74,-44.14,49.49,-48.73,-28.7,-122.77,0.0
3.0,2.0,2.0,-18.04,187.78,-11.61,39.45,-31.95,55.14,66.65,85.37,135.38,113.9,-5.21,-3.11,128.36,230.06,1.02,-17.94,-14.54,54.61,-38.78,12.82,18.02,-16.13,0.0
1.0,1.0,2.0,-22.04,-12.13,6.37,-92.92,-62.7,-40.91,112.06,-189.04,-122.13,-51.99,6.47,21.78,-63.83,51.6,0.65,27.51,-7.36,68.74,-41.62,-120.82,-5.2,-243.3,0.0
2.0,2.0,2.0,-14.66,97.55,3.78,-49.58,-96.06,-103.41,65.39,-134.57,110.75,-143.11,-59.23,-1.07,17.39,-22.55,10.21,-33.84,-29.45,4.12,-73.8,-58.34,35.74,102.41,1.0
2.0,2.0,2.0,-15.73,-14.61,-3.81,20.33,-159.48,1.63,-41.19,143.92,65.24,-3.01,5.14,-29.8,40.66,-85.91,-12.67,21.7,11.24,29.67,100.92,-69.28,-2.49,57.57,0.0
1.0,1.0,2.0,3.07,18.17,-2.56,69.81,-36.87,-55.42,-87.92,-11.49,61.62,3.54,-46.5,-15.65,96.34,-89.12,6.29,-2.87,0.51,9.77,73.15,50.02,-3.33,137.04,1.0
2.0,2.0,2.0,-14.64,53.88,2.1,-35.24,-53.27,-128.59,35.99,164.48,-2.51,-137.29,-31.54,-11.8,-91.84,-61.76,-6.02,15.99,-10.34,15.31,47.58,33.32,-12.78,138.83,0.0
3.0,2.0,1.0,-15.23,-207.77,-7.08,50.76,72.19,31.73,46.49,3.82,97.05,115.91,-102.87,-8.51,67.08,56.86,-11.94,16.04,33.04,-1.73,-20.06,-8.51,-18.78,57.88,0.0
1.0,1.0,3.0,-8.74,-11.86,-1.46,49.06,-8.69,31.63,108.78,-3.59,-209.37,99.14,-9.2,-23.82,-2.33,-136.84,-2.08,18.85,-50.52,17.76,28.6,-31.98,-7.44,54.31,0.0
2.0,1.0,2.0,20.15,1.68,-4.93,35.62,18.56,-14.56,82.66,30.76,-87.32,-5.03,103.71,6.34,47.22,-71.89,17.54,21.95,15.23,-66.5,36.69,57.55,-31.45,69.0,1.0
1.0,2.0,1.0,19.35,67.23,2.14,41.8,15.17,96.8,-154.84,-36.94,90.86,65.58,-169.03,-37.22,-9.51,57.01,-23.41,-6.69,-9.39,32.96,-89.35,-19.37,-3.38,-59.59,1.0
2.0,2.0,3.0,-6.96,25.7,0.98,-89.25,-196.83,-61.2,-169.8,-30.38,-87.81,57.54,42.62,17.33,29.69,-117.7,6.37,-60.15,-6.63,-59.63,-6.18,-40.71,-2.79,97.43,1.0
2.0,2.0,1.0,9.89,220.74,-4.04,-47.86,51.28,22.63,-21.46,-3.49,58.55,-8.79,21.51,-19.88,-11.38,93.13,9.79,10.52,54.76,65.86,71.8,-17.1,23.52,22.99,0.0
1.0,2.0,2.0,3.07,44.16,-2.06,18.68,-41.52,86.25,191.76,62.51,0.68,193.31,21.99,-5.46,6.28,-100.29,10.84,38.97,40.34,-7.18,-92.34,25.94,-19.13,118.23,1.0
1.0,2.0,2.0,-17.63,257.8,11.52,61.49,-99.51,-37.09,166.92,-6.79,-110.64,199.5,-43.58,-22.39,11.1,-25.5,-5.12,-0.86,-50.93,-44.52,-13.89,1.39,-2.46,-18.34,0.0
2.0,1.0,2.0,9.77,-76.79,8.95,-40.71,-50.65,-62.1,-197.44,-11.05,-10.51,-81.77,-26.99,-14.24,-11.35,-80.13,11.16,-72.6,25.46,-20.6,-80.69,-28.95,37.59,152.91,1.0
1.0,1.0,2.0,7.04,224.19,13.97,-17.04,-106.12,33.07,119.76,80.65,-56.06,-92.93,-108.4,5.03,15.95,-20.57,12.04,-28.59,-20.12,-104.19,42.14,5.62,-29.58,-77.65,0.0
2.0,3.0,1.0,-20.96,-102.65,-10.94,-55.73,-35.39,48.18,3.9,-45.61,139.34,-120.96,19.25,-15.01,53.72,-18.08,-13.86,51.86,-19.91,26.62,-7.18,45.43,21.69,128.84,0.0
2.0,2.0,1.0,21.13,-141.87,-4.01,-58.16,28.8,-71.84,48.89,-8.64,107.52,-23.58,26.9,29.48,-73.38,-19.92,-3.6,13.2,-12.96,-1.25,-73.83,33.59,12.15,52.79,0.0
1.0,1.0,2.0,-3.8,156.24,-9.41,-23.44,49.97,36.29,-7.94,-37.5,-87.55,-60.15,-91.9,12.79,47.05,-71.33,-6.31,4.71,22.47,2.02,99.1,90.13,-10.8,87.33,1.0
2.0,2.0,1.0,2.55,-123.48,-1.08,-32.41,10.67,-71.87,76.09,-13.67,91.67,15.41,-102.27,-0.37,42.07,7.97,-6.99,-29.92,10.08,24.78,-51.88,59.19,-22.66,50.24,0.0
0.0,2.0,2.0,9.98,-122.94,-0.99,-1.68,-21.24,57.57,-145.14,30.61,-46.13,19.92,-40.87,3.14,-84.97,-209.08,-4.53,23.55,-31.08,30.96,48.69,22.31,31.2,83.42,1.0
1.0,2.0,1.0,-4.53,147.83,16.9,59.51,19.39,64.64,-38.78,-43.37,-16.51,-103.44,63.54,-15.88,-20.49,150.82,8.98,-28.23,-12.1,-14.17,-50.15,34.83,19.86,-294.01,1.0
2.0,3.0,2.0,-22.86,48.49,-3.02,43.63,-11.77,-2.26,-92.84,-90.93,-139.62,66.43,30.3,-16.66,-14.64,-40.92,-1.97,-15.91,-6.04,45.56,18.59,30.48,12.71,30.75,1.0
2.0,1.0,1.0,-1.61,-129.75,-2.45,25.72,6.42,51.76,-114.94,-66.5,58.04,40.92,22.39,-10.43,-22.63,-34.74,-10.76,55.27,-55.66,28.54,-124.89,-30.73,13.64,36.16,0.0
2.0,1.0,1.0,-13.37,-52.69,6.98,49.96,-20.19,4.94,-27.57,88.06,76.71,27.15,17.38,6.48,-0.87,6.53,10.71,42.33,7.08,-8.43,9.63,-5.7,12.54,72.51,1.0
1.0,2.0,2.0,-1.85,186.81,-10.31,-2.92,54.77,16.38,-40.6,-172.1,-157.66,-66.32,71.68,1.82,-5.91,-57.71,-1.15,14.28,-40.13,1.1,-6.15,129.55,-11.23,87.87,1.0
3.0,2.0,2.0,15.62,-309.58,-10.08,101.42,44.24,-101.67,69.72,33.56,-83.28,2.47,28.91,-17.38,31.74,-50.04,10.95,-10.95,-58.66,-30.49,35.13,137.77,-3.98,105.99,0.0
2.0,3.0,3.0,18.82,88.0,1.18,42.34,-79.87,-54.7,-62.44,83.39,-122.46,35.05,116.49,-1.91,1.66,-25.19,-6.22,18.88,29.23,-23.91,-32.6,-43.62,14.85,-51.82,0.0
1.0,0.0,2.0,11.18,190.77,-18.08,41.63,-41.46,-23.37,-75.9,-102.53,-35.67,15.79,2.43,-35.64,-48.2,-46.59,-4.13,-30.33,-30.56,-7.25,-18.99,123.43,4.02,81.87,1.0
1.0,2.0,1.0,11.27,232.75,-0.32,8.73,6.62,19.04,-165.5,-4.18,35.96,-73.62,62.12,-1.7,-99.74,23.56,-10.92,-81.6,31.67,-16.72,-12.33,-88.65,-0.03,11.13,1.0
2.0,2.0,2.0,3.59,-108.65,-2.37,-33.66,-43.58,66.78,60.95,33.41,79.59,68.81,-66.78,-4.59,-53.2,-38.42,-1.39,-26.18,-20.51,14.61,-80.3,95.86,12.94,125.33,0.0
1.0,2.0,1.0,18.67,144.07,3.51,33.3,-29.95,-14.69,-97.77,105.05,144.34,-50.14,0.31,-15.0,16.9,55.37,-1.39,-1.84,-9.33,20.36,48.03,-39.36,-1.78,-93.16,1.0
2.0,2.0,1.0,-5.67,151.2,-6.75,54.47,-87.18,-5.84,-41.74,-35.0,167.32,0.55,38.06,40.53,-126.15,38.92,2.05,35.13,54.65,16.75,4.16,-50.47,-24.65,80.2,1.0
3.0,2.0,2.0,15.4,53.24,-10.42,-15.92,-1.52,-29.75,68.67,20.59,23.7,-109.17,-4.61,-11.71,-77.54,157.13,-5.65,-76.99,7.23,17.44,92.06,89.64,8.22,-28.89,0.0
2.0,2.0,2.0,4.62,59.48,-6.33,-1.32,-151.28,-6.91,-116.24,90.93,139.22,-37.57,-80.62,-12.04,-67.49,-8.12,16.4,-88.61,36.77,36.68,-35.74,69.96,6.3,122.53,1.0
2.0,3.0,1.0,4.7,-182.43,0.92,-38.7,20.96,74.6,-41.04,-10.07,56.62,52.87,-83.23,-24.3,-21.07,-82.99,5.44,71.87,9.45,58.4,76.59,66.21,-16.26,107.02,0.0
2.0,2.0,3.0,-6.53,-146.74,-8.61,39.12,43.77,-53.54,-10.1,-26.93,-189.63,-11.79,65.47,-0.31,25.19,5.24,12.53,-57.94,-15.57,-0.36,1.65,-100.74,24.02,-57.21,0.0
2.0,2.0,1.0,-13.6,-185.05,6.93,-19.92,-59.73,27.06,51.55,79.33,169.77,-52.4,-24.59,-20.06,-9.7,-28.42,7.01,37.85,-24.51,-47.27,27.26,16.91,11.35,91.67,1.0
1.0,3.0,2.0,-16.15,32.13,-0.03,-37.45,-51.55,8.32,-81.02,4.7,-19.85,-171.97,-6.79,14.64,38.19,-172.69,-3.12,44.64,-15.92,75.61,-18.03,10.01,15.23,174.69,1.0
1.0,1.0,2.0,9.36,-125.93,-6.13,-33.93,-37.46,-22.7,4.57,-109.2,-42.52,85.29,-119.43,16.95,83.64,-81.6,17.79,-29.17,18.76,30.35,-17.93,53.36,-25.59,-23.41,1.0
2.0,2.0,2.0,21.91,179.76,-10.55,-29.46,-46.37,123.9,189.74,88.49,38.88,14.71,-5.74,5.0,-60.38,36.42,12.8,-59.17,10.77,15.7,-58.1,60.5,9.17,39.63,0.0
2.0,2.0,0.0,14.49,-31.16,0.58,32.11,117.46,-64.11,40.19,21.24,134.34,-81.64,8.93,5.82,-13.56,158.51,-1.02,74.46,35.37,33.64,-72.27,-91.16,-42.37,-59.47,0.0
2.0,2.0,3.0,-20.83,-100.73,1.81,-46.34,76.8,24.88,99.63,16.83,-308.29,33.81,96.85,1.01,31.56,-76.37,-4.86,-76.68,-53.76,-55.17,-51.43,-85.33,-30.87,-76.14,0.0
2.0,2.0,1.0,-12.86,0.12,-3.24,14.59,64.81,26.79,-21.65,-58.0,31.74,107.55,-15.16,0.82,142.92,63.93,-10.65,-7.64,13.69,-6.97,18.95,8.29,-5.66,39.52,0.0
3.0,2.0,2.0,24.15,68.13,-1.18,69.57,-83.41,33.29,33.58,60.54,39.49,-41.37,-39.22,-5.35,35.67,105.36,8.47,5.41,18.82,-1.37,87.84,-12.37,-11.25,-2.67,1.0
3.0,3.0,2.0,-5.85,21.02,-10.83,-9.75,18.29,-113.68,-38.19,-151.73,12.53,87.08,-35.78,8.8,-21.46,113.89,16.97,80.89,-7.62,-2.64,-10.18,73.42,20.43,0.01,0.0
3.0,2.0,1.0,-33.63,52.09,-7.5,-75.13,9.48,-32.05,64.47,-67.17,153.94,-9.24,-83.47,17.01,36.81,202.23,2.18,-64.3,-7.33,17.17,-59.24,2.91,-34.11,9.85,0.0
3.0,2.0,3.0,1.05,186.0,-7.56,59.3,-65.37,-151.8,12.51,-47.28,-165.54,-105.21,-129.45,-5.7,-149.68,8.87,-20.6,65.27,13.19,18.59,41.64,-28.72,-2.87,59.67,0.0
3.0,3.0,3.0,4.45,315.49,2.22,-22.88,-179.36,-48.82,-9.13,-86.78,-30.99,-60.14,85.75,7.09,-85.58,-84.5,1.46,58.65,16.87,-20.18,47.73,-130.05,5.82,238.07,1.0
2.0,1.0,1.0,38.71,32.97,-0.41,-81.37,-76.66,-14.41,37.56,-61.38,163.99,131.84,15.07,13.23,-91.21,-9.82,0.15,56.23,26.6,50.23,3.22,-36.98,-2.71,72.48,1.0
2.0,3.0,2.0,10.24,90.94,-3.2,43.25,-82.53,-62.71,-107.36,87.18,-20.88,-84.64,34.27,-0.3,-118.94,46.99,15.79,18.56,-48.38,17.53,36.16,11.51,23.66,14.63,1.0
2.0,1.0,2.0,4.9,63.61,-6.99,-3.83,54.87,-11.6,-54.6,-53.79,-86.08,204.04,6.32,-18.24,18.67,66.26,15.35,7.76,-41.86,-58.22,39.12,50.4,1.86,3.08,1.0
3.0,2.0,2.0,-16.28,194.24,-13.88,-20.09,-54.69,43.74,87.87,41.58,32.95,140.31,-41.25,-10.58,-82.49,244.87,-2.81,-30.88,-7.91,-21.9,70.08,97.53,8.82,-103.01,1.0
1.0,2.0,2.0,-23.14,147.77,5.76,46.55,-57.06,61.74,67.74,-65.08,4.81,-47.22,127.66,-34.94,-36.84,31.12,-5.01,27.96,17.22,-47.88,-44.85,-21.45,11.31,-93.85,0.0
2.0,2.0,2.0,20.68,187.91,-1.08,5.6,-108.87,31.33,-179.98,38.36,-6.43,-3.91,-79.53,-13.15,70.3,-19.95,10.75,82.09,-13.44,-20.05,-74.26,-63.59,-0.63,121.24,1.0
2.0,3.0,1.0,6.82,-26.48,-8.65,-45.62,28.56,57.22,156.47,37.98,31.98,59.43,-6.4,-2.91,-20.71,43.5,-10.08,72.32,-40.52,-9.25,27.24,57.14,9.46,15.88,0.0
3.0,3.0,3.0,-3.55,260.64,-23.1,74.95,-115.25,5.42,-90.7,-84.81,-41.24,-117.07,140.77,-35.76,-88.77,134.42,-11.02,-23.06,1.14,8.87,-46.75,189.82,-17.84,1.07,1.0
3.0,2.0,1.0,6.97,-235.94,-7.76,15.94,-0.98,-58.66,2.83,80.37,135.39,-62.8,-88.29,8.14,12.06,38.16,0.71,-1.11,-22.36,19.11,80.69,30.67,28.21,39.54,0.0
2.0,1.0,2.0,-16.21,11.06,-3.6,26.11,20.52,-58.69,1.92,-52.38,-31.83,106.75,92.29,2.85,-8.21,42.09,6.28,13.32,-65.53,32.95,12.08,-66.47,16.18,-102.76,0.0
2.0,2.0,2.0,15.19,115.88,-2.04,34.9,-105.49,-152.03,-30.41,-88.46,-19.51,-21.56,95.88,-8.46,56.91,-25.46,2.48,-63.63,5.57,-7.67,6.74,11.59,-1.35,76.16,1.0
2.0,2.0,1.0,0.89,21.92,-2.73,-42.42,-178.14,24.72,59.85,-60.95,319.59,-33.04,18.78,12.58,-43.03,27.18,-14.95,-20.88,-10.01,-10.26,28.94,-5.12,-22.27,32.38,0.0
2.0,1.0,1.0,7.93,-80.37,9.74,-26.61,36.22,-74.7,-25.55,-38.57,42.21,-8.78,67.8,12.82,-59.89,51.17,-26.22,-33.0,1.38,1.37,-13.44,25.76,0.46,-50.98,1.0
3.0,3.0,0.0,-14.15,-185.13,4.4,56.44,113.43,30.47,48.55,21.61,182.45,-144.39,129.87,-6.74,84.94,86.96,-0.06,12.37,11.97,19.92,8.14,-44.58,-12.94,54.89,0.0
3.0,3.0,3.0,-12.1,-123.02,-14.08,-2.52,-47.99,-86.59,-213.61,-29.56,-63.06,11.53,-26.11,-30.73,58.92,-80.57,1.02,-62.24,0.97,8.14,125.05,-69.63,-18.24,130.27,0.0
1.0,2.0,1.0,-3.79,124.08,9.69,17.02,-29.68,111.96,-70.4,172.54,83.28,49.4,0.48,13.11,81.41,23.12,7.28,30.68,-26.79,-67.02,-37.92,-7.76,8.38,-108.98,0.0
3.0,1.0,2.0,7.4,6.96,-11.75,-95.13,15.53,-29.36,26.99,72.91,3.91,-66.88,-47.24,9.95,5.97,32.69,6.74,-67.93,34.65,15.91,57.04,88.36,-32.46,106.46,0.0
2.0,1.0,1.0,-13.02,-56.35,-6.7,60.49,4.44,1.89,-113.96,158.54,114.52,-79.74,7.51,6.12,26.03,78.94,8.67,-146.62,14.06,52.98,19.77,33.25,0.7,34.31,0.0
2.0,2.0,2.0,-15.12,201.38,-18.85,-54.23,-15.02,-45.23,-92.12,-30.04,-90.96,-62.6,-28.11,-11.46,-60.39,88.15,4.26,-43.9,9.67,-3.63,79.48,160.21,-13.0,-33.9,1.0
1.0,1.0,2.0,-4.12,146.52,2.08,25.02,-68.22,34.98,-177.82,27.93,12.37,-12.68,-7.64,-5.08,22.92,-16.9,-10.67,-48.02,1.12,-14.58,51.87,-10.73,-16.55,-7.01,0.0
2.0,2.0,1.0,-28.22,23.66,-4.01,-33.85,16.73,37.59,168.31,-86.73,97.81,-81.1,22.06,17.39,145.88,21.23,7.69,-48.17,-17.85,74.88,-77.6,0.2,0.45,21.58,0.0
1.0,2.0,3.0,-3.78,244.99,-3.22,-66.67,-75.5,9.5,43.73,-85.31,-112.98,-92.61,51.57,-31.73,-10.91,-136.27,9.1,19.26,23.11,49.04,-19.38,26.51,0.24,176.3,0.0
2.0,3.0,3.0,-9.63,24.72,-5.12,-0.63,-80.38,-51.55,19.17,37.83,-69.43,-106.72,-90.9,31.92,-56.33,-2.65,7.79,-15.36,-5.58,-38.3,-10.99,38.58,9.28,42.36,1.0
2.0,3.0,1.0,13.32,-145.59,-4.69,-43.27,111.3,74.57,-152.59,-0.25,7.71,157.73,4.54,-21.97,-95.85,8.14,-8.5,106.06,4.21,44.97,7.53,-2.92,13.77,-21.22,0.0
1.0,1.0,1.0,-4.12,-92.97,5.58,11.35,171.42,49.43,-93.91,110.09,-94.73,-52.57,-28.64,-17.54,-111.96,-108.03,2.89,-5.35,-18.04,-44.89,-75.73,1.7,-5.55,115.96,0.0
2.0,1.0,3.0,-14.65,204.16,3.23,37.52,-30.87,103.9,48.41,-2.08,-162.54,-27.62,136.96,-26.85,-96.71,-82.04,-1.73,46.97,27.49,-27.86,-21.1,-70.92,51.53,128.3,0.0
2.0,2.0,1.0,20.84,-123.64,10.47,-7.2,-128.35,82.22,301.39,229.05,253.1,-17.99,-39.06,21.33,-128.39,8.47,-13.88,-22.42,-9.6,-37.83,-19.86,20.54,-24.52,77.14,1.0
3.0,3.0,2.0,-9.69,70.37,-6.97,30.17,-22.73,67.93,24.38,-55.72,-63.14,15.54,99.2,34.42,5.79,94.95,-18.92,-73.86,-1.43,-35.41,61.54,67.31,-24.6,-22.01,1.0
2.0,3.0,2.0,19.94,-101.44,9.07,-27.56,-85.9,65.58,-264.83,-38.02,103.03,-171.79,13.54,-31.52,77.24,-11.39,0.5,25.7,14.4,4.72,-17.16,13.9,-20.52,85.14,1.0
3.0,1.0,1.0,-19.06,-265.92,-4.26,59.99,143.61,78.85,55.62,-31.12,18.97,-52.69,35.32,14.24,-169.75,52.06,-4.62,-122.17,-20.1,-28.28,-8.27,5.66,34.76,22.33,0.0
1.0,2.0,1.0,-4.96,-228.86,9.02,-13.72,13.83,-31.31,224.4,-21.1,15.38,-145.69,128.23,1.75,45.26,-23.81,3.12,16.83,38.64,-80.13,53.27,-23.46,8.69,-94.63,0.0
2.0,1.0,1.0,-30.56,-132.21,5.44,35.09,-68.71,-15.94,-67.95,-8.28,152.92,31.53,-103.16,-11.31,-74.85,60.45,2.93,-57.59,69.39,25.31,-88.69,60.05,46.58,-24.21,1.0
2.0,2.0,1.0,-11.68,-16.66,12.75,-44.5,63.79,-44.58,-86.52,4.27,-4.66,4.06,-153.04,-1.97,-98.94,68.04,7.36,22.17,-23.8,-21.48,28.59,8.04,7.87,-40.83,1.0
2.0,2.0,3.0,2.56,-2.68,-2.52,-20.2,-79.44,11.93,-60.87,12.74,-210.28,-16.23,-60.37,-5.57,155.33,-34.05,16.27,-75.46,-24.82,-61.42,-0.26,-127.49,-15.63,-113.33,0.0
2.0,3.0,1.0,7.77,60.87,0.43,-16.16,110.19,-32.25,-61.51,-45.55,3.3,157.61,-57.81,38.36,-6.08,25.32,-6.25,-46.15,17.1,-50.96,-46.58,48.49,19.79,55.38,0.0
