cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,num_25,target
2.0,1.0,1.0,24.16,-6.88,-31.65,-6.98,-28.64,-5.78,28.82,13.38,-0.48,-18.64,80.12,-16.07,-20.22,-16.48,-211.04,-213.64,142.15,-84.86,0.56,-1.34,35.26,63.2,178.09,-9.93,39.08,-3.13,1.0
2.0,1.0,2.0,13.6,-2.21,26.55,-1.84,-36.27,196.83,42.61,-233.19,3.18,1.13,50.34,-2.76,-0.95,-70.3,-67.04,75.93,-16.81,193.54,3.58,-120.02,-6.71,56.11,19.15,53.89,110.92,0.89,1.0
2.0,2.0,1.0,-46.28,-3.42,50.53,-0.46,-21.77,105.79,49.41,195.03,-3.49,99.12,-182.79,-8.86,24.43,38.43,-11.63,152.72,7.67,48.93,0.18,-10.62,-36.89,-85.72,9.41,41.19,88.97,0.29,0.0
2.0,2.0,1.0,34.56,3.27,-22.12,7.64,13.71,-49.67,103.62,-37.7,17.73,25.66,-209.5,-74.83,-4.93,177.08,-199.25,116.89,-647.9,350.53,0.16,-204.9,-76.22,96.18,-25.6,-16.87,6.01,-12.67,0.0
2.0,1.0,2.0,145.51,-3.88,-6.21,-3.83,-6.74,-21.47,5.47,-111.39,4.78,-31.15,9.74,117.77,-3.82,2.26,-69.33,-55.39,-48.24,116.23,-1.55,-102.62,13.2,-62.03,-35.51,-13.55,58.39,6.55,1.0
1.0,1.0,1.0,-211.59,0.5,-25.84,-2.43,-1.91,-128.05,197.59,84.43,-5.21,5.85,115.18,-28.91,24.5,-50.27,128.21,-54.26,37.1,-70.01,-1.06,-217.15,25.05,72.94,-88.61,-7.27,65.66,0.98,0.0
1.0,2.0,1.0,81.93,-2.49,-9.11,-0.9,0.21,41.4,-31.51,8.0,-0.46,6.91,105.26,39.98,-4.81,-67.67,-177.96,105.2,210.82,-80.67,1.07,-39.88,-68.69,106.16,1.31,-71.28,3.18,-12.58,0.0
3.0,1.0,1.0,1.07,-1.54,-13.71,-8.71,-32.86,92.31,-79.58,-154.21,4.53,-54.1,298.43,-46.39,-25.76,-121.67,-45.26,123.77,472.4,-140.73,-0.55,17.29,-5.89,-14.55,12.8,36.4,-62.79,-2.62,1.0
2.0,2.0,1.0,50.36,4.35,2.65,-2.9,-12.9,13.03,-78.1,164.23,0.17,25.85,-128.4,-40.04,2.65,-5.32,-185.44,64.58,390.94,-161.4,-1.6,218.86,-77.37,-26.27,-55.78,-74.92,36.53,-11.53,1.0
2.0,1.0,2.0,54.65,-0.41,-20.89,-4.99,13.43,68.75,124.71,59.94,1.39,-5.06,50.65,43.31,21.9,-30.13,168.96,121.68,63.87,37.18,1.63,-166.57,28.29,16.83,14.14,-17.08,-44.37,5.4,0.0
2.0,2.0,2.0,57.06,-3.24,11.1,5.36,35.99,-157.49,95.81,-106.95,4.48,-65.47,-36.23,-110.22,-31.78,191.83,-181.9,-10.6,-454.2,185.17,3.48,-133.55,-99.79,-2.9,-46.15,-0.12,82.17,16.26,0.0
2.0,1.0,2.0,-46.21,-1.14,-59.17,-1.01,18.54,-171.06,22.38,-15.41,0.31,63.5,-209.92,62.21,36.94,69.85,152.69,44.25,-118.54,46.09,0.54,-60.57,27.46,49.87,36.19,-43.63,26.05,1.34,0.0
2.0,1.0,1.0,-55.87,1.57,28.37,3.16,-10.26,-134.59,-49.37,47.53,1.35,-27.88,13.34,-34.9,-14.77,116.11,-191.32,-36.78,-539.58,144.88,0.77,-277.38,9.38,179.82,110.96,-25.9,31.36,6.53,0.0
1.0,1.0,1.0,77.87,-1.1,78.52,-9.67,8.5,52.35,74.35,55.11,-1.02,-43.61,150.79,29.91,7.81,-30.85,90.23,-17.98,206.87,-59.54,1.27,-180.49,30.23,18.17,14.39,54.23,46.9,-8.35,1.0
1.0,1.0,1.0,119.53,-0.16,-96.14,-1.36,-20.09,-26.71,-27.38,-50.76,-0.1,-73.17,-98.25,-2.46,-15.59,99.43,-188.19,-126.38,-241.47,55.21,1.49,-18.22,35.94,127.65,96.28,-7.49,41.07,-7.7,1.0
1.0,3.0,2.0,106.93,-2.1,2.65,3.2,4.83,-110.5,21.0,40.3,-1.19,48.91,105.53,-29.82,11.33,-46.01,28.4,-0.22,33.66,-167.69,1.19,-73.26,-9.08,96.98,50.63,-41.89,40.37,1.95,0.0
2.0,1.0,2.0,94.69,-1.04,-49.87,-2.24,-8.96,135.32,-38.14,29.95,9.05,4.6,173.24,104.72,2.79,-59.26,111.64,-41.78,101.13,-159.02,1.05,-67.63,57.5,68.6,32.19,-50.78,-116.78,2.29,0.0
2.0,2.0,2.0,-92.39,-3.7,34.2,-1.5,9.28,-18.91,-23.6,-80.78,4.4,17.22,53.76,29.51,2.0,-107.58,-164.04,114.02,279.44,-115.87,1.01,52.35,-23.46,32.43,-156.37,-49.34,14.75,5.43,1.0
1.0,2.0,2.0,-106.93,5.77,37.2,-1.07,10.26,-96.68,41.9,-76.14,5.96,-30.1,-96.71,72.03,-8.03,95.76,-320.5,19.14,-246.87,175.26,3.96,-190.04,-65.87,-0.88,26.14,81.02,-75.6,9.06,0.0
2.0,1.0,2.0,145.97,1.17,-24.77,-4.15,-10.69,25.4,51.44,126.4,-5.65,44.7,14.03,-32.71,19.89,-46.78,-12.09,64.55,157.64,73.83,-0.48,-156.05,-54.46,-90.34,-9.53,10.09,-47.06,-7.32,0.0
1.0,1.0,1.0,-101.82,-0.22,36.58,0.97,18.93,-54.58,-58.22,4.8,-16.92,-37.2,145.07,-23.62,-6.92,-37.4,-47.77,16.77,-24.05,-99.14,2.3,-83.5,17.28,10.35,-82.41,0.21,-76.28,-8.84,0.0
1.0,2.0,2.0,-105.49,0.25,47.5,-4.78,13.15,-33.66,-119.31,-141.04,-1.19,1.31,-99.85,-19.62,16.16,5.73,-24.03,-115.32,126.21,-17.18,-2.3,-0.4,7.37,-1.75,70.54,-54.02,39.53,8.0,0.0
2.0,2.0,1.0,72.12,-3.84,-49.7,2.13,1.88,9.52,-101.82,168.26,-4.0,117.04,286.09,58.15,-9.97,-95.64,191.51,135.58,122.27,-90.28,0.59,-46.36,-3.11,-127.46,-58.28,-1.2,128.59,-9.46,0.0
3.0,1.0,1.0,-60.82,-1.52,-49.34,-4.17,-5.0,65.96,58.28,273.75,6.56,47.97,225.76,-50.43,4.37,-93.39,154.89,82.92,199.24,-54.42,1.51,-132.65,14.8,-112.22,0.72,-47.59,20.87,5.12,0.0
2.0,2.0,2.0,-5.36,-10.17,48.62,-7.09,19.78,-20.55,39.94,36.03,-3.62,-16.18,83.42,4.32,20.65,-54.67,2.28,106.02,160.75,-94.17,-3.34,-185.28,34.21,-149.23,20.59,9.19,223.44,-4.76,0.0
1.0,2.0,1.0,-8.81,2.94,-57.57,3.6,3.58,-97.96,-69.85,-63.5,-6.9,-53.17,-148.28,-0.48,24.82,68.95,205.56,-47.89,-182.91,-5.75,1.18,12.12,31.03,-60.52,19.59,26.98,-37.77,-16.31,0.0
2.0,2.0,2.0,53.37,-1.8,8.44,-0.55,-1.07,7.84,-47.63,-102.54,2.99,-42.29,158.3,26.66,16.61,-43.11,135.91,11.31,-58.69,-93.02,-2.4,-218.01,48.27,128.88,13.56,-53.3,28.66,9.71,0.0
2.0,3.0,2.0,37.16,2.37,-15.53,-3.1,0.16,79.86,62.48,-31.67,8.91,-10.93,-7.22,56.6,-11.09,80.36,-27.5,-47.13,-112.74,-5.46,2.84,-39.83,34.46,102.83,64.76,-36.09,75.2,-3.94,1.0
2.0,1.0,1.0,45.31,-0.38,15.65,1.33,30.11,-69.6,-35.8,151.72,2.25,-54.93,-208.11,8.87,2.63,133.57,-64.83,-67.87,5.42,71.87,2.21,74.3,-128.3,-57.48,-30.89,-8.38,49.53,9.52,1.0
2.0,1.0,3.0,5.81,-6.47,-0.14,-4.39,-24.14,38.86,-25.7,-15.02,5.55,66.04,-30.27,53.16,7.76,-32.33,-217.73,-166.37,224.05,-201.26,1.98,27.18,6.96,-40.17,-94.72,-40.54,93.92,-10.72,0.0
2.0,1.0,2.0,-71.06,-9.48,8.19,-6.25,6.98,180.4,-14.52,-69.63,12.89,20.72,299.6,-26.7,-5.1,-124.49,-44.5,-232.48,278.98,-264.56,-4.07,-119.61,60.43,-165.41,-95.26,-7.84,-36.93,3.04,0.0
1.0,0.0,1.0,11.82,4.13,-38.12,4.39,-1.23,-62.57,-37.88,61.65,-4.68,-124.13,5.19,4.7,-14.77,-4.26,-62.31,-260.78,-248.56,245.98,1.09,-53.13,-20.72,116.67,33.82,53.37,-39.91,-13.21,1.0
1.0,2.0,2.0,-6.3,-2.63,45.32,-2.44,11.28,-66.39,-119.31,52.8,0.76,-30.86,56.8,-47.58,-10.42,0.7,-70.05,-52.65,149.2,-63.8,3.01,19.36,-34.54,-59.92,139.66,-67.11,34.73,-8.75,1.0
1.0,2.0,1.0,13.78,2.29,-1.62,-7.15,-19.76,121.6,45.02,51.63,-0.49,-15.94,268.6,-67.43,11.05,-92.94,338.85,28.86,140.05,48.51,-1.64,-237.49,57.91,-38.67,-59.15,39.16,56.97,-10.19,0.0
2.0,2.0,1.0,18.93,4.62,142.5,-6.24,-3.66,-22.47,53.44,23.39,-10.12,-33.01,138.36,-19.61,-2.72,-11.45,76.4,-133.01,105.9,-10.95,-0.88,-130.12,16.66,-11.36,46.99,42.26,-27.81,2.5,1.0
2.0,1.0,2.0,60.79,-2.34,-30.45,-0.37,-20.16,-27.6,62.94,12.24,2.07,-48.76,-78.93,79.23,5.29,11.94,-109.48,7.5,-34.12,80.05,-0.04,-41.56,-30.32,-60.22,136.4,20.66,-165.1,-1.38,0.0
2.0,2.0,1.0,-41.5,-5.97,-53.78,0.32,-22.18,50.62,112.63,127.39,-0.85,-48.47,-31.98,94.58,16.07,-0.35,88.96,-48.11,28.65,-23.39,0.43,-23.66,-7.56,-73.24,24.47,37.63,33.15,12.42,0.0
3.0,2.0,2.0,-47.3,-4.87,76.48,-9.15,47.25,-6.53,-63.31,61.74,-8.68,-65.93,91.83,-188.9,6.1,-13.02,12.31,91.87,162.78,-67.21,-3.63,-143.61,37.98,120.97,-55.65,-39.35,201.06,3.77,1.0
1.0,1.0,2.0,-71.48,9.57,-79.95,-5.71,-19.54,-57.04,60.12,126.4,-11.19,29.21,-7.33,-15.11,11.35,-47.45,-25.9,-6.97,264.4,60.37,3.81,-43.55,-52.66,8.95,135.78,52.55,-65.89,3.05,0.0
2.0,0.0,2.0,-75.52,10.9,31.8,-0.43,-14.27,-30.54,-41.31,68.35,-3.27,26.77,4.33,-166.2,-15.39,11.44,-106.47,14.57,84.44,42.06,-0.39,53.51,-60.74,-39.81,-4.5,9.74,18.67,-17.42,1.0
2.0,1.0,1.0,24.06,3.64,43.02,-4.84,-31.43,95.64,-5.76,-111.51,0.87,-34.51,-62.34,23.09,10.84,0.0,-21.02,57.91,148.06,-74.16,-0.21,27.44,23.43,-38.16,-18.26,42.85,40.83,8.9,0.0
2.0,1.0,2.0,-109.83,0.5,103.2,-5.19,-13.93,95.27,117.85,5.88,4.43,-49.78,-15.62,4.63,-17.01,137.38,-40.39,111.84,-190.74,42.19,-0.29,-97.64,33.65,75.46,-30.7,33.54,32.09,7.72,1.0
2.0,2.0,0.0,-160.73,-2.04,82.43,-0.41,42.03,-84.94,95.14,25.14,-2.01,8.27,47.29,-3.21,-7.06,36.18,-147.76,206.27,-24.46,22.62,1.86,-132.51,-77.48,-38.67,30.08,-2.13,65.02,5.57,0.0
2.0,1.0,2.0,-71.18,-3.18,-31.01,-6.07,-11.86,41.43,-11.98,-156.23,-4.02,-17.91,502.26,-20.16,-30.33,-105.4,-188.31,-75.36,451.3,-305.51,0.39,-225.38,-105.43,9.3,23.31,23.93,-18.97,8.36,0.0
1.0,0.0,2.0,-99.26,-1.54,66.84,-4.02,-11.24,-3.85,-49.8,70.67,-1.06,-3.04,255.53,30.36,6.9,-82.32,254.05,-12.74,81.55,-55.53,-2.39,-185.0,66.38,89.68,-62.5,-33.62,-23.84,-2.86,0.0
2.0,2.0,0.0,41.5,-1.64,-69.72,-2.94,24.95,112.28,-5.76,-212.57,14.3,84.99,-21.0,14.55,-2.68,10.41,-112.15,-84.82,-60.81,40.39,1.66,-61.49,28.9,105.51,-62.61,11.66,-25.66,-7.2,1.0
2.0,1.0,2.0,-29.48,-0.77,43.52,-1.73,-20.99,-52.82,8.77,263.9,-2.49,-56.04,-41.21,-2.42,-15.77,29.48,-173.37,117.45,-214.8,270.97,0.28,-107.47,-5.29,41.91,9.89,-4.78,-56.94,-1.86,1.0
2.0,2.0,1.0,-13.74,-0.72,-38.61,-2.56,41.62,-43.78,-23.54,-47.28,-6.47,33.84,-220.92,63.0,19.55,41.05,-232.18,-38.53,-180.38,224.31,-0.67,-156.55,-20.58,-3.17,25.37,-30.49,38.91,7.08,0.0
1.0,2.0,1.0,28.86,3.13,-8.54,-5.29,10.8,-123.53,6.28,-26.82,2.03,-88.49,133.54,56.16,13.42,-87.12,-129.38,-154.33,212.11,-121.87,-1.46,-188.83,-11.11,40.38,-98.23,72.68,-78.68,8.67,0.0
2.0,0.0,3.0,-95.74,-0.35,55.05,-1.3,21.16,67.72,-100.66,-129.37,6.89,-59.57,122.39,43.33,15.07,-21.62,355.95,-32.19,-21.89,-39.65,0.21,-97.29,74.92,11.5,-45.0,-18.04,41.07,-9.83,0.0
2.0,1.0,1.0,21.32,3.88,12.55,3.34,12.89,7.24,-31.1,125.37,8.33,60.04,109.66,85.69,-25.4,-2.3,-189.86,-99.44,-125.06,58.87,2.71,-68.42,-49.78,80.75,49.74,17.12,-99.0,-20.98,1.0
2.0,2.0,1.0,10.48,-0.34,58.37,-0.87,-6.54,62.02,155.87,15.32,0.67,1.86,-87.85,-46.2,18.19,19.79,165.83,0.28,26.42,43.71,1.81,13.43,1.94,-75.06,-23.3,61.56,-11.99,-14.76,0.0
1.0,3.0,1.0,109.32,-3.64,29.55,2.5,-26.36,22.14,-159.53,29.41,0.5,10.61,-98.65,-67.97,-2.77,61.06,-56.92,-112.74,-340.01,236.92,-0.01,-99.16,3.3,-50.55,-104.62,-3.0,-114.58,-16.64,1.0
1.0,0.0,1.0,9.27,-0.51,-0.53,-3.12,25.82,113.37,-0.17,65.71,3.82,-54.88,234.56,14.01,1.61,-102.18,108.75,94.04,190.12,19.89,-0.5,-163.62,-26.83,142.85,-37.47,27.02,31.59,-5.7,1.0
2.0,2.0,1.0,-63.73,4.18,-53.21,-3.36,-26.71,210.64,4.76,16.87,-9.12,31.78,-53.76,163.53,-0.7,7.52,-314.46,181.07,-87.68,60.79,-1.63,-139.82,-1.8,-119.4,-36.95,-46.22,18.1,1.59,0.0
2.0,2.0,2.0,-83.86,0.52,-34.56,4.1,23.45,-73.81,29.17,-105.71,-3.82,-42.68,-94.6,82.54,-19.95,-43.61,-315.67,-157.0,-285.92,391.88,1.43,-25.15,-25.43,-59.92,-138.67,48.36,-47.43,11.84,1.0
1.0,1.0,1.0,-25.42,-1.36,41.35,0.81,46.89,-18.02,-58.21,-201.75,10.2,-74.47,27.65,81.7,-6.93,-16.45,-150.27,82.46,68.65,-68.67,1.1,15.91,-36.14,150.48,-99.22,-49.44,74.13,-11.56,1.0
1.0,1.0,1.0,7.71,0.7,-37.61,9.7,-7.78,-81.34,68.94,-52.14,9.37,16.16,-48.5,-13.59,-33.37,172.26,-38.1,50.55,-581.75,184.11,0.9,-20.22,-26.95,-95.6,-115.11,35.88,-133.54,2.08,0.0
2.0,3.0,1.0,-56.11,-0.44,14.13,-3.54,-18.34,-61.1,185.61,113.11,4.94,42.63,186.84,23.92,2.05,-74.74,306.07,79.98,154.18,134.7,0.08,-100.76,-6.38,-9.4,-132.76,47.84,84.39,17.26,0.0
1.0,1.0,1.0,-5.67,12.3,26.79,-3.19,2.82,58.74,-5.91,-5.62,5.73,-24.96,170.13,8.43,7.95,-47.66,215.85,-43.16,55.95,-112.23,0.55,-105.17,78.78,-114.23,86.3,4.36,20.79,-2.52,0.0
1.0,1.0,2.0,77.52,5.29,9.7,-5.6,3.43,113.98,69.26,-185.12,3.21,47.54,445.5,63.48,-38.23,-158.39,-247.75,-133.8,380.15,-201.48,-0.76,-116.33,-31.96,-12.89,56.29,-41.83,-107.37,-5.07,1.0
1.0,2.0,2.0,12.02,1.78,-4.3,-5.25,12.62,-16.09,89.08,-79.61,7.92,-66.75,-270.2,-46.47,28.86,-58.45,-323.04,-23.69,179.68,160.67,0.83,-7.24,-47.44,-38.17,-68.24,24.02,-19.26,8.3,0.0
2.0,1.0,2.0,70.08,-2.98,-44.08,-5.85,0.56,34.88,-33.31,-43.2,-10.65,-108.83,90.86,19.99,-2.36,-139.33,-170.64,-16.08,567.14,-238.78,0.12,159.62,-26.62,-120.55,-4.33,23.94,5.65,-19.77,1.0
1.0,2.0,3.0,-50.29,3.76,7.7,-1.22,19.12,23.24,15.36,-68.87,-6.02,-12.43,166.37,83.77,3.14,-56.48,115.13,-98.34,74.11,-98.3,0.51,-89.2,31.51,24.23,-19.68,-10.72,-55.75,2.82,0.0
2.0,2.0,2.0,25.07,-5.97,66.37,-13.91,-22.46,112.77,-124.59,-54.53,-0.48,-56.59,145.63,-23.91,4.5,-31.11,-29.73,-53.61,275.21,-87.42,-0.36,-199.48,45.78,66.23,-71.85,11.46,33.48,-8.55,1.0
1.0,0.0,2.0,-67.52,-6.04,-76.45,-9.25,-0.92,-121.44,80.27,162.9,3.19,55.47,-42.53,50.37,11.12,131.02,41.95,44.42,-85.34,-79.52,-1.38,-186.23,65.11,29.24,26.95,-39.09,-7.16,-5.4,1.0
2.0,3.0,2.0,76.06,-4.18,5.08,-1.15,12.69,55.2,41.67,18.01,-0.9,-68.88,-56.21,-10.08,6.43,-64.29,-15.94,-153.51,191.76,-46.83,-0.35,143.04,18.99,-125.5,-46.72,-13.69,-12.29,-1.36,1.0
2.0,1.0,2.0,115.32,-3.14,65.14,7.14,17.88,-45.59,51.12,-24.15,3.74,-12.55,115.95,11.85,-28.95,31.42,62.79,165.36,-89.37,-37.53,-0.11,105.9,-44.61,-24.71,-30.58,40.33,101.97,-0.39,0.0
2.0,1.0,1.0,-33.88,7.93,31.1,-6.28,17.96,-20.5,150.41,135.3,-2.68,-12.9,292.18,56.86,1.82,-116.83,12.11,-202.78,259.36,-259.13,1.48,-153.39,62.24,-16.87,-36.11,0.69,76.11,-8.19,0.0
2.0,1.0,1.0,-21.5,2.6,11.76,3.43,-5.27,51.21,-23.43,1.64,-14.43,-2.95,-80.75,-6.19,4.39,-19.38,-188.46,-16.72,-4.67,-4.15,-1.74,31.03,-47.52,-71.07,60.37,2.49,21.94,5.77,1.0
1.0,1.0,1.0,41.88,6.52,57.07,-4.61,2.97,-35.82,-0.73,37.3,-10.09,11.29,271.39,-144.83,-5.17,-122.09,2.2,72.87,292.55,-169.67,-1.56,-90.42,14.4,-64.58,21.65,2.12,47.26,10.66,0.0
2.0,2.0,1.0,-26.23,-4.85,-31.04,-7.61,-19.94,-27.41,-33.36,213.96,6.78,-18.9,-5.34,72.96,6.59,-139.03,-63.33,-23.87,625.38,-181.68,2.79,247.33,-1.89,19.46,82.22,-34.13,20.0,-7.14,1.0
1.0,3.0,1.0,49.57,-0.02,63.87,-6.59,30.04,34.46,-30.67,113.05,-5.99,-87.64,247.46,-36.57,-20.14,-79.22,-7.67,48.58,365.35,-74.69,1.6,-24.95,-37.16,-126.11,-107.41,-111.22,54.31,7.86,1.0
2.0,2.0,1.0,-24.58,-3.53,-68.88,3.81,22.25,162.84,-97.51,1.96,-0.35,-78.42,-31.79,-26.05,-15.8,11.0,-118.22,32.38,-100.97,-47.91,2.1,124.59,23.38,211.18,30.38,-44.28,14.92,10.02,0.0
1.0,1.0,2.0,-127.85,-0.02,-14.42,-0.22,13.72,-8.19,-61.85,-38.52,2.67,-26.67,-111.26,113.23,2.45,75.22,-48.35,-156.91,-349.63,284.02,1.58,-173.32,7.1,-0.77,22.8,-10.04,-92.9,-11.72,1.0
2.0,2.0,1.0,17.24,-4.75,14.89,2.0,15.14,96.08,88.92,15.76,-7.71,122.31,146.99,34.37,-4.94,43.29,25.49,-64.14,-125.66,38.55,0.77,-229.77,-79.89,-148.99,-20.64,16.22,-3.38,4.87,0.0
2.0,1.0,2.0,-9.38,2.93,-20.3,0.98,7.14,-44.83,-57.63,68.14,-2.52,50.96,-136.28,-24.93,-7.39,79.87,-191.79,87.07,-246.56,7.29,1.37,21.65,44.37,-69.54,-135.31,50.28,-3.96,0.93,1.0
2.0,2.0,2.0,79.98,0.21,-63.96,-5.35,-20.99,19.6,81.61,-142.05,5.8,-46.88,-20.25,6.26,-8.09,38.49,-132.22,57.83,-107.28,145.86,-2.94,-129.56,17.94,-129.01,-19.27,53.29,16.58,-17.58,1.0
1.0,2.0,2.0,-4.71,-4.46,120.97,-1.74,7.56,32.26,42.75,-49.89,6.2,13.5,43.42,69.0,8.6,-110.74,-148.71,113.06,263.76,-215.93,-0.5,63.67,26.14,266.09,11.08,12.59,-13.47,-10.73,1.0
3.0,1.0,1.0,-199.01,-6.98,-0.06,0.67,2.6,-129.9,125.1,36.59,0.78,13.14,-196.6,68.73,35.83,71.88,236.02,-32.92,-168.94,145.01,-0.54,-79.09,4.6,-2.31,101.73,78.73,-21.13,-10.83,0.0
2.0,1.0,2.0,6.9,0.92,80.17,0.17,-14.66,86.44,30.85,-200.13,-4.32,-50.55,111.59,-88.85,18.83,-32.99,292.34,55.21,-64.0,111.76,1.91,-197.5,3.47,-79.72,-7.45,-24.43,-80.59,11.25,0.0
2.0,2.0,2.0,-4.46,-7.61,65.22,2.8,-3.0,31.12,108.22,-23.1,1.66,-21.43,-138.3,-24.73,-8.94,27.38,-239.34,179.42,-284.55,195.05,3.03,-11.49,9.67,33.85,167.5,16.64,-16.73,-6.23,1.0
2.0,2.0,2.0,58.57,1.14,47.11,-1.29,14.72,-121.07,-59.09,225.99,3.62,-25.24,41.06,85.97,16.97,-8.11,151.12,165.09,-11.09,-81.83,0.29,-87.43,48.92,-0.14,27.79,-19.96,-37.6,16.41,0.0
1.0,2.0,1.0,-23.72,1.18,-82.98,-3.05,4.26,1.06,80.23,32.56,6.15,4.46,-135.48,-91.9,3.66,128.77,-46.34,-22.35,-281.42,79.42,-0.43,-115.15,47.39,-44.65,5.92,-16.89,127.06,-11.82,1.0
2.0,2.0,1.0,-16.7,4.93,-82.77,-2.23,-0.37,-46.49,65.01,69.05,1.46,-10.43,121.25,-121.86,-23.37,10.25,-45.71,-209.19,80.83,6.54,-0.39,-10.55,-35.9,-35.15,-118.46,-18.61,-97.91,-3.83,1.0
3.0,2.0,1.0,16.99,-3.56,-17.6,-0.13,10.72,63.63,-42.89,-82.92,11.6,21.41,-98.01,-71.71,-9.34,69.32,-147.96,-16.71,-291.66,197.97,0.34,-85.71,13.92,-5.7,98.27,-4.93,121.23,-1.53,1.0
1.0,2.0,1.0,-9.2,1.98,-75.63,-1.38,-39.59,75.85,39.21,17.69,1.15,15.48,-83.19,58.84,-11.42,16.08,-265.97,-55.37,-144.01,85.53,-0.6,-12.64,30.39,-142.15,-10.49,36.73,-26.92,-17.97,1.0
2.0,1.0,1.0,65.32,7.44,-30.94,-5.79,-17.98,134.32,-136.61,-15.73,5.05,73.03,-13.35,6.07,-15.05,55.86,162.62,-190.44,203.6,57.69,-0.85,140.8,-18.94,-61.94,64.68,69.97,59.78,15.87,1.0
1.0,1.0,1.0,150.31,-4.79,-12.73,-4.0,-0.81,-16.63,-87.74,79.69,4.18,23.22,231.64,-117.67,3.14,-96.36,135.36,-41.67,196.88,-69.79,1.24,-129.64,18.1,-118.24,60.26,62.88,54.89,-1.21,0.0
2.0,2.0,1.0,-68.95,4.17,33.73,-5.81,1.05,-15.79,-66.12,-196.68,-7.4,79.94,150.58,-13.57,-12.1,-67.16,-67.28,-117.36,103.36,131.3,0.46,-141.55,-7.71,-3.11,-41.86,-9.32,-62.7,7.76,1.0
2.0,1.0,2.0,-21.22,1.0,-21.64,-1.91,10.21,46.53,65.99,63.48,-3.14,-32.0,178.34,-83.47,20.57,-71.96,224.89,-58.25,76.08,-5.97,1.08,-222.19,2.52,31.58,-7.49,-60.96,-60.14,9.93,0.0
2.0,2.0,2.0,32.45,-3.59,-11.04,4.73,19.66,82.65,-164.06,-135.67,-0.91,-41.55,-140.83,-18.45,3.11,76.64,77.63,-21.45,-302.28,159.94,0.85,13.84,9.89,-137.69,6.98,38.96,-25.73,3.0,0.0
1.0,2.0,1.0,-78.12,2.55,6.14,-6.3,-5.79,-34.5,-50.46,45.95,7.28,12.97,353.85,8.39,-8.23,-150.37,44.74,111.45,332.85,-114.94,2.6,-155.79,7.94,-22.76,-161.68,10.75,-51.62,-11.93,0.0
1.0,1.0,1.0,33.85,2.26,-32.49,-4.77,-12.77,4.24,171.45,35.91,0.56,65.16,-27.27,86.48,-18.94,86.08,54.94,-2.49,156.0,31.35,2.29,116.91,-46.44,14.44,42.77,19.81,9.07,-0.6,1.0
2.0,1.0,1.0,13.4,-1.38,45.02,-5.84,-7.4,-30.21,61.98,60.56,-8.43,118.87,340.44,46.32,3.23,-146.15,-14.63,66.5,265.21,-174.49,2.09,-246.32,17.78,61.11,21.78,-24.87,4.89,-0.47,0.0
2.0,1.0,2.0,36.03,-3.92,-31.22,-3.29,52.72,-37.32,25.13,22.41,-2.59,51.52,105.71,-2.52,-8.97,-66.35,-157.63,46.53,310.9,-133.82,-4.45,32.59,-48.67,9.55,-36.71,-6.13,-68.12,5.39,1.0
2.0,2.0,1.0,-106.0,-4.43,-6.28,-4.94,0.91,16.08,68.66,-191.49,0.79,3.83,2.63,-144.6,17.35,-18.71,54.67,-12.48,113.31,-51.45,0.2,-77.92,28.81,-196.23,5.07,51.85,-3.65,1.62,0.0
2.0,2.0,1.0,-44.74,-0.11,-57.07,-5.55,-2.78,-64.07,30.6,14.68,-5.83,38.03,-36.17,-5.96,7.8,-3.12,118.38,-25.16,284.09,-6.47,2.89,79.64,-25.33,173.57,86.79,-33.41,-33.84,7.12,1.0
2.0,2.0,0.0,89.01,5.98,15.33,1.17,49.55,-44.01,4.32,-70.01,2.92,60.44,-32.26,-56.74,1.99,20.31,-278.75,-126.9,-213.59,104.35,1.76,-208.47,-42.61,94.67,29.98,-1.33,41.64,11.25,0.0
1.0,2.0,1.0,39.37,6.9,-90.73,3.92,6.58,3.18,40.26,39.57,-16.01,5.08,-146.52,-23.51,-0.21,23.01,-183.13,13.67,-47.26,-19.84,0.32,116.65,-31.45,-17.14,-108.54,24.42,-20.85,10.4,1.0
2.0,1.0,2.0,22.99,-4.13,47.88,-0.7,22.2,-53.16,20.34,-135.76,16.36,35.44,467.68,17.2,-7.85,-157.38,206.09,-68.15,173.0,-141.98,-3.17,-224.72,17.26,78.48,-118.31,4.22,-64.76,12.96,0.0
1.0,1.0,2.0,-2.19,5.93,109.55,-7.11,48.86,-11.89,28.47,120.03,-5.04,6.78,188.01,28.1,-10.76,-20.97,44.47,-90.74,171.41,-69.25,2.12,-103.83,18.61,41.32,4.96,-57.67,17.3,-12.97,1.0
1.0,1.0,2.0,-58.49,3.69,13.99,1.79,4.12,-63.13,56.64,-141.38,-2.08,86.63,72.97,-8.08,-8.27,-34.68,-183.13,48.23,-7.65,-92.64,0.84,-32.81,-8.73,255.79,-139.91,-17.68,-28.98,4.93,1.0
1.0,2.0,1.0,-39.09,-2.1,27.81,6.49,-6.46,-51.07,3.84,-19.3,9.23,-9.93,-179.2,-54.46,-1.09,120.01,-259.42,-62.4,-476.66,428.37,-0.76,-247.9,-152.96,96.66,-48.27,21.35,57.63,-2.19,0.0
