cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,target
1.0,2.0,-128.58,65.94,-32.83,-56.37,28.65,-229.77,20.79,-11.35,5.18,-4.89,-13.3,-54.72,-0.72,-0.74,-377.79,-0.0,-206.62,148.75,0.0
1.0,1.0,71.04,-32.77,-15.13,-385.27,0.05,-98.69,-66.26,-23.07,14.34,5.39,17.66,120.33,-145.67,-1.19,-83.12,-96.93,-127.19,-342.91,2.0
1.0,2.0,133.43,-18.2,-30.54,22.14,-42.64,230.08,59.55,-30.32,-4.48,-5.05,21.69,-76.04,-88.48,-2.03,241.56,-189.35,152.5,-271.8,0.0
1.0,1.0,-320.6,-158.32,45.97,69.17,17.54,135.07,-85.19,8.39,-4.13,7.72,1.17,73.88,-15.94,3.37,-16.99,-215.28,-8.42,-288.96,0.0
1.0,2.0,114.02,-138.45,-97.65,-2.81,-4.73,88.67,-20.36,19.53,5.48,12.95,1.28,267.76,14.84,-3.25,259.28,-110.26,253.26,41.6,1.0
1.0,1.0,2.99,214.08,9.24,44.99,2.68,279.13,-54.12,56.18,-7.56,-3.45,2.16,183.13,87.15,-0.01,230.38,42.45,-27.42,12.08,1.0
2.0,1.0,-66.34,-200.74,53.76,-38.07,6.51,56.57,14.95,-9.19,33.23,3.36,-1.63,-79.7,40.61,-1.28,124.52,32.14,82.09,-113.93,1.0
1.0,2.0,-133.61,20.17,-49.09,20.08,-32.73,27.04,63.65,12.51,-9.69,9.93,19.32,32.02,12.42,-0.74,-260.11,34.28,-97.16,14.98,2.0
1.0,2.0,-173.92,-26.93,-76.03,-133.82,-7.62,148.24,48.11,-39.17,9.46,-11.59,-13.45,-156.24,50.1,-0.26,402.04,-269.28,-89.54,233.95,1.0
1.0,1.0,107.67,-55.03,142.93,110.4,-7.68,-262.23,-98.98,13.42,20.46,1.32,-3.16,6.08,30.5,1.8,-207.81,-236.09,-129.0,-10.58,2.0
1.0,2.0,-124.9,38.45,-94.42,-29.1,25.88,93.71,-44.69,15.36,18.95,7.64,13.02,202.24,-147.3,2.53,167.4,6.47,186.18,-5.21,2.0
1.0,1.0,65.47,7.64,60.08,310.06,2.52,201.08,-30.86,54.95,-15.62,4.31,-6.4,42.66,-97.84,-3.53,-8.89,-123.18,-7.52,80.25,1.0
1.0,1.0,17.2,-136.43,-22.24,-33.58,-5.17,-80.52,48.65,15.62,6.02,-0.44,23.68,-20.8,-24.07,-0.95,-441.27,18.11,-331.19,204.81,2.0
1.0,2.0,7.11,9.26,-16.31,17.85,7.05,-41.8,-44.38,38.38,0.19,0.69,-2.42,-72.44,18.26,1.37,-364.57,-48.72,-277.88,366.67,1.0
1.0,1.0,-36.55,-118.99,-21.01,62.9,20.01,14.24,-104.45,5.1,5.26,2.31,8.56,97.7,24.33,0.86,-51.79,-48.67,-57.42,29.61,2.0
2.0,1.0,141.72,-195.38,-30.72,-228.11,23.91,164.09,-13.79,-61.1,0.44,1.17,-28.85,110.48,41.97,-1.64,463.41,-236.89,-109.51,-315.28,2.0
0.0,1.0,39.27,-48.8,40.84,82.62,26.23,-148.54,-91.11,28.28,-17.83,4.6,-17.01,-1.4,-8.52,5.17,-242.6,-113.76,-81.6,180.77,2.0
1.0,2.0,-40.8,-197.89,-75.37,-2.78,-23.92,16.34,60.21,-4.33,19.9,5.05,-20.17,116.83,45.23,-1.12,-22.46,-20.74,-25.52,79.06,2.0
1.0,1.0,-48.98,-11.24,34.42,142.16,23.71,-27.11,-14.45,0.29,3.09,-3.6,2.76,-61.55,-15.83,-4.4,219.79,-129.12,47.7,236.63,0.0
1.0,1.0,-20.91,-93.56,108.42,218.13,-5.24,35.84,-66.37,16.32,2.94,5.47,13.37,-94.9,-77.15,-2.51,-57.75,-114.38,-21.35,-21.59,1.0
1.0,2.0,-65.79,-10.84,-41.81,-94.29,8.22,-153.06,-42.01,-3.43,-9.76,2.69,-2.81,-9.67,114.89,-0.93,-429.27,32.83,-137.39,-17.68,2.0
1.0,1.0,-75.24,-272.76,27.69,7.13,-26.32,274.05,-47.98,-26.37,2.42,0.09,5.14,-119.75,-17.55,-0.75,29.05,-38.36,-260.87,-174.31,0.0
1.0,1.0,-81.62,-115.97,20.76,20.79,-20.32,80.07,46.22,-5.56,-11.5,-8.02,-27.85,-245.08,-74.3,1.87,-127.55,-99.71,-185.2,145.95,1.0
1.0,1.0,128.0,-181.63,-29.59,96.54,-17.51,279.1,-21.94,4.22,-8.6,-2.27,14.38,-23.03,21.07,1.19,268.72,11.76,122.51,31.65,1.0
0.0,2.0,5.6,60.52,-6.53,194.23,-18.18,-48.98,69.41,32.28,-1.75,0.17,7.72,4.7,105.8,-1.67,-458.15,110.83,-50.34,57.74,2.0
1.0,1.0,-132.07,-17.81,17.35,-77.75,-18.11,122.95,3.7,-51.54,-2.07,12.03,-14.74,-147.56,-11.27,-2.6,652.91,-266.5,-89.93,159.21,1.0
1.0,1.0,6.05,-237.19,-60.01,-61.94,-30.48,222.41,48.26,-46.04,-0.87,4.2,-4.87,60.89,98.34,0.56,416.93,-187.17,-72.93,-92.94,2.0
1.0,1.0,158.85,94.3,-33.99,-117.12,0.72,8.92,-23.84,-51.29,17.24,5.13,3.44,-163.09,36.7,-2.07,330.15,-283.82,-346.7,333.43,1.0
1.0,1.0,-152.45,-169.01,48.84,-6.61,24.6,170.62,-6.47,-6.8,6.24,10.37,8.78,-186.91,5.07,-3.82,118.84,-83.31,-113.75,37.85,1.0
0.0,1.0,139.1,69.72,72.9,128.84,-11.44,65.73,-67.29,67.28,21.79,8.48,-22.45,-102.38,79.65,-0.6,-358.44,-215.52,-306.37,268.86,1.0
0.0,1.0,-143.52,54.81,-59.94,-71.87,-9.52,191.42,19.82,-49.62,-9.31,2.04,15.48,-98.71,105.63,3.84,781.16,-359.16,-96.97,334.2,2.0
1.0,1.0,-56.43,-147.83,-48.55,14.79,-11.62,153.39,-18.9,5.82,-10.94,-7.6,2.64,40.19,-149.5,-0.09,128.31,17.02,58.63,56.7,1.0
0.0,2.0,41.43,-41.85,-156.55,-157.81,-6.32,239.5,19.96,-4.63,-22.08,0.84,-4.1,110.59,93.79,2.01,221.72,-64.88,-16.87,90.43,2.0
1.0,1.0,72.97,-131.27,-28.36,-67.79,-17.4,35.26,4.93,-13.07,26.2,3.4,29.83,-78.86,-146.71,-0.92,66.19,-64.72,-78.14,141.43,1.0
0.0,1.0,83.71,-149.33,80.22,9.57,-3.83,48.14,-14.16,-8.89,-11.78,-4.08,0.21,-16.97,-7.8,-0.11,215.37,-164.51,-53.49,-75.68,0.0
1.0,2.0,-67.18,-48.73,-11.45,103.32,37.75,91.61,-114.31,25.5,34.96,8.19,2.43,-89.21,18.87,1.11,-259.8,36.36,-82.55,118.63,2.0
2.0,1.0,114.23,41.7,4.57,-126.28,-1.67,-87.35,118.38,-14.26,13.75,-4.16,-11.85,91.42,8.15,4.28,-131.57,-90.75,-112.47,-239.36,2.0
1.0,1.0,-160.55,-189.6,127.71,135.87,-8.18,-96.49,-7.65,26.19,11.84,-3.33,9.78,93.35,-18.47,0.17,-16.04,-85.38,-72.68,16.8,0.0
0.0,2.0,129.16,-79.36,-50.86,107.88,-38.25,210.28,40.86,-6.43,0.02,2.32,6.82,138.34,-2.6,3.34,236.21,-299.95,-159.33,41.17,2.0
1.0,1.0,85.17,-100.52,11.77,48.65,12.11,126.94,-12.72,20.53,-6.04,-0.26,-17.24,-13.64,13.74,1.13,127.78,-163.36,113.58,20.74,1.0
1.0,1.0,-39.29,64.29,-61.81,-9.62,9.99,285.0,7.47,-35.74,0.31,0.16,3.13,-75.31,123.65,-2.46,69.15,-47.97,-200.55,-180.94,1.0
1.0,1.0,-232.43,82.78,-42.19,-237.02,21.36,-72.3,64.14,-14.54,-23.61,4.31,-27.0,-26.44,-69.58,2.22,-415.04,100.54,-243.03,-185.84,2.0
1.0,1.0,36.82,179.6,-42.43,-130.68,17.29,-29.31,-50.38,-0.08,-3.37,12.04,-22.0,15.77,-0.93,2.79,184.16,31.87,32.97,154.71,0.0
1.0,1.0,100.86,90.72,31.26,110.15,-23.83,122.51,-3.4,43.55,-4.38,-3.67,4.11,92.79,-112.77,0.03,194.54,-201.2,-61.1,195.06,1.0
0.0,2.0,-92.71,27.63,44.05,93.27,3.37,-125.09,-16.24,40.2,-5.52,2.84,-8.58,-21.91,75.78,0.74,-523.86,-112.7,-200.13,79.07,2.0
1.0,1.0,-22.3,124.96,18.64,60.12,17.5,124.02,-0.68,-27.75,-7.21,-4.99,-14.6,-152.0,-34.91,-1.11,35.51,-138.31,-78.67,-173.05,0.0
1.0,1.0,131.85,-85.72,-10.45,325.98,-20.75,123.73,52.31,-4.52,9.28,0.52,-8.78,170.58,17.11,0.65,394.87,-257.83,-181.21,316.4,0.0
1.0,1.0,-20.07,25.69,-20.18,-96.74,-16.26,149.08,34.85,-8.29,24.07,0.99,-13.19,-73.29,-64.27,-0.17,428.41,-215.89,-112.4,264.69,1.0
1.0,1.0,-30.67,-117.61,-8.35,-69.33,19.92,37.1,16.09,-12.81,-6.94,5.93,-2.84,30.17,-46.02,-2.56,-102.59,-34.12,-133.65,-149.62,2.0
1.0,1.0,-7.89,-69.43,26.46,-125.39,-2.01,-237.94,-12.74,-15.84,0.21,9.78,16.0,13.28,78.81,1.44,-346.92,37.7,-38.81,-224.94,2.0
1.0,2.0,78.94,-30.25,0.8,254.23,-13.34,-76.45,6.39,11.73,35.45,3.3,-21.94,111.03,76.65,-0.02,-229.43,-112.45,-203.98,155.24,0.0
1.0,2.0,-73.41,-39.44,-119.16,-33.36,-16.76,201.3,-38.05,-10.6,-8.69,7.18,-14.26,-8.85,-46.57,-1.4,26.13,93.92,-36.43,67.72,2.0
1.0,1.0,-14.58,-83.53,14.82,-131.54,-11.61,-130.62,35.96,-1.37,-7.59,2.02,-6.2,6.26,20.93,-0.51,-351.91,135.58,-262.45,-20.62,1.0
0.0,2.0,-20.05,122.58,-88.5,62.96,-2.78,186.55,42.81,-60.61,2.31,0.17,7.22,-125.12,-24.05,-0.26,414.5,-55.43,152.23,-55.07,0.0
1.0,1.0,-142.45,47.36,-48.75,-160.23,-11.74,0.17,-70.08,-8.48,16.82,7.24,-9.64,-19.84,54.91,4.03,215.09,-135.23,-89.49,235.29,1.0
1.0,1.0,-9.79,170.24,-43.62,15.91,-8.4,-45.1,-43.35,48.08,22.88,-6.36,-10.4,339.71,-67.77,1.79,0.77,-10.54,-11.67,111.22,0.0
2.0,1.0,7.19,256.44,18.65,134.3,0.67,-117.74,81.86,18.18,14.31,0.25,3.61,69.63,44.99,-2.0,-41.17,-112.94,-21.06,118.59,0.0
2.0,2.0,98.99,-324.42,39.09,46.18,-3.84,292.36,40.89,31.8,6.01,7.88,-2.72,176.68,-60.72,0.28,-58.91,-222.89,176.84,-577.91,0.0
1.0,1.0,44.32,12.93,-49.29,-228.2,-5.5,-9.62,29.27,-20.56,-1.89,-1.98,16.24,117.87,5.62,-1.6,23.54,-109.15,-86.21,-201.48,2.0
1.0,2.0,18.85,54.53,-118.25,-140.56,10.0,-113.81,76.54,6.84,-33.86,-3.8,-4.06,203.28,49.14,-2.89,-567.17,105.1,-443.23,68.68,0.0
0.0,1.0,234.18,-103.5,63.92,103.69,-12.89,141.0,26.22,-6.14,-13.28,-3.91,-8.47,46.59,42.84,4.62,511.76,-162.59,215.14,-114.87,1.0
1.0,1.0,-24.57,-236.02,113.97,136.61,12.76,-35.66,-95.47,12.37,12.94,-7.38,-5.34,24.54,-80.82,-2.84,-81.3,-86.98,-138.78,-37.19,0.0
1.0,1.0,3.77,-95.16,41.8,-103.75,5.14,149.08,51.34,-2.56,-9.85,12.73,3.68,-142.54,-71.6,-2.21,335.17,-144.63,14.13,67.08,1.0
1.0,1.0,-92.78,-234.16,-54.7,-48.52,5.55,15.25,46.64,4.33,3.55,14.84,-20.41,13.25,-20.8,-3.47,-81.67,-30.28,-204.79,282.26,2.0
1.0,1.0,-160.56,26.04,-13.45,25.87,8.98,124.8,-21.9,-14.01,-11.28,-0.31,-11.2,-35.89,-145.7,-0.5,103.54,-16.71,-147.63,32.45,0.0
1.0,1.0,157.2,33.53,20.29,103.14,20.59,-95.82,-9.73,25.82,-24.07,-1.92,0.38,125.18,-83.28,-3.27,-185.75,-51.22,-105.74,74.41,2.0
1.0,1.0,-142.21,-127.9,40.69,199.18,-21.47,-33.03,-15.24,-50.51,-17.3,11.74,-16.45,-141.86,115.72,-0.76,207.09,-65.51,-39.48,83.56,0.0
1.0,1.0,-148.84,-138.55,52.27,-46.46,-20.21,62.12,-86.8,-8.32,-26.76,-4.17,2.07,38.6,-86.71,-3.18,514.36,-259.28,106.0,12.34,1.0
1.0,1.0,-23.03,-304.58,-112.41,-159.68,1.89,276.44,-9.62,-62.07,-19.14,-7.63,8.84,-10.04,63.33,2.2,397.67,-141.47,-159.02,-27.67,2.0
2.0,2.0,-90.06,170.65,-121.69,-84.12,-39.22,153.23,73.79,20.65,10.19,-8.34,24.96,163.17,-196.93,0.09,15.38,-61.77,-40.44,43.62,2.0
1.0,1.0,-10.16,-149.62,-19.52,92.57,-5.38,189.91,5.54,17.81,10.48,-20.18,-26.42,40.54,-39.34,-3.28,168.45,37.93,82.37,81.6,0.0
1.0,1.0,-15.85,52.7,57.76,174.56,9.31,54.84,-18.2,34.62,-0.72,-4.51,8.24,-7.31,28.7,0.61,-218.78,-151.06,-172.59,33.72,0.0
0.0,1.0,-119.3,15.25,72.99,102.9,23.38,70.3,21.71,12.32,2.17,-7.14,-18.28,-61.5,152.9,-1.79,-187.18,-186.08,95.68,-361.08,0.0
2.0,1.0,-47.29,-114.08,74.17,22.05,12.13,20.48,-5.5,-31.13,-2.09,5.53,-13.3,-334.29,-97.17,2.23,-66.96,-141.96,-294.17,124.56,1.0
1.0,1.0,184.02,122.93,-31.12,-159.56,-0.65,-102.88,-65.31,14.62,-16.39,10.63,-1.0,-17.77,-6.18,0.86,-432.69,18.25,-238.43,28.29,0.0
1.0,1.0,187.75,-27.38,69.5,218.62,-11.86,-88.63,-23.5,23.53,-23.72,-9.32,-5.19,99.19,-5.49,-1.47,-224.59,-154.87,-21.07,-97.88,2.0
1.0,1.0,-64.79,-119.2,-15.05,-11.68,3.39,-40.12,-28.3,-10.53,18.58,4.34,7.89,-88.57,-10.18,1.47,-320.44,65.28,-234.08,62.2,1.0
2.0,1.0,-20.87,178.51,-10.24,29.79,-4.75,-20.84,52.17,24.06,20.31,11.46,0.39,113.73,52.87,1.36,-331.55,-109.92,-295.24,-9.9,0.0
1.0,2.0,51.41,59.07,-13.55,-73.55,-25.76,-105.1,42.17,19.45,-2.91,-7.72,37.15,174.59,-75.25,-1.65,-167.94,-183.72,-67.58,-71.76,2.0
1.0,2.0,-224.84,-93.49,40.75,190.34,30.95,225.02,-42.31,34.33,-5.27,13.38,0.54,-175.84,53.87,-0.01,-270.04,-37.58,-46.24,-25.83,1.0
0.0,1.0,24.72,-16.56,7.25,-86.91,2.57,-98.59,-44.08,5.59,6.62,10.39,7.41,89.34,68.0,-1.82,-269.96,-99.74,-146.87,-141.04,2.0
1.0,1.0,-65.93,-68.75,-74.47,142.32,0.02,200.2,58.15,-20.28,1.55,-5.91,-16.65,69.38,-70.95,-0.62,396.41,-95.48,-187.95,320.12,0.0
2.0,1.0,-83.91,-44.46,45.2,146.69,10.07,-14.62,1.75,18.32,-22.6,7.12,-23.89,-171.64,-64.52,1.94,-418.29,4.21,-206.64,117.04,1.0
0.0,1.0,-24.41,206.32,103.76,-77.13,2.53,-237.29,-1.81,65.45,28.18,0.26,11.16,76.27,-44.86,-1.8,-429.93,-42.07,242.22,-290.83,0.0
1.0,1.0,-26.01,-31.76,44.11,178.85,6.62,-72.5,10.2,21.71,-19.37,-3.65,-0.36,203.41,74.01,2.82,-40.8,-101.04,-2.87,-42.72,2.0
1.0,2.0,-82.99,-238.5,-62.13,-49.69,7.61,-93.19,-32.28,-3.57,-11.82,-4.56,-11.04,-41.47,-170.12,1.71,-34.34,-43.58,-74.24,384.54,2.0
1.0,1.0,-79.23,-152.28,16.76,-15.4,-10.44,68.83,16.84,8.03,-44.91,-1.71,-4.43,-44.26,-37.74,1.47,-57.13,59.58,-35.6,-3.05,1.0
1.0,1.0,-238.09,-223.3,3.15,119.28,-18.52,190.96,-120.32,-13.98,-9.47,2.96,-23.69,-8.28,98.3,-6.23,-43.79,70.99,-154.88,-116.53,0.0
1.0,1.0,-82.59,-197.92,110.97,224.62,-7.43,-27.06,-116.49,38.13,-4.07,-6.56,10.26,27.37,8.3,2.77,-401.12,69.18,-194.09,-29.72,0.0
1.0,1.0,94.75,34.7,10.1,49.46,9.39,16.77,-55.51,26.2,11.47,-5.92,-23.08,-6.79,-49.97,-0.09,-134.07,-104.2,-87.01,102.07,1.0
1.0,2.0,-30.46,11.02,37.65,192.24,14.06,10.32,-2.96,-33.43,6.5,-2.41,12.11,-107.37,95.58,1.1,152.59,-285.25,135.79,-155.29,0.0
1.0,1.0,-61.94,-20.93,170.55,174.66,-24.27,-186.47,15.23,38.63,-9.09,1.01,-11.68,16.57,-104.09,-2.69,-190.6,-240.5,41.38,-111.7,0.0
1.0,1.0,-11.38,92.67,137.15,201.27,18.59,-6.39,45.26,34.16,-33.38,-10.29,-6.68,-0.25,-77.81,-0.25,-95.47,-164.21,9.9,-159.6,1.0
1.0,1.0,166.69,-30.39,73.43,143.65,7.76,-172.59,-37.13,24.93,11.4,12.39,26.8,67.18,163.29,1.49,-189.64,-54.52,-270.27,259.39,2.0
0.0,1.0,10.0,-178.43,20.17,-30.19,9.41,97.36,28.22,12.26,-3.48,-0.4,6.76,-33.98,100.55,-3.16,18.91,56.33,45.83,-30.29,1.0
1.0,1.0,88.92,42.84,196.82,230.78,-16.61,-295.09,12.17,30.28,24.98,2.2,-25.48,-2.44,-18.1,-0.9,-312.26,-211.05,-244.91,61.1,2.0
1.0,2.0,-24.03,34.55,57.71,-16.32,-0.92,-113.85,-1.94,37.54,-14.25,5.18,19.2,42.2,-126.16,-4.41,-63.54,-312.42,-11.03,92.27,2.0
1.0,2.0,0.77,-119.06,-43.14,91.62,-10.11,153.69,-7.61,41.4,-10.57,4.05,-13.49,-48.62,194.47,0.71,-247.89,-61.25,-359.38,433.49,1.0
1.0,1.0,-99.81,-46.04,-2.84,-15.96,7.53,197.7,15.67,-0.87,-30.32,12.54,6.45,-136.49,-91.64,2.35,431.41,-179.19,34.83,236.86,1.0
1.0,1.0,-10.23,12.48,21.22,-111.97,11.36,-149.22,-15.44,-1.14,4.77,-1.88,10.42,172.95,-10.23,-3.47,-56.63,-175.65,-1.37,-223.97,2.0
1.0,1.0,-4.68,-144.34,52.52,188.43,-22.67,243.4,-10.8,4.73,11.65,0.15,-23.01,-80.17,-54.34,1.19,198.59,-126.96,81.62,-95.07,1.0
1.0,1.0,-68.23,-18.65,7.34,84.47,15.69,-109.33,-20.7,12.11,5.55,-2.71,-7.9,125.93,157.34,-0.07,119.06,-79.14,45.29,178.47,0.0
1.0,2.0,-13.96,-109.41,-109.36,-49.72,17.02,177.05,-17.62,-4.86,19.04,-2.71,3.2,31.68,59.33,4.73,105.89,93.4,91.02,45.68,2.0
1.0,1.0,-97.56,-37.46,-62.42,-4.39,-29.77,-52.11,48.2,-21.69,0.51,-11.98,8.92,89.31,-87.11,-1.5,-83.65,74.99,-235.24,120.42,1.0
1.0,1.0,13.92,118.08,-88.62,-38.75,26.45,153.26,-0.26,-8.51,-11.4,4.12,-9.14,1.36,-79.65,1.34,-159.34,67.49,-201.07,-39.68,2.0
1.0,1.0,156.53,170.01,93.82,148.29,-14.81,-159.52,-120.47,38.45,13.63,0.59,-4.1,159.56,105.66,0.73,-154.4,-161.14,-22.58,-70.07,2.0
1.0,2.0,87.78,-13.3,9.71,63.03,-4.54,-199.8,-35.41,11.29,-16.13,6.27,8.83,-65.53,-9.04,-2.11,-193.12,-56.86,30.26,225.62,1.0
1.0,1.0,-60.11,-194.48,45.94,85.97,12.95,155.71,39.89,21.75,-0.78,3.19,15.62,116.34,101.68,4.46,-60.21,-137.9,-17.78,-263.96,0.0
1.0,1.0,-14.97,-111.69,44.9,104.32,-17.55,63.56,85.03,-17.27,16.16,-3.43,-4.06,-48.24,-124.67,-0.68,100.22,-105.06,20.42,-131.71,0.0
0.0,1.0,-46.79,-190.1,-22.99,-131.77,24.38,133.6,37.7,-45.65,20.63,5.45,-4.46,91.5,-4.96,-2.74,307.04,-268.73,-177.48,-196.97,2.0
1.0,1.0,31.89,-111.61,-6.48,71.62,26.89,144.05,17.2,5.58,-5.65,-12.74,-0.78,-201.88,93.52,-2.79,-293.49,4.44,-224.96,100.39,1.0
1.0,2.0,58.83,-29.05,-47.68,-27.51,5.83,-24.25,65.74,15.09,6.31,-2.02,-19.32,2.16,188.61,5.09,-370.74,86.71,-92.25,23.27,2.0
1.0,2.0,99.74,-202.1,-133.64,-136.3,-16.56,73.09,-51.75,-14.08,-6.63,2.49,7.27,-79.28,146.31,0.91,-147.3,112.23,-157.66,266.52,2.0
1.0,2.0,-28.36,-38.06,12.22,126.19,-30.5,-80.44,-13.18,23.43,9.16,1.87,1.62,26.01,-40.1,-1.13,-417.0,-63.88,-162.94,44.7,2.0
1.0,1.0,-103.22,-168.32,-39.08,-24.79,-28.52,68.43,30.26,-42.29,11.85,-14.22,-26.69,-83.33,11.96,-1.36,-33.73,98.81,-72.8,-113.17,2.0
1.0,2.0,127.86,-177.47,-26.87,-25.3,-7.67,-52.67,59.17,-10.69,23.02,-6.61,-7.03,-136.68,-68.86,3.74,-163.67,-83.7,-134.95,211.16,1.0
1.0,1.0,2.13,21.73,-81.7,-130.25,-5.74,276.46,-15.33,-2.37,0.16,7.58,1.65,305.94,0.11,-2.68,563.29,-403.0,-50.53,-104.03,1.0
1.0,2.0,-20.21,-22.9,3.74,214.03,0.57,120.29,36.49,19.03,3.98,5.38,0.67,32.69,155.8,1.07,-321.85,-104.66,64.86,-295.82,0.0
1.0,1.0,-30.24,-80.77,3.47,69.9,4.21,116.66,13.21,8.39,22.46,-3.97,0.86,-66.84,53.75,-1.48,-43.76,-28.6,-84.09,66.69,1.0
1.0,1.0,-30.94,-165.11,17.32,18.38,13.1,68.09,3.69,-14.43,-11.99,7.36,-14.19,-44.99,113.46,-1.19,54.33,33.2,-90.33,-3.66,1.0
1.0,1.0,-51.06,-198.97,-87.9,28.65,0.84,71.15,-71.05,-15.63,3.05,-4.91,2.52,102.6,46.98,0.07,172.0,61.27,-100.55,246.68,2.0
1.0,2.0,-33.65,-45.93,-58.6,124.67,11.9,187.31,108.31,14.78,-3.57,-9.26,5.25,127.92,85.16,-0.08,112.78,-159.98,-49.8,84.18,2.0
1.0,1.0,121.52,-236.71,-28.59,20.87,15.26,25.3,-7.22,-24.24,-16.77,-1.13,1.7,-103.13,-35.15,-0.57,-260.89,12.43,-235.23,30.31,2.0
1.0,1.0,-48.63,101.17,-4.24,7.37,-21.81,165.73,58.48,25.51,8.82,0.34,-16.24,76.67,154.78,-3.5,184.03,31.44,122.64,-60.17,1.0
1.0,1.0,142.15,-73.56,22.76,-15.82,26.69,209.22,33.15,24.53,19.45,0.28,7.61,-61.94,-126.42,-0.39,246.46,-326.94,-141.07,210.33,1.0
2.0,1.0,124.37,193.88,95.4,134.7,-16.2,-72.49,22.37,11.47,9.31,-6.16,9.08,-82.67,-11.46,-2.47,-280.16,-127.39,-233.12,-57.13,0.0
1.0,1.0,70.7,-85.35,59.48,259.89,-3.84,-67.25,-128.28,-17.06,-31.72,-2.96,-7.29,-142.84,-93.7,0.81,-97.46,31.5,-34.24,83.07,0.0
1.0,2.0,-8.43,114.01,-101.03,-39.31,-4.21,176.89,39.64,6.37,-16.12,1.93,-21.76,62.6,-14.54,-0.24,-75.84,19.94,-128.51,12.23,2.0
2.0,1.0,38.99,-51.32,-31.02,23.35,5.82,40.69,-40.52,-11.61,29.89,5.7,-3.55,47.67,-64.13,1.65,-44.98,-88.79,-106.27,-46.26,2.0
1.0,1.0,51.09,31.36,29.13,16.4,-3.26,46.74,44.08,18.98,20.26,-6.23,30.21,2.33,-2.96,-4.9,165.42,-154.13,-11.56,127.13,1.0
1.0,1.0,64.24,48.4,39.02,73.4,-6.77,-95.5,-65.91,36.38,-11.52,-5.31,8.96,90.34,-42.59,1.75,-140.36,-36.93,66.01,19.77,0.0
1.0,1.0,44.99,110.56,-23.81,183.61,10.23,156.05,22.79,-2.63,13.11,2.52,-0.34,118.83,-22.86,2.03,394.39,-159.09,-74.19,172.06,0.0
1.0,1.0,22.52,-12.78,19.39,131.51,25.51,137.83,-6.33,43.08,-33.4,13.22,33.43,-63.31,32.55,3.38,-232.23,43.6,-43.91,70.85,1.0
1.0,2.0,36.75,-252.18,-95.68,-1.61,12.01,282.56,7.78,-27.07,9.28,4.13,20.99,81.84,26.72,-2.88,394.2,-329.8,-182.91,130.85,2.0
1.0,2.0,54.43,-76.38,-163.5,39.11,11.8,429.55,-23.12,-1.45,-0.47,-9.57,9.1,84.14,-21.89,-2.51,336.27,-153.41,-131.58,224.46,2.0
1.0,1.0,15.01,-95.17,67.2,153.11,-1.65,89.73,46.22,8.45,-2.26,-1.32,-9.05,-105.28,-49.19,1.7,-44.49,-167.25,45.22,-111.28,1.0
0.0,1.0,-186.56,58.75,50.86,235.43,-4.31,31.16,81.67,-10.48,-7.43,-0.18,7.52,-8.13,4.53,-1.51,822.77,-247.5,223.92,387.39,0.0
1.0,2.0,-90.09,-103.84,11.4,82.06,-18.21,48.33,-34.06,16.99,-16.4,7.82,-2.61,-159.75,-37.6,3.47,-237.47,-147.44,-161.21,186.78,1.0
1.0,1.0,-55.79,104.7,-29.41,97.03,13.97,-118.9,98.85,-1.6,-17.58,-9.17,-15.06,119.3,82.45,1.39,156.6,-80.98,-46.58,281.54,2.0
1.0,1.0,116.31,-287.77,84.64,292.84,-21.67,-40.72,-110.15,13.49,-20.42,8.99,-4.02,10.57,-57.81,3.57,-277.27,60.33,-192.51,76.61,0.0
2.0,2.0,45.28,-190.78,-64.25,114.69,-7.67,348.88,18.12,-42.57,22.75,-11.72,7.89,-141.74,-138.79,2.18,-25.23,38.99,-70.59,-259.47,0.0
1.0,1.0,116.16,-129.39,47.86,54.19,0.15,37.99,-4.74,1.74,-15.15,0.52,-3.89,-113.81,-13.08,1.58,71.78,-258.16,-162.21,184.16,1.0
0.0,1.0,45.65,-230.34,-5.65,79.87,5.08,196.05,-79.53,-15.51,0.95,-5.19,6.57,-145.22,27.3,-2.5,-5.4,82.68,89.76,-136.14,1.0
1.0,1.0,-206.28,184.79,-2.9,41.51,0.9,37.57,24.74,11.69,18.19,-14.94,9.72,191.38,-15.97,-2.94,497.07,-203.48,-1.21,209.38,0.0
1.0,1.0,-30.0,-212.89,60.57,48.48,-12.94,-200.53,75.75,-0.87,3.63,11.03,-16.78,-104.22,11.47,1.14,-284.99,-122.9,-261.25,233.32,2.0
1.0,1.0,-91.27,-307.16,52.82,155.5,-4.02,55.21,24.39,2.98,13.97,-8.93,34.14,26.03,-28.75,0.3,-84.23,72.6,-279.26,118.58,0.0
0.0,1.0,-69.04,-57.2,-11.09,55.02,-53.9,209.5,41.9,-48.66,-12.87,-1.71,4.21,-155.69,34.21,2.9,102.92,-43.33,-160.01,-155.58,0.0
1.0,2.0,72.52,27.65,-22.77,-19.38,9.3,-56.17,-3.53,41.26,3.36,-3.2,-19.43,186.53,-173.54,0.46,-140.97,-108.43,30.78,35.47,2.0
