cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
2.0,2.0,-32.91,-80.28,-112.01,-14.15,6.63,-212.64,-7.73,17.41,-5.53,89.08,-1.25,17.72,4.38,-1.65,0.0
1.0,0.0,-0.02,23.82,-31.87,75.86,7.39,-185.36,-0.03,27.39,4.67,-43.6,0.92,2.3,-112.51,-11.3,1.0
2.0,2.0,24.85,12.75,79.48,-13.38,8.41,115.2,-23.29,54.92,-1.94,-206.27,-3.53,-16.34,-139.23,-15.95,2.0
1.0,2.0,25.95,-23.27,185.64,-121.0,-4.17,1.1,-1.88,5.96,4.97,118.34,1.74,70.5,274.13,-33.84,0.0
2.0,1.0,-2.19,38.18,-89.05,77.11,13.23,87.04,12.86,1.27,-8.16,62.15,-1.65,5.32,57.45,-1.69,2.0
2.0,1.0,3.32,5.81,108.73,-29.61,-3.24,28.85,3.97,46.61,2.51,-104.83,,25.9,-30.67,1.29,0.0
3.0,1.0,-12.88,11.16,-36.13,-73.78,1.5,-4.71,16.25,30.52,9.59,-53.95,-10.63,20.41,-264.7,-25.16,2.0
2.0,1.0,9.29,-7.61,124.77,117.38,2.82,182.95,-13.77,41.47,-7.39,117.8,-1.29,-50.62,-27.95,6.16,2.0
2.0,0.0,-15.67,-4.14,-67.16,78.89,12.71,-117.84,20.94,-90.98,-2.93,261.31,3.7,-19.53,-25.77,-18.21,0.0
2.0,1.0,-30.98,-109.38,-132.34,-21.18,7.37,-31.58,-2.52,68.94,2.97,62.97,3.05,62.83,57.82,8.81,2.0
3.0,2.0,3.39,-36.47,34.95,27.18,5.55,144.06,-5.74,40.95,-12.96,24.23,8.78,13.89,48.94,-11.02,0.0
2.0,1.0,-11.5,5.33,66.62,-7.79,-2.69,112.81,-8.76,24.57,-14.15,238.68,-1.97,44.07,475.51,31.95,2.0
2.0,2.0,-0.38,66.51,28.63,-44.22,-1.7,158.57,-26.12,43.6,9.73,-91.69,7.43,-6.17,-95.07,18.33,0.0
2.0,2.0,-5.78,-0.5,-86.32,-7.8,7.97,-159.74,16.39,-65.33,8.04,88.67,-0.24,24.63,-89.43,-33.84,1.0
1.0,1.0,-3.79,31.53,-91.78,-83.65,-0.12,-8.51,67.34,-66.09,-20.65,-68.37,8.29,-54.95,192.04,28.03,1.0
2.0,1.0,-3.7,-11.41,-58.4,-9.34,0.27,-81.85,7.77,37.49,-2.62,-92.33,-7.35,-7.2,-58.36,-0.31,0.0
2.0,1.0,0.22,-17.16,136.88,-82.21,0.86,25.56,-13.9,3.22,8.86,8.27,11.85,26.46,88.91,11.81,0.0
1.0,2.0,3.22,70.87,-12.27,-19.21,5.38,-126.42,-13.55,-10.09,-7.26,-102.08,-3.91,2.91,152.42,13.93,0.0
1.0,1.0,-8.26,-40.12,-45.54,5.83,7.06,-150.36,12.1,-24.95,3.89,-62.33,-5.56,-23.15,-126.57,3.0,0.0
1.0,1.0,21.76,-42.58,4.94,84.38,1.96,-41.03,49.16,4.73,6.13,-218.57,3.16,4.94,-181.3,-14.98,1.0
2.0,1.0,-35.9,-52.74,-140.27,105.86,1.94,-34.4,-14.38,14.15,-8.1,299.6,0.01,44.43,271.15,25.14,2.0
1.0,1.0,4.7,23.27,-48.93,-37.84,6.66,229.33,20.86,0.93,-3.56,-25.4,-11.53,-28.49,86.15,23.77,1.0
1.0,2.0,-6.94,96.65,-66.02,161.61,3.94,171.04,10.47,7.4,-15.58,169.78,-7.63,-5.34,322.71,44.61,2.0
1.0,1.0,31.96,-12.04,176.07,49.53,9.85,161.56,34.97,15.59,-7.13,2.39,5.11,-23.77,84.24,-7.97,2.0
1.0,2.0,11.99,-69.54,-4.2,-59.32,-3.31,235.58,-19.76,-7.0,-6.75,19.67,-2.94,-60.0,95.02,19.44,2.0
2.0,1.0,-9.9,104.32,-88.45,-28.63,3.18,-102.78,11.02,4.95,4.3,-82.46,-4.01,-33.62,-209.89,-3.42,1.0
2.0,2.0,-4.63,8.94,5.43,-13.46,9.41,89.08,-10.07,-15.15,2.24,119.97,-3.92,19.92,-39.19,-20.34,2.0
2.0,2.0,9.8,-1.16,141.04,77.43,3.74,115.6,48.04,-22.96,-8.36,128.34,3.74,-41.93,-28.04,-8.59,2.0
1.0,1.0,23.55,-17.91,13.15,82.37,5.51,96.15,8.28,-7.02,7.43,-177.17,5.41,-43.55,-216.03,0.07,1.0
1.0,1.0,17.57,45.68,1.82,-0.12,9.32,128.99,-17.03,-14.66,-0.82,-160.52,-9.11,-15.33,-40.11,3.48,1.0
2.0,1.0,18.78,31.87,145.64,-8.18,3.5,172.54,-14.3,40.15,1.27,-486.26,-2.18,1.21,-245.45,18.41,1.0
0.0,2.0,21.83,17.27,38.04,27.11,8.26,278.55,-25.48,-7.4,-12.99,80.77,2.78,-52.01,291.26,30.77,1.0
2.0,1.0,14.45,36.41,-2.48,22.66,7.11,254.41,-1.73,-11.42,-7.59,-356.81,7.01,-36.67,-232.04,13.21,1.0
2.0,1.0,-13.03,-32.17,-176.39,119.29,7.69,-104.16,10.63,-29.19,-3.68,297.99,3.37,22.46,-6.08,-40.78,0.0
1.0,1.0,29.55,45.21,33.06,46.47,11.76,126.42,-11.32,-12.0,4.89,-167.4,8.77,-33.82,-198.3,-16.31,1.0
0.0,2.0,33.19,67.58,123.25,26.01,4.95,53.29,-8.4,-28.36,-1.19,-83.63,-3.14,-23.72,109.07,4.18,1.0
0.0,1.0,7.96,-0.43,141.22,39.64,2.34,-70.75,-8.73,-26.44,-18.41,207.72,0.63,-17.76,559.45,42.02,1.0
2.0,2.0,-15.94,-73.46,-194.87,63.37,-1.83,-162.84,-15.85,15.64,1.27,-72.94,4.01,11.16,-191.97,-13.07,0.0
2.0,2.0,-41.37,28.13,-208.15,-43.76,-2.02,-316.17,-11.75,45.42,-1.72,219.13,7.46,36.06,182.96,6.24,0.0
2.0,2.0,-21.35,-81.7,-81.92,27.06,-2.68,-1.8,-3.25,34.27,-0.43,-100.78,3.59,24.92,-3.14,31.11,0.0
2.0,1.0,10.29,23.94,117.09,76.39,3.73,277.43,-18.79,-38.36,-0.49,71.94,6.26,-24.88,-134.33,-7.84,2.0
1.0,2.0,7.02,-91.55,45.74,36.16,4.47,-146.46,27.19,-7.24,1.74,8.04,1.41,14.03,137.91,6.07,1.0
2.0,2.0,-14.45,4.18,47.82,57.58,-2.07,-89.8,-17.4,16.92,-4.61,-16.8,9.99,-0.9,-69.53,8.58,2.0
2.0,1.0,12.28,-17.92,38.63,-13.25,2.62,232.43,25.19,-6.22,-2.86,-89.14,-0.58,21.87,-0.54,-4.28,2.0
1.0,2.0,16.07,55.88,82.06,126.2,-3.61,-197.59,7.56,-46.69,-5.46,-71.58,2.79,-62.4,-268.23,-29.25,2.0
1.0,1.0,7.03,-54.13,-41.08,58.53,6.97,130.56,16.02,19.32,-2.66,-71.24,-7.79,13.82,8.13,3.67,2.0
2.0,0.0,4.3,-64.68,-44.34,-3.0,7.09,238.68,6.11,14.51,-7.56,135.63,4.56,22.19,138.39,-11.47,2.0
3.0,1.0,-1.94,71.02,94.56,-29.1,-12.79,56.95,2.96,6.45,6.98,-285.23,-3.7,-5.69,-281.9,13.75,0.0
2.0,1.0,-13.25,-55.09,-68.15,90.86,-6.04,204.05,1.24,-28.5,-10.88,278.38,-7.36,25.39,324.76,26.71,2.0
1.0,1.0,37.92,16.47,76.76,-63.23,12.05,70.06,-33.22,101.92,-3.3,-328.04,0.75,-1.85,-62.1,-20.22,2.0
2.0,2.0,20.96,-95.43,33.81,-12.97,2.91,175.56,34.5,-48.81,-19.15,-396.35,0.75,38.54,81.21,9.1,0.0
1.0,1.0,52.02,-56.24,109.92,47.84,14.25,60.46,8.72,2.83,-17.76,-65.35,4.73,-51.65,39.4,-44.43,2.0
1.0,1.0,6.31,-15.55,-43.96,74.61,10.84,162.0,18.44,-11.11,-6.05,-122.51,4.8,-4.63,33.71,22.11,2.0
2.0,1.0,-5.79,-24.81,73.8,54.23,14.47,-12.24,-54.34,42.61,-5.95,185.1,6.67,-32.07,-49.6,-14.47,0.0
1.0,2.0,7.93,-13.63,46.91,,-4.47,97.7,16.65,-55.48,5.75,16.84,-0.29,63.18,203.62,8.63,0.0
1.0,1.0,2.62,-35.83,31.33,-86.0,-1.76,-51.45,-24.77,-24.61,4.04,-65.26,-12.47,23.9,56.96,-0.5,0.0
1.0,1.0,15.8,-107.03,15.8,-28.47,7.18,-0.41,-13.88,-37.88,-9.21,-389.77,-1.99,-20.57,-0.71,26.34,1.0
1.0,1.0,13.48,28.96,-60.48,38.56,-5.98,32.25,-14.2,-3.91,12.08,-280.28,8.07,-49.26,-376.92,0.04,1.0
3.0,1.0,-7.21,53.27,-53.8,-106.12,-2.39,397.8,-4.42,2.75,-20.82,416.32,-0.82,27.26,429.29,-9.1,2.0
3.0,2.0,-24.14,-89.54,-55.72,-33.15,5.64,-22.37,13.85,1.83,-11.6,-43.71,-1.58,-19.89,-91.89,7.98,0.0
1.0,1.0,30.86,43.3,135.35,61.12,-1.83,139.8,14.06,-60.16,-3.06,-116.89,14.19,-41.69,-70.85,-2.36,1.0
2.0,1.0,-49.67,-96.99,-122.66,-40.01,1.86,-316.09,22.38,2.7,3.97,158.95,4.32,-13.18,-75.86,14.7,0.0
2.0,1.0,-24.35,-30.84,-172.7,25.39,0.21,-235.14,-0.04,-6.63,-1.13,128.76,7.81,86.73,176.33,-11.66,0.0
1.0,1.0,16.02,-14.69,15.3,21.18,10.29,-52.16,4.89,4.1,1.71,-216.04,3.48,-15.66,-169.6,-11.62,1.0
2.0,2.0,4.04,30.28,79.05,-110.52,6.34,-93.62,22.14,-1.54,6.08,39.23,7.9,46.97,124.93,-17.05,0.0
2.0,2.0,4.6,-16.69,57.21,23.79,5.32,35.84,19.69,-30.41,2.66,-216.98,-8.13,-60.74,-397.23,-6.01,2.0
2.0,1.0,-17.86,-49.53,-2.6,-23.66,2.58,44.7,-15.95,42.66,-3.76,132.04,-9.12,5.57,56.48,6.62,2.0
2.0,1.0,1.18,-31.71,28.68,40.21,-1.93,19.92,-14.6,-36.93,4.72,-177.22,3.33,-2.75,-173.35,9.35,1.0
1.0,1.0,30.56,64.71,208.42,153.13,0.5,-37.77,19.5,11.49,3.55,-55.83,-5.26,-1.11,-23.94,-7.42,1.0
1.0,1.0,-14.24,58.56,-184.19,-39.56,8.46,11.03,0.62,-30.85,-12.73,173.24,1.98,-31.22,264.05,21.15,1.0
2.0,0.0,28.85,27.69,113.87,26.32,1.0,264.3,-16.53,21.04,2.45,-49.24,6.81,15.27,-85.47,-26.54,2.0
2.0,1.0,-6.13,21.24,30.64,-52.35,-3.98,79.44,34.07,37.94,0.69,-87.96,-5.03,13.15,-65.98,5.51,0.0
2.0,3.0,-3.85,22.92,121.04,-11.48,-7.62,73.01,-12.63,-64.77,6.58,-33.08,7.81,15.14,-18.19,18.38,0.0
2.0,1.0,6.38,-4.37,145.77,32.31,-9.24,-58.91,-1.69,-33.9,-3.04,-307.2,0.06,-12.66,-163.79,17.22,1.0
2.0,1.0,-6.19,-47.78,79.18,-57.89,-5.08,55.82,-8.83,-37.97,6.42,-76.6,2.26,-15.47,-63.73,24.18,0.0
2.0,2.0,24.1,-36.65,206.31,-29.1,-8.78,155.59,13.0,-22.93,6.53,40.95,8.27,91.2,210.75,-16.91,0.0
2.0,1.0,5.38,-42.94,-7.81,31.59,-3.82,14.4,33.31,14.61,4.8,-196.63,0.01,-18.57,-352.61,-19.01,1.0
2.0,1.0,-10.93,0.45,40.53,5.11,3.74,-122.53,6.93,-31.87,-1.21,33.38,8.88,2.48,-1.79,2.06,2.0
1.0,1.0,-16.34,3.43,-246.15,14.5,6.51,-145.96,3.54,-68.57,-3.49,89.04,-7.4,4.12,-13.17,-17.35,1.0
2.0,2.0,15.65,83.9,65.47,-48.1,-1.86,156.84,21.11,-13.03,5.87,-154.67,1.84,49.0,-32.33,-10.85,0.0
2.0,1.0,-24.72,-86.61,-96.11,42.29,6.55,-260.67,-52.21,20.27,1.13,182.13,0.71,11.57,-29.72,-15.52,0.0
2.0,2.0,-15.71,-88.19,10.91,47.0,7.21,-9.23,-8.93,-3.66,-1.4,366.43,16.0,-33.6,35.3,-8.39,0.0
1.0,2.0,27.74,-67.56,163.64,99.77,8.22,41.75,19.1,61.06,-9.29,-30.84,7.5,-15.44,136.31,3.46,1.0
2.0,0.0,-14.93,-14.63,-82.45,4.77,-0.91,336.08,32.2,-22.87,-10.14,250.87,0.42,34.59,296.4,21.35,2.0
2.0,2.0,-12.84,-116.42,-27.84,-37.4,-11.94,96.42,33.62,-1.53,-3.86,-178.86,0.1,-33.82,-114.89,34.04,0.0
1.0,1.0,25.27,97.85,27.98,21.95,5.91,54.8,3.17,24.69,-7.58,-163.01,0.96,8.14,-21.87,-22.02,2.0
2.0,1.0,20.03,-75.3,31.78,14.43,8.07,239.66,13.38,-12.73,-4.33,-150.81,-0.13,6.73,-53.36,-7.91,2.0
2.0,2.0,-13.76,34.51,-8.06,-33.44,3.1,135.23,-15.28,66.9,-8.44,171.21,2.3,25.9,181.89,5.23,2.0
2.0,1.0,39.14,32.75,155.39,-96.1,-10.46,209.82,7.34,-0.96,8.36,-163.36,-8.78,81.6,24.07,-39.31,0.0
1.0,1.0,-0.59,-41.95,-82.01,22.96,-7.05,-119.79,-15.42,-30.23,3.45,-144.83,-0.61,-22.39,-188.89,-2.63,2.0
2.0,1.0,-34.25,-31.87,-4.59,-7.95,4.95,-121.07,14.51,1.01,-2.71,468.94,-0.6,27.73,260.87,-0.74,0.0
1.0,1.0,32.73,-2.02,100.4,184.16,13.88,-31.61,9.46,61.13,10.8,-308.7,5.65,-11.13,-382.94,-23.18,1.0
2.0,1.0,2.83,-35.07,26.65,107.72,-0.35,196.72,-12.25,33.3,-5.28,53.46,6.24,-24.39,-155.01,-9.41,2.0
2.0,2.0,-17.59,-24.97,-38.01,-49.4,4.74,-95.6,20.04,-46.45,-10.67,-52.61,-9.31,15.94,93.64,12.45,0.0
2.0,2.0,-6.18,-74.06,74.27,-31.74,6.68,-7.76,25.53,-15.77,-3.03,-9.01,8.76,33.34,107.77,7.67,2.0
2.0,1.0,-18.0,-18.89,-133.17,-12.38,4.25,-125.76,-11.87,-9.31,-13.48,-141.5,0.76,30.61,43.11,5.8,0.0
2.0,2.0,-8.18,-8.39,11.61,-10.97,-2.93,107.61,0.68,58.53,-0.03,-135.21,13.03,14.99,-82.4,15.75,0.0
2.0,0.0,-33.15,19.04,-113.95,82.04,4.55,19.04,34.91,-32.86,-9.38,229.49,-2.21,40.92,268.95,31.73,2.0
1.0,1.0,19.58,-29.61,-46.56,134.47,9.0,-141.25,-2.39,12.3,3.53,-215.19,9.81,8.49,-249.79,-31.89,1.0
1.0,1.0,17.0,-72.71,87.18,92.45,-8.83,-34.96,-24.49,-10.63,-6.25,31.64,4.52,-33.45,-79.5,-20.86,2.0
2.0,1.0,17.38,-10.0,122.51,120.57,0.77,9.0,-40.1,-32.43,-4.95,25.93,8.71,-55.74,-162.39,-17.56,2.0
3.0,2.0,-30.1,-11.94,-169.36,-1.1,8.82,-120.43,-48.96,20.14,-0.28,-38.2,-4.1,35.11,-123.01,-5.15,2.0
2.0,1.0,-20.08,8.54,-144.8,22.81,7.61,-228.95,17.18,63.03,14.81,83.14,3.95,7.94,-287.04,-33.51,1.0
2.0,2.0,14.47,-27.83,131.34,55.04,-2.78,146.0,-23.97,-13.87,13.39,-115.17,-3.04,4.95,-292.14,-15.28,1.0
1.0,1.0,3.47,-13.03,-70.63,76.42,8.29,-242.39,-25.92,3.03,10.76,6.4,-6.48,5.17,-105.85,-19.99,1.0
2.0,1.0,13.88,61.88,39.9,26.18,6.56,184.49,-12.59,4.48,-11.78,-346.33,0.84,-32.23,-154.23,16.48,1.0
1.0,1.0,-1.33,23.56,56.14,-89.1,1.42,-39.4,-17.01,-31.59,2.69,137.48,5.34,52.38,325.52,7.84,0.0
2.0,1.0,6.33,37.14,10.37,-31.63,0.76,4.64,24.99,18.78,4.75,-123.89,-11.55,34.21,-59.02,-11.75,0.0
1.0,2.0,14.52,9.01,135.7,84.84,7.4,138.28,-26.76,-5.61,-0.48,92.41,10.42,6.06,158.8,12.69,1.0
1.0,1.0,-12.7,5.23,-62.51,107.07,5.05,54.81,-5.57,28.83,-1.6,-9.26,5.62,22.35,107.62,36.32,2.0
2.0,2.0,-5.19,10.42,59.8,94.27,-2.05,-94.31,8.82,39.84,2.59,-165.11,3.13,15.07,-238.23,-3.49,1.0
2.0,1.0,10.03,-42.71,177.0,-46.75,-13.71,145.2,-7.51,3.89,10.26,-117.59,-1.47,8.2,-82.13,12.24,0.0
1.0,2.0,16.29,-56.5,24.97,-16.56,7.06,149.64,18.94,-7.0,-2.79,-42.51,-2.0,-22.13,115.27,15.06,1.0
1.0,0.0,33.53,-1.84,93.2,-48.32,15.81,97.76,14.16,24.42,-11.88,-177.39,-4.75,-13.56,95.11,-12.68,2.0
0.0,1.0,21.0,21.26,80.96,60.84,5.7,36.66,20.56,-34.95,-9.23,81.5,6.34,-29.05,233.95,10.57,1.0
1.0,1.0,21.23,-0.96,-6.45,-8.15,1.01,194.88,-2.5,70.92,-17.61,-74.65,-6.31,-80.21,85.46,15.7,1.0
1.0,1.0,8.23,-61.93,-52.27,66.13,-0.24,-66.19,-1.65,3.11,10.67,-90.4,-3.12,-5.86,-306.41,-30.71,1.0
2.0,1.0,22.72,-48.23,174.35,104.38,-2.34,115.25,9.95,24.85,-0.41,-312.12,-5.8,-17.87,-320.56,-6.22,1.0
2.0,1.0,20.85,12.84,72.86,-18.79,9.67,100.46,-0.8,29.66,-3.41,-212.42,4.28,-27.05,-154.41,-11.62,2.0
3.0,2.0,-55.41,-78.21,-262.74,0.6,10.84,-204.91,22.63,4.04,-0.31,44.13,4.28,46.05,,9.6,2.0
1.0,2.0,38.32,-10.03,196.37,112.59,1.5,142.58,-1.58,33.35,-11.47,-140.15,-10.75,-50.08,-63.61,-7.28,0.0
1.0,2.0,2.53,142.32,-129.15,135.76,15.44,164.1,13.23,-17.54,2.18,-140.18,10.2,-37.01,-266.74,7.02,2.0
2.0,1.0,1.92,-83.59,36.15,-20.63,-4.2,183.59,-19.81,3.1,10.19,-75.82,-8.78,28.35,10.31,21.41,0.0
2.0,2.0,-16.58,-60.62,-131.28,87.98,8.27,-205.95,5.84,8.8,4.32,66.15,1.0,-5.87,-162.18,-14.1,1.0
2.0,1.0,-10.98,-40.9,-47.53,66.79,3.59,-64.4,7.76,-0.61,-3.44,140.37,-1.53,35.59,36.44,-16.96,0.0
0.0,2.0,29.68,143.2,67.05,73.08,8.34,69.47,15.44,1.06,-13.72,30.19,5.98,-44.84,234.91,9.15,1.0
2.0,1.0,-23.65,-5.7,-148.21,-7.9,7.23,-190.73,-23.25,-1.4,16.83,-6.5,7.52,-37.48,-486.13,-28.88,1.0
2.0,3.0,15.63,-25.13,120.66,86.85,4.47,202.5,0.08,-0.57,-2.76,52.0,3.08,-52.46,-199.51,-17.34,2.0
2.0,2.0,25.59,42.37,17.08,35.11,7.53,114.12,7.25,4.51,-5.93,-179.82,3.14,-19.91,-168.22,-26.36,2.0
2.0,1.0,27.66,63.42,243.42,105.52,-4.4,184.59,-11.14,19.03,1.19,184.28,-6.41,-37.78,-17.76,-15.07,2.0
2.0,2.0,-17.06,35.13,-11.46,5.33,-1.88,111.57,5.39,17.09,-8.14,228.52,-7.26,34.17,271.1,16.99,2.0
2.0,1.0,3.2,-31.12,-36.93,60.03,-0.45,20.79,-6.53,-20.19,-4.54,37.14,-5.4,20.22,9.38,-15.93,0.0
1.0,1.0,44.64,-54.77,1.15,124.37,10.85,262.48,31.68,-0.89,-2.54,-314.22,-8.32,-37.56,-221.22,-12.78,1.0
2.0,0.0,24.89,9.85,154.24,-79.56,-6.8,109.56,-14.2,-35.17,2.24,-36.51,-1.28,64.7,158.15,-21.24,0.0
2.0,2.0,6.78,59.79,86.44,-46.37,-3.72,148.63,12.04,-7.57,7.57,-80.06,5.56,32.08,-40.0,-0.5,0.0
2.0,2.0,26.04,-74.26,81.1,-33.21,5.72,31.79,-29.38,39.56,-6.55,-147.06,1.48,44.64,119.77,-20.94,2.0
1.0,3.0,-10.8,-92.06,-77.79,6.65,-1.04,-234.9,-11.28,48.03,3.93,-9.9,-5.07,11.73,-39.19,-5.74,0.0
1.0,2.0,-11.49,-107.9,-104.8,-6.69,-0.15,-169.36,-8.53,-27.53,15.73,-22.55,2.05,-4.69,-220.98,-9.89,1.0
2.0,2.0,-13.23,130.74,-36.97,-37.66,1.66,2.81,-16.0,-49.08,2.88,-75.81,1.07,11.23,48.22,29.44,0.0
2.0,2.0,19.37,-30.11,30.34,15.05,15.67,-22.89,-9.5,-50.03,-7.82,-238.99,0.53,-3.18,-114.82,-20.82,2.0
2.0,2.0,-36.24,19.91,-141.25,104.65,1.87,-159.62,-32.44,34.08,3.02,237.29,7.53,52.31,133.65,16.02,2.0
3.0,2.0,-22.47,35.0,-104.64,26.47,17.23,-88.69,35.29,-18.22,13.57,82.26,-0.88,-87.09,-593.54,-34.43,1.0
1.0,2.0,0.1,1.15,12.98,-100.62,1.14,74.09,13.1,16.45,4.88,146.23,-2.75,23.98,314.03,20.55,0.0
2.0,2.0,-6.92,-22.38,45.9,78.49,-0.25,-136.47,-9.02,-9.09,0.83,69.1,8.0,15.93,-34.58,-8.2,1.0
0.0,2.0,37.68,-79.83,-69.99,60.5,3.7,233.36,14.15,-29.15,-4.22,-251.36,-1.78,-26.78,-101.45,-10.16,1.0
2.0,1.0,-3.98,44.4,25.48,25.41,8.62,-50.29,6.11,-56.38,-6.42,139.9,-7.16,8.99,107.38,-8.91,0.0
2.0,1.0,-15.38,-4.2,-0.42,60.87,-3.63,111.49,27.22,-6.89,1.6,-74.1,-4.32,17.92,-14.26,36.9,0.0
2.0,0.0,13.9,49.74,74.28,61.04,8.54,81.11,29.8,27.56,-11.25,-287.47,10.71,-17.69,-147.0,3.5,1.0
1.0,1.0,28.68,94.72,153.62,20.46,1.31,61.45,21.9,-10.66,-6.49,-323.38,-12.29,-27.23,-92.93,6.84,1.0
2.0,2.0,-1.02,44.75,-82.43,-69.71,11.42,61.4,6.44,25.79,-17.78,-300.83,6.82,-25.7,34.9,26.79,1.0
1.0,1.0,-24.86,93.33,-118.3,118.84,3.02,142.84,-37.62,-1.83,-19.82,291.97,4.33,42.65,520.69,49.95,2.0
2.0,1.0,2.33,-11.21,-71.5,-21.39,6.03,73.88,13.77,-83.65,-2.47,-210.07,0.62,-17.3,-144.13,4.18,1.0
2.0,1.0,-32.29,-23.63,-177.86,-51.86,7.35,-198.98,4.78,13.76,10.31,61.37,7.4,-13.86,-255.1,-13.95,1.0
2.0,1.0,5.11,26.63,43.42,-12.76,-9.24,250.65,-1.05,4.87,7.46,-92.69,5.09,26.76,39.53,27.08,0.0
2.0,2.0,3.43,65.55,-42.98,7.11,8.13,-0.51,5.39,-18.34,6.09,-103.42,2.12,-36.61,-302.45,-19.04,1.0
1.0,1.0,25.4,-68.49,15.03,-52.44,6.6,-86.15,23.74,-17.44,-3.89,-344.48,4.87,-14.82,-216.98,-31.33,2.0
1.0,2.0,-2.77,80.26,-164.47,-12.09,-6.59,-85.47,-9.69,-4.79,2.54,-43.25,7.2,-7.37,-2.18,3.53,1.0
3.0,2.0,-30.84,-7.17,-74.86,-47.37,1.57,-36.43,-19.07,12.84,-6.42,213.99,-3.11,56.42,195.75,0.61,2.0
2.0,1.0,-47.48,-117.07,-214.05,115.21,6.67,-122.32,-13.24,3.22,0.66,228.68,4.38,40.4,73.76,23.53,2.0
1.0,1.0,-21.83,-78.66,-65.13,-6.01,3.97,-45.45,-3.61,17.58,-1.09,42.07,-4.96,18.65,190.34,38.84,0.0
1.0,3.0,1.45,-13.52,-61.11,82.81,9.19,-55.69,26.63,22.7,-8.93,162.63,-12.59,48.19,244.02,-14.11,0.0
2.0,2.0,7.58,-37.44,139.84,77.44,-5.53,47.25,-41.26,15.33,-8.16,164.48,3.76,-45.3,-1.42,-7.03,2.0
2.0,2.0,-8.05,30.11,14.06,14.7,-0.84,92.98,-3.36,23.2,12.88,-96.34,-5.97,10.16,-110.48,26.37,0.0
2.0,1.0,-11.17,-30.06,-12.83,2.89,-5.84,195.12,11.69,0.04,5.62,-235.6,-8.6,8.81,-156.95,37.34,0.0
1.0,2.0,3.71,-3.11,-47.67,17.95,1.65,-102.53,-33.18,-21.94,5.15,-139.43,-9.12,-25.19,-179.35,-3.63,1.0
2.0,2.0,9.03,-25.48,91.42,-99.69,-8.62,120.05,24.88,33.58,1.0,-82.07,-1.36,12.59,0.63,-3.74,0.0
2.0,1.0,15.72,-5.24,102.85,77.96,-7.96,6.77,36.01,-11.57,-0.79,-28.34,-0.49,-51.88,-235.07,-20.31,2.0
2.0,1.0,-13.84,-38.65,-99.57,75.01,2.68,-32.39,13.95,-24.72,-3.96,174.73,10.29,50.92,42.88,-23.43,0.0
1.0,1.0,-12.1,-8.99,-228.15,11.89,-3.13,-164.75,11.31,-25.29,-8.66,-79.64,-1.16,80.44,177.46,-5.44,0.0
2.0,3.0,25.31,37.05,137.25,-4.66,8.67,92.31,-36.63,-22.05,3.47,-233.3,-4.91,-8.05,-113.32,-2.57,2.0
2.0,2.0,-2.08,71.36,43.43,-63.87,7.36,-79.1,3.77,-13.55,3.89,28.1,-8.3,23.57,108.74,1.27,0.0
1.0,0.0,-8.48,28.25,-39.92,9.09,6.46,75.4,16.89,1.24,1.07,63.02,0.18,6.64,120.95,23.5,1.0
1.0,1.0,14.77,-91.44,96.74,80.43,4.16,60.77,-41.46,15.62,2.27,-6.83,0.56,-0.72,18.4,3.62,1.0
2.0,2.0,5.46,-14.23,-121.42,117.65,0.99,-31.3,-4.27,-26.18,-6.17,-31.58,5.95,67.77,31.05,-27.88,0.0
1.0,2.0,-5.25,-0.87,-49.35,102.5,-4.9,216.88,-7.94,1.46,-16.05,411.78,0.9,4.29,411.88,16.25,2.0
2.0,2.0,-2.91,86.05,-120.75,35.66,0.46,-5.88,55.13,7.11,8.39,-106.94,-6.78,-24.83,-401.39,-27.54,1.0
2.0,2.0,-27.48,25.82,-7.52,5.14,-1.83,-83.18,8.29,7.35,-0.65,244.44,-4.56,22.29,97.57,4.32,2.0
2.0,2.0,27.83,18.57,55.36,26.79,11.9,120.52,5.9,-9.57,-6.37,-172.34,-3.79,-25.22,-160.33,-27.06,2.0
1.0,1.0,-22.39,-19.45,-143.13,201.82,11.8,-124.08,8.73,18.18,-5.45,-65.45,-6.93,5.69,53.44,46.49,0.0
2.0,2.0,1.76,-138.77,-24.19,-19.19,0.96,50.38,-47.88,-34.06,3.96,-137.04,8.03,73.67,17.99,-6.14,0.0
2.0,2.0,-17.24,8.59,-9.53,70.78,-2.2,0.63,-4.72,35.17,-7.2,141.06,7.17,14.98,165.46,22.81,2.0
1.0,2.0,15.89,-6.76,8.26,31.45,-2.05,262.26,-31.93,46.43,-3.67,-17.26,8.68,3.11,55.97,2.94,2.0
2.0,2.0,-14.84,2.29,-31.8,53.23,-0.34,-96.91,-16.63,53.06,-0.36,40.64,-13.33,10.68,-108.59,-9.3,0.0
1.0,1.0,6.97,-58.5,-125.96,-57.04,7.91,287.44,-25.65,-12.4,-14.03,-100.57,-2.14,-65.82,36.93,22.36,1.0
2.0,1.0,9.38,-19.91,-51.29,-34.91,4.13,-77.4,-8.36,17.11,-7.92,-304.18,-18.8,-16.99,-202.19,-17.57,2.0
3.0,1.0,-15.99,-28.83,-100.93,79.41,16.47,-142.28,-18.11,20.42,-10.44,-209.06,-5.4,23.38,-154.72,-3.93,1.0
