cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,target
1.0,1.0,1.0,3.0,10.76,-141.09,-25.49,36.16,-62.11,-13.15,-37.7,-116.12,3.69,14.53,3.79,68.6,9.4,205.2,81.84,0.0
0.0,2.0,2.0,1.0,-3.55,183.43,47.18,-17.5,-67.23,18.06,-6.39,-90.79,17.52,40.01,-30.79,-268.65,-1.85,-108.88,-236.09,0.0
2.0,1.0,3.0,2.0,0.71,53.49,-55.83,-0.13,-77.5,-37.18,57.28,-26.86,-0.74,-44.26,19.22,-36.06,14.22,35.2,-141.15,1.0
2.0,2.0,2.0,2.0,-1.72,33.81,-16.81,-20.55,126.1,-203.78,-10.82,-374.12,0.03,87.83,-6.0,133.2,17.81,93.08,126.53,1.0
1.0,3.0,3.0,2.0,0.05,58.14,-19.96,-89.06,-115.45,195.26,56.3,-32.63,2.48,-6.92,-21.11,-68.59,5.57,-26.25,95.81,1.0
1.0,1.0,1.0,2.0,3.26,-64.0,14.71,80.62,-36.84,110.77,-238.26,11.46,-4.04,0.81,23.86,-41.34,1.63,68.52,3.41,1.0
1.0,2.0,2.0,1.0,20.55,44.23,16.74,-2.79,22.47,86.23,122.09,70.45,20.02,28.99,36.67,-93.29,10.88,-106.47,-88.02,0.0
1.0,1.0,2.0,2.0,5.44,-22.26,-43.16,-11.58,34.94,-44.13,-97.59,-153.65,-11.74,-2.64,16.11,51.99,-10.04,28.84,155.24,0.0
1.0,2.0,3.0,1.0,0.99,65.21,-10.14,-99.93,120.68,-156.69,-32.08,54.19,-23.15,-38.08,-15.29,-7.66,-2.24,-51.48,36.81,1.0
2.0,1.0,2.0,2.0,-6.13,39.87,-13.35,-9.9,-1.17,-45.02,107.32,-218.29,0.61,-10.29,-16.57,4.83,6.74,76.11,78.3,1.0
1.0,2.0,1.0,1.0,6.73,-20.48,-18.5,-8.33,-7.63,141.53,1.38,19.56,-36.0,-21.86,8.68,69.63,-9.99,95.62,-59.51,0.0
1.0,2.0,2.0,2.0,3.64,-40.24,-17.53,54.0,39.28,-8.6,15.62,19.74,18.62,32.02,13.62,-57.7,16.02,-61.48,134.28,0.0
2.0,2.0,2.0,2.0,-3.04,-68.6,-41.48,-120.4,-32.35,7.01,2.05,158.43,8.77,22.62,-13.2,118.77,-4.91,15.32,141.76,1.0
1.0,1.0,3.0,1.0,-2.33,44.3,5.62,-68.94,-4.39,42.16,-81.31,51.81,25.23,-15.04,-30.35,-50.66,9.52,-16.47,60.14,1.0
2.0,2.0,1.0,1.0,15.91,-10.01,3.83,-40.95,-24.05,-27.49,-5.45,17.24,-10.85,23.49,6.72,34.77,10.07,22.04,16.7,1.0
2.0,1.0,2.0,1.0,-3.24,21.02,15.15,-2.16,58.65,59.91,-176.56,-46.15,-2.22,34.28,15.77,23.04,-7.94,1.88,-22.65,1.0
1.0,2.0,2.0,2.0,10.17,46.41,24.64,-34.61,-52.76,153.13,-65.1,12.89,4.05,-12.08,-5.88,-105.81,8.99,-72.72,41.58,1.0
1.0,2.0,1.0,1.0,2.96,-27.03,22.51,7.48,-3.01,157.01,-134.23,24.02,-8.91,42.54,24.47,0.6,9.29,25.56,83.62,1.0
2.0,2.0,2.0,2.0,16.25,-19.6,29.81,-111.87,-86.03,-53.02,199.66,127.21,14.7,7.45,-12.77,2.95,-28.17,86.33,-76.96,0.0
1.0,2.0,1.0,1.0,0.32,-83.75,48.27,33.44,98.23,-13.93,-111.31,207.27,1.46,-0.65,5.33,-6.65,-12.53,-4.28,46.07,1.0
1.0,2.0,2.0,1.0,9.52,42.63,-8.76,42.65,103.77,101.41,171.37,-41.41,0.22,-103.79,24.11,-44.81,7.92,-17.62,42.63,1.0
1.0,2.0,2.0,0.0,10.43,10.04,20.0,14.24,-4.72,-148.63,34.29,80.64,-23.14,6.28,48.78,-20.9,4.35,29.52,22.61,0.0
1.0,0.0,1.0,2.0,-0.06,-12.91,-7.84,43.61,-7.51,106.7,-7.72,-73.32,0.99,40.51,-17.0,-57.91,16.61,-22.63,13.25,0.0
0.0,1.0,2.0,1.0,-5.96,62.84,34.73,107.7,44.51,119.58,48.31,-48.19,-6.79,-43.86,3.32,-203.76,-21.1,-127.69,83.82,0.0
1.0,2.0,2.0,1.0,12.88,-16.46,-6.08,23.05,15.84,-137.26,24.12,3.9,-1.41,-47.12,0.87,-7.97,-11.08,38.3,141.2,1.0
1.0,2.0,2.0,1.0,-10.13,2.72,19.54,24.2,-6.96,-47.15,-28.11,133.13,34.19,0.88,24.96,-112.53,11.09,-67.57,-57.52,1.0
2.0,2.0,2.0,2.0,4.16,2.68,-11.16,96.64,-96.05,-195.47,-46.36,28.42,12.66,37.45,-2.69,-63.6,-17.64,-175.33,91.27,0.0
1.0,2.0,1.0,2.0,-0.19,2.58,12.1,-52.63,12.44,-175.3,-47.18,-30.36,-27.95,-15.12,-9.84,-42.04,-0.09,47.92,-83.9,0.0
1.0,2.0,1.0,2.0,-1.94,-84.38,25.98,-53.04,-29.32,42.93,57.38,100.32,-19.94,15.43,10.84,10.09,14.97,191.6,-68.24,1.0
3.0,1.0,1.0,2.0,-1.22,-126.56,-8.56,41.5,49.94,92.66,-72.08,176.26,-5.43,28.53,-18.66,179.22,-8.42,88.04,-88.52,1.0
2.0,2.0,1.0,2.0,-7.13,-82.45,21.1,57.52,-39.28,-185.83,-70.75,-44.42,-11.22,-3.05,13.22,11.55,4.18,116.98,49.44,1.0
1.0,1.0,1.0,2.0,8.13,-130.63,36.06,-2.71,25.57,68.32,52.38,204.75,16.98,-26.09,6.65,1.37,-5.65,99.62,85.02,0.0
1.0,3.0,2.0,3.0,4.72,-113.13,-63.25,-16.84,-29.96,-168.37,-89.12,326.76,-23.33,20.42,3.22,-0.49,-5.06,86.51,-285.0,1.0
1.0,2.0,2.0,2.0,8.32,11.4,-14.23,10.79,62.84,112.65,13.56,-129.14,-9.75,-23.43,-27.55,4.76,3.38,55.06,-24.04,1.0
3.0,2.0,2.0,1.0,3.47,84.59,4.14,114.35,114.95,-17.75,-89.48,-238.71,14.45,-6.4,-12.16,94.77,21.8,-135.78,121.11,1.0
3.0,1.0,1.0,1.0,16.55,-117.6,-48.66,-34.02,157.02,-56.77,-56.79,48.51,-7.66,-16.75,-0.28,357.8,-10.19,97.44,97.32,1.0
1.0,1.0,2.0,2.0,-0.38,16.23,90.81,5.07,-70.07,-67.04,140.01,176.51,-26.13,48.83,-6.33,-219.83,26.1,183.4,-219.27,0.0
1.0,2.0,1.0,1.0,-10.83,92.12,-8.4,-2.76,-92.81,-118.64,24.0,-199.92,-16.84,36.73,11.55,-91.1,-11.54,-123.34,52.75,0.0
1.0,1.0,1.0,1.0,-22.07,6.04,2.58,-29.36,113.87,-110.16,33.62,-25.27,-35.65,19.85,42.33,33.32,3.41,-17.98,17.73,1.0
1.0,2.0,2.0,1.0,-12.63,-44.13,23.42,56.13,137.16,16.47,-38.04,148.04,4.02,-5.97,24.87,-33.89,20.14,1.55,-11.57,1.0
1.0,1.0,2.0,1.0,7.76,0.71,1.46,-18.67,50.48,-2.18,113.48,-23.28,-9.28,11.03,6.75,27.71,22.22,42.27,201.13,1.0
2.0,1.0,2.0,2.0,7.69,1.44,5.63,21.71,1.71,124.0,73.75,-66.16,17.78,19.49,3.14,-27.28,-7.61,87.22,50.57,1.0
2.0,2.0,2.0,2.0,2.03,99.15,2.45,38.47,-34.16,-72.0,-31.84,-54.55,-1.38,40.11,11.7,-75.3,2.5,-84.65,-98.0,1.0
1.0,2.0,1.0,1.0,6.37,35.38,8.44,-10.57,79.69,-117.82,88.66,58.92,3.74,-15.8,-10.75,-34.69,-6.91,-34.68,-140.52,1.0
1.0,1.0,1.0,1.0,11.72,129.15,29.52,36.11,-98.66,-35.71,45.62,-99.44,-24.07,-23.79,0.34,-191.2,14.77,-36.95,-144.65,0.0
1.0,1.0,1.0,1.0,0.81,9.94,-2.39,21.06,-88.78,-109.35,19.22,-71.35,-1.17,24.42,10.1,-57.26,-2.82,30.08,24.03,0.0
1.0,2.0,1.0,1.0,1.44,-47.46,2.63,142.23,-15.35,-28.36,-98.11,-151.18,8.56,-8.4,2.26,8.87,7.4,132.86,144.76,1.0
1.0,1.0,2.0,3.0,10.31,-60.56,-27.62,27.99,49.14,24.23,-13.84,123.78,-8.78,-55.23,-41.69,2.36,10.75,-1.39,-91.76,1.0
1.0,2.0,1.0,1.0,20.47,22.15,-4.56,-3.34,-33.43,156.97,-84.68,-88.46,14.78,-19.1,-22.4,-30.45,-13.67,28.68,-12.12,0.0
1.0,2.0,2.0,1.0,-10.8,86.07,9.33,-105.62,-3.04,189.31,85.34,-141.7,7.34,-23.57,16.85,-31.15,-10.92,-33.84,128.35,1.0
1.0,1.0,1.0,1.0,3.38,-24.99,8.83,33.23,-60.27,69.54,-81.7,36.39,-9.95,50.82,30.56,-34.65,-3.74,9.27,16.89,0.0
1.0,2.0,2.0,2.0,-3.85,-145.45,-39.82,-79.39,32.97,-169.3,124.72,186.47,-4.28,24.11,20.16,96.09,1.92,122.03,-21.16,1.0
1.0,2.0,1.0,1.0,8.51,173.31,57.17,-15.14,-79.36,-30.95,-31.42,-71.29,-0.77,28.63,-27.05,-241.06,0.51,-43.58,-373.73,0.0
1.0,2.0,2.0,2.0,4.89,19.22,26.67,-37.52,73.03,38.06,-39.36,101.82,-4.74,18.31,28.65,-32.93,14.51,-26.09,-62.58,1.0
2.0,1.0,1.0,2.0,4.8,-30.23,18.13,-70.28,-110.17,68.33,-53.27,62.83,41.02,-1.29,10.26,3.41,-0.71,117.66,-58.31,0.0
1.0,1.0,2.0,2.0,3.16,-58.76,11.13,-6.55,43.91,-87.89,8.79,74.88,-6.54,-9.25,3.56,-15.18,-4.08,57.21,61.04,0.0
0.0,1.0,1.0,1.0,-6.65,3.24,37.72,-21.72,-32.6,19.4,-154.62,26.98,-7.87,-25.18,0.95,-132.42,-3.35,130.38,-114.37,0.0
1.0,1.0,2.0,1.0,6.6,-1.85,6.25,-13.67,31.4,-1.56,25.36,-72.65,14.23,11.7,-2.1,35.67,15.16,58.13,57.1,1.0
2.0,1.0,1.0,1.0,3.11,39.49,-20.25,-21.91,-36.85,-39.56,24.41,-45.64,26.44,-50.63,29.5,50.15,8.2,22.19,-27.25,0.0
1.0,0.0,1.0,1.0,-2.73,72.11,18.21,-37.43,70.38,-165.89,-18.91,-81.32,-20.51,-2.28,19.31,-33.46,-8.66,-49.84,-34.98,1.0
1.0,2.0,1.0,1.0,-1.31,-5.7,18.15,120.35,-13.33,171.51,65.74,-54.92,-6.73,47.22,24.57,-66.58,-20.84,19.88,77.66,1.0
1.0,2.0,2.0,1.0,3.04,20.41,29.68,41.78,1.31,-57.88,-60.06,-58.74,-21.52,7.53,-18.73,-117.96,-0.93,3.99,106.34,0.0
1.0,2.0,1.0,1.0,1.05,-23.72,8.87,6.5,76.48,-70.5,-1.64,-0.35,5.48,9.24,-26.78,16.82,-1.87,-29.08,74.27,1.0
0.0,1.0,1.0,1.0,-14.22,56.27,14.17,-2.34,-30.18,56.31,98.45,-48.16,-27.24,16.82,-9.99,-149.0,2.26,-30.88,-122.12,0.0
1.0,1.0,1.0,2.0,-10.33,1.86,27.67,-48.34,21.37,-150.29,-88.02,-30.46,-10.5,-10.54,36.87,-65.3,-29.96,75.27,-96.13,1.0
2.0,3.0,1.0,2.0,-12.67,-131.64,-5.93,6.15,73.64,105.79,-40.39,225.43,-14.3,-25.18,14.56,115.79,15.18,5.09,-19.82,1.0
1.0,2.0,2.0,1.0,-12.18,85.68,28.7,17.95,-57.16,-60.68,149.51,-47.7,1.96,-37.97,25.92,-135.44,6.0,-31.2,-82.56,0.0
1.0,2.0,2.0,0.0,-3.11,16.87,25.47,-3.09,104.69,-44.05,2.74,278.38,12.98,28.46,-6.24,-29.27,7.48,-173.69,-40.73,0.0
1.0,3.0,2.0,1.0,-6.52,-4.95,1.37,31.15,-34.07,-145.61,-40.78,-6.44,17.33,54.83,25.51,-44.58,5.84,32.1,146.87,1.0
1.0,1.0,1.0,1.0,13.41,56.31,-35.39,20.55,-29.74,-89.6,118.0,-148.94,-22.81,-1.41,-8.8,-10.27,13.38,-63.01,-61.8,0.0
2.0,2.0,1.0,1.0,-4.05,8.68,-3.48,-66.94,-119.93,98.82,-15.59,-57.7,5.27,-0.32,3.6,40.66,-7.23,146.2,-41.48,0.0
1.0,1.0,3.0,1.0,2.65,63.67,10.15,-158.27,169.3,223.19,-48.11,162.44,-14.97,-32.01,-6.44,-9.52,11.7,-87.26,-46.96,1.0
1.0,2.0,2.0,1.0,4.45,-50.22,41.07,9.52,-67.39,-89.9,-113.94,331.39,18.04,-51.34,-8.49,-105.3,8.78,-32.72,49.79,1.0
1.0,2.0,2.0,2.0,11.76,70.06,26.74,-31.8,-130.05,49.4,42.79,-90.25,10.61,-0.53,-17.33,-109.39,18.62,41.49,-55.49,0.0
2.0,2.0,1.0,1.0,-1.37,15.78,-22.63,-21.86,-22.07,176.46,178.56,-93.32,-28.13,-58.5,-0.81,75.38,-5.35,130.73,-26.25,1.0
2.0,1.0,0.0,1.0,-14.46,-115.63,11.85,91.66,56.43,11.45,-58.1,107.03,-3.47,-11.25,-1.8,148.88,7.29,11.24,-78.33,1.0
2.0,1.0,2.0,1.0,-2.95,-30.63,15.26,-23.43,-32.11,4.57,-18.67,144.47,-30.7,33.48,-14.01,26.23,-3.4,61.97,-23.2,0.0
1.0,1.0,2.0,2.0,-5.71,-29.34,10.84,45.84,-110.69,-16.0,49.21,-3.83,-4.76,-26.63,18.38,-54.78,8.23,82.27,48.8,1.0
2.0,1.0,0.0,1.0,0.29,-159.67,-11.76,-12.22,106.35,-27.87,-64.74,215.58,0.97,-4.66,2.48,189.17,4.08,24.66,15.11,1.0
2.0,2.0,2.0,1.0,2.85,167.27,19.73,30.07,-135.1,-57.42,-28.39,-143.88,-8.46,18.56,12.94,-157.17,-9.56,-59.83,-117.8,0.0
1.0,0.0,1.0,1.0,-6.66,-86.49,-5.34,-128.24,9.57,-169.83,12.71,146.85,16.15,-35.07,-1.6,131.23,-3.84,65.92,106.13,1.0
1.0,1.0,2.0,2.0,14.34,-39.59,17.3,2.67,-32.58,63.15,48.55,88.66,0.3,-5.14,-10.84,-31.19,-0.5,86.94,22.17,1.0
1.0,2.0,2.0,2.0,7.77,-9.13,17.25,39.18,-0.25,-58.13,64.8,-52.49,20.37,13.31,13.91,-37.27,9.89,41.35,7.92,1.0
2.0,1.0,2.0,1.0,2.18,19.75,12.8,-13.55,-4.99,-16.24,-39.23,-42.08,6.88,63.43,-7.46,-5.97,5.45,139.32,-46.94,0.0
2.0,2.0,0.0,2.0,9.91,-71.09,26.29,133.4,46.91,23.69,-22.54,-329.23,-6.83,-1.52,36.58,93.48,10.55,190.1,-2.56,1.0
1.0,2.0,1.0,2.0,6.87,-98.03,31.28,-30.06,-29.57,-113.46,-59.55,211.39,8.1,-44.22,-12.19,-5.46,-18.19,107.77,-60.04,0.0
1.0,2.0,2.0,2.0,9.74,-17.27,1.74,-55.13,14.12,8.87,-62.5,-36.19,-31.52,39.26,0.41,11.79,4.82,170.7,-41.68,0.0
2.0,2.0,1.0,1.0,10.09,-52.32,-1.99,-57.29,-52.24,157.6,,154.91,-8.75,13.77,21.94,84.42,-6.92,101.25,-120.29,0.0
2.0,2.0,2.0,1.0,3.78,9.13,-23.89,-72.34,-17.12,-34.99,58.86,-126.71,-8.26,-3.14,-0.32,93.25,2.06,81.04,76.9,1.0
2.0,2.0,2.0,2.0,8.85,-7.85,2.41,48.3,0.97,-210.22,92.92,49.14,11.31,-47.96,42.29,-37.71,9.75,-157.93,96.1,1.0
1.0,1.0,1.0,2.0,2.1,-87.98,-33.81,-30.5,61.47,19.11,12.5,33.31,-0.34,-9.23,-9.76,90.92,5.81,88.62,-45.21,1.0
1.0,1.0,1.0,1.0,-2.46,140.29,16.42,-24.17,-89.25,-86.22,56.47,-164.8,-16.12,26.64,19.69,-134.04,2.5,-74.26,-142.47,0.0
2.0,1.0,2.0,1.0,-17.32,-14.49,20.99,-44.98,29.95,-77.23,100.06,6.53,-9.17,11.77,-15.46,50.07,9.32,34.64,161.08,1.0
1.0,2.0,1.0,1.0,-15.45,-116.57,6.81,16.65,77.35,134.25,4.99,170.31,-5.52,-7.26,7.61,77.75,4.1,81.54,95.01,0.0
2.0,2.0,2.0,1.0,-2.91,9.9,33.83,-69.86,-88.4,-20.46,-127.65,113.66,-34.75,39.67,-31.31,9.77,-3.99,122.36,-34.05,0.0
1.0,2.0,2.0,1.0,6.51,60.84,-2.38,-32.37,25.45,13.2,83.35,-60.18,0.47,23.59,-40.68,-36.73,8.51,-1.72,-15.73,1.0
1.0,2.0,2.0,2.0,8.37,28.3,41.13,-36.07,-90.19,29.94,58.31,43.77,6.9,32.27,-5.33,-144.97,-8.5,40.44,-26.9,0.0
2.0,1.0,1.0,1.0,5.37,-33.1,2.97,0.01,78.06,92.82,109.98,152.13,38.46,12.99,-26.09,51.33,12.0,-33.39,-87.88,1.0
1.0,1.0,2.0,1.0,3.49,24.4,-3.88,-12.52,47.28,-85.19,-116.94,-4.9,3.66,-42.13,-25.45,-19.42,-0.5,10.5,-18.4,1.0
2.0,1.0,1.0,1.0,3.07,-29.26,30.9,-48.05,11.13,130.25,-23.13,66.76,3.1,6.45,-26.09,64.77,11.26,9.27,71.17,1.0
0.0,2.0,1.0,2.0,-5.05,7.48,-1.38,-147.76,-86.95,-80.44,90.93,-42.49,-2.04,-26.52,-10.63,-64.77,-19.07,155.06,-68.9,1.0
2.0,2.0,1.0,2.0,2.72,-24.38,1.2,71.11,15.99,-19.28,-114.43,-289.89,-14.22,-0.39,10.66,59.07,-9.29,161.46,75.42,1.0
1.0,1.0,2.0,1.0,-5.47,73.76,-20.83,-20.6,57.57,117.55,200.03,-100.12,-19.38,-60.08,1.61,-44.19,7.79,-106.66,126.13,1.0
1.0,2.0,2.0,2.0,-3.58,89.1,4.57,-33.25,15.11,-14.63,-155.89,-141.51,-6.21,17.84,3.93,-53.61,8.7,-59.19,-19.84,0.0
2.0,2.0,0.0,1.0,13.16,-119.81,0.88,-26.42,64.43,129.79,67.43,101.73,11.91,-47.78,-1.49,168.84,-0.91,103.27,-33.28,1.0
1.0,1.0,2.0,3.0,9.36,-118.48,28.81,94.48,24.54,-13.9,-20.21,252.6,-15.17,-12.3,-33.42,-95.79,-0.37,100.21,-5.85,0.0
2.0,2.0,2.0,2.0,-1.52,7.19,-21.25,-98.01,-102.02,36.31,27.96,-58.23,7.95,-1.97,18.86,21.6,-2.81,47.52,138.96,1.0
2.0,1.0,1.0,0.0,-9.63,11.34,-14.43,30.89,15.39,-32.89,58.04,122.87,1.12,-34.76,-9.09,55.52,-1.61,-90.1,24.83,0.0
2.0,2.0,1.0,2.0,-4.02,-72.59,4.79,-67.87,-39.91,-1.95,13.24,75.48,-6.5,-14.97,12.02,83.36,-1.7,191.18,-48.35,1.0
2.0,2.0,2.0,2.0,-8.81,51.16,34.13,58.31,-23.86,127.68,22.53,90.45,-1.94,15.58,22.6,-124.65,3.72,-41.27,-165.74,0.0
1.0,1.0,1.0,0.0,4.34,-118.44,11.83,25.45,76.97,-33.83,-74.0,176.18,9.84,-17.6,22.9,86.43,1.59,139.95,100.34,1.0
1.0,1.0,2.0,1.0,-0.25,48.4,8.59,44.42,70.04,84.35,0.72,121.7,4.72,37.96,14.61,-96.47,9.78,-265.59,-5.85,0.0
1.0,2.0,2.0,2.0,11.7,-16.4,11.9,-7.45,27.83,21.5,-43.85,71.43,-1.24,-30.9,-4.48,-48.33,1.41,-8.29,-2.53,1.0
1.0,0.0,2.0,1.0,12.3,-27.02,14.41,16.74,-45.41,-61.61,14.39,15.45,3.3,39.49,17.56,-55.77,-11.89,121.61,25.49,0.0
1.0,1.0,2.0,2.0,8.94,-44.87,-29.63,-45.42,-42.25,87.99,43.61,-7.33,-1.57,27.42,-20.01,36.08,21.5,80.99,23.19,1.0
1.0,3.0,2.0,1.0,-12.07,4.07,5.49,-37.59,14.08,-147.28,69.23,36.76,14.11,-20.17,-26.9,-13.29,8.38,9.24,-20.68,1.0
1.0,2.0,1.0,1.0,1.46,88.11,-38.16,93.78,-20.42,-69.08,-96.93,-290.48,-19.19,15.62,1.21,-56.82,20.35,-77.97,87.66,0.0
0.0,2.0,1.0,1.0,-1.28,30.94,6.81,26.7,-24.05,81.5,44.71,-44.76,-11.66,4.83,6.86,-149.69,-2.73,-20.92,-48.23,0.0
1.0,3.0,2.0,1.0,18.86,114.76,31.56,-3.54,-60.68,80.79,-104.41,-84.95,3.35,-24.14,-4.08,-111.43,-21.23,8.01,-144.59,0.0
1.0,1.0,2.0,1.0,-6.93,75.53,-13.63,-20.63,32.84,-38.99,22.22,-165.31,16.35,9.26,1.38,-17.12,29.33,-19.24,47.16,1.0
1.0,2.0,2.0,1.0,-15.44,50.46,-6.71,94.33,78.5,195.46,25.63,-112.02,-13.37,-42.97,17.37,-64.09,-1.95,-4.19,33.26,1.0
1.0,1.0,1.0,1.0,1.72,93.99,28.78,18.38,-136.69,-19.35,105.24,-38.55,32.81,0.23,14.98,-165.83,12.76,-32.57,-137.07,0.0
1.0,2.0,2.0,2.0,4.82,4.07,-20.19,-120.61,-29.61,125.7,-80.25,15.59,-1.95,85.02,8.14,16.16,26.17,106.43,-23.38,1.0
1.0,0.0,2.0,0.0,17.06,2.84,9.84,91.75,26.48,38.82,52.6,7.06,16.95,-45.77,-26.29,-59.05,-3.29,-15.84,86.5,1.0
1.0,2.0,1.0,1.0,-11.87,-8.88,11.61,50.36,35.91,-9.83,5.28,-53.26,-2.56,-8.69,-39.88,-15.03,24.82,31.31,26.05,1.0
1.0,1.0,2.0,2.0,0.75,-66.85,9.78,-34.32,32.79,68.65,42.39,4.98,-10.27,-2.78,2.74,3.99,17.88,142.29,92.54,0.0
2.0,2.0,1.0,2.0,-11.32,-31.96,24.12,-35.89,-94.29,-121.59,93.42,1.37,10.9,40.59,-12.37,12.81,-15.59,59.42,93.79,0.0
1.0,3.0,2.0,2.0,-6.39,124.06,12.4,-49.47,-108.06,-163.54,-67.95,-141.85,-2.49,18.44,19.0,-123.21,4.31,-76.12,-82.34,0.0
1.0,1.0,1.0,2.0,5.33,-72.55,31.85,-23.77,-71.47,-26.77,136.56,182.86,-3.61,-1.09,-9.14,-44.58,9.96,71.45,-89.73,0.0
1.0,2.0,1.0,1.0,-6.82,156.25,15.93,13.72,-85.04,-8.53,-42.2,-165.72,-4.65,-29.17,-41.53,-169.89,7.82,-148.77,-90.79,0.0
2.0,1.0,1.0,1.0,-8.59,-23.75,-0.82,2.01,-61.03,-37.45,-61.38,31.02,8.78,-30.1,-2.78,35.74,-4.99,112.42,-19.69,0.0
1.0,1.0,1.0,2.0,0.07,-11.19,29.19,-33.61,-53.35,-49.92,25.43,76.96,-2.56,39.85,-0.72,-67.09,10.35,21.12,-53.66,0.0
0.0,2.0,2.0,1.0,-8.37,-58.02,12.26,39.04,33.36,-49.26,-41.99,261.09,-0.38,66.56,-15.06,-86.33,-2.4,-35.87,83.91,1.0
1.0,2.0,1.0,1.0,-3.03,-20.65,-5.94,-98.98,28.77,155.17,111.88,-35.3,-0.42,-26.01,-18.04,111.24,24.26,77.3,52.43,1.0
2.0,2.0,0.0,1.0,5.99,-132.07,-0.31,-32.97,54.05,22.02,26.41,97.22,-13.55,12.2,11.47,172.96,-6.33,66.67,78.87,1.0
2.0,2.0,1.0,1.0,0.04,-16.17,12.55,70.81,122.7,-60.52,-14.68,6.06,26.2,-37.92,-23.56,93.05,-13.53,-9.69,-92.74,1.0
2.0,2.0,1.0,1.0,9.17,-10.23,-12.9,-16.11,-39.24,-37.69,-94.65,105.5,-4.9,-34.81,-10.16,90.59,23.67,24.38,-0.56,0.0
2.0,1.0,1.0,1.0,-5.18,-73.33,-7.4,-53.69,3.97,34.43,-27.75,69.46,1.87,44.13,-1.28,108.74,-31.18,133.79,22.25,0.0
1.0,1.0,1.0,2.0,-3.94,-112.03,-31.5,56.99,-8.01,-36.2,23.3,-99.06,8.18,-61.53,25.44,66.71,2.88,178.57,35.63,0.0
2.0,2.0,2.0,1.0,-14.78,9.5,-9.8,48.3,0.79,99.07,-62.96,-229.53,23.59,35.33,0.66,35.07,-15.7,115.62,165.0,1.0
2.0,1.0,2.0,2.0,-11.55,68.02,3.74,-37.87,-58.08,-125.64,39.85,63.98,-3.4,-11.35,-21.47,-72.82,-4.57,-180.19,-130.47,0.0
1.0,2.0,1.0,1.0,-7.3,-12.44,9.85,75.36,-36.23,114.63,-116.83,-28.46,0.01,2.94,18.2,-68.93,9.36,31.27,72.02,1.0
1.0,1.0,2.0,2.0,-1.46,-94.17,-27.34,-14.11,-15.87,-21.5,-42.56,104.79,-1.79,44.28,-15.03,58.32,9.43,77.71,-40.99,1.0
2.0,2.0,2.0,3.0,16.41,-20.82,-27.31,-24.43,115.79,-92.67,8.05,-38.52,4.09,3.35,16.79,70.29,-25.37,-19.96,-35.46,0.0
1.0,1.0,2.0,1.0,-1.46,62.27,29.61,-15.14,-55.38,-9.37,-46.26,-54.07,12.54,1.85,-1.22,-145.46,-1.85,8.72,-40.54,1.0
1.0,2.0,1.0,2.0,-3.88,-128.89,-24.01,-38.5,83.14,-189.09,-14.36,62.3,12.53,-6.57,-9.12,163.67,-7.63,217.88,-128.14,1.0
2.0,1.0,1.0,1.0,2.56,-171.6,-0.82,-113.36,91.83,113.67,-1.54,103.53,-2.31,45.52,2.17,231.34,0.05,93.67,271.45,1.0
1.0,1.0,1.0,1.0,1.79,-42.16,29.77,-31.71,60.08,18.85,0.8,134.56,-9.56,-6.37,-29.34,32.59,-15.82,32.96,-34.11,1.0
2.0,1.0,1.0,1.0,-14.22,147.44,21.83,-41.76,-55.05,84.44,21.84,-150.39,-16.52,3.83,18.24,-43.52,11.77,-19.7,-182.52,0.0
1.0,2.0,1.0,2.0,0.35,-167.51,-28.34,-80.63,98.21,51.86,52.78,316.48,12.04,-20.66,4.59,141.22,6.95,159.67,-203.47,1.0
1.0,2.0,2.0,2.0,-7.33,-44.95,-40.25,-74.3,-36.27,50.16,-54.46,85.01,9.31,43.9,3.79,59.81,-13.06,73.28,-23.25,1.0
1.0,1.0,1.0,1.0,5.75,-20.48,-3.18,64.59,-1.67,20.97,10.82,-91.78,10.01,-35.04,24.44,-20.31,-5.77,89.93,84.2,0.0
1.0,3.0,1.0,2.0,-0.34,-36.64,-10.29,-28.23,-45.96,-90.25,-134.49,6.44,24.86,35.46,12.22,6.85,-5.82,36.95,-83.11,0.0
2.0,1.0,3.0,2.0,-5.4,66.5,-7.08,-36.78,-36.8,-142.43,49.78,-149.36,12.9,52.75,-37.67,-23.38,1.31,68.76,37.88,1.0
1.0,0.0,2.0,2.0,1.35,-40.63,46.41,7.37,-25.01,-16.07,45.53,141.52,-11.75,-17.77,-19.78,-124.38,9.91,69.76,-112.99,0.0
2.0,1.0,1.0,2.0,2.18,-85.56,0.66,-45.3,-106.53,12.26,-3.34,121.77,1.66,11.09,-8.21,61.38,-11.95,93.66,-37.32,0.0
0.0,2.0,2.0,2.0,-4.65,98.55,-38.83,-47.74,115.54,7.95,204.37,-249.25,13.81,-24.56,-10.53,-23.04,-6.08,-143.19,0.73,0.0
1.0,2.0,1.0,2.0,-12.55,12.57,5.89,73.46,-75.3,49.66,-86.04,-51.15,3.73,4.35,-28.98,-97.13,0.96,16.31,-44.2,1.0
2.0,2.0,2.0,2.0,-1.58,87.68,-0.15,73.26,-89.95,6.26,90.54,24.19,22.46,-0.1,19.11,-107.45,15.55,-107.3,-178.86,1.0
