cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,target
1.0,1.0,1.0,6.86,-56.4,-133.16,-87.91,-109.53,-71.94,35.17,2.25,-276.01,104.19,-37.78,239.24,-39.96,50.79,-2.94,46.93,11.03,19.0,1.0
1.0,1.0,1.0,-7.36,5.61,9.32,-276.54,-202.28,-58.52,-66.9,195.71,-11.44,14.73,-32.94,-10.56,-33.96,-63.57,12.74,-45.28,-26.6,-13.92,1.0
1.0,1.0,0.0,6.5,-112.16,-24.97,-12.85,42.34,62.78,35.37,-52.82,-170.99,-4.83,12.34,1.54,101.0,-40.1,-29.84,-66.07,23.64,-12.52,1.0
1.0,1.0,1.0,11.37,-148.07,-29.43,-16.42,11.14,69.66,81.68,-66.13,-107.05,-116.31,30.67,-6.56,171.42,52.7,14.33,65.4,-52.49,-12.11,1.0
0.0,1.0,2.0,-9.19,121.65,125.18,127.28,219.97,-28.05,4.73,174.16,31.42,121.61,-20.18,-1.97,172.9,8.31,27.76,-144.02,-21.15,-11.39,0.0
2.0,1.0,1.0,5.74,155.64,190.83,-35.25,-21.13,23.16,29.02,35.88,207.21,54.44,-49.02,58.47,36.41,5.11,25.45,1.58,-49.13,6.58,1.0
1.0,0.0,1.0,18.95,78.14,57.03,-121.67,-77.18,0.65,-42.37,-74.97,-71.48,5.76,-8.0,-5.93,142.3,70.62,9.71,-16.03,-10.49,-13.6,0.0
2.0,1.0,1.0,0.08,104.74,351.58,105.84,185.88,-48.38,-27.04,190.17,405.4,88.85,17.82,155.3,-72.19,3.23,-5.45,2.2,44.58,-11.02,1.0
2.0,1.0,1.0,6.09,215.68,245.53,-8.48,23.8,7.93,37.01,56.67,223.22,125.08,-34.24,-69.78,51.15,51.86,15.37,4.6,-23.41,0.02,1.0
1.0,1.0,1.0,4.83,47.77,-184.3,-27.0,-165.59,41.8,-15.94,30.79,-184.65,-24.58,-43.4,-114.9,-161.52,-60.14,0.58,70.07,-99.88,-4.74,1.0
1.0,1.0,1.0,8.86,30.88,77.86,-109.0,11.49,-46.81,-29.57,-44.49,-114.31,45.92,22.51,-42.69,59.48,-60.45,-14.77,-28.07,22.96,14.82,0.0
1.0,1.0,1.0,-5.41,17.72,67.3,-228.73,-118.22,-58.39,29.54,213.95,-26.87,32.0,-52.86,49.29,-50.95,82.9,11.49,-76.57,27.44,-10.57,1.0
1.0,1.0,1.0,9.92,-44.47,173.78,129.28,207.57,-74.54,21.34,183.44,173.97,68.9,-48.34,-98.17,148.86,-40.72,13.27,26.04,83.48,3.49,0.0
0.0,0.0,1.0,-21.21,222.77,118.78,-83.93,59.37,-20.96,-12.93,-126.13,-35.46,-10.12,-6.35,49.02,91.72,-65.54,1.56,19.3,4.23,23.99,0.0
0.0,1.0,1.0,3.82,102.36,-38.85,18.34,62.17,-23.39,27.3,193.26,-218.11,-59.69,-107.69,-9.01,117.18,-0.62,-33.41,-9.53,-61.02,12.95,0.0
1.0,1.0,2.0,17.45,111.92,-5.03,-99.23,-81.61,77.66,-27.69,73.98,-189.85,-32.45,5.76,65.55,244.82,36.9,-47.68,-8.97,-27.72,1.4,1.0
1.0,1.0,1.0,1.84,110.94,85.46,51.03,71.65,-1.91,-5.6,92.29,-14.32,-13.36,39.47,111.84,-98.12,-142.85,23.13,67.68,-107.17,7.73,1.0
0.0,1.0,1.0,-18.72,122.12,-70.78,96.79,73.12,6.88,-33.71,35.31,-92.75,-20.12,10.04,77.94,8.45,-46.55,19.5,-62.2,38.54,-8.18,0.0
2.0,2.0,1.0,19.94,127.71,258.26,11.54,138.37,-27.11,52.06,24.46,-23.06,-11.45,-5.19,-96.55,-41.5,-33.59,46.12,59.15,28.12,19.21,1.0
1.0,1.0,1.0,20.8,148.81,187.65,95.19,74.32,75.12,-19.19,41.99,169.9,87.71,-18.59,0.74,-25.21,-10.74,-1.35,20.41,-17.27,-16.05,1.0
1.0,1.0,1.0,15.2,-17.96,-9.99,-63.62,-71.98,16.73,37.58,81.6,-116.58,-23.74,-2.76,26.8,-56.02,-70.07,-17.2,-58.14,29.11,13.91,1.0
1.0,1.0,1.0,20.62,-215.84,-0.01,-92.78,-32.3,-1.92,37.91,7.0,-88.86,9.04,78.38,-178.52,-72.04,-91.11,15.11,-33.78,-15.51,12.26,1.0
1.0,0.0,1.0,-0.58,46.4,89.46,-54.61,-66.97,-21.74,-11.37,189.78,254.74,-29.3,17.34,-168.38,26.54,48.92,54.1,35.03,-22.91,35.21,0.0
1.0,2.0,1.0,13.7,7.25,-22.41,-114.77,1.16,35.38,-44.1,38.82,-376.77,36.07,-8.31,46.7,82.22,-112.65,18.14,77.32,-117.41,2.52,1.0
1.0,1.0,1.0,1.56,-19.97,66.67,112.55,189.45,46.0,5.28,25.2,-50.56,13.56,17.68,65.43,52.3,-142.31,-22.75,131.93,-60.73,-0.67,0.0
1.0,0.0,1.0,6.55,99.39,50.28,-213.94,-168.39,-92.09,-3.62,-14.45,-41.98,47.72,-59.33,-8.53,66.92,61.01,51.15,9.24,-86.15,12.85,1.0
1.0,1.0,0.0,11.14,18.04,56.2,-6.15,60.13,68.23,14.07,-79.34,-111.84,-113.64,81.92,-129.74,122.61,58.56,28.47,37.34,-19.25,-9.57,0.0
1.0,1.0,1.0,20.63,156.4,169.6,28.24,29.11,-22.47,-60.7,75.55,113.04,143.45,56.05,-8.11,38.31,53.04,-15.16,19.59,102.87,-12.61,1.0
1.0,1.0,1.0,-7.9,-26.99,-112.71,-8.33,-75.89,-59.29,-36.24,-189.9,-81.61,-100.01,-13.58,-163.88,76.9,75.41,-0.43,-30.03,-64.43,11.91,1.0
1.0,1.0,1.0,25.2,-118.44,88.56,21.7,170.51,-2.94,2.93,-136.47,-209.49,-47.86,25.97,99.96,123.16,29.77,11.88,28.28,150.25,-8.95,1.0
1.0,1.0,2.0,-7.61,137.6,139.84,48.72,47.42,83.21,-56.66,189.85,204.96,46.52,54.31,-160.37,95.28,-32.18,0.62,156.5,50.58,-6.54,1.0
1.0,1.0,1.0,7.68,-88.03,-12.14,84.82,75.5,93.48,57.41,-208.99,-35.91,5.63,-76.63,-41.11,67.29,-41.0,-31.01,-152.4,19.07,-19.47,1.0
0.0,0.0,1.0,-0.27,-144.95,32.84,-147.61,-109.08,16.37,20.99,270.4,221.03,-37.93,-6.23,47.69,-175.35,68.86,22.79,3.84,-34.26,-4.85,0.0
0.0,1.0,1.0,7.78,-21.1,72.78,132.79,195.14,54.8,-49.52,49.64,-26.04,41.98,7.86,-40.28,7.48,34.03,-3.27,167.14,83.06,6.44,0.0
0.0,1.0,1.0,11.04,32.3,61.62,-29.82,128.79,-90.0,-26.66,-84.6,-282.35,-8.59,-13.85,-69.98,-53.13,93.09,44.5,-76.45,29.37,-4.99,0.0
1.0,1.0,1.0,25.94,-4.97,33.23,-30.86,57.39,-97.95,10.46,-164.62,-248.96,50.16,8.55,-125.07,169.44,-5.13,-17.59,-126.01,113.72,-26.85,0.0
1.0,1.0,1.0,-1.61,-80.21,-96.43,38.53,46.53,-40.36,48.8,-139.15,-185.72,2.92,53.86,-112.82,39.1,128.92,-5.67,-107.55,94.38,0.52,0.0
1.0,1.0,1.0,-1.96,74.64,23.37,-60.68,-39.14,-55.59,18.05,120.41,-41.92,-40.68,-12.92,-122.52,15.25,-17.37,-8.19,-23.2,-101.2,-8.51,1.0
1.0,0.0,1.0,1.08,184.31,9.56,-116.16,-155.47,-46.27,-30.51,-41.03,36.78,45.72,-89.98,35.45,149.1,6.06,3.64,2.43,-3.78,-4.71,0.0
1.0,1.0,1.0,-12.31,71.48,104.24,-22.57,88.34,2.85,-61.53,-26.05,0.23,-183.99,16.8,-129.36,30.34,-11.99,-7.15,27.47,-55.69,30.43,0.0
0.0,1.0,1.0,-12.21,-86.23,32.19,-45.01,34.51,52.88,53.77,101.16,80.63,-36.8,-26.58,-47.04,61.6,-8.39,1.32,1.51,63.8,8.98,0.0
1.0,1.0,1.0,14.35,-101.51,-27.14,-160.51,-88.63,91.41,3.19,-101.71,-263.84,49.65,21.57,-129.14,-53.82,65.88,-2.73,48.96,159.17,-3.23,1.0
1.0,1.0,1.0,21.03,-114.93,172.2,-146.59,49.01,-117.48,14.73,-160.27,-146.01,101.92,49.63,-99.4,-111.33,10.94,39.51,49.39,-82.24,-9.45,1.0
2.0,1.0,1.0,2.17,105.2,226.9,36.43,34.21,-49.45,-49.93,162.12,368.52,31.55,32.36,77.55,-39.0,17.39,-24.58,53.72,-39.62,0.32,1.0
1.0,1.0,2.0,20.04,-137.17,-0.09,-140.61,-37.27,29.66,-15.2,-101.21,-258.31,-91.46,16.9,38.79,40.79,25.26,35.12,-24.12,-33.59,-17.15,1.0
1.0,1.0,1.0,27.27,-70.54,53.52,-26.13,17.19,-11.63,-30.42,-4.27,-51.79,60.99,-8.81,111.53,-68.9,-12.83,20.8,64.96,-39.06,5.33,0.0
1.0,1.0,1.0,-17.63,35.5,43.72,7.01,-16.7,-60.22,-26.39,375.82,269.58,86.18,-73.01,-146.68,-100.52,62.83,9.95,-120.32,-0.2,-11.61,0.0
1.0,0.0,2.0,-12.58,-75.52,175.39,-3.8,1.13,-11.56,3.3,190.4,510.92,97.1,-9.8,-50.32,20.27,15.18,33.55,-139.11,-35.58,10.29,1.0
1.0,1.0,1.0,-14.47,99.69,8.95,38.92,66.63,25.04,-12.89,-19.67,-39.54,-42.3,-12.31,-39.02,6.62,74.14,26.45,23.29,88.8,0.38,0.0
1.0,0.0,1.0,14.26,79.24,48.67,-35.01,-16.65,-64.63,-21.14,-20.75,-31.47,-12.43,-5.85,-26.21,63.88,-25.18,15.46,52.26,-69.61,-3.59,0.0
1.0,1.0,1.0,30.19,-199.3,167.11,-11.97,200.38,-9.33,20.85,-316.33,-148.46,66.87,31.43,-43.97,-100.45,-45.01,1.69,-52.06,61.28,-18.21,1.0
1.0,0.0,0.0,-8.29,151.94,142.11,-20.33,-51.29,-2.84,10.36,42.3,301.65,-4.98,-17.78,-174.37,66.73,-44.8,-28.38,93.47,87.17,2.69,1.0
1.0,1.0,1.0,2.72,171.65,130.7,-52.95,26.67,40.83,25.73,75.17,-82.3,29.54,7.97,-107.73,-48.35,48.35,-3.74,30.46,-52.06,17.51,1.0
1.0,1.0,1.0,1.89,-28.97,127.59,-92.71,11.36,86.86,-28.78,237.96,52.44,12.52,-32.58,21.45,-26.56,53.53,1.6,94.78,-77.87,-27.98,1.0
1.0,1.0,1.0,20.27,-111.32,24.86,-50.1,21.76,6.85,4.92,1.86,-159.14,-57.99,-37.36,-255.04,-94.87,73.63,-62.55,21.04,-38.32,16.19,1.0
1.0,0.0,1.0,16.14,169.54,-31.27,-111.87,-113.26,-34.34,61.25,-222.41,-255.24,37.83,12.65,34.44,50.9,-51.14,5.6,54.8,76.31,8.76,0.0
1.0,1.0,1.0,1.45,-113.51,-172.74,-99.94,-153.87,36.31,-9.96,-64.87,-203.91,126.01,-7.74,-120.71,-66.54,42.27,-9.11,-128.12,46.66,-12.01,1.0
0.0,1.0,1.0,-3.11,81.03,8.63,-95.57,-21.89,-81.19,-38.95,128.71,-122.04,59.47,47.92,5.14,139.75,-59.39,1.41,75.19,86.16,12.67,0.0
1.0,1.0,1.0,5.75,94.64,49.34,-153.15,-72.4,70.64,2.66,136.68,-157.24,35.75,20.77,37.11,162.87,24.16,14.85,94.6,18.7,14.07,1.0
1.0,1.0,1.0,12.57,-68.97,30.11,-111.21,-24.89,46.3,-41.71,-167.16,-182.41,65.26,-31.88,-8.34,-210.06,91.25,-7.36,-25.33,-35.12,29.12,1.0
1.0,1.0,1.0,9.01,133.8,68.18,34.39,154.82,-2.58,-18.51,-282.71,-299.45,-34.98,57.08,139.49,-42.83,26.52,5.3,-90.06,-53.4,-40.22,1.0
1.0,1.0,2.0,28.8,263.93,97.07,3.17,49.52,37.26,42.23,-24.1,-279.46,-14.01,2.97,196.39,21.85,75.83,-8.27,-7.19,-36.1,8.0,1.0
1.0,1.0,1.0,-11.06,18.24,166.49,11.87,30.78,-25.02,30.72,317.16,360.85,-30.75,36.15,-29.25,79.86,51.72,-31.65,-20.76,52.23,-12.08,1.0
1.0,1.0,1.0,-20.09,46.77,158.85,168.38,187.36,-75.02,29.47,150.61,332.87,-28.91,-14.77,32.09,-210.62,47.77,12.99,-57.59,112.81,5.14,0.0
1.0,1.0,0.0,5.44,-43.36,-117.95,-82.49,-108.77,70.76,26.92,-25.0,-237.78,27.87,-51.61,150.24,85.07,14.3,-7.51,-54.54,50.52,-11.92,1.0
1.0,1.0,1.0,8.47,187.95,63.34,-40.07,81.85,-34.99,-9.46,-315.7,-319.95,131.34,15.49,-4.04,18.31,3.88,17.49,65.05,105.35,14.21,0.0
1.0,1.0,0.0,-22.85,-6.38,183.77,245.85,188.21,1.66,45.94,391.71,614.36,104.02,-8.08,89.04,88.04,79.72,13.32,103.9,36.36,-13.04,0.0
0.0,0.0,1.0,2.76,11.17,128.5,-157.44,-20.16,-0.79,-16.09,103.73,64.48,42.09,11.73,-7.3,43.46,-3.55,3.35,-63.21,57.92,-6.91,0.0
1.0,1.0,1.0,-19.49,12.14,161.2,283.82,218.55,68.44,-4.16,363.39,540.27,-16.42,-110.07,-43.51,58.65,-38.64,-17.35,69.8,-95.03,-6.27,0.0
1.0,1.0,1.0,8.88,-117.66,-42.7,-99.7,-42.23,-29.62,-16.66,-195.5,-226.05,-80.46,-56.68,-80.52,-41.32,-23.87,77.21,41.18,-97.6,9.11,1.0
0.0,1.0,1.0,-22.04,27.82,-5.51,-46.57,50.21,-39.92,-7.73,-117.72,-86.96,106.09,8.49,-40.01,-90.35,101.4,31.11,-39.1,-73.07,8.11,0.0
1.0,0.0,1.0,-9.03,70.78,75.83,-58.98,-95.2,-38.1,3.73,165.36,263.81,-113.79,-9.3,32.66,-79.25,42.2,-38.79,-64.39,24.27,5.26,1.0
0.0,1.0,1.0,12.15,13.58,-186.95,-260.73,-195.4,-70.86,8.7,115.04,-508.29,64.51,4.99,40.69,-110.86,-31.55,21.96,42.02,-2.07,11.77,1.0
1.0,1.0,2.0,-1.91,-12.33,-196.57,-115.84,-209.7,51.03,16.81,-77.01,-240.15,-10.56,-17.85,-2.78,48.88,-11.2,9.46,19.37,-65.38,-32.07,1.0
1.0,1.0,0.0,17.57,-26.69,19.94,-71.47,4.32,17.0,-54.5,72.31,-197.37,-119.21,31.82,96.66,63.76,73.2,8.19,-116.18,5.57,-8.78,1.0
0.0,0.0,1.0,22.44,2.42,67.98,-91.04,51.17,9.95,-88.09,-194.06,-237.84,-44.95,-51.22,64.93,-28.93,24.08,0.71,-199.45,4.87,3.15,0.0
1.0,1.0,1.0,7.38,-150.14,-38.89,-215.96,-149.28,51.35,36.77,-114.99,-201.76,-51.22,27.1,74.37,159.26,114.01,2.21,176.18,-50.64,15.06,0.0
1.0,0.0,2.0,4.35,140.9,58.43,-2.95,79.49,-10.2,10.99,-223.61,-165.5,29.92,30.05,-54.24,18.16,56.49,14.52,-82.25,48.07,14.48,0.0
1.0,1.0,0.0,23.12,120.89,-103.92,-88.85,-69.96,95.26,10.63,-26.87,-468.57,-14.42,-41.74,-120.64,49.38,89.81,36.0,-26.82,-136.63,-27.05,1.0
1.0,1.0,1.0,-15.45,69.5,192.94,24.71,167.42,-13.24,1.43,61.03,123.76,30.55,38.78,52.19,-144.49,39.32,-21.38,5.2,-9.66,-29.19,0.0
1.0,0.0,1.0,30.36,82.73,32.53,-120.98,-54.76,114.29,-8.44,-216.21,-253.58,-19.67,-34.0,78.01,7.5,5.8,13.85,40.09,82.49,-36.96,0.0
1.0,1.0,1.0,-10.92,8.54,96.3,-115.25,-118.0,1.23,21.19,196.9,300.34,-180.7,-17.83,100.56,-55.87,-108.07,7.92,100.98,-49.86,-4.77,1.0
1.0,1.0,1.0,10.29,121.27,74.97,-96.57,-50.07,-30.65,-7.57,32.77,-82.08,-26.43,11.84,-111.24,-38.28,1.98,4.57,9.9,9.97,4.94,1.0
0.0,1.0,1.0,21.48,122.11,-148.5,-149.21,-116.85,-17.24,-26.85,-66.71,-568.88,-44.18,-9.34,54.1,27.48,-5.22,29.29,-53.04,60.9,-37.51,1.0
0.0,0.0,1.0,19.4,-1.41,58.24,-183.04,-9.05,36.2,-23.28,-158.86,-272.06,102.64,39.76,74.19,-73.61,118.92,26.8,-122.58,17.62,19.76,0.0
2.0,1.0,1.0,9.44,116.69,234.02,87.58,122.79,-20.24,18.77,56.45,210.11,-58.75,-25.47,-150.29,82.77,-38.24,10.83,-132.16,-128.46,3.51,0.0
1.0,1.0,0.0,15.02,-263.31,42.04,-49.88,109.34,35.52,22.68,-347.35,-172.6,101.54,1.31,-79.89,-65.44,57.76,37.45,55.54,91.09,-3.83,1.0
2.0,1.0,1.0,-2.52,38.52,-118.58,-137.59,-193.49,50.29,34.89,-5.77,-210.91,14.0,-31.13,-102.31,46.17,-63.62,9.47,-78.01,-44.94,-15.9,1.0
1.0,1.0,1.0,6.34,-80.74,-107.81,-150.4,-201.33,-23.54,8.94,-145.46,-127.82,-18.09,-15.16,-46.87,66.52,2.48,-14.38,42.62,-80.54,-8.19,1.0
0.0,1.0,1.0,-3.22,108.37,33.02,-8.52,68.56,51.68,28.45,130.75,-112.22,72.01,40.53,130.63,79.63,-24.25,-15.43,-25.69,20.02,18.71,0.0
0.0,1.0,1.0,-12.24,55.4,56.01,109.35,222.58,-19.72,22.63,28.03,-131.57,120.42,58.52,-42.46,10.11,31.54,-16.23,11.67,-58.82,17.17,0.0
1.0,1.0,1.0,4.75,85.26,81.12,-19.48,2.52,-25.72,-24.07,116.72,28.27,-11.66,19.58,80.73,-47.09,-19.79,-30.08,-29.62,-10.78,-7.47,1.0
1.0,0.0,2.0,24.16,-41.96,67.3,-107.7,-3.78,-60.12,-23.96,-67.27,-128.21,-43.8,69.12,90.64,107.05,-89.8,20.51,-18.16,163.71,-11.53,0.0
0.0,2.0,1.0,17.73,-124.91,-75.26,-63.11,73.91,69.2,-28.76,153.86,-465.55,-72.48,43.35,-31.59,-90.42,78.71,-22.23,32.82,60.21,-5.81,1.0
1.0,1.0,2.0,-25.71,128.52,247.24,-40.25,141.14,-37.67,0.35,367.78,238.89,9.74,-59.26,102.63,169.95,-0.88,1.57,5.84,-77.82,3.62,0.0
1.0,1.0,1.0,5.03,72.93,-63.54,92.62,85.5,-82.61,-25.29,-288.24,-268.99,-51.7,44.27,-129.14,-39.46,144.18,35.43,98.17,-47.83,-8.95,0.0
1.0,1.0,1.0,19.58,68.02,36.55,-73.41,-2.34,-21.86,-2.43,95.68,-221.25,-30.21,-27.15,34.18,-88.16,81.8,11.69,-62.24,-58.48,-18.57,0.0
1.0,1.0,1.0,4.61,70.04,-163.28,46.61,-61.79,91.94,-23.62,-8.26,-237.86,-119.95,-2.02,-64.25,-45.1,-8.09,5.96,-23.51,-40.72,-16.76,1.0
0.0,1.0,1.0,-3.32,139.51,-18.72,136.48,182.25,-43.41,22.83,50.46,-225.48,-5.17,-12.76,-72.11,-86.53,33.5,-5.04,86.76,-13.8,15.08,0.0
1.0,1.0,1.0,-20.09,153.47,92.12,-26.66,111.41,3.45,-72.25,47.26,-85.85,28.04,-13.98,-80.96,4.31,-83.34,-50.46,-8.95,-36.6,-13.44,0.0
1.0,0.0,1.0,-2.2,-40.37,9.11,-34.79,-110.16,57.48,-37.59,197.63,312.71,99.67,68.29,-52.52,-45.41,-20.23,1.91,146.23,-73.59,-11.12,0.0
0.0,1.0,2.0,-5.62,-55.64,74.54,-67.65,64.02,-5.47,32.21,52.74,14.32,-60.63,-11.76,-22.18,151.41,-22.28,-33.35,-84.5,100.16,-27.33,0.0
0.0,1.0,0.0,8.79,163.47,57.12,152.17,233.0,-70.61,22.51,-22.42,-224.94,-44.59,24.37,-192.98,-98.75,-32.91,-22.57,47.39,-6.62,-10.21,0.0
1.0,1.0,0.0,-6.98,-25.78,-42.01,140.54,28.24,24.2,-57.03,-27.15,166.46,56.5,14.0,36.39,-170.36,-5.92,17.71,-18.86,-93.83,-8.06,1.0
1.0,1.0,1.0,-0.4,-62.64,-220.43,-181.27,-279.23,0.71,20.8,104.52,-251.2,38.98,38.95,0.69,-156.85,18.36,12.97,116.01,-28.02,-0.59,1.0
0.0,1.0,1.0,42.87,165.75,-101.64,-100.26,-31.84,-44.27,-17.22,-98.83,-700.47,-68.26,-54.67,2.72,182.8,-30.58,-30.79,-47.5,-29.55,-5.02,1.0
1.0,1.0,1.0,1.69,-76.09,-128.08,-60.99,-47.91,-60.6,55.99,-188.73,-282.23,4.5,-0.18,2.27,-95.02,-15.01,8.16,-85.63,42.43,-11.52,1.0
1.0,1.0,1.0,10.87,-4.33,-129.84,116.35,14.97,-40.27,35.1,-55.47,-144.37,27.44,9.17,179.59,50.25,60.64,3.91,72.73,-118.28,7.69,1.0
0.0,1.0,1.0,-3.03,39.49,86.65,46.36,137.54,13.26,83.01,179.09,-4.03,93.39,43.18,16.7,-16.09,-46.21,-9.31,65.62,29.33,9.95,0.0
1.0,0.0,1.0,19.91,90.08,90.36,-42.09,20.98,-91.88,-32.24,-68.04,-95.19,-3.66,-10.21,-59.42,-74.39,-126.63,3.92,90.73,14.22,16.8,0.0
0.0,0.0,1.0,11.9,-99.16,146.4,-89.59,67.99,4.34,13.56,108.5,86.68,-172.98,31.92,-57.69,-20.88,43.56,-12.88,-42.71,17.15,9.86,0.0
1.0,0.0,0.0,-3.03,88.65,-13.65,-52.98,-21.55,40.46,5.32,-133.52,-122.92,-25.17,-30.63,26.82,-39.26,-19.58,0.45,45.66,-82.61,10.3,0.0
1.0,0.0,2.0,-2.88,208.3,29.25,-51.75,-102.38,-33.48,13.77,98.36,64.55,-113.14,-63.35,80.96,9.54,-34.47,26.07,-69.16,-19.65,29.31,1.0
1.0,0.0,1.0,27.62,39.29,24.17,-84.95,-58.17,-107.73,1.35,-169.36,-120.7,-80.67,62.16,63.1,-6.63,-54.56,-48.88,47.83,65.9,-2.05,0.0
1.0,1.0,1.0,1.92,-174.85,-82.77,-85.09,-52.28,-63.63,-28.71,-189.66,-176.77,124.64,69.64,57.42,-10.61,-99.5,7.8,-52.79,75.95,-23.04,1.0
0.0,1.0,1.0,5.33,-46.6,127.76,-52.0,137.7,5.03,2.39,-43.16,-85.05,-96.7,-14.49,-82.05,56.78,-34.41,-18.21,-2.94,-51.02,12.54,0.0
1.0,1.0,0.0,-3.64,-6.09,73.39,129.86,113.51,-30.83,25.28,14.83,178.06,-46.34,18.42,-25.57,162.44,37.83,-20.04,-16.39,8.01,35.18,0.0
0.0,1.0,1.0,13.21,-13.04,35.25,70.34,173.97,-59.7,-51.71,-26.68,-221.38,33.64,-25.27,58.24,-73.21,-26.68,28.04,-16.42,10.0,-10.53,0.0
2.0,1.0,1.0,-2.36,-29.39,-133.83,-221.12,-264.13,20.72,28.73,27.02,-208.81,22.8,-3.14,-150.27,95.44,-120.15,-14.43,35.18,96.1,10.09,1.0
0.0,1.0,0.0,7.98,-63.22,131.38,198.38,261.02,31.27,-25.22,196.6,118.64,22.19,17.49,-93.73,55.23,5.09,18.07,-89.32,26.99,-13.82,0.0
1.0,1.0,1.0,11.67,-26.1,46.59,-87.2,-37.08,38.01,27.57,-71.82,-102.29,-27.18,-19.51,-64.31,20.08,-125.49,-8.61,46.77,-80.3,-1.25,1.0
1.0,1.0,1.0,12.62,-34.53,234.21,-33.84,78.39,45.22,-56.72,161.15,186.52,61.28,23.57,138.39,95.25,34.28,1.66,39.89,95.94,-2.74,1.0
2.0,1.0,0.0,0.86,-14.64,256.99,157.61,176.53,81.11,7.07,132.35,435.38,60.45,-60.46,131.44,-76.74,-17.18,-21.2,51.27,67.46,16.75,1.0
0.0,1.0,0.0,-6.02,252.85,10.48,-197.79,0.96,2.12,-7.21,153.99,-436.51,-86.57,-74.65,-62.92,105.88,1.76,-4.92,-71.16,78.39,-9.78,0.0
1.0,1.0,1.0,22.71,167.0,10.44,185.8,203.22,-76.74,-39.43,-422.41,-386.28,12.8,-44.19,38.71,99.59,58.26,37.08,17.87,46.17,13.93,1.0
0.0,1.0,1.0,7.16,31.04,25.84,210.32,205.95,12.0,34.56,262.98,6.15,86.45,-54.77,-13.83,-67.42,-25.81,29.69,-146.32,13.41,-8.47,0.0
1.0,1.0,1.0,19.89,-34.79,-67.81,-40.19,-70.14,-13.88,-73.93,34.92,-179.4,67.0,-16.82,-17.5,-34.65,110.14,-12.28,119.65,6.76,-35.04,1.0
1.0,1.0,1.0,9.49,-81.4,-20.98,-41.69,-9.22,-34.09,-32.17,-28.1,-154.94,-91.89,18.34,-52.25,76.51,-29.95,25.23,-37.93,0.25,-35.41,1.0
1.0,1.0,2.0,-32.01,8.36,24.6,142.53,29.88,1.0,-72.13,230.44,435.41,3.15,-19.22,121.36,-85.98,-49.58,-21.82,-92.63,-109.78,17.55,0.0
1.0,1.0,1.0,19.66,-116.15,101.05,-41.9,110.68,42.42,-36.51,-38.06,-184.95,-20.43,-4.46,17.35,9.43,-41.21,-11.26,15.62,33.13,-24.51,1.0
1.0,1.0,1.0,9.2,-33.3,-41.74,-123.66,-90.94,-24.94,25.24,46.98,-229.39,84.96,-33.93,-120.88,-70.36,-6.77,7.28,-54.05,7.74,17.31,1.0
1.0,1.0,2.0,17.68,95.09,38.19,-136.29,-74.14,26.84,34.51,-5.81,-204.1,81.66,22.34,80.86,36.08,109.86,21.39,14.35,-4.87,16.28,1.0
1.0,1.0,2.0,-7.61,171.19,117.64,-65.58,-71.58,35.76,33.13,167.06,192.35,25.82,-30.19,109.03,-41.44,17.27,-24.96,-15.97,9.39,23.82,1.0
1.0,1.0,1.0,-11.76,57.61,49.61,2.47,103.84,-34.04,-50.78,-2.1,-97.8,-57.79,-10.31,43.01,161.65,79.46,10.55,46.23,-45.83,-23.2,0.0
1.0,1.0,1.0,14.48,-244.16,18.61,-44.13,85.14,-24.81,-28.36,-221.72,-165.58,91.15,-16.29,17.72,-98.44,-35.9,29.71,-92.62,38.04,-11.37,1.0
1.0,0.0,1.0,-4.83,-22.05,32.54,-130.6,-71.04,-16.87,-31.29,103.43,60.89,17.34,39.59,21.17,-70.7,-4.91,-13.12,-25.94,7.44,1.71,0.0
0.0,1.0,2.0,-2.17,-13.28,129.3,-16.46,191.77,71.71,54.49,-107.6,-100.24,-17.25,-3.57,87.82,-132.71,5.99,20.9,-64.24,-61.53,23.14,0.0
1.0,1.0,1.0,22.91,54.62,-4.92,-176.58,-73.05,39.1,-42.16,16.44,-371.23,4.89,79.68,-90.73,-123.14,-32.96,10.19,3.44,42.9,0.52,1.0
1.0,0.0,1.0,5.17,74.45,70.29,-149.96,-111.79,8.53,-27.51,31.76,94.17,-61.74,23.68,193.11,-55.03,-76.3,104.53,45.43,-65.48,-3.87,0.0
1.0,1.0,0.0,21.37,-129.43,81.92,-172.07,-49.1,-5.53,-71.21,-141.93,-141.25,-19.24,-22.6,88.2,125.39,86.31,16.55,-27.37,22.29,-11.09,1.0
0.0,1.0,1.0,-14.66,253.55,-8.01,-141.69,52.03,-30.43,22.45,154.36,-441.44,-83.14,0.16,7.66,-130.68,6.99,17.89,27.25,36.81,-8.49,0.0
1.0,1.0,2.0,8.79,-184.14,15.05,-70.19,37.72,-9.35,16.49,-313.06,-150.79,13.1,-76.19,16.5,-43.14,7.8,-3.94,-91.4,-17.92,-5.56,1.0
1.0,1.0,0.0,5.82,-29.28,-173.37,-120.36,-185.22,33.05,-10.65,-155.42,-260.3,-49.77,-33.18,-46.39,-80.17,-82.44,1.53,-12.06,51.24,-6.47,1.0
