cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,target
2.0,2.0,2.0,-8.91,39.19,1.68,12.0,-25.41,26.51,156.09,-12.73,-38.55,40.89,-89.4,76.49,179.77,0.27,111.09,-106.94,-18.29,-129.78,152.32,38.53,0.0
3.0,2.0,1.0,-8.8,-103.21,126.51,63.13,-39.02,127.88,-197.6,21.22,-88.8,-93.19,65.28,-79.92,-197.79,1.38,-143.67,-11.53,-7.22,-25.66,17.51,45.42,0.0
3.0,2.0,2.0,-41.24,-35.95,14.58,66.69,-10.75,-88.48,146.04,-51.12,1.31,82.13,-79.37,130.39,-46.5,-13.73,38.66,9.26,22.08,89.95,100.02,-15.64,1.0
1.0,2.0,2.0,20.06,-9.6,-215.64,24.52,-75.08,96.9,49.36,-14.93,-116.21,-34.92,116.91,-179.61,-97.69,19.74,-65.53,35.25,5.92,168.23,37.39,13.45,1.0
2.0,3.0,2.0,-1.0,-91.27,95.39,74.51,-0.06,-150.8,161.85,79.73,-106.3,132.66,-6.77,48.73,-109.02,-3.59,50.2,-66.94,-1.42,-9.72,-26.55,14.59,1.0
1.0,2.0,2.0,-33.11,-14.47,109.42,-124.52,40.23,-332.09,-85.62,-48.16,91.64,264.85,-167.16,41.91,-8.13,-6.16,-68.07,-54.37,-11.11,3.81,179.79,1.49,2.0
1.0,1.0,3.0,-6.75,46.67,-117.3,-37.68,-83.18,129.59,139.5,12.04,23.61,17.53,76.27,24.8,-67.34,15.99,5.54,32.89,-5.29,-11.32,28.74,14.72,0.0
1.0,2.0,2.0,-0.03,43.14,52.11,-24.1,-32.93,-128.74,-32.11,60.17,-147.09,52.24,-27.21,-48.46,156.31,3.22,-51.73,-24.17,16.63,54.38,0.96,23.68,2.0
2.0,3.0,2.0,-0.22,20.89,-71.2,41.49,-51.84,-237.73,112.53,13.42,4.83,30.49,13.76,-97.76,-182.66,14.1,72.03,-48.92,-26.65,-18.4,-17.44,-70.5,1.0
2.0,2.0,3.0,3.94,-82.75,-75.02,179.9,-43.88,112.2,43.95,88.17,67.32,46.12,-59.67,-63.73,-99.48,-10.03,150.47,-49.15,8.5,-81.99,-52.84,-36.82,0.0
2.0,2.0,3.0,-34.7,32.26,-7.44,-79.68,-43.21,12.22,48.44,107.22,-106.35,71.42,-84.4,-9.74,1.95,21.95,193.22,39.55,-22.58,131.92,-11.72,72.55,1.0
3.0,3.0,1.0,4.31,10.63,142.97,-157.8,-12.37,159.56,156.63,58.13,23.26,65.96,-62.54,-60.01,-130.59,7.03,-3.94,-60.89,4.19,24.75,-86.85,13.92,0.0
3.0,2.0,2.0,7.54,20.44,-1.87,-23.67,-6.43,14.87,-326.35,0.57,-58.66,-69.42,30.75,82.7,-126.77,-2.38,-99.61,29.74,-3.79,81.79,-90.62,0.85,0.0
1.0,3.0,2.0,-20.78,140.36,69.61,143.02,33.75,11.84,-130.48,-30.56,-21.98,126.08,-35.18,-54.41,123.59,-8.2,-72.18,-38.53,-23.73,-141.61,-6.54,11.12,2.0
1.0,2.0,1.0,-5.78,-153.64,31.44,-79.53,81.79,215.72,-350.9,-18.37,47.61,47.88,115.28,-1.59,13.91,28.88,-174.19,12.7,21.58,-52.42,-175.59,-46.59,1.0
2.0,2.0,1.0,13.74,-47.77,-106.09,-4.41,10.22,128.91,21.48,15.79,-26.74,26.03,97.24,30.85,-178.34,3.8,3.24,-40.32,31.4,-89.06,-65.21,-11.94,0.0
1.0,1.0,2.0,1.85,4.87,101.3,-44.01,-13.0,-219.15,-117.9,-0.99,6.61,127.8,-56.18,15.61,-117.74,11.91,25.45,-40.64,10.59,53.83,-46.29,-92.66,2.0
2.0,3.0,1.0,-9.45,-15.75,176.01,-93.48,31.63,106.89,-166.03,-8.79,41.33,-54.78,120.28,-48.93,56.03,47.18,-72.17,87.42,-5.72,-60.91,152.95,-4.1,0.0
1.0,3.0,2.0,31.9,-104.21,-9.86,-168.84,-0.31,-101.13,82.09,-80.18,60.49,158.75,-6.34,90.74,13.19,-6.79,56.43,-25.35,10.32,148.56,-56.16,-40.46,1.0
1.0,3.0,1.0,-29.2,26.9,13.85,14.46,0.63,8.09,292.92,-72.95,-0.29,296.01,-160.97,-86.72,-54.03,-9.81,-65.24,-19.52,-5.4,-41.35,-30.54,-42.35,0.0
3.0,1.0,1.0,-32.0,19.56,-17.83,23.97,27.34,-147.81,90.74,-53.13,21.79,141.25,-158.8,39.22,-35.43,-2.53,-55.01,-9.65,6.07,0.47,-191.8,-31.4,2.0
2.0,2.0,2.0,11.27,-31.42,-54.37,-155.87,-12.97,-116.35,24.07,57.36,39.61,133.48,-65.52,153.97,-71.48,-9.89,19.5,112.13,21.12,29.73,70.19,8.77,1.0
1.0,3.0,2.0,-47.67,0.95,23.07,-46.66,-14.25,-131.17,238.29,92.41,90.87,232.22,-158.37,87.81,144.75,-11.53,43.15,67.92,-15.08,39.39,184.21,16.93,0.0
3.0,0.0,1.0,-26.35,-81.48,239.45,-129.58,7.4,-218.79,59.72,6.47,59.29,126.28,-152.43,68.7,-98.23,-32.6,7.34,-72.48,13.38,1.77,15.79,49.47,2.0
2.0,2.0,2.0,-47.99,-34.96,-28.92,18.84,0.27,-18.35,-54.7,18.75,-143.09,107.12,-100.41,-154.73,29.44,-1.64,-53.46,-29.95,-21.51,41.33,-226.58,-73.07,2.0
3.0,1.0,2.0,26.91,-95.95,-47.5,-155.02,-18.33,146.4,1.53,16.65,46.27,-149.17,107.15,211.15,120.39,20.14,27.96,2.04,37.74,-7.11,35.25,18.5,1.0
1.0,2.0,2.0,31.98,109.22,85.48,40.0,48.06,124.91,192.27,-53.18,-129.12,210.12,-180.94,8.3,445.93,-15.51,-37.52,-73.9,-34.22,-53.65,25.51,-51.03,2.0
2.0,1.0,3.0,15.93,116.05,-38.79,210.1,-81.19,41.94,-27.59,-31.78,-20.26,-63.61,-2.52,6.42,-86.97,-4.59,160.01,-41.67,1.06,98.58,-82.41,-15.7,2.0
3.0,3.0,1.0,0.38,-36.61,-70.51,-1.83,-3.81,-180.19,71.6,3.93,-26.83,107.93,-82.6,-34.43,-74.72,22.1,-78.51,-70.29,-2.9,50.64,10.07,49.76,1.0
4.0,1.0,2.0,16.71,102.19,-160.72,-110.24,-3.33,-260.09,-149.77,-36.97,-71.44,-22.81,-86.09,96.29,170.16,43.94,-103.62,78.89,-14.01,-102.7,177.5,14.92,2.0
2.0,1.0,2.0,-4.88,123.96,132.93,28.25,-44.04,105.22,77.23,5.73,23.55,133.33,-90.07,45.48,-270.43,-4.15,6.45,76.48,-30.64,-11.98,-93.26,-49.72,0.0
2.0,2.0,2.0,44.43,84.67,33.33,-8.83,-50.48,57.68,-65.05,-25.06,-70.52,-55.74,120.13,-45.89,-109.52,-8.83,-35.17,51.07,-9.58,24.74,-88.17,29.92,0.0
2.0,3.0,2.0,-12.4,-45.26,-41.89,134.46,-37.24,75.51,59.86,-101.71,70.43,78.7,-66.58,25.49,-83.17,-9.0,59.01,31.37,11.09,37.78,-48.6,133.53,0.0
3.0,1.0,1.0,-9.75,-74.65,159.02,14.21,1.39,206.67,148.22,66.95,-74.95,38.43,-35.86,146.92,-101.35,11.75,-17.83,-103.89,-17.08,-116.4,9.86,19.96,0.0
3.0,3.0,1.0,-15.29,11.3,-65.4,49.82,40.8,-232.66,-50.04,92.83,-11.75,64.79,-12.34,111.43,-203.39,-14.6,-55.83,-11.75,-3.38,-15.78,30.46,-39.77,1.0
2.0,2.0,1.0,3.6,124.51,72.92,-62.86,-54.25,243.15,69.73,-5.74,14.94,-100.85,177.74,75.61,-151.27,-20.86,-128.01,-20.27,11.01,-0.98,79.16,98.38,0.0
2.0,2.0,1.0,-3.66,-5.87,35.32,-74.99,-6.39,245.7,76.93,2.93,95.19,14.65,67.52,-75.63,-202.46,11.37,-27.6,60.39,-0.1,45.78,21.35,-119.96,0.0
3.0,2.0,2.0,-31.53,72.42,94.71,37.49,-16.68,-19.99,-58.49,-66.13,4.36,38.73,-106.86,50.2,17.83,5.89,41.7,-8.08,18.74,1.9,-195.94,-31.29,2.0
0.0,2.0,3.0,22.62,-32.31,15.09,-50.98,21.19,488.14,-231.33,8.57,-38.57,-50.28,153.3,75.87,557.11,-7.76,-173.95,-76.31,3.66,-117.83,-37.62,-36.01,1.0
3.0,3.0,1.0,-12.04,-55.43,222.0,56.53,-40.71,-220.8,146.37,54.11,-75.7,-22.66,-33.02,50.38,83.57,1.18,-39.49,3.46,16.37,-50.85,60.01,8.17,1.0
2.0,3.0,2.0,29.34,-19.09,-160.29,-40.56,13.04,-102.47,-256.81,23.03,6.21,51.67,-19.51,48.67,30.82,10.07,-81.23,47.82,-5.76,-26.8,137.78,46.65,2.0
2.0,3.0,3.0,33.62,40.81,-113.75,-8.56,-5.18,-80.67,-80.02,8.41,46.38,99.14,-125.1,-25.18,75.08,40.44,67.63,60.57,-8.12,-19.45,102.35,-91.45,2.0
2.0,3.0,2.0,-37.79,-62.85,-23.69,-75.96,-22.61,94.05,-20.05,43.82,7.18,54.89,-5.28,-34.18,-168.6,0.48,70.72,5.26,13.18,4.04,-50.14,-28.53,0.0
2.0,2.0,1.0,23.21,52.88,59.59,-98.31,20.39,86.19,-34.2,93.99,40.38,32.39,9.77,8.66,-60.9,-25.09,-13.53,14.77,-11.87,49.92,107.65,7.88,1.0
1.0,3.0,1.0,1.32,61.0,-196.59,-9.51,30.51,9.57,-152.6,18.77,-79.73,72.78,39.15,44.8,-23.72,-26.3,-119.21,-33.81,-1.43,-88.74,-144.31,108.23,1.0
3.0,2.0,2.0,-16.66,-63.92,82.69,85.32,14.44,-93.1,-38.89,-23.09,-52.33,110.58,-158.8,51.71,104.74,14.13,-39.53,18.71,-21.52,-72.51,-68.16,116.94,2.0
3.0,2.0,2.0,37.39,-42.36,-101.59,70.47,32.07,-180.02,71.21,-11.44,-102.14,120.0,-148.01,106.95,133.67,8.93,36.7,56.65,-15.02,32.91,92.2,95.91,2.0
2.0,2.0,3.0,-21.85,40.24,-22.89,168.18,-48.11,-17.65,-109.94,-8.94,163.55,-31.77,,95.8,-248.36,-22.31,149.6,21.3,-5.36,-58.41,29.03,39.08,2.0
1.0,2.0,2.0,-4.88,-9.34,94.56,34.41,-36.87,35.81,97.64,-64.08,-67.1,204.06,-106.99,-13.71,-205.71,-21.45,44.71,8.92,5.93,-62.31,34.29,-43.71,0.0
2.0,2.0,3.0,12.92,-89.22,182.25,-101.1,-36.51,42.12,37.9,49.42,-5.37,52.09,-60.41,-105.09,-98.68,2.17,125.7,-1.15,3.2,-87.08,69.03,-3.0,0.0
1.0,1.0,2.0,9.64,-52.86,-141.55,-138.43,3.37,-110.61,86.93,-72.82,58.35,130.58,13.4,-9.7,-30.26,-29.74,-4.21,-69.74,-11.26,-65.59,-33.95,-41.57,1.0
2.0,2.0,2.0,23.69,-81.13,50.13,-105.72,17.03,-28.75,-277.21,-49.03,-81.42,20.91,-4.94,-110.28,-135.41,-1.46,-59.03,-10.03,-20.97,19.31,49.67,-70.46,0.0
2.0,3.0,2.0,-13.59,16.2,-86.88,-285.02,-7.15,-70.2,-40.0,16.52,45.76,90.33,-102.05,20.59,30.16,4.82,27.24,37.85,0.75,-69.62,20.93,-10.08,2.0
2.0,2.0,2.0,2.03,-38.68,27.59,-1.16,32.01,148.21,-98.55,-1.54,44.22,3.39,58.77,18.64,168.93,-11.6,-58.13,-27.01,-26.66,66.43,88.55,67.79,1.0
2.0,2.0,1.0,12.56,-189.17,-18.31,195.32,42.62,324.47,-210.45,37.02,16.07,-42.86,115.76,-9.71,94.03,-28.43,-69.23,-41.25,-17.59,54.21,80.11,-3.57,1.0
2.0,4.0,1.0,35.58,-3.26,96.07,44.74,31.73,256.35,-115.67,46.76,46.11,19.83,28.47,-7.03,29.32,0.91,-61.69,10.78,-5.07,-62.17,-31.93,-34.0,0.0
2.0,2.0,2.0,-1.43,12.76,23.57,-146.85,-59.0,135.58,-24.65,8.9,-43.82,-115.1,189.24,22.16,-136.77,-31.72,-92.8,66.04,-30.21,146.63,62.86,41.83,0.0
2.0,3.0,3.0,13.33,18.26,-19.96,-30.67,-54.1,-153.28,140.71,99.3,39.16,-4.6,34.22,87.65,60.25,26.35,207.33,30.2,16.37,0.45,23.51,3.09,1.0
2.0,1.0,2.0,11.17,-15.44,87.41,-69.08,16.83,-59.09,48.23,14.51,-62.08,98.4,-132.57,59.77,236.23,-1.49,-31.73,56.28,-13.3,-13.65,-96.08,-106.32,2.0
3.0,4.0,2.0,-35.89,-57.25,40.89,88.48,-34.16,-115.27,102.94,-20.41,31.38,20.17,-25.12,-76.71,15.81,7.7,42.93,63.33,9.15,-28.27,57.49,-57.26,1.0
2.0,3.0,2.0,-27.52,49.7,-26.96,-149.26,-17.88,-159.51,-54.87,-46.89,108.05,100.57,-75.58,-44.35,-237.12,-4.04,39.4,-42.62,-5.04,-75.2,-63.9,-92.55,2.0
1.0,1.0,3.0,16.42,-47.94,-38.8,83.53,-67.36,-64.95,-41.11,-45.65,107.44,54.28,13.86,-52.88,-12.85,14.62,-45.96,-56.98,-11.26,38.52,-13.36,16.55,0.0
2.0,1.0,2.0,-5.25,-71.5,-228.26,-1.54,-84.41,-62.97,-0.05,-95.0,-82.74,-70.82,78.06,14.07,-306.36,2.76,87.81,-8.18,-7.86,25.54,106.46,-31.72,2.0
1.0,2.0,2.0,-32.78,-8.83,-12.17,176.22,-45.18,173.24,136.8,2.39,135.39,66.24,28.77,53.54,-47.73,11.71,27.77,-9.07,11.57,-7.21,9.81,-0.99,0.0
2.0,3.0,2.0,-32.22,97.15,-50.78,-19.15,-33.55,93.37,-81.71,-14.49,7.28,7.68,6.64,24.35,-237.74,7.09,103.99,-38.72,-9.23,-10.96,-28.35,-8.29,0.0
3.0,1.0,1.0,28.44,25.07,133.63,40.56,-0.26,-18.57,-271.88,79.78,-39.05,-23.65,6.12,130.72,-74.49,-6.41,-126.87,60.88,-21.88,-94.79,-16.29,54.88,0.0
2.0,2.0,2.0,17.44,-30.81,75.51,13.74,-39.54,-139.15,57.93,-19.88,6.07,123.83,-92.91,-15.28,-258.24,-9.84,26.76,-18.56,17.3,-4.46,-32.76,-91.03,1.0
2.0,3.0,2.0,-15.95,-60.27,-329.43,40.62,16.76,233.42,-139.34,-22.62,-86.32,-95.19,140.16,153.38,192.8,-31.28,-47.64,-52.46,-9.11,-19.16,-84.31,42.85,2.0
1.0,2.0,2.0,-23.38,10.16,-42.85,86.56,-56.32,147.64,51.57,32.04,-119.67,44.19,-0.19,75.67,-71.06,-11.76,13.09,-33.15,29.38,64.43,20.43,-36.47,0.0
2.0,0.0,3.0,61.16,16.87,33.02,45.7,-68.22,-57.89,153.16,-33.19,-93.27,100.32,-65.08,-89.44,-337.02,8.52,259.27,37.11,-19.58,18.12,66.38,4.24,1.0
3.0,3.0,2.0,-47.71,16.31,60.23,260.99,12.81,-89.74,-42.5,20.04,36.85,50.25,-52.21,29.73,69.04,-19.93,-25.61,-59.93,42.04,-76.08,-6.95,7.49,2.0
1.0,3.0,2.0,-24.94,33.86,-74.95,-0.46,51.87,91.35,-82.44,-14.98,22.67,116.86,-55.93,-182.73,279.24,0.16,-10.71,5.99,1.89,-95.28,27.23,60.08,2.0
2.0,2.0,3.0,-13.68,45.98,97.83,89.5,-76.0,-108.18,222.26,46.22,9.26,28.75,-6.88,50.93,-154.51,-19.14,156.64,-37.12,-9.93,-39.47,99.53,-97.91,1.0
2.0,1.0,2.0,4.08,-40.02,-118.6,-83.78,-8.21,-143.61,43.1,110.56,30.03,142.07,-75.49,23.54,-120.11,18.91,-21.28,-38.53,-18.79,-68.94,124.37,27.1,1.0
1.0,3.0,2.0,-26.13,133.25,22.37,-54.49,-45.07,66.27,87.21,-69.97,33.42,30.05,103.34,-22.69,-105.16,-35.84,28.47,57.18,6.74,-10.81,-135.97,55.19,0.0
3.0,3.0,3.0,5.59,-140.23,115.17,-81.09,-53.6,96.83,-101.04,22.82,-45.99,-46.08,-77.22,15.16,-253.63,-15.55,189.8,63.2,-0.34,55.02,40.62,-59.5,2.0
2.0,3.0,2.0,27.97,-47.14,-134.51,-152.51,10.99,-93.08,-145.43,8.38,-11.31,31.77,-9.41,-1.29,195.18,14.68,-150.34,43.7,-27.33,-83.0,-36.25,-3.56,2.0
2.0,2.0,3.0,0.39,-50.63,171.42,-22.82,-7.56,-104.62,-45.2,7.9,96.15,133.77,-133.28,105.98,98.49,-3.35,48.68,-14.8,-17.62,107.82,34.67,64.31,2.0
1.0,2.0,2.0,59.45,-124.45,-14.33,55.31,8.07,29.02,-47.5,50.67,6.03,127.39,-25.89,136.29,98.59,5.4,-115.19,-63.58,-1.91,-29.48,-38.76,1.21,1.0
1.0,3.0,2.0,19.17,-45.55,92.65,-89.24,-10.0,-53.36,-127.64,14.54,134.26,0.25,68.66,-80.03,32.8,-3.26,-23.95,0.21,0.16,-44.23,56.62,-3.25,0.0
2.0,1.0,2.0,28.73,39.81,-90.93,-115.21,0.82,210.01,12.57,26.11,14.31,-5.73,32.23,49.96,249.95,9.79,-13.53,-42.65,29.1,-17.5,-38.13,-24.55,1.0
2.0,3.0,3.0,12.24,-128.65,-35.36,37.5,-64.28,30.88,-39.53,77.06,0.63,-16.43,-50.96,-130.59,-104.18,-21.51,106.28,-40.96,-19.15,-4.07,-38.79,-20.97,2.0
3.0,2.0,1.0,-13.84,28.18,67.8,-158.56,21.24,209.15,83.26,-46.79,-166.54,22.07,22.71,94.86,-162.62,-6.87,96.33,-46.0,-33.41,18.16,138.25,-56.43,0.0
3.0,2.0,3.0,-5.05,-60.27,6.61,-36.54,-95.9,112.88,28.32,67.55,40.67,-112.98,13.91,-5.54,-1.58,10.45,110.33,71.03,8.06,-47.76,-65.72,-18.93,2.0
2.0,2.0,2.0,5.1,8.03,21.14,55.5,-12.33,-118.11,109.22,81.35,36.28,105.73,-24.63,48.1,-85.94,-10.17,30.38,-0.8,20.11,-94.25,78.87,-27.6,0.0
1.0,3.0,2.0,1.16,45.43,145.54,-35.33,40.85,275.09,-154.98,-55.38,-76.87,0.76,71.17,93.4,246.83,-17.34,-87.08,10.38,-7.12,-58.02,71.51,-82.66,1.0
2.0,3.0,3.0,-30.09,-72.78,34.41,-124.03,-76.17,68.87,14.97,-66.73,43.76,29.88,-90.51,-9.42,-70.57,-15.72,64.04,29.03,-12.33,71.24,-4.75,-29.6,0.0
2.0,2.0,2.0,-6.98,-87.12,-89.15,-79.92,15.99,220.4,-130.25,-19.91,8.15,-71.26,109.75,96.62,314.89,17.22,-111.57,-54.09,-30.73,76.89,42.18,35.19,1.0
2.0,3.0,2.0,24.62,-142.68,-22.05,-81.87,-18.64,-46.6,85.68,8.46,-46.07,110.26,-45.24,-27.75,-140.96,-10.14,42.66,-8.28,1.18,107.89,-53.25,51.94,1.0
4.0,1.0,0.0,-22.21,5.13,-95.97,13.04,13.58,258.02,101.53,-5.02,32.75,-5.19,11.69,37.99,-224.98,-15.37,-36.73,15.48,5.8,-22.47,-22.42,10.52,0.0
2.0,2.0,2.0,23.95,-21.56,-104.17,-76.8,-29.14,-168.06,-98.27,52.32,-26.66,19.21,35.84,-94.09,-410.26,0.57,66.31,-13.41,-17.69,40.68,-30.98,-43.6,2.0
2.0,3.0,2.0,9.95,-63.33,-110.52,-3.0,-77.65,51.62,-170.13,-38.14,18.46,-104.67,61.97,-52.44,4.72,26.91,-170.91,34.69,12.8,-32.11,-60.47,38.13,0.0
1.0,1.0,2.0,-7.61,-15.76,51.84,-8.96,28.04,-0.09,-72.93,2.27,30.86,137.98,-20.98,-96.23,37.16,-0.09,-106.64,42.97,-2.63,-73.0,-16.64,-42.45,1.0
2.0,1.0,1.0,4.31,-114.54,16.19,-111.0,-31.67,121.56,137.48,-54.59,-85.47,161.24,-103.08,-77.65,-280.55,5.7,-30.94,-54.08,13.94,5.78,10.34,-59.07,0.0
3.0,2.0,1.0,-26.72,-69.19,48.28,-94.79,37.21,124.17,-21.31,-57.8,-31.81,-15.87,11.58,199.84,-12.15,6.19,32.14,-23.9,-16.63,53.3,-61.78,-13.93,1.0
1.0,4.0,2.0,-16.44,10.27,6.39,-151.23,41.7,193.55,-121.91,-78.68,41.44,71.74,-73.55,-15.48,577.7,-15.79,-102.99,-18.53,15.6,7.72,23.48,-1.96,2.0
3.0,2.0,2.0,2.01,-38.1,91.6,273.28,3.48,-149.34,-186.16,-37.79,48.22,-20.79,-5.2,-28.55,41.36,-6.11,-47.5,-45.22,-39.45,0.97,-102.31,-72.97,2.0
2.0,2.0,3.0,-17.48,56.15,24.62,28.01,-43.78,54.78,-129.2,53.09,-65.93,-3.87,-73.12,16.89,-128.25,-4.51,183.01,-74.37,-15.66,45.33,19.58,54.28,2.0
2.0,3.0,3.0,-27.37,-24.19,119.8,-86.2,-25.13,-61.4,-99.02,-33.43,-48.29,75.74,-65.22,16.02,-77.92,-18.7,69.16,45.73,-4.74,-65.33,39.18,-29.7,2.0
2.0,2.0,2.0,20.72,0.67,30.48,51.95,27.9,78.55,-111.75,57.41,18.63,-3.39,80.99,-37.73,98.46,13.33,-62.34,-2.73,-14.63,-17.07,-238.65,34.37,1.0
1.0,2.0,3.0,-32.4,97.7,-186.67,178.01,-52.42,-283.26,-53.31,79.25,-120.97,53.27,55.07,-100.18,-154.88,-51.32,38.81,-7.39,-18.48,39.89,80.04,41.9,2.0
2.0,2.0,2.0,-21.01,-55.0,-31.73,-43.6,-11.0,54.81,-30.38,-98.38,49.45,-23.34,70.61,106.56,187.62,-20.26,-61.33,88.11,8.37,-69.23,69.18,-93.36,1.0
2.0,2.0,2.0,-31.53,43.1,44.13,56.42,49.49,-74.48,19.87,51.3,-42.17,188.52,-127.32,49.58,184.85,33.71,-18.11,11.26,0.16,-58.3,114.52,19.54,2.0
2.0,2.0,1.0,9.77,-66.08,148.52,131.65,51.05,317.08,90.27,-95.05,-20.02,102.11,1.75,114.69,-213.49,-6.44,61.79,-5.69,2.45,30.09,-191.71,14.33,0.0
3.0,3.0,2.0,18.43,-56.38,-126.9,1.61,-90.43,-173.22,155.63,-4.66,-38.67,-28.07,-65.06,189.83,-150.89,-6.61,117.81,-54.02,31.17,-114.53,15.21,-11.49,1.0
2.0,3.0,2.0,-0.06,-45.38,-99.35,-63.17,-96.98,-82.03,19.34,57.64,22.0,-83.13,86.75,70.92,-277.36,-3.16,71.73,25.64,-22.64,-28.08,-75.27,-59.76,2.0
1.0,2.0,2.0,-52.92,57.48,-7.28,-71.08,-35.71,-251.93,-144.04,-7.25,-43.57,57.12,102.68,-54.29,-249.01,4.6,-2.56,-38.01,16.75,98.31,-1.04,5.76,2.0
2.0,2.0,2.0,4.86,0.58,-85.41,-139.95,-6.22,-60.6,-68.34,-27.62,-6.02,96.74,-119.33,-43.11,60.5,-33.18,1.86,7.04,18.79,-101.13,60.58,-26.72,2.0
3.0,3.0,1.0,11.1,27.0,110.73,4.04,6.88,-306.95,-169.33,16.55,39.29,2.12,-6.15,-91.66,25.25,41.19,-111.76,16.96,-0.2,-35.11,32.82,-13.24,2.0
1.0,2.0,2.0,-29.79,-30.67,-13.73,-40.11,2.96,-329.21,-91.56,-0.75,-57.67,166.84,-43.57,-71.96,-172.31,-8.17,-68.63,10.12,-1.34,25.82,58.33,44.61,1.0
3.0,4.0,1.0,3.69,-55.77,49.66,-73.5,28.49,210.24,20.58,82.86,30.99,-34.13,67.5,-133.7,-159.58,-4.82,50.4,-67.84,5.65,-35.28,132.99,125.55,2.0
3.0,2.0,2.0,24.96,51.56,11.05,43.24,-9.61,111.4,173.21,10.68,94.22,48.61,-67.2,52.5,6.13,0.09,65.29,-7.93,57.71,31.71,30.25,49.37,0.0
1.0,2.0,3.0,-56.24,-30.36,95.04,78.66,-79.42,-34.4,-67.13,-3.48,33.18,-22.23,70.27,97.84,-51.3,4.87,-33.65,6.77,-2.49,18.56,45.71,-30.68,0.0
3.0,2.0,1.0,-2.82,-63.06,75.46,269.35,38.46,205.91,-39.7,18.72,10.61,-59.98,30.53,-20.34,200.52,5.22,-22.66,21.36,-40.05,-28.07,1.23,21.0,1.0
2.0,3.0,2.0,16.82,-7.12,-2.16,-2.72,16.09,194.0,-53.32,7.63,24.27,-38.73,50.91,66.5,301.39,23.07,-67.03,-12.72,17.61,25.35,112.93,45.28,1.0
2.0,1.0,2.0,5.34,100.76,10.01,145.84,-8.37,-91.78,45.14,-47.66,29.7,129.78,-138.52,-44.61,-158.0,-30.9,117.95,-27.38,16.71,35.08,30.63,7.22,1.0
4.0,1.0,0.0,9.88,-74.26,35.38,-62.16,37.41,372.94,36.48,-0.93,28.74,-118.3,108.92,113.5,-338.16,3.53,43.03,-12.09,-2.37,-83.45,76.69,62.23,0.0
2.0,2.0,2.0,-10.75,68.72,-39.54,-113.04,-12.14,10.63,-12.58,-27.52,27.21,-43.6,88.48,-57.1,-40.55,4.33,30.44,-59.2,32.0,-62.57,-2.02,-53.41,1.0
1.0,3.0,2.0,-0.62,36.41,-33.11,100.85,61.37,33.28,80.91,37.3,26.85,211.49,-137.68,125.83,205.94,-14.43,13.91,19.64,-26.14,142.94,-101.42,-131.02,2.0
2.0,2.0,2.0,18.57,-27.66,41.78,37.46,-3.71,-3.03,-51.43,-3.02,-31.72,25.99,42.61,-94.92,96.51,-23.99,-86.75,-5.37,13.76,-36.63,-18.04,-88.4,0.0
3.0,1.0,1.0,48.08,-28.0,-97.93,-40.37,11.59,171.71,106.29,-57.65,11.3,5.79,-1.2,170.71,-48.38,-33.6,70.08,53.67,0.26,-38.94,-9.0,47.59,2.0
2.0,3.0,3.0,-2.27,102.31,66.77,-15.34,3.44,-34.77,-172.96,-57.96,-51.34,141.49,-166.59,-49.09,-187.11,12.58,147.12,-27.69,-20.15,-9.59,-58.33,9.95,2.0
3.0,2.0,2.0,-15.67,0.28,-48.14,83.96,-57.23,-164.15,62.55,38.8,82.28,-23.66,-40.63,118.86,81.3,-34.69,31.96,-5.47,12.42,-25.9,-13.55,-143.14,1.0
4.0,2.0,2.0,-37.44,5.35,124.31,-39.6,-37.3,-214.74,-272.2,-8.26,20.17,-44.66,-96.48,58.27,-94.01,7.84,-61.59,44.99,3.06,-4.11,-87.86,-35.78,2.0
3.0,2.0,1.0,-14.94,62.46,116.54,-36.02,8.71,-293.09,-162.74,52.87,106.56,-26.83,-17.7,73.04,119.61,-17.96,-90.77,25.86,-17.38,-119.91,68.65,30.46,2.0
3.0,2.0,2.0,10.37,-10.97,-169.96,-25.39,-59.26,13.17,-106.4,-24.35,-16.4,-63.18,22.24,82.38,-309.28,13.96,90.03,71.25,1.43,-47.16,-152.5,-79.02,2.0
2.0,2.0,2.0,-8.72,-26.49,-27.94,18.78,-2.01,64.14,-80.3,-72.84,-115.43,78.41,-108.75,-82.79,234.54,-29.76,-76.57,23.08,-34.56,-89.98,13.71,-28.8,2.0
3.0,3.0,1.0,-25.73,-56.05,-216.46,-123.21,13.17,53.24,-57.49,46.47,24.65,-57.26,70.2,-54.66,-76.03,-5.49,7.91,-1.07,15.21,61.1,70.4,16.82,1.0
2.0,2.0,1.0,-7.07,-59.78,97.33,163.01,4.09,-151.67,-134.74,62.65,27.86,-28.84,52.76,70.43,88.04,-2.28,-131.69,-91.5,-7.75,-16.21,-57.68,-111.36,2.0
2.0,2.0,2.0,-2.59,2.0,-32.53,41.85,10.28,-289.23,-167.47,45.02,-82.33,176.5,-47.87,80.38,-358.07,-4.83,-32.75,-13.33,23.93,-29.66,68.55,148.41,2.0
