cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,target
1.0,0.0,1.0,1.0,-0.43,-108.35,35.11,-141.93,163.6,-64.02,80.85,-98.12,-5.14,120.7,10.21,-46.82,-299.66,-304.44,-112.72,-5.59,24.07,1.0
1.0,1.0,1.0,0.0,4.7,60.68,13.06,-0.92,-191.07,-71.02,15.72,-7.83,-11.32,27.01,-7.79,-23.97,-208.24,78.04,119.02,209.94,110.14,0.0
1.0,1.0,1.0,1.0,3.31,52.13,76.35,252.44,-35.03,-61.69,-56.64,-47.2,-17.99,-48.42,-8.57,-80.07,197.63,-325.94,-170.39,3.46,173.19,2.0
1.0,1.0,1.0,1.0,-1.37,302.61,29.12,-62.59,-526.36,3.82,-133.67,1.25,-4.78,76.82,-14.87,26.95,134.11,-105.33,-210.25,125.33,132.25,1.0
1.0,0.0,1.0,1.0,3.19,-86.68,31.66,-44.23,236.97,60.78,-54.76,68.5,23.21,159.71,4.95,39.81,112.52,176.79,57.37,-80.42,-281.09,0.0
1.0,1.0,1.0,1.0,-6.42,-74.83,54.44,-35.27,-66.21,-79.58,-6.58,43.38,6.24,-17.47,-11.76,-76.44,-179.21,36.9,-68.88,55.07,54.61,2.0
1.0,1.0,0.0,0.0,0.86,-7.71,115.67,-7.79,-98.92,28.16,26.96,-58.62,7.2,-53.56,-1.31,-19.08,-96.98,-209.36,79.17,91.93,221.86,2.0
1.0,0.0,1.0,1.0,-2.7,80.6,-68.53,119.45,-220.83,-75.87,-0.92,8.24,-5.01,-68.73,-15.9,85.25,-174.25,-8.09,-242.72,10.53,7.73,2.0
1.0,1.0,1.0,1.0,-3.53,-18.27,-19.13,63.3,5.87,-116.99,24.2,-21.74,-13.2,45.36,-6.57,-36.66,-29.67,-81.01,-182.4,-21.53,70.63,1.0
0.0,1.0,1.0,1.0,4.95,-39.36,149.77,-19.28,-95.89,-51.26,-58.87,41.5,19.14,-108.01,1.08,-79.48,-67.81,63.87,113.23,177.35,98.13,1.0
0.0,1.0,0.0,1.0,-6.67,14.18,-160.29,-135.69,-201.61,62.91,-23.17,22.41,-5.46,-101.24,-12.94,23.59,109.53,361.07,10.43,-128.8,7.65,1.0
0.0,2.0,1.0,0.0,-3.64,-37.76,-7.28,147.93,48.07,-69.15,-12.02,-60.44,-1.54,5.24,2.54,15.2,-40.18,14.91,-17.35,27.64,-11.23,2.0
0.0,1.0,1.0,1.0,1.23,207.37,-119.68,7.02,370.11,-141.42,143.42,-3.27,-12.8,117.49,-15.16,-32.66,735.76,-222.42,-40.98,-90.85,132.16,0.0
1.0,1.0,1.0,2.0,2.22,83.94,91.73,-12.12,261.74,5.98,170.69,16.49,-14.72,-189.81,-5.07,-46.92,-34.44,-147.66,51.68,66.29,-122.42,1.0
1.0,1.0,1.0,1.0,0.78,73.11,-33.67,45.25,-194.55,-50.38,58.9,-147.95,-14.57,123.2,-3.09,96.66,-154.94,-29.78,-168.45,15.45,88.29,2.0
1.0,1.0,2.0,1.0,-6.96,51.3,82.07,-15.75,-42.46,-69.81,-155.01,33.08,-14.21,-105.15,9.78,-68.63,249.48,213.14,-107.88,50.07,-161.07,2.0
1.0,1.0,1.0,1.0,-2.34,-59.3,-4.48,49.28,-84.14,3.1,-153.52,-82.71,6.45,75.9,-4.35,19.2,-89.97,-206.03,-74.65,-0.2,23.56,1.0
1.0,1.0,1.0,1.0,-2.88,-168.14,84.08,96.16,109.41,-18.6,-176.02,-70.04,-4.99,-35.02,20.28,123.58,-79.54,-132.24,147.02,93.0,-13.33,0.0
1.0,1.0,1.0,0.0,-1.56,-109.0,35.19,109.48,76.25,-2.4,29.52,61.77,0.26,-202.69,10.02,93.0,-153.96,18.4,13.6,-14.83,-19.71,2.0
1.0,1.0,1.0,1.0,-5.27,-41.88,38.79,-35.5,-25.33,-5.73,-95.88,77.36,-5.74,110.22,-1.07,-30.07,25.17,17.82,-54.87,-6.72,-47.27,2.0
1.0,1.0,1.0,1.0,1.45,-222.79,22.68,-42.16,224.86,-13.79,-103.61,-44.3,-18.68,-11.08,13.79,-141.06,-230.57,-210.31,-58.9,-59.1,-139.55,0.0
1.0,2.0,1.0,1.0,2.03,176.44,-40.08,83.62,-248.7,-4.01,48.79,86.31,-14.29,20.63,-10.44,92.86,-289.63,62.15,180.98,251.84,25.97,1.0
0.0,1.0,1.0,1.0,0.13,-111.91,-115.7,144.18,-291.13,-95.15,-247.59,24.94,14.97,-17.12,-1.21,32.01,47.11,-8.91,-200.57,-77.83,195.6,1.0
1.0,1.0,1.0,2.0,-1.49,264.93,-164.0,-72.23,-92.19,31.18,119.11,-41.73,8.25,-103.17,4.82,38.09,98.66,-67.25,-82.03,-32.62,-28.22,0.0
2.0,1.0,0.0,1.0,1.23,146.4,-132.11,-84.0,-148.4,67.18,64.28,36.86,7.12,9.64,-11.22,31.93,-130.07,48.71,-105.75,-52.35,-122.23,0.0
1.0,1.0,1.0,1.0,-1.26,176.57,-1.07,-60.18,-467.26,1.37,-16.33,-102.4,8.78,20.66,2.52,96.22,-48.56,267.36,-59.17,110.77,98.54,1.0
1.0,1.0,0.0,1.0,1.01,-131.19,10.53,37.14,170.39,-3.59,-68.48,-85.68,-6.0,63.81,7.08,93.43,99.09,87.91,167.13,-6.2,-29.69,0.0
1.0,0.0,1.0,1.0,1.47,-82.18,-150.8,-24.22,-205.86,124.53,-11.67,37.4,-1.38,-35.06,-24.13,-26.05,-49.37,97.86,-191.99,-285.34,51.25,1.0
2.0,1.0,1.0,1.0,-4.98,13.31,-63.88,-4.55,-264.79,174.23,-140.92,70.2,-9.22,35.52,9.02,28.9,-254.12,68.05,-1.61,-31.69,-176.92,1.0
1.0,1.0,1.0,1.0,-3.96,21.89,-83.25,-100.15,-153.2,-107.46,-11.54,30.82,11.84,126.66,-10.28,30.72,-89.1,152.09,-159.41,6.04,7.52,2.0
0.0,1.0,1.0,1.0,-2.0,-119.99,56.65,15.65,501.89,5.49,-77.32,-58.84,-1.42,38.1,-9.95,8.35,247.48,-342.89,-45.72,-128.46,-205.71,0.0
1.0,1.0,1.0,1.0,1.01,-118.72,80.56,-63.75,-208.9,12.49,-21.99,89.99,9.65,46.88,-5.38,94.44,-321.76,49.91,-205.74,-46.84,26.29,2.0
1.0,1.0,1.0,1.0,0.51,-104.27,23.07,217.91,120.68,-56.43,-15.55,-133.04,-5.65,-93.68,-1.85,-3.52,-240.14,-72.41,-42.57,31.5,-105.36,0.0
1.0,1.0,1.0,1.0,3.43,17.63,-92.21,23.85,-466.08,200.58,-133.37,-95.99,-19.63,-99.48,-8.15,-17.49,-508.85,-30.23,-7.88,8.98,-56.85,1.0
1.0,1.0,1.0,1.0,-6.54,13.62,153.82,-202.19,-170.06,76.24,-94.83,13.39,-0.69,-51.9,-1.2,62.73,2.62,288.29,46.65,77.97,-129.68,2.0
2.0,1.0,1.0,1.0,3.25,47.46,92.62,-131.35,-55.78,72.21,47.13,13.93,-19.24,53.07,-1.47,-106.3,0.61,-185.21,31.01,25.94,120.13,2.0
1.0,1.0,1.0,1.0,1.06,-65.17,51.82,-35.2,-188.52,107.07,-59.52,-53.3,8.8,147.55,-2.6,-74.74,-274.33,187.16,134.97,64.97,-55.91,1.0
1.0,1.0,1.0,1.0,4.23,-121.04,-11.83,46.0,266.64,-29.12,4.22,-80.53,-14.2,-67.95,-10.88,-50.21,26.39,-140.17,57.89,-47.59,-13.81,0.0
0.0,0.0,1.0,1.0,1.55,-66.06,142.68,-116.83,314.45,53.27,106.96,16.72,-8.01,9.83,-16.91,21.36,-67.86,-303.64,272.87,98.0,53.85,2.0
0.0,1.0,0.0,0.0,-10.06,103.31,-17.48,-74.43,-107.08,57.31,86.96,104.16,-1.76,50.71,-1.22,-56.97,43.29,-12.49,-78.15,-57.78,49.26,1.0
1.0,1.0,2.0,1.0,-0.87,28.43,142.4,-114.99,125.43,-5.85,-84.66,-42.97,-12.86,78.71,6.1,58.8,42.92,98.79,104.04,148.84,-247.17,0.0
1.0,1.0,1.0,1.0,-11.07,61.68,79.9,-94.52,81.05,23.88,4.25,-22.66,10.51,103.52,9.05,35.43,97.54,17.78,55.85,55.85,-105.85,0.0
1.0,1.0,1.0,1.0,-2.47,-0.85,-78.24,-57.07,-244.96,-61.3,-118.8,97.14,1.73,79.68,-1.04,119.99,-165.03,114.2,-259.11,-31.01,-82.07,2.0
1.0,2.0,1.0,1.0,3.12,-189.08,1.77,-22.79,83.18,-49.0,-140.05,47.5,-0.18,-251.06,3.23,-41.49,-8.4,-168.08,175.13,48.41,176.72,0.0
1.0,1.0,1.0,1.0,2.91,126.9,-1.44,-139.61,-473.84,-57.68,38.66,-5.98,-18.81,14.07,25.38,-60.64,-61.3,224.19,-253.71,15.77,190.0,1.0
1.0,1.0,1.0,1.0,1.16,92.65,-95.36,-79.78,178.52,-0.02,102.93,-41.88,-0.27,-0.8,-3.36,23.14,122.39,31.38,-28.61,-71.92,-150.43,0.0
2.0,1.0,1.0,1.0,5.22,-61.21,75.69,37.55,288.3,-34.46,114.62,-47.81,13.94,-71.19,-7.13,128.26,391.95,75.41,98.5,-80.04,113.74,0.0
1.0,2.0,1.0,0.0,4.54,80.2,-85.25,-103.41,39.63,-54.5,71.8,-8.39,14.49,215.02,0.83,-102.01,-91.69,-110.18,10.29,57.45,3.32,2.0
1.0,1.0,1.0,1.0,-1.29,89.79,-198.96,11.52,288.03,-75.2,140.46,23.09,-13.22,-22.57,-4.01,-8.7,67.13,15.68,-2.79,-55.66,-177.75,0.0
1.0,1.0,1.0,1.0,1.69,-115.45,55.77,-36.9,648.19,-7.1,62.98,-49.59,0.19,55.67,8.19,-37.45,43.19,-250.91,272.61,41.56,-228.27,2.0
1.0,2.0,1.0,1.0,-7.31,152.69,53.42,-16.48,-19.95,9.09,-57.24,91.81,-12.15,92.46,-13.99,-148.35,144.74,-111.66,-67.56,63.7,-108.87,2.0
1.0,1.0,0.0,1.0,-0.24,28.56,54.66,7.24,3.62,-70.23,-80.23,23.39,-3.54,-15.15,0.09,-130.4,22.69,-73.69,-7.12,111.89,-22.43,1.0
1.0,1.0,1.0,1.0,-0.32,-1.62,69.64,-2.21,-252.42,-40.45,-74.21,104.89,13.92,-124.39,-6.79,2.28,-119.03,221.86,-95.08,75.36,-5.33,1.0
1.0,1.0,0.0,1.0,-6.45,-56.33,-55.99,-16.9,-142.11,-14.11,-101.76,-44.07,42.86,22.13,11.87,-8.5,-39.43,81.88,153.74,68.64,129.29,0.0
2.0,2.0,1.0,1.0,-6.4,-42.43,-40.43,-14.55,-327.66,-72.58,-16.76,105.56,-8.89,58.12,16.05,54.13,-247.72,204.26,-168.97,4.59,118.69,2.0
0.0,1.0,0.0,1.0,-4.45,61.74,125.47,193.31,133.93,-28.08,-76.96,79.73,12.33,-17.21,-10.83,-16.91,73.92,-123.42,97.24,167.54,-130.23,0.0
1.0,1.0,1.0,1.0,4.28,66.52,-44.27,-132.71,185.16,43.11,184.43,6.03,-10.2,-5.42,0.37,-113.44,132.86,57.46,47.53,-87.54,-48.43,0.0
0.0,1.0,0.0,2.0,0.32,-10.08,77.66,215.12,-17.34,23.38,-20.6,-55.52,5.68,-128.68,-7.23,-14.44,107.35,8.22,-51.53,-33.25,18.01,2.0
1.0,2.0,1.0,1.0,-1.44,157.31,38.56,88.81,-73.4,-86.22,-38.93,16.33,-1.29,-143.12,4.05,-22.29,72.49,-84.57,43.98,198.62,33.32,1.0
1.0,1.0,1.0,2.0,1.22,18.79,-102.34,-70.99,-246.7,-23.62,0.22,14.99,4.42,-179.41,-1.11,-59.4,-121.88,-2.28,-149.46,-50.86,139.33,1.0
1.0,1.0,0.0,1.0,-0.54,-11.48,-14.16,126.42,44.61,98.23,4.83,53.81,-6.78,184.86,-20.57,-34.63,-117.45,137.63,216.14,44.42,-143.84,1.0
0.0,0.0,1.0,1.0,1.3,39.57,-5.4,-146.04,58.61,-18.27,60.5,39.79,-12.8,100.84,-1.88,40.32,129.72,101.48,48.64,2.54,6.95,2.0
1.0,2.0,1.0,1.0,-2.72,-36.32,-50.27,-2.43,-42.02,42.05,91.94,25.12,-3.93,136.66,2.57,22.96,-190.33,-170.85,-209.07,-152.74,49.78,1.0
1.0,1.0,1.0,1.0,-2.76,170.29,38.91,-16.57,-131.17,-115.31,-102.24,-57.66,-13.82,50.93,-2.35,57.92,200.96,-106.0,-24.81,182.97,87.12,1.0
1.0,1.0,1.0,1.0,-4.43,64.24,-50.79,27.38,-231.79,37.39,5.06,-12.59,-3.85,34.68,11.11,27.35,-109.82,-116.76,-147.04,-44.89,101.37,1.0
1.0,1.0,1.0,2.0,-0.2,19.73,44.0,75.96,194.26,25.53,29.99,-6.98,-9.99,-54.19,7.34,-44.21,-59.36,-299.73,-36.12,1.39,-108.66,2.0
1.0,1.0,1.0,1.0,-4.28,17.68,-5.52,-80.56,175.96,-3.54,171.91,106.71,-15.19,115.32,2.75,-115.4,-63.69,29.87,14.23,-25.07,-73.02,1.0
1.0,1.0,0.0,1.0,0.16,47.38,43.44,88.33,-203.35,-23.95,-112.72,-19.65,-1.47,15.18,11.95,44.33,-160.42,-103.71,77.72,191.84,73.28,0.0
1.0,1.0,1.0,1.0,2.35,174.85,131.43,-39.3,-79.17,-226.21,-140.5,-161.84,-1.99,-51.63,9.27,-35.49,-117.21,-322.9,150.13,493.71,88.44,1.0
1.0,1.0,1.0,1.0,-1.42,106.56,30.58,-252.16,-135.79,-30.18,72.44,-68.91,-13.6,62.25,6.65,-2.41,-18.34,151.53,158.67,165.33,109.57,1.0
1.0,1.0,1.0,1.0,-2.39,-41.31,15.35,-83.73,181.57,-2.21,-2.69,-64.39,-20.2,-79.19,-0.83,-129.86,121.99,-287.12,18.38,-41.3,79.22,0.0
1.0,0.0,1.0,1.0,-5.41,148.65,89.99,63.07,-107.05,-31.44,-40.08,-93.27,-13.17,-86.55,-2.33,-52.45,8.23,62.43,114.01,227.38,-48.58,0.0
0.0,1.0,1.0,1.0,2.71,4.68,33.6,36.18,60.81,-30.36,39.39,84.47,-0.9,169.16,15.51,38.04,21.25,99.63,82.71,59.7,-14.85,0.0
1.0,1.0,1.0,1.0,3.99,-3.09,54.67,15.06,-177.36,-119.8,-40.9,49.06,6.5,59.12,1.57,165.53,-112.89,78.93,-78.16,121.63,99.31,2.0
1.0,1.0,1.0,0.0,-6.01,-0.3,-52.08,-24.41,-159.9,22.57,-35.05,64.06,19.05,-20.46,-20.15,-52.92,-155.38,-91.4,-75.55,-18.99,55.98,1.0
1.0,1.0,1.0,1.0,-3.58,-113.67,59.9,27.03,-80.67,-39.27,-169.48,31.06,11.39,-65.52,-1.38,31.7,-40.14,19.4,202.18,149.51,123.0,0.0
1.0,1.0,1.0,1.0,1.98,-62.76,7.03,-73.77,181.53,-82.06,18.44,74.89,-10.23,20.81,12.04,11.9,314.51,-148.23,-217.3,-174.04,103.43,2.0
1.0,1.0,0.0,0.0,1.4,2.23,-112.46,-102.51,-203.7,63.82,61.71,22.81,0.76,53.24,-11.98,46.21,-224.45,-33.21,-61.01,-80.34,114.16,0.0
1.0,1.0,1.0,1.0,-3.96,12.45,-37.14,-123.41,-190.8,-62.77,-82.76,-39.52,-18.21,-87.63,-2.76,-5.88,-90.84,-150.26,-131.0,31.68,129.68,1.0
1.0,2.0,1.0,1.0,2.82,-81.31,-60.31,160.71,126.06,96.76,-0.42,20.86,9.26,77.89,-2.26,71.81,287.08,76.92,-172.29,-315.85,-83.3,1.0
2.0,1.0,1.0,1.0,-1.45,40.56,41.52,-110.33,36.78,43.28,36.9,-51.33,-0.71,108.8,-4.7,13.82,-37.32,-85.77,-27.25,-1.33,-66.01,2.0
1.0,1.0,1.0,2.0,5.52,95.48,-2.94,-43.82,-46.41,111.9,106.49,-56.35,-11.97,-13.43,-3.0,5.67,-65.02,175.66,36.12,-23.15,-140.83,0.0
1.0,2.0,1.0,1.0,7.55,57.09,-61.72,18.63,-17.61,-10.73,90.56,1.14,10.11,127.02,1.32,103.59,-0.35,130.95,56.63,12.51,16.78,0.0
1.0,1.0,1.0,1.0,2.65,-75.11,66.88,20.67,251.77,-67.42,51.93,-10.86,-16.99,123.49,21.94,49.3,-149.84,23.63,-169.75,-34.02,-268.64,0.0
1.0,1.0,1.0,1.0,1.5,-55.47,139.67,95.84,78.47,-51.6,26.93,-31.03,11.98,125.19,7.72,-42.67,-235.6,137.53,46.69,140.86,-149.68,0.0
1.0,1.0,1.0,1.0,-2.15,28.61,-194.14,86.76,-798.21,110.38,-247.04,-49.57,4.31,114.73,-13.47,-40.87,-536.13,-186.13,-310.55,-56.19,179.3,0.0
0.0,1.0,1.0,1.0,2.23,140.94,12.26,205.04,-92.08,-13.51,-26.65,-12.23,9.35,-94.9,-5.62,19.39,150.67,-144.15,69.61,112.04,121.63,0.0
1.0,1.0,0.0,0.0,-0.33,-13.96,-28.77,73.42,-290.99,4.31,-6.69,22.15,1.67,-127.68,-11.7,-138.07,-149.78,80.32,-161.16,-53.02,126.58,1.0
1.0,0.0,1.0,1.0,-0.55,-100.9,-72.66,48.64,22.72,-2.62,12.84,-9.2,-6.3,-139.32,13.98,8.88,-258.7,31.6,14.56,-25.68,-46.73,0.0
2.0,1.0,0.0,1.0,-1.78,-49.41,21.52,138.76,66.98,-46.97,74.58,21.64,-5.53,-93.07,8.08,-145.21,-418.74,-19.48,-207.2,-1.19,-222.78,0.0
1.0,1.0,1.0,1.0,4.62,41.54,-40.83,-43.23,91.9,38.85,-47.27,-29.2,1.18,-29.28,14.21,-13.33,-28.72,-196.78,215.22,104.74,-30.95,1.0
1.0,1.0,1.0,0.0,-4.56,-83.27,-2.89,233.6,-367.58,-101.77,40.89,58.14,-16.73,-43.09,-9.31,-30.71,-360.66,240.45,-177.31,27.0,203.92,2.0
1.0,0.0,0.0,1.0,1.71,44.03,60.51,-18.85,31.33,-92.62,-26.38,34.55,-6.33,66.55,8.81,36.64,-206.77,-190.47,110.63,242.9,-2.61,1.0
2.0,1.0,0.0,0.0,-3.95,-66.47,-23.92,-108.89,28.68,-23.38,122.25,-41.39,4.21,-44.04,-14.27,46.16,23.0,116.39,39.44,-63.57,158.32,0.0
2.0,1.0,1.0,1.0,4.74,1.24,86.28,157.03,-142.29,-106.73,-159.85,-98.5,7.59,-99.91,2.47,-132.23,-3.09,5.76,-256.99,50.69,-65.64,2.0
2.0,1.0,1.0,1.0,-0.33,-8.23,31.34,-28.6,-225.42,-7.84,52.53,-7.88,-7.06,-50.49,19.69,-85.25,-287.58,-59.57,-124.96,23.63,136.18,2.0
2.0,1.0,1.0,0.0,2.18,-103.13,77.66,67.53,207.01,26.8,69.08,94.83,-12.29,-145.52,-1.53,-78.52,76.53,-224.33,-217.81,-198.58,1.89,2.0
1.0,1.0,1.0,1.0,-2.7,-13.91,11.72,131.12,-71.04,65.36,-24.67,58.58,-0.28,45.46,-6.36,22.5,-159.06,0.32,136.74,67.31,-4.7,1.0
0.0,1.0,1.0,1.0,-6.49,-29.2,-107.67,-31.67,301.93,-69.07,134.53,134.7,11.54,-5.35,-6.91,82.26,34.62,-181.21,-52.89,-102.75,-6.42,2.0
1.0,1.0,1.0,1.0,-0.24,75.68,-192.93,137.8,-599.98,9.31,-132.97,-71.42,3.35,98.94,7.69,-35.26,-291.95,46.24,-95.77,41.7,209.07,1.0
0.0,1.0,1.0,1.0,1.05,-75.9,156.33,135.58,44.95,-44.67,-128.79,11.89,-4.36,38.0,-24.75,22.22,-38.48,-168.09,213.06,213.77,95.17,1.0
1.0,0.0,1.0,0.0,1.36,65.34,143.96,52.06,490.65,-4.45,177.57,-33.71,3.09,62.24,-8.13,64.34,182.66,-187.24,28.2,8.61,-212.19,1.0
1.0,1.0,1.0,2.0,3.15,-16.38,-188.89,4.88,362.44,-140.95,177.78,-102.18,-24.32,-46.33,-6.27,-25.3,37.41,198.08,90.74,-33.18,-127.87,2.0
1.0,1.0,1.0,0.0,2.34,-63.19,83.48,10.74,52.75,-31.39,-114.82,-41.59,7.24,135.75,0.87,19.89,120.62,-32.76,215.85,129.92,94.36,0.0
2.0,1.0,1.0,2.0,-0.58,-143.35,115.52,105.76,123.45,-30.46,-89.42,95.25,-0.75,-67.79,25.81,-119.49,-182.85,1.03,18.13,67.51,-148.48,0.0
1.0,0.0,1.0,1.0,-4.41,-34.61,-46.53,68.41,103.53,-0.67,56.52,-98.95,-10.85,41.25,-9.81,45.17,-205.53,-64.17,-205.21,-108.57,-186.68,0.0
1.0,1.0,1.0,1.0,0.22,149.02,-190.41,-89.9,-91.45,-43.16,12.6,-24.99,8.4,-48.92,23.98,2.39,-29.76,29.43,-149.08,-30.51,-113.79,0.0
1.0,1.0,1.0,0.0,-3.24,-46.69,-14.71,-105.67,145.48,-5.5,56.48,33.44,20.71,-119.14,11.16,-20.85,45.72,11.11,-45.73,-89.33,-46.29,1.0
1.0,2.0,1.0,0.0,-5.52,-53.77,102.34,74.16,433.75,-109.01,242.28,-47.79,-6.7,285.1,21.87,78.23,481.97,229.05,245.54,-7.59,167.43,0.0
1.0,1.0,1.0,1.0,-2.02,-96.71,6.29,-213.7,-38.12,-27.38,-7.37,-15.66,12.99,-183.7,-6.64,-90.0,-214.91,321.77,116.25,73.95,-81.43,1.0
1.0,1.0,1.0,1.0,1.33,93.56,-31.97,37.14,-223.71,-79.14,-51.42,116.27,7.48,50.9,4.93,-134.87,-93.43,-106.26,-65.16,120.47,125.69,1.0
1.0,1.0,1.0,1.0,1.81,-158.33,144.69,20.09,195.51,85.95,30.75,-2.52,0.42,-108.86,-1.78,-78.88,-67.39,-126.76,76.97,-53.25,-7.28,2.0
1.0,1.0,1.0,1.0,-5.79,84.93,58.07,-73.05,129.52,51.14,-30.37,61.07,9.64,141.76,6.58,27.27,-74.72,-55.44,-98.54,20.92,-368.54,0.0
1.0,1.0,0.0,0.0,-6.84,-11.86,88.51,108.53,258.46,-27.76,29.34,-48.18,-3.1,105.97,2.07,21.67,-89.7,-99.24,-60.06,32.86,-248.13,0.0
1.0,1.0,1.0,1.0,-3.12,53.78,87.03,-26.54,-262.46,47.25,-20.91,-22.0,-0.71,-26.91,-5.51,138.87,3.97,301.73,204.84,149.43,99.26,1.0
1.0,2.0,1.0,1.0,2.82,-203.68,-86.78,-39.1,53.05,193.75,1.1,-6.08,-5.58,44.77,-2.57,26.4,-481.62,139.9,257.26,-63.82,-192.1,1.0
1.0,1.0,1.0,1.0,2.33,-166.27,138.1,-67.77,-219.92,-60.77,-150.93,-66.2,-19.77,-9.75,-10.45,-11.79,-82.68,271.73,-23.41,66.25,98.23,2.0
1.0,2.0,1.0,2.0,-4.82,136.69,-113.15,-1.56,-456.91,46.97,-76.21,45.43,1.85,-273.05,10.99,7.15,-126.45,50.14,-34.21,53.51,129.24,1.0
1.0,1.0,1.0,1.0,-2.15,230.89,-61.71,-46.76,-374.97,42.72,-129.8,-82.44,3.83,-156.88,11.34,-157.48,96.62,-59.32,-84.55,72.21,36.69,1.0
1.0,1.0,1.0,1.0,2.99,-27.16,67.64,-118.18,-131.7,64.13,-89.05,-77.91,-5.81,-55.27,-6.91,-61.65,-87.55,-100.29,130.38,88.11,99.42,1.0
0.0,1.0,1.0,0.0,-3.58,-24.41,99.22,21.03,-26.6,-25.21,-131.29,122.85,8.73,-24.16,10.76,115.59,-122.92,-201.2,135.08,193.09,37.91,0.0
1.0,1.0,1.0,1.0,2.02,4.63,-3.14,-131.9,-385.93,134.59,-3.23,-100.47,14.64,-65.15,5.96,110.41,-172.46,419.62,-28.51,-57.91,-22.61,1.0
1.0,1.0,1.0,1.0,-3.1,-120.45,30.08,-54.95,254.82,10.57,119.51,16.44,0.85,-106.17,-0.77,90.85,-185.53,-100.9,71.03,-29.99,-41.69,2.0
1.0,1.0,1.0,2.0,-4.51,-3.17,85.69,93.13,207.73,-45.72,79.31,-5.3,-14.04,21.35,0.09,21.13,-239.26,-291.09,-151.48,34.89,-152.62,0.0
1.0,1.0,1.0,0.0,5.66,-16.17,-106.05,16.68,438.59,-105.5,129.38,104.86,19.95,82.09,-1.4,-11.19,-8.22,-145.54,-122.8,-93.46,-227.88,2.0
1.0,0.0,1.0,2.0,-6.4,-34.98,-2.12,-44.35,46.78,-135.87,-100.02,-152.99,4.74,11.35,9.31,-45.46,135.64,4.76,-21.55,59.77,42.45,1.0
1.0,1.0,1.0,1.0,10.91,39.66,117.18,141.87,-281.49,-46.8,-68.37,48.87,-16.27,1.87,-13.88,102.03,19.38,209.14,-9.78,132.67,112.97,1.0
1.0,1.0,1.0,1.0,-2.46,5.97,48.92,55.83,18.49,-36.51,-29.32,39.53,8.61,-9.11,-2.78,-30.0,243.09,31.37,-108.69,-55.33,31.67,2.0
2.0,2.0,0.0,1.0,-9.12,-34.27,51.6,77.57,-88.63,70.37,10.82,143.98,27.51,-61.05,10.91,-104.38,-184.41,44.84,24.11,10.74,-21.56,1.0
1.0,1.0,0.0,1.0,-1.17,23.33,146.82,9.83,365.21,-54.76,42.47,-45.75,-21.58,19.25,1.48,-108.85,125.52,-152.42,53.61,93.67,-172.92,0.0
1.0,1.0,1.0,1.0,-1.16,-60.22,7.11,-42.45,188.71,8.78,55.29,-94.19,-10.39,-12.59,-7.07,-26.05,3.95,-76.85,-115.59,-120.55,-98.62,2.0
2.0,1.0,1.0,1.0,-1.85,72.51,-96.2,131.53,-245.98,-0.9,-14.36,151.89,27.18,42.49,6.27,-4.89,-57.89,97.88,-27.86,13.98,81.97,1.0
1.0,1.0,1.0,1.0,-2.06,-63.46,19.68,23.2,292.3,21.82,-21.99,-168.78,-23.81,-2.96,12.68,38.46,70.49,-40.62,-6.31,-71.19,-235.5,0.0
1.0,1.0,1.0,1.0,2.7,46.53,2.31,-103.72,77.66,31.61,-32.48,92.15,17.52,46.27,5.11,0.03,38.33,11.9,70.72,38.32,-149.01,0.0
0.0,1.0,1.0,1.0,-1.4,88.71,-16.31,-1.83,15.71,38.41,20.83,82.65,-7.83,28.16,4.96,-137.15,66.3,31.82,43.2,15.63,-82.99,1.0
1.0,1.0,1.0,0.0,2.05,40.72,49.79,-184.03,109.09,35.71,-82.27,-12.41,7.08,63.64,2.78,105.37,47.75,-103.08,52.53,59.02,-175.15,0.0
1.0,1.0,1.0,1.0,-0.46,-8.14,-10.13,49.87,226.83,9.52,150.57,17.65,9.03,59.21,-11.48,56.87,83.33,-74.2,-48.72,-115.98,-23.05,2.0
1.0,0.0,1.0,2.0,-1.86,12.72,37.37,-18.8,-299.28,42.63,-58.74,69.26,3.58,-62.46,-6.57,18.71,-194.14,70.33,-194.3,-20.9,-15.84,1.0
1.0,1.0,1.0,1.0,2.62,47.66,107.51,-42.68,256.18,-78.76,32.52,9.28,-3.47,-25.48,-3.85,-8.82,-47.98,-166.34,150.32,207.92,-112.83,1.0
1.0,1.0,1.0,1.0,-5.66,-163.61,-54.04,-60.22,348.41,-40.81,59.99,-75.02,1.38,9.35,2.03,-90.84,-330.01,-107.32,255.51,83.68,-108.91,1.0
1.0,1.0,1.0,0.0,-10.64,-66.33,13.04,54.44,196.16,-22.44,36.76,26.04,-5.53,-133.74,-5.79,133.41,-81.3,-64.46,13.08,-8.41,-90.82,0.0
1.0,1.0,0.0,1.0,1.76,105.51,33.66,143.53,-437.76,-125.06,46.91,-80.37,4.51,-307.59,-0.19,-73.91,-162.96,45.91,-112.35,163.03,340.77,2.0
1.0,0.0,1.0,1.0,-2.56,-49.17,147.14,105.04,81.73,-9.61,24.23,109.02,15.86,14.25,11.72,41.73,12.76,-141.72,111.77,88.68,129.2,2.0
