cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,target
2.0,1.0,400.93,-8.23,-342.56,-2.12,-148.26,13.3,-21.27,2.58,152.3,117.62,-42.49,126.03,59.54,57.81,217.45,159.82,-57.98,1.0
2.0,1.0,-115.47,-23.35,-187.59,4.04,-180.53,28.87,7.48,-51.01,-49.57,-14.92,42.18,70.47,-99.06,-36.71,-62.61,116.24,63.67,0.0
1.0,1.0,431.13,67.9,-85.06,2.01,26.88,15.9,-28.7,-22.79,-65.97,17.18,-16.29,163.52,60.1,49.17,-164.91,-73.36,-1.26,1.0
2.0,2.0,-340.87,-132.07,-250.46,-9.76,-169.23,30.68,55.06,44.32,-188.77,85.68,47.51,-124.73,84.02,-50.47,-91.43,85.9,29.28,2.0
2.0,1.0,581.67,78.63,-206.01,-0.18,55.68,-88.02,-52.35,-138.43,-69.4,-4.1,65.84,182.85,55.42,153.76,-107.68,-7.74,-22.65,1.0
2.0,2.0,-43.9,-4.76,185.76,-6.96,40.69,-35.51,-39.17,81.65,-50.13,-72.8,2.38,-133.4,26.62,78.37,-88.04,-196.04,-143.62,0.0
1.0,1.0,40.17,-41.73,-58.06,-0.11,-331.45,21.21,-30.74,64.76,-66.16,-4.13,-7.85,-89.21,55.45,-131.03,84.88,18.79,33.12,2.0
2.0,1.0,34.07,-13.19,-39.84,4.71,-231.58,-67.77,-11.61,60.71,-69.14,105.07,-27.89,-7.38,29.35,106.59,1.6,165.7,303.0,0.0
1.0,1.0,133.0,46.39,-64.71,-1.96,73.95,-36.43,-42.57,64.8,-43.36,97.22,43.99,60.63,63.32,-10.93,132.97,125.42,-6.61,1.0
2.0,1.0,-105.04,25.59,-80.19,-1.16,-87.97,-38.59,-43.41,40.32,-160.93,-154.55,-78.85,102.14,-34.07,-6.56,153.94,182.36,-15.61,2.0
1.0,1.0,147.2,21.64,-120.32,-12.65,-50.87,-1.9,-16.34,133.33,-146.57,53.87,142.57,49.61,52.13,-72.59,-20.44,16.52,19.52,1.0
2.0,0.0,-453.1,111.54,-38.35,13.55,322.44,-34.07,-8.36,-192.07,30.05,-117.85,-13.07,210.05,-128.17,32.47,-86.07,-84.3,19.95,0.0
1.0,1.0,195.13,21.92,-17.8,-7.8,-39.98,-6.48,-37.69,159.19,120.76,-70.9,50.52,14.56,-81.56,-176.43,85.42,6.01,68.88,1.0
1.0,1.0,151.74,81.42,-39.28,6.31,83.07,-5.12,-53.91,17.27,-31.81,168.09,-58.65,119.16,-199.96,-112.66,18.64,169.04,-48.27,0.0
2.0,2.0,-96.52,-34.98,-58.64,-4.24,16.67,32.52,-1.77,-31.44,14.78,-87.7,-8.06,-94.64,54.26,145.44,126.26,100.08,136.3,2.0
2.0,1.0,-294.09,-9.92,-66.03,-4.05,12.34,21.98,1.96,181.01,-158.76,-94.18,-71.64,37.29,85.11,-98.61,81.13,140.87,-43.41,0.0
2.0,1.0,429.75,54.39,-136.9,10.04,29.2,15.64,-18.87,8.88,122.87,127.05,43.22,148.42,69.47,128.11,-37.77,-49.77,-100.27,1.0
1.0,1.0,-87.91,98.72,154.86,1.21,655.73,20.96,-10.75,37.55,107.81,78.96,74.55,-116.56,-30.59,-126.19,41.54,317.28,-33.34,0.0
0.0,3.0,166.64,-78.58,-21.58,-4.19,51.17,-17.41,75.27,-56.18,21.72,59.16,-31.09,-187.58,26.75,-120.84,68.6,-39.77,107.12,2.0
2.0,2.0,384.26,-64.55,-215.3,2.99,-416.87,0.65,-32.16,40.96,31.37,-13.15,-50.52,-13.85,28.19,62.95,16.59,306.32,-138.61,1.0
2.0,1.0,-98.08,-32.12,-198.59,-1.47,-95.49,-46.84,12.68,75.58,24.65,-59.9,79.35,9.87,-2.05,-22.11,-36.39,-80.51,10.0,0.0
1.0,1.0,145.98,22.53,218.84,-0.7,-79.67,3.74,-32.18,-155.6,72.91,97.76,45.6,-31.77,-112.61,-91.74,90.49,-101.22,74.9,1.0
2.0,2.0,-73.75,-17.85,-76.0,1.59,-1.85,10.16,-30.18,126.78,233.97,39.73,49.37,-37.15,98.0,67.15,23.35,271.41,60.99,2.0
2.0,1.0,-88.97,43.09,46.85,-6.07,10.42,5.98,-31.71,-70.38,81.45,-11.85,-68.37,73.72,12.33,26.93,-76.65,-59.74,101.23,1.0
2.0,1.0,90.49,15.65,-116.11,-14.18,-70.94,-44.26,-32.25,-78.98,-8.8,-12.84,-96.91,-57.72,47.22,-15.73,34.03,-49.75,1.96,1.0
2.0,2.0,-51.81,-55.97,-52.32,-6.17,-153.24,27.81,61.12,-38.27,35.99,-184.65,-26.86,73.89,105.2,15.77,-77.51,59.39,86.33,0.0
2.0,1.0,261.24,-19.94,-253.62,5.74,-144.59,-56.31,-117.79,1.24,65.42,109.86,-65.34,-216.1,-61.87,-41.13,49.09,-157.69,-53.57,1.0
2.0,2.0,207.7,-84.43,-290.11,1.23,-209.42,-22.25,-48.28,-57.41,27.05,-11.74,38.4,-144.15,-83.05,25.91,-103.41,-116.27,73.22,1.0
2.0,3.0,-16.8,-83.66,-80.26,-2.65,107.05,2.46,55.28,41.0,-2.95,81.72,55.28,-176.9,93.58,132.15,-111.34,-60.76,-42.64,2.0
1.0,2.0,39.84,-114.91,-325.06,7.51,-224.7,28.91,-17.0,-156.14,18.01,83.8,-0.92,-143.34,-78.18,-83.33,31.63,-41.75,-2.22,2.0
2.0,1.0,-220.78,-6.27,7.15,-0.76,17.12,-5.74,65.72,78.08,132.81,13.45,1.24,80.12,161.37,-32.09,35.72,85.04,-62.75,0.0
1.0,2.0,-82.26,-63.29,-24.53,-5.31,-172.97,-18.87,76.79,74.7,2.98,2.82,107.55,46.59,-34.7,-32.85,-16.37,110.09,-17.85,0.0
0.0,3.0,-121.07,-53.2,122.21,2.12,-39.72,-67.32,131.99,84.96,-21.24,-22.71,-0.78,58.37,87.53,-215.44,4.96,284.88,-20.57,0.0
2.0,1.0,130.65,-54.27,-134.81,-9.26,-532.63,16.09,-32.91,99.03,-4.67,-38.27,-6.14,44.79,5.53,125.74,2.37,266.1,-11.91,1.0
1.0,2.0,-122.45,-46.88,-44.32,1.48,-107.83,71.32,26.21,-16.8,-20.16,145.62,-7.55,88.98,174.65,-50.82,-55.06,84.94,-13.88,0.0
1.0,2.0,-367.5,-30.92,-33.82,-5.47,104.78,24.24,13.92,-156.95,-92.24,38.87,-19.8,-48.22,-89.31,-226.44,110.0,76.14,-78.73,0.0
1.0,1.0,201.43,46.12,-121.53,2.39,152.24,24.68,-15.21,36.84,68.83,-0.13,65.45,-15.82,2.95,-30.66,35.56,153.35,-2.16,0.0
1.0,1.0,61.83,50.4,332.63,-4.63,59.01,39.71,-49.11,-35.82,115.22,-42.68,11.06,-21.94,35.86,-40.73,41.31,-64.32,-28.97,0.0
1.0,1.0,193.62,48.11,19.55,-4.19,-36.05,25.61,-26.66,75.47,-117.51,148.38,68.9,96.8,-18.55,45.25,92.1,55.54,-145.94,1.0
1.0,2.0,281.9,20.16,26.68,3.62,83.18,-13.43,-16.18,157.54,19.15,157.85,127.24,5.39,-71.65,-66.62,-146.82,38.95,147.26,2.0
1.0,2.0,209.85,-26.51,143.14,-0.38,-215.86,-15.8,-45.15,22.41,149.85,30.36,-28.04,-138.64,-7.39,78.87,-3.82,-64.91,77.4,0.0
1.0,1.0,134.4,42.67,242.47,-5.04,-1.28,-40.5,-40.16,-51.53,-29.16,-172.72,60.86,-82.01,74.05,-81.38,60.29,164.21,-32.48,0.0
1.0,1.0,201.12,77.28,129.94,8.43,-65.92,-0.36,-108.19,126.49,-7.97,-152.38,71.42,68.34,11.22,-84.14,6.32,195.3,-122.72,0.0
1.0,1.0,44.56,6.42,76.24,-6.12,-102.87,74.49,-12.53,75.42,49.97,-73.63,3.87,-64.33,35.54,-36.11,103.62,-132.93,-64.8,1.0
2.0,1.0,6.05,-72.83,-232.21,-11.79,-209.19,17.62,-40.64,21.36,128.71,3.38,125.17,-185.51,8.24,-54.12,111.41,-338.57,-109.39,1.0
1.0,0.0,46.76,28.02,-107.62,0.02,-11.11,82.72,-39.75,-37.92,25.26,50.9,118.42,-43.48,141.51,-65.22,24.91,-107.92,-90.25,1.0
2.0,1.0,177.42,0.97,-171.39,-1.02,-113.15,4.69,-44.68,149.12,-103.96,10.05,-0.81,93.68,-43.83,12.39,144.64,233.39,92.46,2.0
2.0,2.0,-180.94,-62.57,-260.19,-9.72,-180.17,-59.98,-43.39,-46.67,149.69,-88.94,14.75,-47.03,140.04,-189.33,49.93,187.89,50.11,0.0
1.0,2.0,-30.14,-78.73,-208.7,1.58,134.79,8.07,8.48,144.32,-29.78,82.05,-130.39,-190.48,-20.65,-40.87,29.87,-216.53,74.43,2.0
1.0,1.0,165.14,-25.73,-154.49,9.42,-130.93,5.86,-70.11,-17.9,-110.77,-76.69,27.07,-133.62,62.62,-107.75,-64.87,-192.04,90.44,1.0
2.0,2.0,-299.65,-48.29,-171.12,0.03,-106.89,14.8,-67.92,-141.71,50.31,54.48,-29.49,-0.23,-25.64,-194.18,27.06,273.66,-33.7,0.0
1.0,1.0,-51.75,-20.09,-226.11,-16.7,130.85,26.84,55.5,-96.6,123.48,-67.27,-48.25,-12.56,9.22,-54.77,74.84,85.73,166.86,2.0
2.0,2.0,-280.58,-40.31,-61.92,3.21,166.0,-15.24,61.04,377.86,-47.1,105.16,77.11,-103.84,126.98,113.04,4.65,11.68,-5.02,2.0
2.0,2.0,-131.87,-70.47,-138.61,-0.29,-230.61,24.03,-5.64,-26.46,2.78,-112.86,-82.84,-59.53,14.62,64.29,-84.51,4.54,23.5,2.0
1.0,2.0,-166.32,-34.71,17.47,-9.36,-2.28,20.72,43.56,-46.34,-147.72,198.92,75.27,84.25,-42.43,-62.37,-32.32,38.13,-73.15,0.0
2.0,2.0,132.9,-55.25,-140.07,-1.44,-307.12,64.7,-7.72,-155.36,30.52,104.45,129.21,-34.78,62.32,59.58,29.36,298.19,-52.21,1.0
2.0,1.0,-268.94,-42.57,-186.9,1.7,-114.51,-2.12,28.02,128.83,30.6,-2.35,-104.61,31.7,-13.55,-46.81,-36.8,2.51,113.67,2.0
2.0,2.0,-299.75,-23.55,-111.87,0.1,-17.32,5.32,-35.21,139.79,-63.71,-2.6,99.84,37.83,-23.82,-59.24,-26.38,34.37,10.42,0.0
1.0,2.0,-106.3,-24.06,91.08,-8.77,-36.22,-14.47,102.33,-189.08,-101.68,167.39,125.57,155.06,-88.02,12.38,-8.73,95.02,123.58,0.0
2.0,3.0,107.46,-99.66,-280.91,-9.88,142.85,13.31,-17.02,123.87,-123.75,-39.41,-17.14,-192.13,50.12,93.05,46.65,-64.98,-144.87,2.0
1.0,2.0,155.7,19.53,62.26,-2.26,227.95,-1.59,-7.99,1.3,83.2,23.73,-60.82,-123.96,33.47,-56.73,-40.62,-43.17,161.92,0.0
1.0,2.0,208.14,-75.97,-113.52,-2.3,-268.78,4.38,-35.98,-1.13,47.64,75.88,42.86,-103.71,-130.01,-44.61,-100.88,-247.38,-214.1,1.0
2.0,2.0,188.77,-73.83,-258.46,-15.4,-294.93,-60.31,-33.46,-2.53,-57.16,-74.77,-52.11,4.89,103.16,41.22,7.96,215.95,60.75,2.0
1.0,1.0,145.6,-34.59,-105.84,8.7,-374.65,-11.26,-75.93,-23.1,-119.43,-22.74,-37.99,-1.14,38.74,-90.96,-82.01,278.16,13.15,2.0
2.0,2.0,-81.35,-47.18,-133.02,1.24,167.52,-13.71,48.72,-2.71,36.53,55.38,-34.08,-73.71,-168.85,101.7,17.48,-108.88,-66.89,2.0
2.0,2.0,-161.1,-35.63,-120.37,-10.07,-109.11,13.54,22.88,-18.18,-18.51,-27.04,113.45,45.14,-27.15,-100.97,-8.03,175.69,44.35,0.0
2.0,1.0,312.71,57.73,-123.15,0.7,59.55,15.02,-119.38,-89.7,-22.57,-16.81,-166.16,61.34,-7.08,11.99,118.3,121.26,-70.08,0.0
1.0,1.0,201.53,-13.44,-50.46,5.94,-133.57,-35.64,-59.0,-157.0,103.83,-21.71,49.37,-99.16,-64.64,-89.71,12.09,-112.12,217.52,1.0
1.0,2.0,-102.13,-20.2,158.4,-0.72,-33.63,15.59,116.42,-7.71,59.03,153.91,71.45,195.77,114.8,-26.09,42.95,142.17,-42.27,0.0
1.0,1.0,366.71,-49.07,-219.78,15.65,-347.54,-56.78,-55.56,-60.9,58.69,34.13,-10.62,-66.05,49.8,-49.1,56.06,-150.06,-2.88,1.0
2.0,1.0,-367.99,-37.13,-295.92,-7.75,-56.66,-15.94,-65.26,-7.92,-109.82,51.83,-11.71,-145.64,-103.21,-248.89,88.21,84.28,-26.23,0.0
1.0,0.0,-26.38,83.0,248.31,-8.94,107.25,-40.32,-27.22,210.66,118.54,-143.64,81.34,-89.76,79.47,-49.72,-6.8,380.96,-2.42,0.0
2.0,1.0,93.23,13.86,-60.03,-8.51,-215.98,-21.28,-40.89,112.2,-56.83,5.19,13.9,80.48,0.1,132.62,-174.88,28.92,64.49,1.0
1.0,1.0,-118.13,49.71,225.69,-2.58,66.11,31.77,-48.78,38.65,-93.52,11.9,118.1,-91.04,-96.13,-49.87,27.22,143.24,-207.6,0.0
2.0,1.0,-90.94,28.4,58.68,2.42,174.67,41.76,6.43,301.7,35.86,29.59,-49.04,-31.32,34.16,207.47,84.85,-14.66,51.83,2.0
1.0,2.0,383.41,20.36,-191.4,-1.65,-38.98,26.92,-29.69,-13.09,26.69,45.97,-37.75,173.26,53.33,-24.47,27.66,68.6,-40.3,1.0
2.0,1.0,-42.5,-52.3,-355.32,-2.44,-264.37,10.11,-37.56,-29.42,-19.32,75.83,-57.93,-1.94,101.13,84.63,-18.08,-143.66,-35.17,0.0
1.0,1.0,179.68,-7.66,-82.46,-11.9,-78.31,15.57,-36.57,18.17,-8.65,-28.42,-91.92,2.28,18.53,-137.4,51.07,-106.31,-46.6,1.0
1.0,1.0,78.85,32.75,-0.28,5.66,367.55,-38.84,32.31,-71.65,7.94,150.79,-18.11,-169.94,-15.44,-26.63,81.0,160.48,1.18,0.0
2.0,1.0,-177.18,-24.73,-113.96,-5.48,-43.34,-38.52,40.83,101.02,-169.57,49.58,-139.42,16.12,-106.57,-2.48,58.66,39.51,-93.13,0.0
1.0,1.0,280.43,30.16,-11.25,1.09,174.39,-17.11,-81.31,69.85,-178.46,125.63,55.03,-166.9,52.94,-133.46,65.82,414.57,17.11,0.0
2.0,0.0,35.52,-1.45,-172.68,-8.83,-149.82,4.25,-27.21,69.65,-46.12,45.15,-94.65,-86.88,4.83,-21.49,116.6,-198.03,-1.55,1.0
1.0,1.0,40.6,68.88,138.16,0.31,228.12,26.19,-30.37,-53.09,-33.56,20.5,-63.04,-60.76,-32.62,-186.4,-29.15,317.81,-55.17,0.0
2.0,1.0,-290.94,-15.37,-144.9,14.11,-55.88,-20.18,-26.54,194.55,-61.01,17.69,-73.31,40.41,69.9,-160.78,57.84,210.57,38.67,0.0
1.0,2.0,224.09,53.85,51.55,-8.81,412.38,-15.1,-84.5,-31.7,-30.55,-80.13,-127.24,-73.98,-116.43,-124.07,-178.09,106.9,3.87,0.0
1.0,1.0,15.7,-32.97,-59.37,4.19,-336.85,44.14,-55.87,-90.31,-60.04,-69.44,106.26,-53.32,-151.89,-113.98,60.5,151.96,-84.5,2.0
2.0,1.0,-123.79,32.71,37.8,-5.41,19.6,8.81,67.94,-61.15,41.02,29.31,-57.41,245.6,4.26,34.2,181.5,159.97,-17.2,0.0
2.0,1.0,139.2,15.75,-78.77,-1.67,-102.64,12.43,-45.69,101.93,-91.32,69.33,48.03,3.82,19.34,61.04,172.89,282.17,-4.63,1.0
1.0,1.0,309.36,-57.93,-191.38,7.42,-364.52,33.78,-71.81,44.33,133.91,50.63,53.61,-130.5,-83.26,-60.39,66.27,-342.13,17.58,1.0
2.0,2.0,-361.4,-31.09,-122.9,-0.42,-50.12,10.85,-57.06,-0.72,103.24,82.43,33.65,11.39,-30.0,-208.08,-10.14,237.01,-32.38,0.0
2.0,1.0,-124.87,-11.93,-19.73,8.59,-95.44,-23.57,67.51,120.4,-163.03,-22.06,32.52,125.97,38.99,8.93,-8.72,112.16,-24.94,0.0
1.0,1.0,165.65,-1.73,-80.71,10.0,-129.53,-22.48,-12.15,-148.52,54.88,-94.17,85.32,10.33,30.52,-52.23,37.01,-43.93,-85.2,1.0
1.0,2.0,-91.72,-42.24,17.16,2.4,-64.42,-17.24,56.68,-10.73,-80.62,11.37,54.31,98.41,-56.86,-71.73,-77.79,157.78,-93.7,0.0
1.0,1.0,-285.44,-14.48,-40.82,-8.07,130.57,-12.06,45.29,79.06,43.74,21.8,-130.83,-28.59,54.86,-104.55,157.76,-87.81,-108.87,0.0
1.0,1.0,-40.4,67.58,221.53,12.07,404.41,-15.06,9.22,-14.57,-166.01,-23.56,-27.65,-157.85,195.49,-93.57,-48.97,200.25,-48.84,0.0
1.0,2.0,86.25,-49.38,-53.18,1.77,-108.43,4.55,-5.14,-74.92,52.15,7.05,-97.32,-115.21,-1.75,-109.74,2.74,96.58,13.78,2.0
1.0,1.0,150.84,8.83,-35.3,-1.9,157.44,41.62,-1.2,-179.04,83.28,37.89,-137.24,-153.55,109.54,53.08,-75.06,97.82,58.88,1.0
1.0,1.0,45.82,34.69,64.01,-4.3,-100.42,11.29,-40.88,64.15,-55.55,69.89,-24.64,18.89,1.54,-179.65,-62.78,130.79,119.23,2.0
2.0,2.0,-57.46,-23.39,-208.21,9.29,189.4,-26.13,34.82,-59.6,27.45,7.06,40.05,-54.17,114.95,115.64,106.14,-31.1,-61.62,2.0
1.0,1.0,135.25,52.27,8.13,2.7,16.13,14.55,-19.03,44.15,-75.16,-39.58,73.13,94.12,-14.76,12.54,-73.24,-108.5,-31.1,1.0
2.0,2.0,3.14,-12.3,-84.7,-2.21,97.21,-69.61,4.62,42.3,-1.75,18.48,-37.67,-11.12,138.02,24.01,81.31,130.48,1.65,2.0
1.0,1.0,262.66,8.47,-26.61,0.04,-140.98,-40.08,-69.96,-3.35,40.55,86.44,38.72,-92.53,-13.41,-87.82,15.71,-98.84,-8.1,1.0
2.0,2.0,-62.61,-14.33,-80.36,0.52,-148.75,-15.59,34.0,-120.46,-26.16,-190.97,78.61,172.56,-98.68,78.36,0.15,59.35,96.02,0.0
2.0,1.0,-185.47,-26.72,-175.39,-2.25,-130.64,-23.05,-20.21,-89.78,-99.65,-141.4,-24.3,65.64,-86.6,-23.08,33.69,91.58,116.88,0.0
1.0,2.0,149.16,20.9,15.57,-7.64,55.02,-24.19,-48.86,38.27,105.68,44.01,-43.95,0.81,89.47,-113.33,-4.04,206.73,-81.69,2.0
2.0,1.0,117.09,-17.9,-123.27,-1.29,-53.3,-37.99,0.28,-78.31,-14.65,135.92,29.59,-86.85,-63.68,85.37,59.31,260.03,-111.43,1.0
3.0,1.0,-446.38,-12.43,85.41,2.04,-229.63,18.24,-47.5,72.46,-5.44,-54.92,172.61,-117.98,-36.01,133.74,61.19,211.74,-138.58,1.0
1.0,2.0,137.24,-26.46,-50.89,-1.63,-159.77,16.17,-64.41,-144.78,-8.72,-59.8,28.25,-73.99,-29.31,-130.68,-66.13,138.79,-21.57,2.0
1.0,2.0,177.93,-66.56,-121.17,-4.71,-260.03,22.5,1.21,100.17,-47.23,195.5,78.77,-31.77,-60.22,-40.56,109.62,-110.52,55.1,1.0
1.0,1.0,157.95,64.94,83.38,4.82,205.91,0.27,34.76,-123.35,27.7,-94.78,-2.51,-19.36,-174.61,-108.74,37.19,176.65,64.21,0.0
1.0,2.0,-123.37,-87.43,-270.54,2.81,-212.99,90.49,-30.13,-133.99,-65.37,-150.47,98.0,-96.88,-22.67,-257.35,-78.49,174.93,77.1,0.0
2.0,1.0,142.29,-15.61,-205.09,9.49,-307.64,27.49,-38.44,-46.0,28.72,-71.72,52.06,144.64,45.43,158.45,17.39,-32.47,-91.22,1.0
2.0,1.0,-7.09,-2.29,-116.81,2.87,-26.1,39.79,5.87,-71.02,147.71,90.91,-113.93,-35.43,51.85,13.47,46.96,30.01,120.04,1.0
1.0,2.0,-321.53,-39.48,29.47,-16.16,1.99,34.58,2.32,118.28,-78.49,2.53,-22.23,56.53,58.43,-243.54,-48.23,356.53,-107.67,0.0
2.0,1.0,-104.69,21.81,-63.61,8.01,-22.14,-64.29,73.27,135.08,23.74,-22.98,-35.85,172.68,85.88,110.05,8.5,-84.65,44.05,1.0
2.0,2.0,-219.54,-59.95,-117.83,6.77,-36.43,-18.27,45.61,-172.61,-6.98,-81.71,-66.38,-57.1,-153.93,4.19,172.51,12.65,7.23,2.0
1.0,1.0,26.59,66.78,129.62,4.44,239.11,13.57,-57.66,61.98,2.84,39.69,45.0,-64.0,59.06,-42.9,-56.63,157.2,-59.81,0.0
2.0,0.0,130.62,88.19,48.79,-8.58,32.63,14.26,-72.09,104.05,-113.14,40.5,-48.38,125.22,-7.37,112.85,80.7,-139.87,29.56,1.0
1.0,1.0,124.79,28.52,-27.73,-10.3,38.18,12.8,-18.41,-3.98,-81.27,34.23,-57.59,18.05,-30.59,-56.63,67.99,83.93,-60.87,1.0
1.0,1.0,181.71,-36.31,-234.23,-0.1,-135.77,-41.15,-48.0,69.78,14.33,-39.04,20.25,-54.78,-117.24,-105.97,-160.46,-130.88,-127.06,1.0
1.0,1.0,22.66,39.55,-26.95,-5.83,265.13,-7.48,22.43,-114.15,-46.24,-171.44,0.17,1.04,54.54,37.84,142.15,188.78,-66.26,2.0
1.0,1.0,120.18,-1.7,-13.54,-6.13,-26.64,-25.01,-69.08,12.94,9.86,-70.68,-73.78,-97.41,59.86,-168.97,38.06,-181.58,44.17,1.0
1.0,2.0,-61.77,-74.53,-74.47,6.41,-190.03,-25.7,36.37,137.05,-174.74,-87.3,-33.9,40.77,-37.22,-100.76,54.41,146.94,49.85,0.0
2.0,1.0,-340.05,18.48,-166.09,-6.48,85.44,-4.99,-35.87,19.13,5.19,111.67,5.62,41.42,11.77,-32.59,-82.96,-39.27,64.38,0.0
2.0,1.0,393.98,44.17,-199.31,-7.64,-68.44,36.73,-45.9,62.03,-34.55,-86.5,11.49,145.2,21.48,114.73,-59.85,80.72,-98.43,1.0
3.0,1.0,-92.98,-49.21,-89.35,7.43,-471.63,11.01,-66.67,98.64,34.05,-60.37,-97.57,27.07,-84.61,143.87,-1.13,144.79,-135.87,1.0
2.0,1.0,13.92,-24.55,-115.4,2.04,-237.41,7.39,-48.18,-150.77,-102.26,115.2,54.86,15.69,3.96,70.53,-5.48,160.42,-2.98,1.0
2.0,2.0,-48.79,-53.9,-37.74,-0.02,-234.21,-9.75,67.48,-13.58,-64.16,39.64,6.91,76.79,63.64,59.39,4.8,77.72,-31.27,0.0
1.0,1.0,238.19,-21.93,-135.27,6.5,-207.15,-14.58,-16.64,-132.67,83.66,14.13,25.35,9.15,56.68,-17.48,3.03,-67.95,125.59,1.0
2.0,1.0,-257.76,-39.53,-137.78,3.19,-1.3,1.34,57.6,2.42,-51.75,19.99,-6.97,-62.69,-23.16,76.96,-126.05,-71.47,41.14,2.0
1.0,1.0,23.78,15.62,-78.93,9.21,112.42,-51.56,14.21,-19.23,-230.06,-67.39,-36.14,-50.25,-61.02,-22.94,-4.69,-73.5,56.0,0.0
1.0,1.0,230.07,36.89,24.81,3.7,130.31,31.87,-44.91,-194.3,18.58,2.52,199.02,-29.58,3.33,-29.89,34.0,-62.78,92.43,0.0
2.0,1.0,167.21,40.76,-58.05,-7.93,93.17,-83.67,-6.06,126.2,32.39,37.09,29.01,42.76,-57.51,60.19,-16.55,58.32,-27.74,1.0
2.0,1.0,-133.1,17.42,1.22,0.51,148.03,-0.45,6.25,17.2,-72.32,28.4,-80.08,-41.6,-105.27,107.36,-101.71,218.0,-69.66,2.0
2.0,2.0,-144.02,-27.41,-60.57,4.2,-177.1,-17.81,28.14,40.58,126.35,-23.28,129.0,116.38,-93.8,48.18,7.77,185.48,-123.8,0.0
3.0,1.0,-172.84,-11.88,32.3,-6.55,-383.81,5.44,-57.81,71.5,23.84,-71.35,-89.83,-24.41,-97.54,164.51,-105.32,169.73,48.69,1.0
1.0,0.0,40.31,31.21,-79.14,-3.69,50.13,-9.67,-85.59,48.23,126.9,131.22,-95.66,-142.88,-45.65,-148.93,-99.69,-148.11,64.56,1.0
2.0,2.0,108.11,-17.99,-156.4,0.04,-199.9,-65.23,-45.87,7.13,76.12,-210.46,-1.26,101.66,-70.26,-6.23,6.89,229.41,108.33,1.0
0.0,2.0,477.43,75.48,204.05,-6.64,212.42,1.46,-54.62,126.24,-80.0,-35.6,-36.49,78.0,12.29,-55.54,-61.58,373.87,-105.58,2.0
2.0,2.0,-94.45,-38.55,-130.79,2.82,93.7,15.53,25.78,35.0,107.04,39.64,-55.83,-67.3,21.34,49.98,-79.09,115.2,39.35,2.0
2.0,1.0,-77.69,98.65,84.19,1.85,402.26,15.67,22.26,-85.57,-149.55,-22.49,-24.39,63.74,5.53,125.06,40.64,96.72,78.7,2.0
2.0,1.0,-486.69,-47.84,-171.58,9.6,-3.8,52.39,74.03,-42.65,-22.85,-157.38,-13.83,-42.38,-71.63,-57.66,141.69,149.49,19.54,2.0
1.0,2.0,443.18,16.0,23.03,2.26,-31.54,-3.7,-14.22,60.02,10.17,89.66,-118.93,80.65,-91.97,3.74,-44.75,273.21,92.09,2.0
1.0,2.0,202.86,11.02,161.2,1.59,178.74,18.16,-10.32,-38.5,95.9,-195.85,-49.25,-178.37,1.09,-18.32,-13.64,21.97,-31.6,0.0
1.0,1.0,220.71,-18.35,-266.0,4.88,-100.87,75.63,-59.88,-188.82,117.54,-24.79,-75.58,-66.58,-36.14,-111.01,113.92,-49.97,68.32,1.0
2.0,1.0,-93.58,-0.25,-211.67,1.04,-194.42,-20.33,6.99,-175.4,-61.37,-81.63,-61.79,121.95,48.4,106.18,0.49,34.44,-39.89,0.0
1.0,2.0,318.8,22.77,47.52,-3.89,-22.88,13.08,-14.61,77.32,145.81,95.96,33.56,44.52,67.06,-114.14,-37.49,207.22,-28.88,2.0
1.0,1.0,49.06,20.74,229.33,0.34,-66.08,-13.23,15.19,-155.68,81.87,24.23,45.57,46.15,101.88,-134.12,106.77,-102.81,-75.66,1.0
2.0,1.0,268.11,-29.32,-242.31,2.66,-218.81,-2.85,-15.45,96.96,-41.48,23.52,-74.23,47.08,20.15,57.55,-97.81,129.33,60.1,1.0
2.0,1.0,115.01,2.12,-78.38,0.74,-295.61,-25.71,-79.45,-57.96,-114.98,70.66,31.9,114.77,-223.22,87.6,-215.48,41.69,82.5,1.0
1.0,0.0,70.46,140.83,77.92,-5.55,313.18,-30.84,-30.23,-91.04,-70.72,-16.71,26.96,202.17,159.55,-154.06,-62.57,0.56,113.22,0.0
1.0,2.0,327.84,-4.32,-73.01,0.19,10.95,58.14,-37.87,24.0,40.2,28.92,72.67,37.38,65.4,14.82,16.78,283.49,7.06,2.0
2.0,2.0,-78.05,-5.42,-33.45,-2.78,222.3,-37.9,-27.63,-25.89,162.07,-23.74,115.9,-108.2,-85.24,280.7,40.31,146.54,2.56,2.0
1.0,1.0,240.06,42.1,-2.22,-2.88,-137.55,11.44,-43.72,-15.06,113.15,-63.31,20.42,144.15,-71.57,-0.05,65.95,98.83,-126.22,1.0
1.0,1.0,-28.34,102.57,155.66,4.31,346.13,-1.95,-2.95,-96.06,20.49,24.35,16.42,28.59,140.93,-146.19,-56.65,145.69,44.53,0.0
1.0,2.0,-190.98,-65.34,-103.66,10.84,-91.03,-23.0,-1.22,-51.02,53.58,-42.12,39.45,-32.37,27.37,-117.49,-41.86,44.23,7.72,0.0
