cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,target
1.0,1.0,-2.45,31.84,-16.02,42.92,-91.78,40.33,-9.0,-49.23,-72.96,-29.38,-47.64,35.35,-29.34,0.0
1.0,1.0,5.15,30.57,-45.5,41.03,87.3,-27.13,-22.34,18.87,-202.22,171.64,44.68,-7.74,-4.34,1.0
1.0,2.0,-5.87,18.99,-64.38,1.91,101.67,27.14,-10.57,3.98,-59.51,-202.11,45.91,10.96,30.56,0.0
1.0,2.0,-3.89,-12.3,-9.77,-47.68,-168.21,-21.01,25.28,-4.42,47.8,-33.2,38.79,14.51,32.53,1.0
1.0,1.0,-1.86,-8.54,9.39,-12.22,55.25,130.3,20.74,-27.88,-99.78,120.38,-94.01,16.21,-9.18,0.0
1.0,1.0,4.26,-18.17,-84.75,-20.0,-177.24,-178.72,14.75,43.56,-182.95,106.96,19.72,-56.65,0.06,1.0
2.0,1.0,-12.49,30.9,-49.04,-27.34,180.81,25.67,5.72,15.22,190.31,-49.79,-40.81,-39.12,-33.77,0.0
1.0,1.0,2.13,-23.42,-2.87,-8.64,-287.17,-58.7,13.5,-34.02,-129.72,22.88,-6.86,17.02,21.17,0.0
1.0,1.0,-5.93,20.27,74.97,65.59,92.91,25.97,11.72,-11.29,-86.04,148.31,-24.72,13.22,9.62,0.0
2.0,1.0,-14.69,10.09,-5.55,-30.47,236.31,23.07,12.68,-4.84,-148.2,-11.73,-17.88,-33.67,6.64,0.0
0.0,0.0,13.86,29.14,-301.33,6.09,-344.5,-116.99,-22.29,32.4,-41.98,102.42,-34.07,-40.66,-5.74,1.0
1.0,0.0,-5.19,54.82,-38.24,40.54,-250.5,28.94,45.17,-27.29,-10.99,-75.26,27.23,17.02,3.82,0.0
1.0,1.0,15.82,-20.74,11.52,56.48,-197.55,28.76,-7.57,-4.8,291.24,81.89,-82.95,4.85,1.87,1.0
1.0,1.0,-2.78,-4.36,-236.72,34.47,-84.18,-43.28,0.85,17.43,89.95,-94.49,18.95,-80.25,40.94,1.0
1.0,1.0,-5.72,-17.09,-31.04,49.2,-42.2,7.83,17.15,-6.05,-171.24,-97.21,-58.47,21.83,-20.76,0.0
1.0,1.0,-4.64,0.21,-74.22,-74.52,-20.76,51.61,29.8,-26.67,-73.55,-117.81,-39.53,-56.49,-40.46,0.0
1.0,1.0,-13.98,-8.12,-97.63,7.03,39.2,69.24,26.33,40.23,44.51,6.55,-41.69,67.7,-41.64,1.0
0.0,1.0,11.45,-7.94,9.6,22.77,-304.84,-102.09,-2.75,11.42,-111.38,179.85,-26.24,51.07,31.18,1.0
1.0,1.0,-3.45,-23.31,-77.68,-27.71,87.32,-58.77,-2.08,50.69,224.99,-56.86,-23.82,-56.0,-1.97,1.0
1.0,2.0,-2.4,17.92,134.66,-21.44,-71.64,15.34,-7.89,-52.41,-244.57,-25.23,-63.42,96.28,25.99,0.0
1.0,1.0,-6.87,-0.86,-12.71,46.78,64.11,72.8,41.53,-14.7,-204.19,-32.82,-62.71,-26.52,-40.02,0.0
1.0,1.0,2.28,-38.78,-118.08,15.2,-79.08,74.81,-1.76,-12.88,211.49,-63.98,45.31,-18.75,18.63,0.0
1.0,1.0,2.24,-9.04,21.49,-29.08,64.29,5.36,-12.05,-0.71,-136.33,45.76,62.97,15.35,-3.24,1.0
1.0,2.0,2.31,-14.74,-29.76,-10.25,277.37,99.34,-34.87,0.3,51.71,49.32,-17.87,-16.45,-8.91,1.0
1.0,1.0,-6.03,-30.16,-45.7,-70.35,-5.39,-9.78,-7.68,-8.18,-5.61,-11.34,-22.78,10.97,-3.57,0.0
1.0,1.0,-5.02,26.63,-16.74,-23.47,-45.02,78.24,28.39,19.38,218.81,108.44,53.01,42.58,-11.55,1.0
2.0,1.0,-15.91,18.01,-65.68,-32.88,-174.25,41.72,66.02,25.29,295.74,102.64,0.94,30.52,22.46,1.0
0.0,1.0,15.08,-30.66,-85.13,38.55,-210.1,-53.7,-24.56,12.35,-45.42,74.1,-7.96,15.62,-2.55,1.0
1.0,1.0,-3.99,27.14,-0.59,5.45,-39.4,40.05,39.87,-36.68,-283.07,78.32,-10.61,-31.82,-20.63,0.0
1.0,1.0,-0.62,-18.84,112.1,14.58,-233.15,-71.15,44.95,-9.37,-289.69,-71.59,-29.55,45.77,5.12,0.0
1.0,0.0,0.63,44.71,-33.85,-3.01,141.69,-45.03,-15.81,49.28,-34.04,-70.6,31.66,-7.91,30.64,1.0
1.0,2.0,-16.12,18.17,-23.14,-42.37,214.24,-22.96,-15.59,29.52,-114.06,117.77,-23.28,52.74,-3.42,0.0
1.0,0.0,0.71,29.9,-105.26,21.13,177.45,21.09,-21.63,-4.27,-308.38,99.65,12.54,-41.81,0.17,1.0
1.0,1.0,8.01,-13.46,-104.07,48.93,-216.43,85.61,31.19,-42.88,-26.39,-38.82,-55.95,-53.43,2.24,0.0
2.0,1.0,-18.35,9.75,29.94,16.66,287.44,-12.45,11.43,7.75,-118.77,102.08,,-30.92,-7.11,0.0
1.0,1.0,15.12,10.18,10.21,32.46,67.09,149.07,-12.22,41.11,415.91,-5.91,75.8,39.16,48.3,1.0
0.0,1.0,17.64,-9.86,89.18,-29.96,85.83,54.93,-32.26,42.8,3.64,141.14,43.29,85.48,-40.42,0.0
1.0,0.0,-3.87,35.05,93.69,26.56,-246.66,-99.01,42.74,6.49,-167.27,-38.73,-3.42,52.06,-22.12,0.0
1.0,0.0,11.19,-13.84,-50.33,71.43,-14.79,81.58,-5.9,19.63,-1.06,44.32,8.25,30.16,-1.92,1.0
1.0,0.0,-12.52,0.69,-33.1,-2.97,278.92,42.94,2.28,-7.67,-202.62,-12.58,21.82,-38.41,-20.73,0.0
1.0,0.0,0.92,-13.1,107.61,-47.06,-81.11,64.85,13.53,-42.9,-173.57,28.75,35.16,66.63,-16.59,0.0
1.0,1.0,1.67,-18.57,-93.66,46.19,-72.22,-85.31,1.55,17.22,-228.7,-8.78,-37.21,-30.4,20.41,1.0
2.0,1.0,-13.09,3.77,24.43,-43.64,483.73,158.12,-2.75,2.09,34.73,-7.46,13.16,-24.24,-5.82,0.0
1.0,1.0,-3.73,33.4,-96.1,20.63,156.08,88.58,12.52,-11.71,-33.2,144.67,-31.78,-74.62,-29.49,0.0
1.0,1.0,3.75,53.06,81.25,-39.8,-331.82,-28.42,29.7,-40.05,-250.44,-66.06,-9.13,68.07,12.46,0.0
1.0,2.0,9.04,-26.27,-72.19,-37.62,-109.9,54.05,-0.63,24.49,230.56,3.73,-28.1,19.44,36.37,1.0
1.0,2.0,3.35,33.74,82.22,-66.14,-368.2,-80.04,48.39,-2.97,-153.16,99.28,41.6,51.89,-5.53,0.0
2.0,1.0,-12.86,-9.05,-19.54,-16.45,433.98,119.09,-51.5,-31.18,117.51,-34.21,5.64,-11.96,19.53,0.0
0.0,1.0,10.61,1.42,66.4,27.25,294.38,39.0,-39.68,-5.78,-377.87,102.3,-54.29,-9.86,54.29,1.0
2.0,0.0,-9.78,-28.38,-40.49,-2.99,126.44,82.52,26.41,-17.1,-58.26,-178.27,-27.38,-38.85,5.88,0.0
1.0,2.0,-11.65,17.39,105.72,-1.63,173.93,10.09,11.4,-4.58,-127.96,-34.63,61.45,24.96,-15.58,0.0
1.0,1.0,-9.59,5.18,-29.31,6.83,281.16,73.53,9.74,0.82,-91.26,-55.17,0.73,-48.55,-16.98,0.0
1.0,0.0,6.84,-30.56,59.84,-26.46,-236.77,83.63,35.86,-39.78,-238.79,-79.65,16.8,68.06,3.26,0.0
0.0,1.0,1.22,-39.22,40.4,-11.37,-38.96,-54.81,-27.31,11.48,-191.11,-40.04,,94.99,18.6,1.0
1.0,2.0,21.8,9.64,-92.02,-84.62,-229.93,33.52,-1.1,17.52,282.08,15.92,14.0,-36.66,-32.52,1.0
1.0,0.0,-18.09,6.57,-41.29,34.15,341.47,6.12,0.96,8.1,-262.51,17.46,13.9,-34.86,18.39,0.0
1.0,1.0,13.22,18.94,220.83,-13.49,140.2,66.97,-36.14,-2.56,73.87,110.35,-13.13,82.65,-0.27,1.0
1.0,1.0,-6.37,-42.03,-135.85,11.76,4.07,-58.45,-4.61,35.42,-162.03,63.85,13.66,11.09,5.28,1.0
1.0,1.0,-9.95,-0.69,-75.95,2.13,-217.09,-6.95,57.28,21.24,37.48,-54.34,29.43,24.38,-28.11,0.0
1.0,1.0,-28.52,-9.83,62.92,-3.75,239.45,-69.69,41.62,19.77,-488.41,123.46,6.23,27.25,-20.25,0.0
1.0,1.0,-7.79,36.31,-47.6,3.26,7.67,25.46,11.67,-31.94,-275.62,5.0,-61.44,0.05,19.89,0.0
1.0,1.0,-7.54,-7.79,-39.73,17.51,142.9,39.15,4.0,-6.53,-88.9,-12.14,-63.31,-23.34,-16.51,0.0
1.0,1.0,16.94,4.24,-20.67,-23.67,-208.07,45.38,1.31,-8.81,152.57,142.21,13.66,-4.51,-40.72,1.0
2.0,1.0,-8.78,-46.91,-49.69,8.69,112.19,72.79,-18.03,-35.56,29.02,24.92,-39.99,5.82,40.18,0.0
1.0,1.0,-14.51,-7.04,-20.21,19.82,209.16,-2.89,11.21,7.79,-229.83,-79.08,55.81,-13.64,1.7,0.0
1.0,1.0,9.79,28.57,21.74,-102.58,25.43,42.02,-4.57,38.76,102.34,107.3,8.35,34.43,-3.48,1.0
1.0,1.0,-1.67,38.76,-67.89,-47.11,-142.8,75.71,46.79,-38.74,-195.93,125.06,96.91,-28.81,22.19,0.0
1.0,1.0,-1.67,-16.6,-18.6,44.52,-295.68,29.82,57.22,-44.92,-258.26,69.21,-18.98,10.97,-14.53,0.0
1.0,1.0,-7.65,27.88,68.37,-53.99,165.32,76.84,31.41,10.27,-32.79,-97.26,58.74,8.09,-32.53,0.0
1.0,1.0,-10.62,-48.95,-43.3,-5.19,205.36,39.87,7.72,-4.83,-114.79,-124.85,-82.39,-40.05,-9.28,0.0
1.0,1.0,4.49,-18.68,-104.59,12.49,-27.74,-39.91,-4.72,-2.67,-141.03,164.07,-27.47,-68.5,-50.04,1.0
1.0,2.0,4.71,-0.92,-9.67,18.45,-86.01,150.42,27.8,-40.96,-30.55,-140.61,-42.98,9.86,20.92,0.0
0.0,1.0,-1.9,-58.81,-33.56,-45.86,337.85,28.25,-40.3,50.27,-215.47,-113.03,93.61,49.61,28.65,1.0
1.0,0.0,5.04,22.51,30.32,-90.47,-22.32,-47.15,-0.17,6.1,9.6,20.73,44.48,-31.61,-16.23,1.0
1.0,1.0,2.64,11.31,57.63,-16.96,34.93,-13.7,-1.76,-14.56,-231.65,92.79,36.39,-1.01,-37.32,1.0
1.0,1.0,-5.13,16.0,29.72,49.28,75.09,59.33,7.12,-33.26,-260.63,-37.56,-46.56,22.34,-30.69,0.0
1.0,0.0,-9.38,-21.41,96.03,41.16,54.87,-11.92,39.19,10.97,-200.93,-123.65,-38.76,23.63,58.13,0.0
0.0,1.0,17.36,3.29,49.92,-51.65,-154.28,-97.96,-6.86,-15.58,-316.23,255.14,6.22,-39.36,-12.94,1.0
1.0,2.0,5.8,-37.11,96.4,-3.66,-327.56,-31.85,41.84,-28.69,-277.7,49.8,-7.83,54.6,-13.8,0.0
2.0,1.0,-8.99,-8.59,-74.86,31.67,-27.62,16.95,14.73,-5.16,134.54,95.03,24.36,-18.95,-2.15,0.0
1.0,1.0,-7.3,-16.24,62.57,21.57,200.87,76.84,7.05,-9.32,-52.8,-44.97,-66.68,10.54,-25.67,0.0
1.0,1.0,-19.95,-0.14,89.07,12.12,400.62,-0.57,18.11,31.99,-139.29,-35.55,65.2,-12.44,30.04,0.0
1.0,1.0,-13.86,-6.45,25.32,-61.65,-37.88,9.91,41.32,27.37,115.62,24.34,28.48,53.92,-18.74,0.0
2.0,1.0,-11.88,2.2,-123.59,51.91,221.09,25.09,5.19,0.6,-28.48,-21.21,-34.36,-90.44,25.63,1.0
1.0,2.0,-16.29,-3.3,-111.2,-80.75,47.18,153.25,50.58,25.11,28.68,62.76,-73.78,62.17,-5.06,1.0
1.0,1.0,-19.26,20.69,29.16,-31.48,185.97,-35.35,4.93,8.64,-252.09,-37.07,-7.73,41.39,-1.06,0.0
1.0,1.0,3.81,11.18,-128.85,-40.11,-82.21,-120.08,-2.6,32.05,-299.75,37.28,-72.23,-39.34,-77.16,1.0
1.0,0.0,8.74,-24.14,65.88,-42.76,-322.9,31.85,-2.17,-70.25,-106.88,-25.21,44.44,77.1,57.23,0.0
1.0,1.0,-8.93,4.56,110.86,46.52,463.22,78.37,-24.93,43.37,72.81,152.44,-89.27,50.94,-7.07,1.0
1.0,2.0,1.12,0.91,-75.98,-10.27,-94.63,11.81,-7.2,2.29,198.67,10.28,23.87,3.86,-30.62,1.0
0.0,2.0,18.34,22.91,-15.92,-109.97,-66.95,-31.3,-32.06,10.22,-72.21,6.82,-60.64,-5.39,-2.06,1.0
1.0,1.0,15.98,-9.25,-108.15,79.92,-105.48,118.76,0.58,6.24,152.21,-45.01,-22.6,-8.22,-45.06,1.0
1.0,1.0,14.28,-9.51,224.35,12.23,101.3,63.33,-24.45,-38.7,-85.23,88.41,-6.61,33.81,-43.83,1.0
1.0,1.0,-7.23,-1.18,-7.47,-7.55,-47.7,-43.26,12.71,-12.96,-154.77,0.46,7.24,-0.31,-24.76,0.0
1.0,1.0,-11.17,-10.22,60.75,-45.86,129.97,11.31,14.83,7.15,8.19,75.16,115.28,14.69,-28.9,0.0
1.0,1.0,2.48,16.38,38.64,-89.77,-199.34,-5.24,37.06,-10.94,-114.02,10.78,-1.34,17.66,-14.42,0.0
1.0,1.0,-12.34,-4.47,-25.0,66.78,258.98,72.02,23.7,-13.28,-240.74,149.01,10.95,-52.83,-2.44,0.0
1.0,0.0,-0.04,6.5,-34.36,10.18,-249.65,-2.15,17.52,-35.42,20.8,94.27,55.3,7.54,9.81,0.0
1.0,1.0,-0.39,10.3,-101.29,13.83,-83.46,-108.65,8.08,19.26,-259.75,54.68,0.97,-42.31,-25.45,1.0
1.0,1.0,0.17,9.07,-61.84,-21.75,137.03,5.34,-14.7,26.39,138.13,26.13,-16.86,-40.63,-25.45,1.0
1.0,2.0,-19.5,-18.93,30.76,-0.07,176.67,-32.24,23.94,-8.47,-334.27,43.45,-19.17,-6.98,-0.36,0.0
2.0,1.0,-0.64,-5.22,-56.11,23.03,-249.35,23.38,45.91,3.0,284.04,-44.69,39.57,-18.21,21.59,1.0
1.0,1.0,-6.19,-4.54,-38.33,-48.27,60.73,27.94,-8.7,-3.88,29.8,-112.42,35.49,16.85,-14.44,0.0
1.0,1.0,1.7,-2.71,15.61,-2.96,-13.2,106.54,-1.51,-54.93,-136.32,0.66,-17.16,24.97,2.48,0.0
1.0,0.0,-2.03,-16.52,-133.33,-24.64,-38.98,95.78,31.5,28.44,-17.89,-184.6,-107.23,21.74,19.29,1.0
1.0,1.0,-0.36,-9.71,70.47,-48.17,-117.95,51.61,29.08,-25.15,-200.01,-77.35,-43.08,61.65,-3.4,0.0
1.0,1.0,-3.74,-54.39,-36.08,18.28,-247.75,29.02,55.17,-29.51,24.54,161.63,-77.96,-22.29,-20.65,0.0
2.0,1.0,-2.42,29.98,-52.89,69.73,243.84,121.57,4.75,-32.62,-73.48,-67.19,1.47,-88.88,-12.38,0.0
1.0,1.0,-7.38,3.22,-122.85,-13.26,98.65,-38.85,-1.76,54.73,141.56,114.75,3.93,-27.68,-10.39,1.0
2.0,1.0,10.68,-6.08,-28.6,-31.07,-223.34,69.94,27.52,-6.72,496.09,25.93,-13.73,-50.11,-9.76,1.0
2.0,1.0,-18.26,28.07,89.42,101.38,722.07,147.33,-46.25,-5.04,103.87,53.14,-19.84,-16.6,15.37,0.0
1.0,1.0,3.04,41.58,-111.57,-2.81,35.31,-36.81,-14.15,35.97,130.48,-98.08,-19.32,-49.02,45.15,1.0
1.0,1.0,-11.64,-5.5,76.01,-101.88,163.15,-1.0,29.09,13.77,-91.45,-31.64,40.26,-7.99,-5.44,0.0
1.0,0.0,-19.21,-22.21,27.89,-50.77,142.23,-38.48,24.11,-3.83,-290.62,72.58,79.02,2.94,-7.49,0.0
2.0,1.0,-12.65,-23.77,-93.52,-24.55,283.12,35.68,-35.48,-7.07,212.81,-115.19,-15.57,-51.56,-0.59,0.0
1.0,1.0,16.66,30.23,-70.02,25.63,-115.39,58.49,-12.47,5.53,205.86,40.5,30.24,-17.16,5.36,1.0
1.0,2.0,-12.01,-33.38,30.88,-16.89,599.92,62.85,-8.17,0.35,-323.16,17.9,-20.22,-100.89,-37.65,1.0
1.0,1.0,8.12,-39.91,-123.99,-116.47,-234.77,109.43,28.2,-4.34,253.87,-77.73,-1.18,-7.36,28.88,1.0
1.0,1.0,-8.48,30.79,159.79,13.2,175.89,5.39,-9.14,-20.7,-209.25,-202.89,-65.83,59.98,-8.24,0.0
1.0,1.0,9.41,0.17,-87.46,-32.37,-341.41,91.21,42.77,-57.33,-35.06,-18.68,107.26,-33.74,-45.51,0.0
1.0,1.0,2.16,-27.95,87.95,-26.23,-206.15,14.51,59.39,-7.2,-182.28,-75.34,18.16,29.7,-1.64,0.0
1.0,2.0,-4.75,5.28,-53.19,17.57,-182.46,69.81,51.5,-6.52,-19.36,-70.21,-48.31,26.91,-10.33,1.0
1.0,1.0,3.45,-24.4,-44.92,5.78,-289.71,8.1,9.3,-45.6,-23.6,143.64,-11.74,19.16,-11.35,0.0
1.0,1.0,-9.7,-62.32,-5.49,83.11,323.17,40.57,-11.61,11.0,-203.43,-1.09,-35.22,-3.85,1.73,1.0
1.0,1.0,-1.16,14.56,-39.26,-8.1,11.48,-58.89,4.93,10.89,-51.05,185.23,-5.31,-51.85,29.3,1.0
1.0,0.0,1.76,-32.9,-42.34,22.8,-16.62,83.68,1.48,-30.73,120.12,90.84,2.42,-25.42,35.93,0.0
2.0,1.0,-9.3,1.39,21.31,-1.99,58.46,12.82,20.84,-14.54,-43.82,116.36,68.26,-19.04,-30.93,0.0
1.0,1.0,-3.69,39.85,8.15,108.12,64.97,89.41,48.12,4.32,-91.12,-62.5,38.52,-21.57,7.76,1.0
2.0,0.0,-17.39,10.9,41.14,20.3,364.49,-16.07,3.56,35.12,134.16,-123.65,75.69,-47.52,19.97,0.0
1.0,1.0,9.05,-25.84,-90.04,18.13,-36.83,87.39,-3.41,-18.15,153.22,-22.93,-54.73,-50.66,-31.19,0.0
1.0,1.0,-17.47,-20.51,-1.24,-1.23,449.19,32.53,-11.05,17.15,-243.37,-5.46,-6.64,-12.9,-23.56,0.0
1.0,1.0,4.66,28.12,-125.83,-11.2,240.68,50.33,-33.01,-13.51,-271.76,-106.98,40.91,-77.44,-34.47,1.0
1.0,0.0,-1.03,57.5,88.96,69.02,61.0,-25.88,10.95,-13.16,-66.11,-102.94,-10.89,-37.69,26.54,1.0
1.0,2.0,1.45,-28.48,-42.42,22.85,-181.18,65.01,28.46,1.48,211.72,231.09,-14.85,22.76,-16.23,1.0
1.0,1.0,-1.96,8.37,41.8,3.87,183.58,128.65,-26.08,-51.14,30.78,-50.67,19.41,13.94,-26.25,0.0
2.0,0.0,-7.98,-37.73,-127.57,21.67,-108.16,158.48,41.64,4.38,401.23,-70.4,30.96,21.03,11.93,1.0
1.0,1.0,-4.93,4.72,157.56,22.31,-65.62,-38.67,45.74,7.47,-280.42,7.67,44.79,58.94,8.65,0.0
1.0,0.0,-6.49,-24.85,-55.55,5.83,-8.55,32.84,39.75,12.49,81.7,21.54,30.96,-39.34,6.44,0.0
1.0,1.0,-3.82,-5.96,-134.13,-56.3,119.14,-3.07,-20.06,40.3,-58.49,14.13,1.92,11.54,-31.92,1.0
1.0,1.0,-8.18,-11.75,-31.19,3.64,81.15,85.0,29.07,42.3,23.47,78.11,-7.71,59.67,-17.62,1.0
1.0,1.0,9.25,11.14,-4.12,-39.17,-191.64,24.12,-0.26,4.13,355.97,173.98,-72.54,16.49,-6.6,1.0
1.0,2.0,10.58,-68.67,4.29,-23.89,-44.92,39.53,-0.04,33.33,210.07,0.79,14.97,20.08,15.34,1.0
1.0,1.0,-5.41,1.59,-133.36,-28.07,-125.22,107.88,58.69,33.13,159.69,82.65,29.03,15.41,-3.47,1.0
1.0,2.0,-0.3,-13.25,-120.99,-137.51,299.61,135.05,-13.44,-5.41,-16.87,55.24,59.94,-75.45,29.86,0.0
1.0,1.0,-5.59,35.49,-50.5,6.04,254.76,50.35,-10.22,2.8,26.49,68.83,38.67,-56.93,-16.18,1.0
1.0,1.0,-5.62,-16.8,-17.05,5.03,-47.38,44.5,21.19,16.59,-3.16,-128.06,-35.54,63.5,-29.38,1.0
1.0,2.0,17.49,9.64,85.8,5.21,-97.59,-36.52,-20.35,26.38,94.5,-30.14,48.61,36.59,40.07,1.0
1.0,1.0,-1.71,-23.53,-55.17,-33.12,41.2,80.71,17.87,-24.75,-116.75,7.78,154.31,-35.47,-7.63,0.0
1.0,1.0,8.7,4.81,-111.65,26.76,-55.68,155.6,26.61,-0.23,33.29,16.48,25.58,-14.65,7.25,1.0
2.0,1.0,4.03,-3.09,-73.1,-94.67,-147.91,114.46,56.85,-44.66,19.13,90.63,-3.78,-92.89,36.78,0.0
1.0,1.0,-20.69,25.35,22.4,15.58,408.88,-17.64,-9.66,18.41,-172.28,-16.51,-29.78,-14.75,47.02,0.0
1.0,1.0,-12.15,-12.39,195.54,-29.45,113.77,-88.12,34.55,23.94,-327.1,-65.01,30.35,46.83,-32.26,0.0
2.0,2.0,9.19,-1.77,-83.85,14.63,-342.02,8.39,18.22,-17.01,388.98,175.19,15.0,-39.6,-19.64,1.0
1.0,1.0,-1.86,7.42,-81.72,-31.37,90.01,68.03,-2.64,-21.48,-179.9,-33.51,-33.85,-22.51,40.79,0.0
1.0,1.0,-1.98,2.49,-84.65,-7.37,60.66,18.78,-16.28,12.14,35.76,75.21,37.79,4.74,0.51,0.0
1.0,1.0,2.91,-17.06,-75.23,81.85,-129.92,59.31,30.26,-25.32,7.22,95.55,74.87,-49.4,-10.21,0.0
1.0,1.0,-4.57,-26.03,27.4,39.68,-160.97,-70.29,37.97,11.86,-0.73,79.09,-53.71,-1.36,-1.86,0.0
0.0,1.0,19.61,-29.96,-28.67,-30.05,-242.3,-103.26,-17.3,-6.04,-364.81,66.66,48.19,-5.35,-7.24,1.0
1.0,1.0,13.3,-37.89,-22.96,-50.37,-11.19,13.73,-19.15,-14.4,85.94,-135.63,27.68,-63.32,-39.63,1.0
0.0,1.0,17.94,-17.18,16.94,-46.56,-390.53,-175.8,1.64,-9.68,-653.74,54.02,-31.77,36.63,-35.09,1.0
1.0,1.0,-19.33,-22.02,-106.88,54.95,-3.9,11.01,29.84,36.54,-51.2,-59.74,5.33,68.25,42.55,1.0
1.0,1.0,-8.17,16.99,-24.94,-26.0,-72.38,53.9,44.09,19.41,1.26,41.14,13.35,47.51,9.9,1.0
2.0,2.0,-21.51,18.61,-3.68,23.62,577.58,61.03,-5.6,10.08,-238.63,21.21,-32.47,-56.74,14.63,0.0
1.0,1.0,-2.6,-22.11,-77.64,17.72,110.12,-22.36,-5.43,16.14,-117.68,47.59,-16.09,-41.44,12.56,1.0
1.0,1.0,1.74,10.54,-177.09,4.53,270.93,33.83,-28.77,7.58,-69.13,-43.49,-8.65,-119.45,-29.84,1.0
1.0,1.0,-4.19,11.63,-43.62,16.59,58.41,-29.16,-3.34,31.36,17.76,8.29,-73.68,4.96,44.7,1.0
1.0,1.0,-6.95,6.94,-120.89,-0.91,271.85,-42.68,-5.43,42.7,-134.74,-166.52,7.55,-89.99,52.84,1.0
1.0,1.0,-17.45,0.93,55.0,61.72,199.94,-22.95,21.47,9.42,-189.12,75.31,-7.38,2.45,0.27,0.0
1.0,1.0,-8.82,40.18,-89.14,-34.99,-120.02,78.5,48.34,30.23,264.04,-52.9,25.02,33.14,31.19,1.0
1.0,1.0,-4.61,-0.54,57.63,-43.36,255.72,-42.48,-0.29,25.26,-282.5,15.84,-49.33,-25.26,28.79,1.0
1.0,1.0,-3.45,-33.39,-156.84,33.34,-239.23,53.26,47.11,3.86,78.0,91.15,-13.24,-4.03,2.74,1.0
1.0,1.0,-6.84,-5.39,-95.31,6.29,-184.35,71.85,62.23,1.69,142.25,75.66,13.11,-13.36,17.87,1.0
1.0,1.0,1.93,-18.95,-0.14,20.41,-173.13,34.54,43.49,10.91,98.94,102.51,-84.54,10.76,-0.14,1.0
1.0,1.0,-2.3,30.07,-61.14,-59.54,-79.73,50.51,48.52,-0.02,-105.9,-21.62,32.41,-28.14,-8.44,0.0
1.0,1.0,18.43,-31.22,-48.29,-13.32,-189.27,-50.06,-28.11,23.25,162.15,-39.41,79.77,2.54,55.29,1.0
1.0,1.0,2.18,29.55,-106.9,20.18,71.34,90.69,-15.97,-13.04,76.85,-65.05,16.51,-24.49,-0.28,0.0
1.0,1.0,12.7,29.59,15.16,51.04,208.43,135.33,-51.11,-29.91,-44.12,133.19,29.86,11.44,-24.87,1.0
2.0,1.0,-20.86,-10.8,40.97,-14.35,421.48,-27.02,-26.35,10.99,23.32,81.79,-46.49,-22.23,-17.97,0.0
0.0,1.0,9.73,30.9,-45.82,25.39,-113.32,-62.59,-19.62,15.2,-209.84,66.92,13.72,27.19,13.29,1.0
2.0,1.0,-7.73,1.08,82.0,72.08,391.56,141.1,2.99,1.19,128.65,141.95,-73.8,-21.63,-1.95,0.0
1.0,1.0,11.5,3.55,-71.4,-55.34,-146.77,73.3,7.92,10.94,165.03,-153.64,57.8,8.66,-34.26,1.0
1.0,1.0,17.76,42.44,-37.03,39.45,-366.99,-77.81,-20.06,-16.92,111.56,32.77,11.74,3.08,-67.5,1.0
0.0,1.0,9.06,1.3,-114.53,2.54,-256.22,-134.46,-0.92,15.87,-257.79,-106.84,-30.73,-22.48,-8.29,1.0
1.0,1.0,-0.53,11.64,-127.86,24.31,-70.49,-50.18,-9.51,39.19,59.8,16.26,2.14,10.6,-31.67,1.0
1.0,1.0,14.95,5.35,-58.88,28.81,-204.41,74.29,7.35,-2.56,332.07,-95.03,-1.8,-19.96,3.6,1.0
1.0,1.0,0.53,-23.63,-48.43,36.15,-114.17,-130.96,11.19,24.93,-240.49,-107.03,9.21,-24.66,-61.93,1.0
0.0,0.0,15.74,34.24,-44.98,21.56,-357.36,-158.02,-7.31,40.16,-56.03,18.6,-42.89,29.64,-1.04,1.0
2.0,1.0,-12.55,14.66,-11.56,-24.16,123.62,-32.12,16.84,15.95,-9.89,-147.73,-2.56,-32.51,30.54,0.0
1.0,1.0,9.19,22.88,-114.37,0.05,-183.25,101.14,12.85,-26.23,82.88,-3.79,117.75,-17.73,-37.97,0.0
1.0,1.0,-2.38,-30.44,101.72,-55.35,251.33,-3.61,-17.37,62.1,112.42,60.7,14.45,57.14,21.53,1.0
1.0,0.0,0.87,-18.95,10.73,15.62,282.07,33.01,-30.83,26.91,-161.72,-130.55,88.32,20.95,1.48,1.0
1.0,1.0,-4.91,-19.64,139.84,47.23,101.63,15.57,8.35,-10.88,-47.02,39.94,16.24,29.05,17.34,0.0
1.0,1.0,7.6,-10.97,-77.08,-16.1,-335.23,67.97,43.27,-30.52,31.42,-107.14,-5.55,-7.68,-17.29,0.0
1.0,1.0,6.67,20.84,0.99,-2.47,-121.51,-20.7,3.94,8.57,20.86,102.85,41.0,9.01,29.63,1.0
2.0,1.0,-14.63,18.37,-107.79,45.4,-375.29,-74.84,55.43,-21.47,79.82,-119.74,26.28,-11.56,-2.22,1.0
1.0,0.0,14.15,14.17,-121.94,60.62,-182.86,-23.71,-27.38,3.78,33.62,100.09,-42.31,-5.83,7.63,1.0
0.0,1.0,5.71,17.25,-194.18,3.44,-182.45,-130.09,-11.69,42.72,-245.8,-56.5,-48.97,-10.62,-63.05,1.0
